¥˙¬Î,ºÚ≥∆,»’∆⁄, ’≈Ãº€(‘™),
600821.SH,ΩÚ»∞“µ,19940128,1.5421,
600821.SH,ΩÚ»∞“µ,19940131,1.4009,
600821.SH,ΩÚ»∞“µ,19940201,1.3672,
600821.SH,ΩÚ»∞“µ,19940202,1.43,
600821.SH,ΩÚ»∞“µ,19940203,1.4569,
600821.SH,ΩÚ»∞“µ,19940204,1.4972,
600821.SH,ΩÚ»∞“µ,19940214,1.4457,
600821.SH,ΩÚ»∞“µ,19940215,1.4143,
600821.SH,ΩÚ»∞“µ,19940216,1.4188,
600821.SH,ΩÚ»∞“µ,19940217,1.4009,
600821.SH,ΩÚ»∞“µ,19940218,1.3964,
600821.SH,ΩÚ»∞“µ,19940221,1.3538,
600821.SH,ΩÚ»∞“µ,19940222,1.3785,
600821.SH,ΩÚ»∞“µ,19940223,1.3672,
600821.SH,ΩÚ»∞“µ,19940224,1.3717,
600821.SH,ΩÚ»∞“µ,19940225,1.3897,
600821.SH,ΩÚ»∞“µ,19940228,1.3448,
600821.SH,ΩÚ»∞“µ,19940301,1.3202,
600821.SH,ΩÚ»∞“µ,19940302,1.2731,
600821.SH,ΩÚ»∞“µ,19940303,1.2328,
600821.SH,ΩÚ»∞“µ,19940304,1.2328,
600821.SH,ΩÚ»∞“µ,19940307,1.2216,
600821.SH,ΩÚ»∞“µ,19940308,1.161,
600821.SH,ΩÚ»∞“µ,19940309,1.1454,
600821.SH,ΩÚ»∞“µ,19940310,1.096,
600821.SH,ΩÚ»∞“µ,19940311,1.1722,
600821.SH,ΩÚ»∞“µ,19940314,1.5129,
600821.SH,ΩÚ»∞“µ,19940315,1.3897,
600821.SH,ΩÚ»∞“µ,19940316,1.4793,
600821.SH,ΩÚ»∞“µ,19940317,1.3941,
600821.SH,ΩÚ»∞“µ,19940318,1.3583,
600821.SH,ΩÚ»∞“µ,19940321,1.2552,
600821.SH,ΩÚ»∞“µ,19940322,1.3224,
600821.SH,ΩÚ»∞“µ,19940323,1.2731,
600821.SH,ΩÚ»∞“µ,19940324,1.3,
600821.SH,ΩÚ»∞“µ,19940325,1.3672,
600821.SH,ΩÚ»∞“µ,19940328,1.3247,
600821.SH,ΩÚ»∞“µ,19940329,1.3448,
600821.SH,ΩÚ»∞“µ,19940330,1.3628,
600821.SH,ΩÚ»∞“µ,19940331,1.4121,
600821.SH,ΩÚ»∞“µ,19940401,1.3672,
600821.SH,ΩÚ»∞“µ,19940404,1.3224,
600821.SH,ΩÚ»∞“µ,19940405,1.3179,
600821.SH,ΩÚ»∞“µ,19940406,1.309,
600821.SH,ΩÚ»∞“µ,19940407,1.3,
600821.SH,ΩÚ»∞“µ,19940408,1.2978,
600821.SH,ΩÚ»∞“µ,19940411,1.2574,
600821.SH,ΩÚ»∞“µ,19940412,1.3336,
600821.SH,ΩÚ»∞“µ,19940413,1.2843,
600821.SH,ΩÚ»∞“µ,19940414,1.2462,
600821.SH,ΩÚ»∞“µ,19940415,1.2664,
600821.SH,ΩÚ»∞“µ,19940418,1.244,
600821.SH,ΩÚ»∞“µ,19940419,1.1655,
600821.SH,ΩÚ»∞“µ,19940420,1.114,
600821.SH,ΩÚ»∞“µ,19940421,1.2014,
600821.SH,ΩÚ»∞“µ,19940422,1.1319,
600821.SH,ΩÚ»∞“µ,19940425,1.1252,
600821.SH,ΩÚ»∞“µ,19940426,1.161,
600821.SH,ΩÚ»∞“µ,19940427,1.1767,
600821.SH,ΩÚ»∞“µ,19940428,1.1521,
600821.SH,ΩÚ»∞“µ,19940429,1.1319,
600821.SH,ΩÚ»∞“µ,19940503,1.179,
600821.SH,ΩÚ»∞“µ,19940504,1.2328,
600821.SH,ΩÚ»∞“µ,19940505,1.161,
600821.SH,ΩÚ»∞“µ,19940506,1.1454,
600821.SH,ΩÚ»∞“µ,19940509,1.1543,
600821.SH,ΩÚ»∞“µ,19940510,1.1543,
600821.SH,ΩÚ»∞“µ,19940511,1.1476,
600821.SH,ΩÚ»∞“µ,19940512,1.1386,
600821.SH,ΩÚ»∞“µ,19940513,1.1521,
600821.SH,ΩÚ»∞“µ,19940516,1.1767,
600821.SH,ΩÚ»∞“µ,19940517,1.161,
600821.SH,ΩÚ»∞“µ,19940518,1.1341,
600821.SH,ΩÚ»∞“µ,19940519,1.1386,
600821.SH,ΩÚ»∞“µ,19940520,1.1409,
600821.SH,ΩÚ»∞“µ,19940523,1.1649,
600821.SH,ΩÚ»∞“µ,19940524,1.171,
600821.SH,ΩÚ»∞“µ,19940525,1.1499,
600821.SH,ΩÚ»∞“µ,19940526,1.1198,
600821.SH,ΩÚ»∞“µ,19940527,1.0987,
600821.SH,ΩÚ»∞“µ,19940530,1.0174,
600821.SH,ΩÚ»∞“µ,19940531,1.0536,
600821.SH,ΩÚ»∞“µ,19940601,1.0084,
600821.SH,ΩÚ»∞“µ,19940602,1.0054,
600821.SH,ΩÚ»∞“µ,19940603,1.0084,
600821.SH,ΩÚ»∞“µ,19940606,0.9572,
600821.SH,ΩÚ»∞“µ,19940607,0.9211,
600821.SH,ΩÚ»∞“µ,19940608,0.9332,
600821.SH,ΩÚ»∞“µ,19940609,0.9061,
600821.SH,ΩÚ»∞“µ,19940610,0.897,
600821.SH,ΩÚ»∞“µ,19940613,0.8579,
600821.SH,ΩÚ»∞“µ,19940614,0.8699,
600821.SH,ΩÚ»∞“µ,19940615,0.897,
600821.SH,ΩÚ»∞“µ,19940616,0.897,
600821.SH,ΩÚ»∞“µ,19940617,0.9753,
600821.SH,ΩÚ»∞“µ,19940620,0.9181,
600821.SH,ΩÚ»∞“µ,19940621,0.9001,
600821.SH,ΩÚ»∞“µ,19940622,0.9181,
600821.SH,ΩÚ»∞“µ,19940623,0.9241,
600821.SH,ΩÚ»∞“µ,19940624,0.9001,
600821.SH,ΩÚ»∞“µ,19940627,0.8699,
600821.SH,ΩÚ»∞“µ,19940628,0.873,
600821.SH,ΩÚ»∞“µ,19940629,0.879,
600821.SH,ΩÚ»∞“µ,19940630,0.885,
600821.SH,ΩÚ»∞“µ,19940701,0.8699,
600821.SH,ΩÚ»∞“µ,19940704,0.8669,
600821.SH,ΩÚ»∞“µ,19940705,0.891,
600821.SH,ΩÚ»∞“µ,19940706,0.873,
600821.SH,ΩÚ»∞“µ,19940707,0.873,
600821.SH,ΩÚ»∞“µ,19940708,0.897,
600821.SH,ΩÚ»∞“µ,19940711,0.873,
600821.SH,ΩÚ»∞“µ,19940712,0.879,
600821.SH,ΩÚ»∞“µ,19940713,0.888,
600821.SH,ΩÚ»∞“µ,19940714,0.879,
600821.SH,ΩÚ»∞“µ,19940715,0.8579,
600821.SH,ΩÚ»∞“µ,19940718,0.8429,
600821.SH,ΩÚ»∞“µ,19940719,0.8429,
600821.SH,ΩÚ»∞“µ,19940720,0.8338,
600821.SH,ΩÚ»∞“µ,19940721,0.8128,
600821.SH,ΩÚ»∞“µ,19940722,0.7947,
600821.SH,ΩÚ»∞“µ,19940725,0.8128,
600821.SH,ΩÚ»∞“µ,19940726,0.8278,
600821.SH,ΩÚ»∞“µ,19940727,0.8007,
600821.SH,ΩÚ»∞“µ,19940728,0.7224,
600821.SH,ΩÚ»∞“µ,19940729,0.6653,
600821.SH,ΩÚ»∞“µ,19940801,0.879,
600821.SH,ΩÚ»∞“µ,19940802,0.8459,
600821.SH,ΩÚ»∞“µ,19940803,1.0114,
600821.SH,ΩÚ»∞“µ,19940804,1.174,
600821.SH,ΩÚ»∞“µ,19940805,1.5503,
600821.SH,ΩÚ»∞“µ,19940808,1.6105,
600821.SH,ΩÚ»∞“µ,19940809,1.3877,
600821.SH,ΩÚ»∞“µ,19940810,1.6285,
600821.SH,ΩÚ»∞“µ,19940811,1.5202,
600821.SH,ΩÚ»∞“µ,19940812,1.4991,
600821.SH,ΩÚ»∞“µ,19940815,1.4449,
600821.SH,ΩÚ»∞“µ,19940816,1.5111,
600821.SH,ΩÚ»∞“µ,19940817,1.5593,
600821.SH,ΩÚ»∞“µ,19940818,1.5834,
600821.SH,ΩÚ»∞“µ,19940819,1.5352,
600821.SH,ΩÚ»∞“µ,19940822,1.4509,
600821.SH,ΩÚ»∞“µ,19940823,1.4931,
600821.SH,ΩÚ»∞“µ,19940824,1.4931,
600821.SH,ΩÚ»∞“µ,19940825,1.5051,
600821.SH,ΩÚ»∞“µ,19940826,1.4539,
600821.SH,ΩÚ»∞“µ,19940829,1.4449,
600821.SH,ΩÚ»∞“µ,19940830,1.5111,
600821.SH,ΩÚ»∞“µ,19940831,1.6556,
600821.SH,ΩÚ»∞“µ,19940901,1.5954,
600821.SH,ΩÚ»∞“µ,19940902,1.6315,
600821.SH,ΩÚ»∞“µ,19940905,1.776,
600821.SH,ΩÚ»∞“µ,19940906,1.8513,
600821.SH,ΩÚ»∞“µ,19940907,1.6315,
600821.SH,ΩÚ»∞“µ,19940908,1.6556,
600821.SH,ΩÚ»∞“µ,19940909,1.6436,
600821.SH,ΩÚ»∞“µ,19940912,1.7549,
600821.SH,ΩÚ»∞“µ,19940913,1.7128,
600821.SH,ΩÚ»∞“µ,19940914,1.7158,
600821.SH,ΩÚ»∞“µ,19940915,1.6556,
600821.SH,ΩÚ»∞“µ,19940916,1.7008,
600821.SH,ΩÚ»∞“µ,19940919,1.7489,
600821.SH,ΩÚ»∞“µ,19940920,1.6887,
600821.SH,ΩÚ»∞“µ,19940921,1.7549,
600821.SH,ΩÚ»∞“µ,19940922,1.6496,
600821.SH,ΩÚ»∞“µ,19940923,1.5593,
600821.SH,ΩÚ»∞“µ,19940926,1.5503,
600821.SH,ΩÚ»∞“µ,19940927,1.5442,
600821.SH,ΩÚ»∞“µ,19940928,1.5653,
600821.SH,ΩÚ»∞“µ,19940929,1.4148,
600821.SH,ΩÚ»∞“µ,19940930,1.3185,
600821.SH,ΩÚ»∞“µ,19941005,1.174,
600821.SH,ΩÚ»∞“µ,19941006,1.0897,
600821.SH,ΩÚ»∞“µ,19941007,1.2492,
600821.SH,ΩÚ»∞“µ,19941010,1.168,
600821.SH,ΩÚ»∞“µ,19941011,1.174,
600821.SH,ΩÚ»∞“µ,19941012,1.1529,
600821.SH,ΩÚ»∞“µ,19941013,1.0536,
600821.SH,ΩÚ»∞“µ,19941014,1.0837,
600821.SH,ΩÚ»∞“µ,19941017,1.0084,
600821.SH,ΩÚ»∞“µ,19941018,1.0084,
600821.SH,ΩÚ»∞“µ,19941019,1.0536,
600821.SH,ΩÚ»∞“µ,19941020,1.1439,
600821.SH,ΩÚ»∞“µ,19941021,1.0987,
600821.SH,ΩÚ»∞“µ,19941024,1.2191,
600821.SH,ΩÚ»∞“µ,19941025,1.1619,
600821.SH,ΩÚ»∞“µ,19941026,1.0686,
600821.SH,ΩÚ»∞“µ,19941027,1.0987,
600821.SH,ΩÚ»∞“µ,19941028,1.0837,
600821.SH,ΩÚ»∞“µ,19941031,1.0596,
600821.SH,ΩÚ»∞“µ,19941101,1.0837,
600821.SH,ΩÚ»∞“µ,19941102,1.0837,
600821.SH,ΩÚ»∞“µ,19941103,1.1379,
600821.SH,ΩÚ»∞“µ,19941104,1.0686,
600821.SH,ΩÚ»∞“µ,19941107,1.0686,
600821.SH,ΩÚ»∞“µ,19941108,1.0867,
600821.SH,ΩÚ»∞“µ,19941109,1.0897,
600821.SH,ΩÚ»∞“µ,19941110,1.0746,
600821.SH,ΩÚ»∞“µ,19941111,1.0987,
600821.SH,ΩÚ»∞“µ,19941114,1.1078,
600821.SH,ΩÚ»∞“µ,19941115,1.0777,
600821.SH,ΩÚ»∞“µ,19941116,1.0746,
600821.SH,ΩÚ»∞“µ,19941117,1.0656,
600821.SH,ΩÚ»∞“µ,19941118,1.0596,
600821.SH,ΩÚ»∞“µ,19941121,1.0656,
600821.SH,ΩÚ»∞“µ,19941122,1.0626,
600821.SH,ΩÚ»∞“µ,19941123,1.0596,
600821.SH,ΩÚ»∞“µ,19941124,1.0566,
600821.SH,ΩÚ»∞“µ,19941125,1.0656,
600821.SH,ΩÚ»∞“µ,19941128,1.0626,
600821.SH,ΩÚ»∞“µ,19941129,1.0656,
600821.SH,ΩÚ»∞“µ,19941130,1.0626,
600821.SH,ΩÚ»∞“µ,19941201,1.0596,
600821.SH,ΩÚ»∞“µ,19941202,1.0626,
600821.SH,ΩÚ»∞“µ,19941205,1.0415,
600821.SH,ΩÚ»∞“µ,19941206,1.0084,
600821.SH,ΩÚ»∞“µ,19941207,1.0084,
600821.SH,ΩÚ»∞“µ,19941208,1.0024,
600821.SH,ΩÚ»∞“µ,19941209,0.9964,
600821.SH,ΩÚ»∞“µ,19941212,0.9723,
600821.SH,ΩÚ»∞“µ,19941213,0.9934,
600821.SH,ΩÚ»∞“µ,19941214,0.9843,
600821.SH,ΩÚ»∞“µ,19941215,1.0476,
600821.SH,ΩÚ»∞“µ,19941216,1.0536,
600821.SH,ΩÚ»∞“µ,19941219,1.0084,
600821.SH,ΩÚ»∞“µ,19941220,1.0144,
600821.SH,ΩÚ»∞“µ,19941221,1.0084,
600821.SH,ΩÚ»∞“µ,19941222,0.9904,
600821.SH,ΩÚ»∞“µ,19941223,0.9964,
600821.SH,ΩÚ»∞“µ,19941226,1.1469,
600821.SH,ΩÚ»∞“µ,19941227,1.1529,
600821.SH,ΩÚ»∞“µ,19941228,1.0987,
600821.SH,ΩÚ»∞“µ,19941229,1.1228,
600821.SH,ΩÚ»∞“µ,19941230,1.1379,
600821.SH,ΩÚ»∞“µ,19950103,1.1258,
600821.SH,ΩÚ»∞“µ,19950104,1.1348,
600821.SH,ΩÚ»∞“µ,19950105,1.1649,
600821.SH,ΩÚ»∞“µ,19950106,1.189,
600821.SH,ΩÚ»∞“µ,19950109,1.186,
600821.SH,ΩÚ»∞“µ,19950110,1.2402,
600821.SH,ΩÚ»∞“µ,19950111,1.2462,
600821.SH,ΩÚ»∞“µ,19950112,1.2011,
600821.SH,ΩÚ»∞“µ,19950113,1.1589,
600821.SH,ΩÚ»∞“µ,19950116,1.1589,
600821.SH,ΩÚ»∞“µ,19950117,1.1348,
600821.SH,ΩÚ»∞“µ,19950118,1.1529,
600821.SH,ΩÚ»∞“µ,19950119,1.0897,
600821.SH,ΩÚ»∞“µ,19950120,1.0987,
600821.SH,ΩÚ»∞“µ,19950123,1.1047,
600821.SH,ΩÚ»∞“µ,19950124,1.0867,
600821.SH,ΩÚ»∞“µ,19950125,1.0987,
600821.SH,ΩÚ»∞“µ,19950126,1.0837,
600821.SH,ΩÚ»∞“µ,19950127,1.1017,
600821.SH,ΩÚ»∞“µ,19950206,1.0566,
600821.SH,ΩÚ»∞“µ,19950207,1.0566,
600821.SH,ΩÚ»∞“µ,19950208,1.0536,
600821.SH,ΩÚ»∞“µ,19950209,1.0897,
600821.SH,ΩÚ»∞“µ,19950210,1.0987,
600821.SH,ΩÚ»∞“µ,19950213,1.1078,
600821.SH,ΩÚ»∞“µ,19950214,1.1078,
600821.SH,ΩÚ»∞“µ,19950215,1.1108,
600821.SH,ΩÚ»∞“µ,19950216,1.0837,
