¥˙¬Î,ºÚ≥∆,»’∆⁄, ’≈Ãº€(‘™),
600497.SH,≥€∫Í–ø’‡,20040420,0.7371,
600497.SH,≥€∫Í–ø’‡,20040421,0.7278,
600497.SH,≥€∫Í–ø’‡,20040422,0.688,
600497.SH,≥€∫Í–ø’‡,20040423,0.6954,
600497.SH,≥€∫Í–ø’‡,20040426,0.6993,
600497.SH,≥€∫Í–ø’‡,20040427,0.6683,
600497.SH,≥€∫Í–ø’‡,20040428,0.6855,
600497.SH,≥€∫Í–ø’‡,20040429,0.6541,
600497.SH,≥€∫Í–ø’‡,20040430,0.6855,
600497.SH,≥€∫Í–ø’‡,20040510,0.6747,
600497.SH,≥€∫Í–ø’‡,20040511,0.6988,
600497.SH,≥€∫Í–ø’‡,20040512,0.7165,
600497.SH,≥€∫Í–ø’‡,20040513,0.7195,
600497.SH,≥€∫Í–ø’‡,20040514,0.7052,
600497.SH,≥€∫Í–ø’‡,20040517,0.7096,
600497.SH,≥€∫Í–ø’‡,20040518,0.7116,
600497.SH,≥€∫Í–ø’‡,20040519,0.6821,
600497.SH,≥€∫Í–ø’‡,20040520,0.6757,
600497.SH,≥€∫Í–ø’‡,20040521,0.6792,
600497.SH,≥€∫Í–ø’‡,20040524,0.6688,
600497.SH,≥€∫Í–ø’‡,20040525,0.6634,
600497.SH,≥€∫Í–ø’‡,20040526,0.6713,
600497.SH,≥€∫Í–ø’‡,20040527,0.6973,
600497.SH,≥€∫Í–ø’‡,20040528,0.6855,
600497.SH,≥€∫Í–ø’‡,20040531,0.6978,
600497.SH,≥€∫Í–ø’‡,20040601,0.7509,
600497.SH,≥€∫Í–ø’‡,20040602,0.7514,
600497.SH,≥€∫Í–ø’‡,20040603,0.7337,
600497.SH,≥€∫Í–ø’‡,20040604,0.7219,
600497.SH,≥€∫Í–ø’‡,20040607,0.7249,
600497.SH,≥€∫Í–ø’‡,20040608,0.6978,
600497.SH,≥€∫Í–ø’‡,20040609,0.6767,
600497.SH,≥€∫Í–ø’‡,20040610,0.6585,
600497.SH,≥€∫Í–ø’‡,20040611,0.6733,
600497.SH,≥€∫Í–ø’‡,20040614,0.6654,
600497.SH,≥€∫Í–ø’‡,20040615,0.6782,
600497.SH,≥€∫Í–ø’‡,20040616,0.6728,
600497.SH,≥€∫Í–ø’‡,20040617,0.6605,
600497.SH,≥€∫Í–ø’‡,20040618,0.6192,
600497.SH,≥€∫Í–ø’‡,20040621,0.6457,
600497.SH,≥€∫Í–ø’‡,20040622,0.6497,
600497.SH,≥€∫Í–ø’‡,20040623,0.6384,
600497.SH,≥€∫Í–ø’‡,20040624,0.6197,
600497.SH,≥€∫Í–ø’‡,20040625,0.5922,
600497.SH,≥€∫Í–ø’‡,20040628,0.5602,
600497.SH,≥€∫Í–ø’‡,20040629,0.5735,
600497.SH,≥€∫Í–ø’‡,20040630,0.572,
600497.SH,≥€∫Í–ø’‡,20040701,0.5941,
600497.SH,≥€∫Í–ø’‡,20040702,0.5941,
600497.SH,≥€∫Í–ø’‡,20040705,0.5946,
600497.SH,≥€∫Í–ø’‡,20040706,0.5991,
600497.SH,≥€∫Í–ø’‡,20040707,0.5946,
600497.SH,≥€∫Í–ø’‡,20040708,0.6,
600497.SH,≥€∫Í–ø’‡,20040709,0.5868,
600497.SH,≥€∫Í–ø’‡,20040712,0.5774,
600497.SH,≥€∫Í–ø’‡,20040713,0.5882,
600497.SH,≥€∫Í–ø’‡,20040714,0.5892,
600497.SH,≥€∫Í–ø’‡,20040715,0.5981,
600497.SH,≥€∫Í–ø’‡,20040716,0.6197,
600497.SH,≥€∫Í–ø’‡,20040719,0.6207,
600497.SH,≥€∫Í–ø’‡,20040720,0.6138,
600497.SH,≥€∫Í–ø’‡,20040721,0.6084,
600497.SH,≥€∫Í–ø’‡,20040722,0.5873,
600497.SH,≥€∫Í–ø’‡,20040723,0.5907,
600497.SH,≥€∫Í–ø’‡,20040726,0.5897,
600497.SH,≥€∫Í–ø’‡,20040727,0.5838,
600497.SH,≥€∫Í–ø’‡,20040728,0.5799,
600497.SH,≥€∫Í–ø’‡,20040729,0.5971,
600497.SH,≥€∫Í–ø’‡,20040730,0.5981,
600497.SH,≥€∫Í–ø’‡,20040802,0.5897,
600497.SH,≥€∫Í–ø’‡,20040803,0.5951,
600497.SH,≥€∫Í–ø’‡,20040804,0.6074,
600497.SH,≥€∫Í–ø’‡,20040805,0.604,
600497.SH,≥€∫Í–ø’‡,20040806,0.602,
600497.SH,≥€∫Í–ø’‡,20040809,0.6005,
600497.SH,≥€∫Í–ø’‡,20040810,0.6045,
600497.SH,≥€∫Í–ø’‡,20040811,0.6,
600497.SH,≥€∫Í–ø’‡,20040812,0.5995,
600497.SH,≥€∫Í–ø’‡,20040813,0.5936,
600497.SH,≥€∫Í–ø’‡,20040816,0.5484,
600497.SH,≥€∫Í–ø’‡,20040817,0.5322,
600497.SH,≥€∫Í–ø’‡,20040818,0.519,
600497.SH,≥€∫Í–ø’‡,20040819,0.518,
600497.SH,≥€∫Í–ø’‡,20040820,0.5258,
600497.SH,≥€∫Í–ø’‡,20040823,0.5003,
600497.SH,≥€∫Í–ø’‡,20040824,0.5042,
600497.SH,≥€∫Í–ø’‡,20040825,0.5067,
600497.SH,≥€∫Í–ø’‡,20040826,0.5052,
600497.SH,≥€∫Í–ø’‡,20040827,0.5027,
600497.SH,≥€∫Í–ø’‡,20040830,0.5155,
600497.SH,≥€∫Í–ø’‡,20040831,0.5204,
600497.SH,≥€∫Í–ø’‡,20040901,0.5096,
600497.SH,≥€∫Í–ø’‡,20040902,0.4988,
