測鎢,潠備,�梪�,彶攫歎(啋),
603987.SH,艙肅應,20161121,9.0645,
603987.SH,艙肅應,20161122,9.9722,
603987.SH,艙肅應,20161123,10.9728,
603987.SH,艙肅應,20161124,12.0727,
603987.SH,艙肅應,20161125,13.2786,
603987.SH,艙肅應,20161128,14.6039,
603987.SH,艙肅應,20161129,16.0616,
603987.SH,艙肅應,20161130,17.6651,
603987.SH,艙肅應,20161201,19.4343,
603987.SH,艙肅應,20161202,21.3757,
603987.SH,艙肅應,20161205,23.5159,
603987.SH,艙肅應,20161206,25.8682,
603987.SH,艙肅應,20161207,28.4523,
603987.SH,艙肅應,20161208,31.2949,
603987.SH,艙肅應,20161209,28.5385,
603987.SH,艙肅應,20161212,26.7958,
603987.SH,艙肅應,20161213,26.1133,
603987.SH,艙肅應,20161214,24.5496,
603987.SH,艙肅應,20161215,24.6688,
603987.SH,艙肅應,20161216,24.4171,
603987.SH,艙肅應,20161219,23.6418,
603987.SH,艙肅應,20161220,23.6286,
603987.SH,艙肅應,20161221,23.4231,
603987.SH,艙肅應,20161222,23.887,
603987.SH,艙肅應,20161223,21.7931,
603987.SH,艙肅應,20161226,21.9853,
603987.SH,艙肅應,20161227,21.7202,
603987.SH,艙肅應,20161228,21.1239,
603987.SH,艙肅應,20161229,21.3227,
603987.SH,艙肅應,20161230,21.3956,
603987.SH,艙肅應,20170103,22.0449,
603987.SH,艙肅應,20170104,21.8196,
603987.SH,艙肅應,20170105,21.1239,
603987.SH,艙肅應,20170106,19.8252,
603987.SH,艙肅應,20170109,19.7391,
603987.SH,艙肅應,20170110,19.5867,
603987.SH,艙肅應,20170111,19.4077,
603987.SH,艙肅應,20170112,19.2023,
603987.SH,艙肅應,20170113,18.2151,
603987.SH,艙肅應,20170116,17.1814,
603987.SH,艙肅應,20170117,17.9831,
603987.SH,艙肅應,20170118,17.3338,
603987.SH,艙肅應,20170119,17.5259,
603987.SH,艙肅應,20170120,18.0759,
603987.SH,艙肅應,20170123,18.1223,
603987.SH,艙肅應,20170124,17.8572,
603987.SH,艙肅應,20170125,18.1024,
603987.SH,艙肅應,20170126,18.0892,
603987.SH,艙肅應,20170203,17.9301,
603987.SH,艙肅應,20170206,18.8445,
603987.SH,艙肅應,20170207,19.1096,
603987.SH,艙肅應,20170208,19.4077,
603987.SH,艙肅應,20170209,19.3084,
603987.SH,艙肅應,20170210,18.7849,
603987.SH,艙肅應,20170213,19.3812,
603987.SH,艙肅應,20170214,19.5005,
603987.SH,艙肅應,20170215,19.6662,
603987.SH,艙肅應,20170216,19.4276,
603987.SH,艙肅應,20170217,19.2553,
603987.SH,艙肅應,20170220,18.7385,
603987.SH,艙肅應,20170221,19.0698,
603987.SH,艙肅應,20170222,19.1825,
603987.SH,艙肅應,20170223,19.7589,
603987.SH,艙肅應,20170224,20.4083,
603987.SH,艙肅應,20170227,20.0637,
603987.SH,艙肅應,20170228,20.1499,
603987.SH,艙肅應,20170301,19.8782,
603987.SH,艙肅應,20170302,19.8716,
603987.SH,艙肅應,20170303,19.7391,
603987.SH,艙肅應,20170306,20.3487,
603987.SH,艙肅應,20170307,20.5739,
603987.SH,艙肅應,20170308,20.6137,
603987.SH,艙肅應,20170309,21.7733,
603987.SH,艙肅應,20170310,22.1311,
603987.SH,艙肅應,20170313,22.3563,
603987.SH,艙肅應,20170314,21.9323,
603987.SH,艙肅應,20170315,21.6076,
603987.SH,艙肅應,20170316,22.2172,
603987.SH,艙肅應,20170317,21.2763,
603987.SH,艙肅應,20170320,21.6275,
603987.SH,艙肅應,20170321,21.8925,
603987.SH,艙肅應,20170322,21.7335,
603987.SH,艙肅應,20170323,22.2901,
603987.SH,艙肅應,20170324,22.1509,
603987.SH,艙肅應,20170327,21.8594,
603987.SH,艙肅應,20170328,21.0311,
603987.SH,艙肅應,20170329,19.8053,
603987.SH,艙肅應,20170330,18.8975,
603987.SH,艙肅應,20170331,18.8445,
603987.SH,艙肅應,20170405,19.1891,
603987.SH,艙肅應,20170406,19.262,
603987.SH,艙肅應,20170407,18.8247,
603987.SH,艙肅應,20170410,17.7048,
603987.SH,艙肅應,20170411,18.1355,
603987.SH,艙肅應,20170412,17.8374,
603987.SH,艙肅應,20170413,17.9103,
603987.SH,艙肅應,20170414,17.6055,
603987.SH,艙肅應,20170417,16.9163,
603987.SH,艙肅應,20170418,16.7374,
603987.SH,艙肅應,20170419,17.2675,
603987.SH,艙肅應,20170420,17.1416,
603987.SH,艙肅應,20170421,17.6783,
603987.SH,艙肅應,20170424,17.135,
603987.SH,艙肅應,20170425,17.8506,
603987.SH,艙肅應,20170426,17.7976,
603987.SH,艙肅應,20170427,18.1223,
603987.SH,艙肅應,20170428,18.1886,
