代码,简称,日期,收盘价(元),
601616.SH,广电电气,20110201,9.167,
601616.SH,广电电气,20110209,8.9622,
601616.SH,广电电气,20110210,9.4794,
601616.SH,广电电气,20110211,9.4026,
601616.SH,广电电气,20110214,9.5972,
601616.SH,广电电气,20110215,9.4794,
601616.SH,广电电气,20110216,9.5204,
601616.SH,广电电气,20110217,9.4743,
601616.SH,广电电气,20110218,9.3565,
601616.SH,广电电气,20110221,9.4999,
601616.SH,广电电气,20110222,9.2797,
601616.SH,广电电气,20110223,9.29,
601616.SH,广电电气,20110224,9.3156,
601616.SH,广电电气,20110225,9.4231,
601616.SH,广电电气,20110228,9.3924,
601616.SH,广电电气,20110301,9.4948,
601616.SH,广电电气,20110302,9.7458,
601616.SH,广电电气,20110303,9.628,
601616.SH,广电电气,20110304,9.6331,
601616.SH,广电电气,20110307,9.6536,
601616.SH,广电电气,20110308,9.6228,
601616.SH,广电电气,20110309,9.4538,
601616.SH,广电电气,20110310,9.4641,
601616.SH,广电电气,20110311,9.4948,
601616.SH,广电电气,20110314,9.4948,
601616.SH,广电电气,20110315,9.5307,
601616.SH,广电电气,20110316,9.5716,
601616.SH,广电电气,20110317,9.6792,
601616.SH,广电电气,20110318,9.6587,
601616.SH,广电电气,20110321,9.7201,
601616.SH,广电电气,20110322,9.6945,
601616.SH,广电电气,20110323,9.6024,
601616.SH,广电电气,20110324,9.5153,
601616.SH,广电电气,20110325,9.5614,
601616.SH,广电电气,20110328,9.3924,
601616.SH,广电电气,20110329,9.4334,
601616.SH,广电电气,20110330,9.4282,
601616.SH,广电电气,20110331,9.3514,
601616.SH,广电电气,20110401,9.418,
601616.SH,广电电气,20110406,9.3514,
601616.SH,广电电气,20110407,9.3258,
601616.SH,广电电气,20110408,9.2439,
601616.SH,广电电气,20110411,9.2439,
601616.SH,广电电气,20110412,9.249,
601616.SH,广电电气,20110413,9.3207,
601616.SH,广电电气,20110414,9.2234,
601616.SH,广电电气,20110415,9.2285,
601616.SH,广电电气,20110418,9.1824,
601616.SH,广电电气,20110419,9.1875,
601616.SH,广电电气,20110420,9.249,
601616.SH,广电电气,20110421,9.2644,
601616.SH,广电电气,20110422,9.2746,
601616.SH,广电电气,20110425,9.0646,
601616.SH,广电电气,20110426,9.1875,
601616.SH,广电电气,20110427,9.0134,
601616.SH,广电电气,20110428,8.6191,
601616.SH,广电电气,20110429,8.5935,
601616.SH,广电电气,20110503,8.7471,
601616.SH,广电电气,20110504,8.5781,
601616.SH,广电电气,20110505,8.573,
601616.SH,广电电气,20110506,8.532,
601616.SH,广电电气,20110509,8.7266,
601616.SH,广电电气,20110510,8.7266,
601616.SH,广电电气,20110511,8.6805,
601616.SH,广电电气,20110512,8.6805,
601616.SH,广电电气,20110513,8.532,
601616.SH,广电电气,20110516,8.5525,
601616.SH,广电电气,20110517,8.4808,
601616.SH,广电电气,20110518,8.4808,
601616.SH,广电电气,20110519,8.4808,
601616.SH,广电电气,20110520,8.4962,
601616.SH,广电电气,20110523,7.9789,
601616.SH,广电电气,20110524,7.7689,
601616.SH,广电电气,20110525,7.6512,
601616.SH,广电电气,20110526,7.4924,
601616.SH,广电电气,20110527,7.4156,
601616.SH,广电电气,20110530,7.4617,
601616.SH,广电电气,20110531,7.7792,
601616.SH,广电电气,20110601,7.9789,
601616.SH,广电电气,20110602,7.8202,
601616.SH,广电电气,20110603,7.8765,
601616.SH,广电电气,20110607,7.9379,
601616.SH,广电电气,20110608,7.9636,
601616.SH,广电电气,20110609,7.6614,
601616.SH,广电电气,20110610,7.7638,
601616.SH,广电电气,20110613,7.7331,
601616.SH,广电电气,20110614,7.7587,
601616.SH,广电电气,20110615,7.7741,
601616.SH,广电电气,20110616,7.6358,
601616.SH,广电电气,20110617,7.6819,
601616.SH,广电电气,20110620,7.7331,
601616.SH,广电电气,20110621,7.7894,
601616.SH,广电电气,20110622,7.779,
601616.SH,广电电气,20110623,7.92,
601616.SH,广电电气,20110624,8.0036,
601616.SH,广电电气,20110627,8.0298,
601616.SH,广电电气,20110628,8.0611,
601616.SH,广电电气,20110629,7.9984,
601616.SH,广电电气,20110630,8.0768,
601616.SH,广电电气,20110701,8.0715,
601616.SH,广电电气,20110704,8.2648,
601616.SH,广电电气,20110705,8.2492,
601616.SH,广电电气,20110706,8.2492,
601616.SH,广电电气,20110707,8.3902,
601616.SH,广电电气,20110708,8.3902,
601616.SH,广电电气,20110711,8.4268,
601616.SH,广电电气,20110712,8.1865,
601616.SH,广电电气,20110713,8.4634,
601616.SH,广电电气,20110714,8.6776,
601616.SH,广电电气,20110715,8.6776,
601616.SH,广电电气,20110718,8.897,
601616.SH,广电电气,20110719,8.7037,
601616.SH,广电电气,20110720,8.5783,
601616.SH,广电电气,20110721,8.3537,
601616.SH,广电电气,20110722,8.4268,
601616.SH,广电电气,20110725,8.3223,
601616.SH,广电电气,20110726,8.3432,
601616.SH,广电电气,20110727,8.4372,
601616.SH,广电电气,20110728,8.2439,
601616.SH,广电电气,20110729,8.2544,
601616.SH,广电电气,20110801,8.3693,
601616.SH,广电电气,20110802,8.223,
601616.SH,广电电气,20110803,8.2283,
601616.SH,广电电气,20110804,8.2805,
601616.SH,广电电气,20110805,8.3746,
601616.SH,广电电气,20110808,8.0559,
601616.SH,广电电气,20110809,8.0141,
601616.SH,广电电气,20110810,8.0193,
601616.SH,广电电气,20110811,8.0768,
601616.SH,广电电气,20110812,8.1969,
601616.SH,广电电气,20110815,8.291,
601616.SH,广电电气,20110816,8.338,
601616.SH,广电电气,20110817,8.291,
601616.SH,广电电气,20110818,8.2283,
601616.SH,广电电气,20110819,8.1029,
601616.SH,广电电气,20110822,8.1342,
601616.SH,广电电气,20110823,8.291,
601616.SH,广电电气,20110824,8.3014,
601616.SH,广电电气,20110825,8.5679,
601616.SH,广电电气,20110826,8.4477,
601616.SH,广电电气,20110829,8.4843,
601616.SH,广电电气,20110830,8.385,
601616.SH,广电电气,20110831,8.3171,
601616.SH,广电电气,20110901,8.338,
601616.SH,广电电气,20110902,8.1342,
601616.SH,广电电气,20110905,8.0977,
601616.SH,广电电气,20110906,7.9932,
601616.SH,广电电气,20110907,8.1342,
601616.SH,广电电气,20110908,8.0245,
601616.SH,广电电气,20110909,8.0506,
601616.SH,广电电气,20110913,8.0402,
601616.SH,广电电气,20110914,8.0768,
601616.SH,广电电气,20110915,8.0141,
601616.SH,广电电气,20110916,7.9827,
601616.SH,广电电气,20110919,7.7947,
601616.SH,广电电气,20110920,7.8573,
601616.SH,广电电气,20110921,8.1604,
601616.SH,广电电气,20110922,8.0506,
601616.SH,广电电气,20110923,8.0872,
601616.SH,广电电气,20110926,7.9409,
601616.SH,广电电气,20110927,7.9932,
601616.SH,广电电气,20110928,7.9357,
601616.SH,广电电气,20110929,7.8103,
601616.SH,广电电气,20110930,7.8312,
601616.SH,广电电气,20111010,7.6902,
601616.SH,广电电气,20111011,7.6223,
601616.SH,广电电气,20111012,7.7947,
601616.SH,广电电气,20111013,7.7529,
601616.SH,广电电气,20111014,7.6014,
601616.SH,广电电气,20111017,7.6745,
601616.SH,广电电气,20111018,7.4812,
601616.SH,广电电气,20111019,7.3924,
601616.SH,广电电气,20111020,7.2513,
601616.SH,广电电气,20111021,7.1155,
601616.SH,广电电气,20111024,7.2461,
601616.SH,广电电气,20111025,7.314,
601616.SH,广电电气,20111026,7.4603,
601616.SH,广电电气,20111027,7.3192,
601616.SH,广电电气,20111028,7.4133,
601616.SH,广电电气,20111031,7.3924,
601616.SH,广电电气,20111101,7.6797,
601616.SH,广电电气,20111102,7.6484,
601616.SH,广电电气,20111103,7.7842,
601616.SH,广电电气,20111104,7.8312,
601616.SH,广电电气,20111107,7.7999,
601616.SH,广电电气,20111108,7.732,
601616.SH,广电电气,20111109,7.779,
601616.SH,广电电气,20111110,7.5752,
601616.SH,广电电气,20111111,7.4969,
601616.SH,广电电气,20111114,7.4969,
601616.SH,广电电气,20111115,7.6588,
601616.SH,广电电气,20111116,7.3454,
601616.SH,广电电气,20111117,7.3454,
601616.SH,广电电气,20111118,7.1991,
601616.SH,广电电气,20111121,7.1364,
601616.SH,广电电气,20111122,7.1103,
601616.SH,广电电气,20111123,7.0894,
601616.SH,广电电气,20111124,7.058,
601616.SH,广电电气,20111125,7.0215,
601616.SH,广电电气,20111128,7.0215,
601616.SH,广电电气,20111129,7.1573,
601616.SH,广电电气,20111130,6.7707,
601616.SH,广电电气,20111201,6.8177,
601616.SH,广电电气,20111202,6.802,
601616.SH,广电电气,20111205,6.6349,
601616.SH,广电电气,20111206,6.546,
601616.SH,广电电气,20111207,6.5722,
601616.SH,广电电气,20111208,6.5774,
601616.SH,广电电气,20111209,6.5408,
601616.SH,广电电气,20111212,6.5043,
601616.SH,广电电气,20111213,6.3841,
601616.SH,广电电气,20111214,6.2639,
601616.SH,广电电气,20111215,6.1177,
601616.SH,广电电气,20111216,6.2012,
601616.SH,广电电气,20111219,6.1647,
601616.SH,广电电气,20111220,6.1281,
601616.SH,广电电气,20111221,6.1281,
601616.SH,广电电气,20111222,5.9714,
601616.SH,广电电气,20111223,5.9296,
601616.SH,广电电气,20111226,5.9975,
601616.SH,广电电气,20111227,5.8617,
601616.SH,广电电气,20111228,5.846,
601616.SH,广电电气,20111229,5.8042,
601616.SH,广电电气,20111230,5.893,
601616.SH,广电电气,20120104,5.6997,
601616.SH,广电电气,20120105,5.4228,
601616.SH,广电电气,20120106,5.2974,
601616.SH,广电电气,20120109,5.4437,
601616.SH,广电电气,20120110,5.6736,
601616.SH,广电电气,20120111,5.6109,
601616.SH,广电电气,20120112,5.6057,
601616.SH,广电电气,20120113,5.3288,
601616.SH,广电电气,20120116,5.1825,
