代码,简称,日期,收盘价(元),
600478.SH,科力远,20030918,0.9368,
600478.SH,科力远,20030919,0.8801,
600478.SH,科力远,20030922,0.8909,
600478.SH,科力远,20030923,0.8821,
600478.SH,科力远,20030924,0.8703,
600478.SH,科力远,20030925,0.8508,
600478.SH,科力远,20030926,0.8576,
600478.SH,科力远,20030929,0.839,
600478.SH,科力远,20030930,0.8087,
600478.SH,科力远,20031008,0.8146,
600478.SH,科力远,20031009,0.798,
600478.SH,科力远,20031010,0.8449,
600478.SH,科力远,20031013,0.8557,
600478.SH,科力远,20031014,0.8576,
600478.SH,科力远,20031015,0.8498,
600478.SH,科力远,20031016,0.8351,
600478.SH,科力远,20031017,0.8341,
600478.SH,科力远,20031020,0.8097,
600478.SH,科力远,20031021,0.8244,
600478.SH,科力远,20031022,0.8654,
600478.SH,科力远,20031023,0.8742,
600478.SH,科力远,20031024,0.883,
600478.SH,科力远,20031027,0.8694,
600478.SH,科力远,20031028,0.8821,
600478.SH,科力远,20031029,0.8478,
600478.SH,科力远,20031030,0.8302,
600478.SH,科力远,20031031,0.8361,
600478.SH,科力远,20031103,0.7911,
600478.SH,科力远,20031104,0.7813,
600478.SH,科力远,20031105,0.7892,
600478.SH,科力远,20031106,0.7334,
600478.SH,科力远,20031107,0.7227,
600478.SH,科力远,20031110,0.7315,
600478.SH,科力远,20031111,0.7334,
600478.SH,科力远,20031112,0.7139,
600478.SH,科力远,20031113,0.6933,
600478.SH,科力远,20031114,0.7002,
600478.SH,科力远,20031117,0.6992,
600478.SH,科力远,20031118,0.7109,
600478.SH,科力远,20031119,0.7207,
600478.SH,科力远,20031120,0.7452,
600478.SH,科力远,20031121,0.7148,
600478.SH,科力远,20031124,0.752,
600478.SH,科力远,20031125,0.7559,
600478.SH,科力远,20031126,0.754,
600478.SH,科力远,20031127,0.7334,
600478.SH,科力远,20031128,0.7403,
600478.SH,科力远,20031201,0.7579,
600478.SH,科力远,20031202,0.7481,
600478.SH,科力远,20031203,0.7579,
600478.SH,科力远,20031204,0.7804,
600478.SH,科力远,20031205,0.7804,
600478.SH,科力远,20031208,0.7481,
600478.SH,科力远,20031209,0.7461,
600478.SH,科力远,20031210,0.75,
600478.SH,科力远,20031211,0.7598,
600478.SH,科力远,20031212,0.7569,
600478.SH,科力远,20031215,0.75,
600478.SH,科力远,20031216,0.7285,
600478.SH,科力远,20031217,0.7129,
600478.SH,科力远,20031218,0.7002,
600478.SH,科力远,20031219,0.6708,
600478.SH,科力远,20031222,0.6933,
600478.SH,科力远,20031223,0.6924,
600478.SH,科力远,20031224,0.7471,
600478.SH,科力远,20031225,0.7412,
600478.SH,科力远,20031226,0.7589,
600478.SH,科力远,20031229,0.7461,
600478.SH,科力远,20031230,0.7706,
600478.SH,科力远,20031231,0.7794,
600478.SH,科力远,20040102,0.7989,
600478.SH,科力远,20040105,0.8146,
600478.SH,科力远,20040106,0.8009,
600478.SH,科力远,20040107,0.8811,
600478.SH,科力远,20040108,0.9182,
600478.SH,科力远,20040109,0.8684,
600478.SH,科力远,20040112,0.9085,
600478.SH,科力远,20040113,0.8967,
600478.SH,科力远,20040114,0.8684,
600478.SH,科力远,20040115,0.8811,
600478.SH,科力远,20040116,0.9094,
600478.SH,科力远,20040129,0.9163,
600478.SH,科力远,20040130,0.8713,
600478.SH,科力远,20040202,0.8723,
600478.SH,科力远,20040203,0.8997,
600478.SH,科力远,20040204,0.975,
600478.SH,科力远,20040205,0.9574,
600478.SH,科力远,20040206,0.9407,
600478.SH,科力远,20040209,1.0004,
600478.SH,科力远,20040210,0.974,
600478.SH,科力远,20040211,0.9818,
600478.SH,科力远,20040212,0.9759,
600478.SH,科力远,20040213,0.9799,
600478.SH,科力远,20040216,1.016,
600478.SH,科力远,20040217,1.0209,
600478.SH,科力远,20040218,1.0004,
600478.SH,科力远,20040219,1.0121,
600478.SH,科力远,20040220,1.0102,
600478.SH,科力远,20040223,0.9603,
600478.SH,科力远,20040224,0.9642,
600478.SH,科力远,20040225,0.9202,
600478.SH,科力远,20040226,0.9006,
600478.SH,科力远,20040227,0.9143,
600478.SH,科力远,20040301,0.9182,
600478.SH,科力远,20040302,0.9163,
600478.SH,科力远,20040303,0.8997,
600478.SH,科力远,20040304,0.8948,
600478.SH,科力远,20040305,0.883,
600478.SH,科力远,20040308,0.8703,
600478.SH,科力远,20040309,0.8762,
600478.SH,科力远,20040310,0.8948,
600478.SH,科力远,20040311,0.9104,
600478.SH,科力远,20040312,0.8997,
600478.SH,科力远,20040315,0.9398,
600478.SH,科力远,20040316,0.9525,
600478.SH,科力远,20040317,0.9339,
600478.SH,科力远,20040318,0.9026,
600478.SH,科力远,20040319,0.9241,
600478.SH,科力远,20040322,0.931,
600478.SH,科力远,20040323,0.9329,
600478.SH,科力远,20040324,0.9476,
600478.SH,科力远,20040325,0.9613,
600478.SH,科力远,20040326,0.9544,
600478.SH,科力远,20040329,0.9525,
600478.SH,科力远,20040330,0.9505,
600478.SH,科力远,20040331,0.9808,
600478.SH,科力远,20040401,0.973,
600478.SH,科力远,20040402,0.9789,
600478.SH,科力远,20040405,1.0102,
600478.SH,科力远,20040406,1.0151,
600478.SH,科力远,20040407,1.0131,
600478.SH,科力远,20040408,1.0004,
600478.SH,科力远,20040409,0.9603,
600478.SH,科力远,20040412,0.9564,
600478.SH,科力远,20040413,0.9505,
600478.SH,科力远,20040414,0.9329,
600478.SH,科力远,20040415,0.9143,
600478.SH,科力远,20040416,0.9222,
600478.SH,科力远,20040419,0.8987,
600478.SH,科力远,20040420,0.9026,
600478.SH,科力远,20040421,0.9104,
600478.SH,科力远,20040422,0.9134,
600478.SH,科力远,20040423,0.9134,
600478.SH,科力远,20040426,0.8742,
600478.SH,科力远,20040427,0.8244,
600478.SH,科力远,20040428,0.8322,
600478.SH,科力远,20040429,0.8097,
600478.SH,科力远,20040430,0.8029,
600478.SH,科力远,20040510,0.8019,
600478.SH,科力远,20040511,0.8107,
600478.SH,科力远,20040512,0.8322,
600478.SH,科力远,20040513,0.8322,
600478.SH,科力远,20040514,0.8058,
600478.SH,科力远,20040517,0.8068,
600478.SH,科力远,20040518,0.8341,
600478.SH,科力远,20040519,0.8312,
600478.SH,科力远,20040520,0.8165,
600478.SH,科力远,20040521,0.8165,
600478.SH,科力远,20040524,0.8048,
600478.SH,科力远,20040525,0.7628,
600478.SH,科力远,20040526,0.7706,
