測鎢,潠備,�梪�,彶攫歎(啋),
603180.SH,踢齪報嶄,20170512,40.1,
603180.SH,踢齪報嶄,20170515,44.11,
603180.SH,踢齪報嶄,20170516,48.52,
603180.SH,踢齪報嶄,20170517,53.37,
603180.SH,踢齪報嶄,20170518,58.71,
603180.SH,踢齪報嶄,20170519,64.58,
603180.SH,踢齪報嶄,20170522,68.01,
603180.SH,踢齪報嶄,20170523,72.33,
603180.SH,踢齪報嶄,20170524,74.13,
603180.SH,踢齪報嶄,20170525,77.96,
603180.SH,踢齪報嶄,20170526,75.05,
603180.SH,踢齪報嶄,20170531,69.99,
603180.SH,踢齪報嶄,20170601,65.74,
603180.SH,踢齪報嶄,20170602,66.65,
603180.SH,踢齪報嶄,20170605,66.36,
603180.SH,踢齪報嶄,20170606,63.92,
603180.SH,踢齪報嶄,20170607,66.71,
603180.SH,踢齪報嶄,20170608,68.18,
603180.SH,踢齪報嶄,20170609,67.59,
603180.SH,踢齪報嶄,20170612,65.1,
603180.SH,踢齪報嶄,20170613,66.65,
603180.SH,踢齪報嶄,20170614,66.41,
603180.SH,踢齪報嶄,20170615,67.28,
603180.SH,踢齪報嶄,20170616,66.88,
603180.SH,踢齪報嶄,20170619,66.95,
603180.SH,踢齪報嶄,20170620,65.69,
603180.SH,踢齪報嶄,20170621,65.65,
603180.SH,踢齪報嶄,20170622,64.29,
603180.SH,踢齪報嶄,20170623,64.64,
603180.SH,踢齪報嶄,20170626,65.19,
603180.SH,踢齪報嶄,20170627,65.2,
603180.SH,踢齪報嶄,20170628,64.78,
603180.SH,踢齪報嶄,20170629,65.07,
603180.SH,踢齪報嶄,20170630,66.1,
603180.SH,踢齪報嶄,20170703,70.27,
603180.SH,踢齪報嶄,20170704,74.07,
603180.SH,踢齪報嶄,20170705,79.57,
603180.SH,踢齪報嶄,20170706,78.25,
603180.SH,踢齪報嶄,20170707,78.51,
603180.SH,踢齪報嶄,20170710,76.36,
603180.SH,踢齪報嶄,20170711,75.04,
603180.SH,踢齪報嶄,20170712,78.31,
603180.SH,踢齪報嶄,20170713,73.87,
603180.SH,踢齪報嶄,20170714,73.9,
603180.SH,踢齪報嶄,20170717,70.83,
603180.SH,踢齪報嶄,20170718,71.29,
603180.SH,踢齪報嶄,20170719,71.85,
603180.SH,踢齪報嶄,20170720,70.9,
603180.SH,踢齪報嶄,20170721,69.81,
603180.SH,踢齪報嶄,20170724,73.11,
603180.SH,踢齪報嶄,20170725,73.15,
