測鎢,潠備,�梪�,彶攫歎(啋),
603035.SH,都抇イ庉,20170105,14.8436,
603035.SH,都抇イ庉,20170106,16.325,
603035.SH,都抇イ庉,20170109,17.9545,
603035.SH,都抇イ庉,20170110,19.752,
603035.SH,都抇イ庉,20170111,21.7272,
603035.SH,都抇イ庉,20170112,23.8999,
603035.SH,都抇イ庉,20170113,22.3,
603035.SH,都抇イ庉,20170116,24.532,
603035.SH,都抇イ庉,20170117,26.9812,
603035.SH,都抇イ庉,20170118,24.2851,
603035.SH,都抇イ庉,20170119,23.2678,
603035.SH,都抇イ庉,20170120,23.5542,
603035.SH,都抇イ庉,20170123,23.5246,
603035.SH,都抇イ庉,20170124,22.2407,
603035.SH,都抇イ庉,20170125,22.774,
603035.SH,都抇イ庉,20170126,22.7839,
603035.SH,都抇イ庉,20170203,22.7642,
603035.SH,都抇イ庉,20170206,25.0455,
603035.SH,都抇イ庉,20170207,24.6505,
603035.SH,都抇イ庉,20170208,25.6084,
603035.SH,都抇イ庉,20170209,25.1344,
603035.SH,都抇イ庉,20170210,24.3246,
603035.SH,都抇イ庉,20170213,25.4998,
603035.SH,都抇イ庉,20170214,26.3886,
603035.SH,都抇イ庉,20170215,26.7936,
603035.SH,都抇イ庉,20170216,27.8503,
603035.SH,都抇イ庉,20170217,26.3195,
603035.SH,都抇イ庉,20170220,25.8455,
603035.SH,都抇イ庉,20170221,26.5763,
603035.SH,都抇イ庉,20170222,26.2504,
603035.SH,都抇イ庉,20170223,26.8133,
603035.SH,都抇イ庉,20170224,27.6725,
603035.SH,都抇イ庉,20170227,27.4454,
603035.SH,都抇イ庉,20170228,28.0182,
603035.SH,都抇イ庉,20170301,27.1985,
603035.SH,都抇イ庉,20170302,27.5145,
603035.SH,都抇イ庉,20170303,27.2972,
603035.SH,都抇イ庉,20170306,28.1268,
603035.SH,都抇イ庉,20170307,28.8576,
603035.SH,都抇イ庉,20170308,29.0749,
603035.SH,都抇イ庉,20170309,28.0379,
603035.SH,都抇イ庉,20170310,27.6923,
603035.SH,都抇イ庉,20170313,28.1071,
603035.SH,都抇イ庉,20170314,28.2651,
603035.SH,都抇イ庉,20170315,27.8503,
603035.SH,都抇イ庉,20170316,28.8971,
603035.SH,都抇イ庉,20170317,27.791,
603035.SH,都抇イ庉,20170320,28.433,
603035.SH,都抇イ庉,20170321,29.2922,
603035.SH,都抇イ庉,20170322,29.8156,
603035.SH,都抇イ庉,20170323,29.0255,
603035.SH,都抇イ庉,20170324,29.9242,
603035.SH,都抇イ庉,20170327,29.6181,
603035.SH,都抇イ庉,20170328,28.6107,
603035.SH,都抇イ庉,20170329,26.7047,
603035.SH,都抇イ庉,20170330,25.6381,
603035.SH,都抇イ庉,20170331,25.5492,
603035.SH,都抇イ庉,20170405,25.964,
603035.SH,都抇イ庉,20170406,25.9837,
603035.SH,都抇イ庉,20170407,25.243,
603035.SH,都抇イ庉,20170410,23.5048,
603035.SH,都抇イ庉,20170411,24.2159,
603035.SH,都抇イ庉,20170412,23.4555,
603035.SH,都抇イ庉,20170413,23.4555,
603035.SH,都抇イ庉,20170414,22.8135,
603035.SH,都抇イ庉,20170417,22.1222,
603035.SH,都抇イ庉,20170418,21.9346,
603035.SH,都抇イ庉,20170419,22.7049,
603035.SH,都抇イ庉,20170420,22.3691,
603035.SH,都抇イ庉,20170421,22.0037,
603035.SH,都抇イ庉,20170424,21.1445,
603035.SH,都抇イ庉,20170425,21.3618,
603035.SH,都抇イ庉,20170426,21.9049,
603035.SH,都抇イ庉,20170427,22.537,
603035.SH,都抇イ庉,20170428,22.5963,
603035.SH,都抇イ庉,20170502,22.3395,
603035.SH,都抇イ庉,20170503,22.6061,
603035.SH,都抇イ庉,20170504,22.1815,
603035.SH,都抇イ庉,20170505,21.5889,
603035.SH,都抇イ庉,20170508,20.5223,
603035.SH,都抇イ庉,20170509,20.9371,
603035.SH,都抇イ庉,20170510,20.5025,
603035.SH,都抇イ庉,20170511,21.579,
603035.SH,都抇イ庉,20170512,21.4704,
603035.SH,都抇イ庉,20170515,21.1939,
603035.SH,都抇イ庉,20170516,21.8161,
603035.SH,都抇イ庉,20170517,21.8753,
603035.SH,都抇イ庉,20170518,21.4309,
603035.SH,都抇イ庉,20170519,21.1247,
603035.SH,都抇イ庉,20170522,20.147,
603035.SH,都抇イ庉,20170523,18.8533,
603035.SH,都抇イ庉,20170524,19.1298,
603035.SH,都抇イ庉,20170525,19.1397,
603035.SH,都抇イ庉,20170526,19.3964,
603035.SH,都抇イ庉,20170531,19.2977,
603035.SH,都抇イ庉,20170601,18.5274,
603035.SH,都抇イ庉,20170602,19.1199,
603035.SH,都抇イ庉,20170605,19.3569,
603035.SH,都抇イ庉,20170606,19.4754,
603035.SH,都抇イ庉,20170607,20.0384,
603035.SH,都抇イ庉,20170608,19.9692,
603035.SH,都抇イ庉,20170609,19.9791,
603035.SH,都抇イ庉,20170612,19.3372,
603035.SH,都抇イ庉,20170613,19.8112,
603035.SH,都抇イ庉,20170614,19.7619,
603035.SH,都抇イ庉,20170615,20.0483,
603035.SH,都抇イ庉,20170616,19.831,
603035.SH,都抇イ庉,20170619,19.9396,
603035.SH,都抇イ庉,20170620,19.91,
603035.SH,都抇イ庉,20170621,19.8014,
603035.SH,都抇イ庉,20170622,19.3569,
603035.SH,都抇イ庉,20170623,19.4063,
603035.SH,都抇イ庉,20170626,19.7223,
603035.SH,都抇イ庉,20170627,19.91,
603035.SH,都抇イ庉,20170628,19.82,
603035.SH,都抇イ庉,20170629,19.94,
603035.SH,都抇イ庉,20170630,20.19,
603035.SH,都抇イ庉,20170703,20.26,
603035.SH,都抇イ庉,20170704,20.14,
603035.SH,都抇イ庉,20170705,20.42,
603035.SH,都抇イ庉,20170706,20.48,
603035.SH,都抇イ庉,20170707,20.87,
603035.SH,都抇イ庉,20170710,20.34,
603035.SH,都抇イ庉,20170711,19.93,
603035.SH,都抇イ庉,20170712,20.22,
603035.SH,都抇イ庉,20170713,20.42,
603035.SH,都抇イ庉,20170714,20,
603035.SH,都抇イ庉,20170717,18.32,
603035.SH,都抇イ庉,20170718,18.24,
603035.SH,都抇イ庉,20170719,18.41,
603035.SH,都抇イ庉,20170720,18.6,
603035.SH,都抇イ庉,20170721,18.54,
603035.SH,都抇イ庉,20170724,18.68,
603035.SH,都抇イ庉,20170725,18.71,
603035.SH,都抇イ庉,20170726,18.63,
603035.SH,都抇イ庉,20170727,19.04,
603035.SH,都抇イ庉,20170728,19.16,
603035.SH,都抇イ庉,20170731,19.24,
603035.SH,都抇イ庉,20170801,19.05,
603035.SH,都抇イ庉,20170802,18.86,
603035.SH,都抇イ庉,20170803,19.31,
603035.SH,都抇イ庉,20170804,19.37,
603035.SH,都抇イ庉,20170807,19.55,
603035.SH,都抇イ庉,20170808,19.49,
603035.SH,都抇イ庉,20170809,19.51,
603035.SH,都抇イ庉,20170810,19.31,
603035.SH,都抇イ庉,20170811,19.08,
603035.SH,都抇イ庉,20170814,19.43,
603035.SH,都抇イ庉,20170815,19.46,
603035.SH,都抇イ庉,20170816,19.73,
603035.SH,都抇イ庉,20170817,19.85,
603035.SH,都抇イ庉,20170818,19.5,
603035.SH,都抇イ庉,20170821,19.63,
603035.SH,都抇イ庉,20170822,19.68,
603035.SH,都抇イ庉,20170823,19.39,
603035.SH,都抇イ庉,20170824,19.3,
603035.SH,都抇イ庉,20170825,19.65,
603035.SH,都抇イ庉,20170828,19.95,
603035.SH,都抇イ庉,20170829,20.18,
603035.SH,都抇イ庉,20170830,19.88,
603035.SH,都抇イ庉,20170831,20.48,
603035.SH,都抇イ庉,20170901,20.43,
603035.SH,都抇イ庉,20170904,20.37,
603035.SH,都抇イ庉,20170905,20.39,
603035.SH,都抇イ庉,20170906,20.22,
603035.SH,都抇イ庉,20170907,20.13,
603035.SH,都抇イ庉,20170908,19.78,
603035.SH,都抇イ庉,20170911,20.19,
603035.SH,都抇イ庉,20170912,19.77,
603035.SH,都抇イ庉,20170913,19.83,
603035.SH,都抇イ庉,20170914,19.75,
603035.SH,都抇イ庉,20170915,19.56,
603035.SH,都抇イ庉,20170918,19.76,
603035.SH,都抇イ庉,20170919,19.69,
603035.SH,都抇イ庉,20170920,19.87,
603035.SH,都抇イ庉,20170921,20.17,
603035.SH,都抇イ庉,20170922,20.23,
603035.SH,都抇イ庉,20170925,19.8,
603035.SH,都抇イ庉,20170926,19.23,
603035.SH,都抇イ庉,20170927,19.31,
603035.SH,都抇イ庉,20170928,19.51,
603035.SH,都抇イ庉,20170929,19.61,
603035.SH,都抇イ庉,20171009,19.84,
603035.SH,都抇イ庉,20171010,20.01,
603035.SH,都抇イ庉,20171011,22.01,
603035.SH,都抇イ庉,20171012,21.4,
603035.SH,都抇イ庉,20171013,21.19,
603035.SH,都抇イ庉,20171016,20.39,
603035.SH,都抇イ庉,20171017,20.52,
603035.SH,都抇イ庉,20171018,20.1,
603035.SH,都抇イ庉,20171019,19.88,
603035.SH,都抇イ庉,20171020,20.12,
603035.SH,都抇イ庉,20171023,20.13,
603035.SH,都抇イ庉,20171024,19.57,
603035.SH,都抇イ庉,20171025,19.95,
603035.SH,都抇イ庉,20171026,20.3,
603035.SH,都抇イ庉,20171027,20.32,
603035.SH,都抇イ庉,20171030,19.59,
603035.SH,都抇イ庉,20171031,19.87,
603035.SH,都抇イ庉,20171101,20.21,
603035.SH,都抇イ庉,20171102,19.96,
603035.SH,都抇イ庉,20171103,19.75,
603035.SH,都抇イ庉,20171106,20.18,
603035.SH,都抇イ庉,20171107,20.1,
603035.SH,都抇イ庉,20171108,20.32,
603035.SH,都抇イ庉,20171109,20.57,
603035.SH,都抇イ庉,20171110,20.56,
603035.SH,都抇イ庉,20171113,20.3,
603035.SH,都抇イ庉,20171114,20.64,
603035.SH,都抇イ庉,20171115,20.42,
603035.SH,都抇イ庉,20171116,19.7,
603035.SH,都抇イ庉,20171117,18.34,
603035.SH,都抇イ庉,20171120,18.76,
603035.SH,都抇イ庉,20171121,18.39,
603035.SH,都抇イ庉,20171122,18.2,
603035.SH,都抇イ庉,20171123,17.09,
603035.SH,都抇イ庉,20171124,17.25,
603035.SH,都抇イ庉,20171127,16.92,
603035.SH,都抇イ庉,20171128,17.21,
603035.SH,都抇イ庉,20171129,17.11,
603035.SH,都抇イ庉,20171130,17.29,
603035.SH,都抇イ庉,20171201,17.35,
603035.SH,都抇イ庉,20171204,16.36,
603035.SH,都抇イ庉,20171205,15.59,
603035.SH,都抇イ庉,20171206,15.85,
603035.SH,都抇イ庉,20171207,15.82,
