╢ЗбК,╪РЁф,хуфз,йуел╪ш(т╙),
603908.SH,да╦ъ╣я,20170307,23.3823,
603908.SH,да╦ъ╣я,20170308,25.7235,
603908.SH,да╦ъ╣я,20170309,28.2929,
603908.SH,да╦ъ╣я,20170310,31.1202,
603908.SH,да╦ъ╣я,20170313,34.2352,
603908.SH,да╦ъ╣я,20170314,37.6578,
603908.SH,да╦ъ╣я,20170315,41.4275,
603908.SH,да╦ъ╣я,20170316,45.5742,
603908.SH,да╦ъ╣я,20170317,50.1277,
603908.SH,да╦ъ╣я,20170320,55.1375,
603908.SH,да╦ъ╣я,20170321,60.6532,
603908.SH,да╦ъ╣я,20170322,66.7145,
603908.SH,да╦ъ╣я,20170323,73.391,
603908.SH,да╦ъ╣я,20170324,80.732,
603908.SH,да╦ъ╣я,20170327,82.2796,
603908.SH,да╦ъ╣я,20170328,74.879,
603908.SH,да╦ъ╣я,20170329,69.5915,
603908.SH,да╦ъ╣я,20170330,68.6589,
603908.SH,да╦ъ╣я,20170331,62.8853,
603908.SH,да╦ъ╣я,20170405,63.3813,
603908.SH,да╦ъ╣я,20170406,63.6392,
603908.SH,да╦ъ╣я,20170407,62.915,
603908.SH,да╦ъ╣я,20170410,56.6454,
603908.SH,да╦ъ╣я,20170411,58.1929,
603908.SH,да╦ъ╣я,20170412,56.1394,
603908.SH,да╦ъ╣я,20170413,56.8239,
603908.SH,да╦ъ╣я,20170414,56.5164,
603908.SH,да╦ъ╣я,20170417,51.209,
603908.SH,да╦ъ╣я,20170418,50.455,
603908.SH,да╦ъ╣я,20170419,52.449,
603908.SH,да╦ъ╣я,20170420,52.5284,
603908.SH,да╦ъ╣я,20170421,52.3895,
603908.SH,да╦ъ╣я,20170424,52.6475,
603908.SH,да╦ъ╣я,20170425,53.6593,
603908.SH,да╦ъ╣я,20170426,53.7486,
603908.SH,да╦ъ╣я,20170427,55.7128,
603908.SH,да╦ъ╣я,20170428,55.6236,
603908.SH,да╦ъ╣я,20170502,56.0005,
603908.SH,да╦ъ╣я,20170503,57.0422,
603908.SH,да╦ъ╣я,20170504,56.3676,
603908.SH,да╦ъ╣я,20170505,53.1832,
603908.SH,да╦ъ╣я,20170508,51.5959,
603908.SH,да╦ъ╣я,20170509,52.4887,
603908.SH,да╦ъ╣я,20170510,51.09,
603908.SH,да╦ъ╣я,20170511,51.1495,
603908.SH,да╦ъ╣я,20170512,51.5364,
603908.SH,да╦ъ╣я,20170515,51.2685,
603908.SH,да╦ъ╣я,20170516,52.3102,
603908.SH,да╦ъ╣я,20170517,57.5382,
603908.SH,да╦ъ╣я,20170518,56.6057,
603908.SH,да╦ъ╣я,20170519,56.0005,
603908.SH,да╦ъ╣я,20170522,50.5245,
603908.SH,да╦ъ╣я,20170523,45.723,
603908.SH,да╦ъ╣я,20170524,46.4175,
603908.SH,да╦ъ╣я,20170525,46.4175,
603908.SH,да╦ъ╣я,20170526,47.4591,
603908.SH,да╦ъ╣я,20170531,47.6674,
603908.SH,да╦ъ╣я,20170601,45.0782,
603908.SH,да╦ъ╣я,20170602,49.5821,
603908.SH,да╦ъ╣я,20170605,48.5007,
603908.SH,да╦ъ╣я,20170606,47.7765,
603908.SH,да╦ъ╣я,20170607,49.84,
603908.SH,да╦ъ╣я,20170608,49.13,
603908.SH,да╦ъ╣я,20170609,49.27,
603908.SH,да╦ъ╣я,20170612,46.13,
603908.SH,да╦ъ╣я,20170613,47.38,
603908.SH,да╦ъ╣я,20170614,47.76,
603908.SH,да╦ъ╣я,20170615,48.88,
603908.SH,да╦ъ╣я,20170616,49.52,
603908.SH,да╦ъ╣я,20170619,49.45,
603908.SH,да╦ъ╣я,20170620,49.17,
603908.SH,да╦ъ╣я,20170621,48.9,
603908.SH,да╦ъ╣я,20170622,47.68,
603908.SH,да╦ъ╣я,20170623,47.78,
603908.SH,да╦ъ╣я,20170626,48.36,
603908.SH,да╦ъ╣я,20170627,48.56,
603908.SH,да╦ъ╣я,20170628,46.91,
603908.SH,да╦ъ╣я,20170629,47.5,
603908.SH,да╦ъ╣я,20170630,48.39,
603908.SH,да╦ъ╣я,20170703,48.81,
603908.SH,да╦ъ╣я,20170704,48.58,
603908.SH,да╦ъ╣я,20170705,49.08,
603908.SH,да╦ъ╣я,20170706,49.97,
603908.SH,да╦ъ╣я,20170707,51.75,
603908.SH,да╦ъ╣я,20170710,49.23,
603908.SH,да╦ъ╣я,20170711,47.78,
603908.SH,да╦ъ╣я,20170712,48.45,
603908.SH,да╦ъ╣я,20170713,47.78,
603908.SH,да╦ъ╣я,20170714,47.65,
603908.SH,да╦ъ╣я,20170717,42.89,
603908.SH,да╦ъ╣я,20170718,42.88,
603908.SH,да╦ъ╣я,20170719,42.53,
603908.SH,да╦ъ╣я,20170720,42.21,
603908.SH,да╦ъ╣я,20170721,42.26,
603908.SH,да╦ъ╣я,20170724,42.63,
603908.SH,да╦ъ╣я,20170725,42.24,
603908.SH,да╦ъ╣я,20170726,41.77,
603908.SH,да╦ъ╣я,20170727,42.99,
603908.SH,да╦ъ╣я,20170728,42.21,
603908.SH,да╦ъ╣я,20170731,42.35,
603908.SH,да╦ъ╣я,20170801,42.3,
603908.SH,да╦ъ╣я,20170802,41.32,
603908.SH,да╦ъ╣я,20170803,41.89,
603908.SH,да╦ъ╣я,20170804,40.99,
603908.SH,да╦ъ╣я,20170807,41.11,
603908.SH,да╦ъ╣я,20170808,41.11,
603908.SH,да╦ъ╣я,20170809,41.5,
603908.SH,да╦ъ╣я,20170810,40.21,
603908.SH,да╦ъ╣я,20170811,39.77,
603908.SH,да╦ъ╣я,20170814,40.36,
603908.SH,да╦ъ╣я,20170815,40.65,
603908.SH,да╦ъ╣я,20170816,41.18,
603908.SH,да╦ъ╣я,20170817,42.29,
603908.SH,да╦ъ╣я,20170818,41.33,
603908.SH,да╦ъ╣я,20170821,42.02,
603908.SH,да╦ъ╣я,20170822,41.78,
603908.SH,да╦ъ╣я,20170823,42.18,
603908.SH,да╦ъ╣я,20170824,42.17,
603908.SH,да╦ъ╣я,20170825,42.84,
603908.SH,да╦ъ╣я,20170828,43.84,
603908.SH,да╦ъ╣я,20170829,46.91,
603908.SH,да╦ъ╣я,20170830,46.07,
603908.SH,да╦ъ╣я,20170831,46.84,
603908.SH,да╦ъ╣я,20170901,45.86,
603908.SH,да╦ъ╣я,20170904,45.16,
603908.SH,да╦ъ╣я,20170905,45.31,
603908.SH,да╦ъ╣я,20170906,45.38,
603908.SH,да╦ъ╣я,20170907,44.99,
603908.SH,да╦ъ╣я,20170908,44.36,
603908.SH,да╦ъ╣я,20170911,44.96,
603908.SH,да╦ъ╣я,20170912,43.77,
603908.SH,да╦ъ╣я,20170913,44.46,
603908.SH,да╦ъ╣я,20170914,43.93,
603908.SH,да╦ъ╣я,20170915,43.53,
603908.SH,да╦ъ╣я,20170918,43.6,
603908.SH,да╦ъ╣я,20170919,43.86,
603908.SH,да╦ъ╣я,20170920,44.12,
603908.SH,да╦ъ╣я,20170921,43.9,
603908.SH,да╦ъ╣я,20170922,43.99,
603908.SH,да╦ъ╣я,20170925,43.7,
603908.SH,да╦ъ╣я,20170926,42.03,
603908.SH,да╦ъ╣я,20170927,42.75,
603908.SH,да╦ъ╣я,20170928,42.35,
603908.SH,да╦ъ╣я,20170929,42.77,
603908.SH,да╦ъ╣я,20171009,43.38,
603908.SH,да╦ъ╣я,20171010,44.07,
603908.SH,да╦ъ╣я,20171011,43.8,
603908.SH,да╦ъ╣я,20171012,43.97,
603908.SH,да╦ъ╣я,20171013,44.76,
603908.SH,да╦ъ╣я,20171016,43.12,
603908.SH,да╦ъ╣я,20171017,44.19,
603908.SH,да╦ъ╣я,20171018,43.41,
603908.SH,да╦ъ╣я,20171019,42.73,
603908.SH,да╦ъ╣я,20171020,43.63,
603908.SH,да╦ъ╣я,20171023,44.06,
603908.SH,да╦ъ╣я,20171024,43.6,
603908.SH,да╦ъ╣я,20171025,45.3,
603908.SH,да╦ъ╣я,20171026,45.42,
603908.SH,да╦ъ╣я,20171027,45.04,
603908.SH,да╦ъ╣я,20171030,43.43,
603908.SH,да╦ъ╣я,20171031,43.67,
603908.SH,да╦ъ╣я,20171101,44.56,
603908.SH,да╦ъ╣я,20171102,43.53,
603908.SH,да╦ъ╣я,20171103,42.24,
603908.SH,да╦ъ╣я,20171106,42.76,
603908.SH,да╦ъ╣я,20171107,42.86,
603908.SH,да╦ъ╣я,20171108,42.91,
603908.SH,да╦ъ╣я,20171109,43.07,
603908.SH,да╦ъ╣я,20171110,43.77,
603908.SH,да╦ъ╣я,20171113,44.52,
603908.SH,да╦ъ╣я,20171114,44.11,
603908.SH,да╦ъ╣я,20171115,45.17,
603908.SH,да╦ъ╣я,20171116,44.03,
603908.SH,да╦ъ╣я,20171117,40.09,
603908.SH,да╦ъ╣я,20171120,40.43,
603908.SH,да╦ъ╣я,20171121,39.66,
603908.SH,да╦ъ╣я,20171122,39.11,
603908.SH,да╦ъ╣я,20171123,38.23,
