¥˙¬Î,ºÚ≥∆,»’∆⁄, ’≈Ãº€(‘™),
002194.SZ,Œ‰∫∫∑≤π»,20071207,14.3828,
002194.SZ,Œ‰∫∫∑≤π»,20071210,14.9711,
002194.SZ,Œ‰∫∫∑≤π»,20071211,14.9711,
002194.SZ,Œ‰∫∫∑≤π»,20071212,16.1972,
002194.SZ,Œ‰∫∫∑≤π»,20071213,15.599,
002194.SZ,Œ‰∫∫∑≤π»,20071214,16.3261,
002194.SZ,Œ‰∫∫∑≤π»,20071217,16.2269,
002194.SZ,Œ‰∫∫∑≤π»,20071218,15.0768,
002194.SZ,Œ‰∫∫∑≤π»,20071219,15.5263,
002194.SZ,Œ‰∫∫∑≤π»,20071220,15.6651,
002194.SZ,Œ‰∫∫∑≤π»,20071221,16.1079,
002194.SZ,Œ‰∫∫∑≤π»,20071224,17.0168,
002194.SZ,Œ‰∫∫∑≤π»,20071225,16.987,
002194.SZ,Œ‰∫∫∑≤π»,20071226,17.0829,
002194.SZ,Œ‰∫∫∑≤π»,20071227,17.2977,
002194.SZ,Œ‰∫∫∑≤π»,20071228,17.1556,
002194.SZ,Œ‰∫∫∑≤π»,20080102,17.4167,
002194.SZ,Œ‰∫∫∑≤π»,20080103,17.6778,
002194.SZ,Œ‰∫∫∑≤π»,20080104,17.3109,
002194.SZ,Œ‰∫∫∑≤π»,20080107,16.911,
002194.SZ,Œ‰∫∫∑≤π»,20080108,16.293,
002194.SZ,Œ‰∫∫∑≤π»,20080109,16.7854,
002194.SZ,Œ‰∫∫∑≤π»,20080110,16.716,
002194.SZ,Œ‰∫∫∑≤π»,20080111,17.3704,
002194.SZ,Œ‰∫∫∑≤π»,20080114,17.2514,
002194.SZ,Œ‰∫∫∑≤π»,20080115,17.572,
002194.SZ,Œ‰∫∫∑≤π»,20080116,16.8251,
002194.SZ,Œ‰∫∫∑≤π»,20080117,17.2019,
002194.SZ,Œ‰∫∫∑≤π»,20080118,18.5073,
002194.SZ,Œ‰∫∫∑≤π»,20080121,18.4081,
002194.SZ,Œ‰∫∫∑≤π»,20080122,17.2845,
002194.SZ,Œ‰∫∫∑≤π»,20080123,17.2845,
002194.SZ,Œ‰∫∫∑≤π»,20080124,19.0129,
002194.SZ,Œ‰∫∫∑≤π»,20080125,19.4161,
002194.SZ,Œ‰∫∫∑≤π»,20080128,19.1352,
002194.SZ,Œ‰∫∫∑≤π»,20080129,19.0724,
002194.SZ,Œ‰∫∫∑≤π»,20080130,19.4326,
002194.SZ,Œ‰∫∫∑≤π»,20080131,17.6778,
002194.SZ,Œ‰∫∫∑≤π»,20080201,16.5078,
002194.SZ,Œ‰∫∫∑≤π»,20080204,17.7769,
002194.SZ,Œ‰∫∫∑≤π»,20080205,17.2845,
002194.SZ,Œ‰∫∫∑≤π»,20080213,17.0862,
002194.SZ,Œ‰∫∫∑≤π»,20080214,17.3869,
002194.SZ,Œ‰∫∫∑≤π»,20080215,18.1768,
002194.SZ,Œ‰∫∫∑≤π»,20080218,18.9369,
002194.SZ,Œ‰∫∫∑≤π»,20080219,18.7717,
002194.SZ,Œ‰∫∫∑≤π»,20080220,18.7485,
002194.SZ,Œ‰∫∫∑≤π»,20080221,18.7254,
002194.SZ,Œ‰∫∫∑≤π»,20080222,17.5158,
002194.SZ,Œ‰∫∫∑≤π»,20080225,17.0201,
002194.SZ,Œ‰∫∫∑≤π»,20080226,17.1853,
002194.SZ,Œ‰∫∫∑≤π»,20080227,17.6447,
002194.SZ,Œ‰∫∫∑≤π»,20080228,17.1457,
002194.SZ,Œ‰∫∫∑≤π»,20080229,17.7108,
002194.SZ,Œ‰∫∫∑≤π»,20080303,17.843,
