ДњТы,МђГЦ,ШеЦк,ЪеХЬМл(дЊ),
300201.SZ,КЃТзем,20160405,6.6026,
300201.SZ,КЃТзем,20160406,6.6026,
300201.SZ,КЃТзем,20160407,6.6026,
300201.SZ,КЃТзем,20160408,6.6026,
300201.SZ,КЃТзем,20160411,6.6026,
300201.SZ,КЃТзем,20160412,6.6026,
300201.SZ,КЃТзем,20160413,6.6026,
300201.SZ,КЃТзем,20160414,6.6026,
300201.SZ,КЃТзем,20160415,6.6026,
300201.SZ,КЃТзем,20160418,6.6026,
300201.SZ,КЃТзем,20160419,6.6026,
300201.SZ,КЃТзем,20160420,6.6026,
300201.SZ,КЃТзем,20160421,6.6026,
300201.SZ,КЃТзем,20160422,6.6026,
300201.SZ,КЃТзем,20160425,6.6026,
300201.SZ,КЃТзем,20160426,6.6026,
300201.SZ,КЃТзем,20160427,6.6026,
300201.SZ,КЃТзем,20160428,6.6026,
300201.SZ,КЃТзем,20160429,6.6026,
300201.SZ,КЃТзем,20160503,6.6026,
300201.SZ,КЃТзем,20160504,6.6026,
300201.SZ,КЃТзем,20160505,6.6026,
300201.SZ,КЃТзем,20160506,6.6026,
300201.SZ,КЃТзем,20160509,6.6026,
300201.SZ,КЃТзем,20160510,5.9444,
300201.SZ,КЃТзем,20160511,5.3491,
300201.SZ,КЃТзем,20160512,4.8125,
300201.SZ,КЃТзем,20160513,5.2946,
300201.SZ,КЃТзем,20160516,5.3994,
300201.SZ,КЃТзем,20160517,5.2611,
300201.SZ,КЃТзем,20160518,5.2821,
300201.SZ,КЃТзем,20160519,5.2737,
300201.SZ,КЃТзем,20160520,5.3575,
300201.SZ,КЃТзем,20160523,5.4539,
300201.SZ,КЃТзем,20160524,5.3785,
300201.SZ,КЃТзем,20160525,5.4414,
300201.SZ,КЃТзем,20160526,5.4078,
300201.SZ,КЃТзем,20160527,5.3701,
300201.SZ,КЃТзем,20160530,5.2862,
300201.SZ,КЃТзем,20160531,5.5505,
300201.SZ,КЃТзем,20160601,6.1043,
300201.SZ,КЃТзем,20160602,6.335,
300201.SZ,КЃТзем,20160603,6.398,
300201.SZ,КЃТзем,20160606,6.591,
300201.SZ,КЃТзем,20160607,6.8637,
300201.SZ,КЃТзем,20160608,6.6791,
300201.SZ,КЃТзем,20160613,6.1882,
300201.SZ,КЃТзем,20160614,6.3057,
300201.SZ,КЃТзем,20160615,6.6665,
300201.SZ,КЃТзем,20160616,6.4861,
300201.SZ,КЃТзем,20160617,6.3812,
300201.SZ,КЃТзем,20160620,6.5029,
300201.SZ,КЃТзем,20160621,6.4651,
300201.SZ,КЃТзем,20160622,7.1112,
300201.SZ,КЃТзем,20160623,7.5769,
300201.SZ,КЃТзем,20160624,7.665,
300201.SZ,КЃТзем,20160627,8.4327,
300201.SZ,КЃТзем,20160628,8.0761,
300201.SZ,КЃТзем,20160629,8.0258,
300201.SZ,КЃТзем,20160630,7.9083,
300201.SZ,КЃТзем,20160701,7.7741,
300201.SZ,КЃТзем,20160704,7.8202,
300201.SZ,КЃТзем,20160705,8.009,
300201.SZ,КЃТзем,20160706,7.9503,
300201.SZ,КЃТзем,20160707,7.644,
300201.SZ,КЃТзем,20160708,7.6566,
300201.SZ,КЃТзем,20160711,7.4636,
300201.SZ,КЃТзем,20160712,7.5979,
300201.SZ,КЃТзем,20160713,7.6482,
300201.SZ,КЃТзем,20160714,7.7111,
300201.SZ,КЃТзем,20160715,7.5811,
300201.SZ,КЃТзем,20160718,7.602,
300201.SZ,КЃТзем,20160719,7.8789,
300201.SZ,КЃТзем,20160720,7.7237,
300201.SZ,КЃТзем,20160721,7.6482,
300201.SZ,КЃТзем,20160722,7.472,
300201.SZ,КЃТзем,20160725,7.2035,
300201.SZ,КЃТзем,20160726,7.2748,
300201.SZ,КЃТзем,20160727,6.7546,
300201.SZ,КЃТзем,20160728,6.8133,
300201.SZ,КЃТзем,20160729,6.8259,
300201.SZ,КЃТзем,20160801,6.8511,
300201.SZ,КЃТзем,20160802,7.0566,
300201.SZ,КЃТзем,20160803,6.9979,
300201.SZ,КЃТзем,20160804,7.0063,
300201.SZ,КЃТзем,20160805,6.8595,
300201.SZ,КЃТзем,20160808,6.8762,
300201.SZ,КЃТзем,20160809,7.1112,
300201.SZ,КЃТзем,20160810,7.0273,
300201.SZ,КЃТзем,20160811,6.8259,
300201.SZ,КЃТзем,20160812,6.8972,
300201.SZ,КЃТзем,20160815,7.1741,
300201.SZ,КЃТзем,20160816,7.2748,
300201.SZ,КЃТзем,20160817,7.4133,
300201.SZ,КЃТзем,20160818,7.3587,
300201.SZ,КЃТзем,20160819,7.6692,
300201.SZ,КЃТзем,20160822,7.5139,
300201.SZ,КЃТзем,20160823,7.5097,
300201.SZ,КЃТзем,20160824,7.5937,
300201.SZ,КЃТзем,20160825,7.7237,
300201.SZ,КЃТзем,20160826,7.5517,
300201.SZ,КЃТзем,20160829,7.6776,
300201.SZ,КЃТзем,20160830,7.6734,
300201.SZ,КЃТзем,20160831,7.4552,
300201.SZ,КЃТзем,20160901,7.3419,
300201.SZ,КЃТзем,20160902,7.1993,
300201.SZ,КЃТзем,20160905,7.237,
300201.SZ,КЃТзем,20160906,7.3545,
300201.SZ,КЃТзем,20160907,7.6566,
300201.SZ,КЃТзем,20160908,7.6818,
300201.SZ,КЃТзем,20160909,7.6901,
300201.SZ,КЃТзем,20160912,7.6356,
300201.SZ,КЃТзем,20160913,7.988,
300201.SZ,КЃТзем,20160914,7.7699,
300201.SZ,КЃТзем,20160919,7.7824,
300201.SZ,КЃТзем,20160920,7.8915,
300201.SZ,КЃТзем,20160921,7.9629,
300201.SZ,КЃТзем,20160922,7.7908,
300201.SZ,КЃТзем,20160923,8.0719,
300201.SZ,КЃТзем,20160926,8.0258,
300201.SZ,КЃТзем,20160927,7.7111,
300201.SZ,КЃТзем,20160928,7.3116,
300201.SZ,КЃТзем,20160929,7.1518,
300201.SZ,КЃТзем,20160930,7.3815,
300201.SZ,КЃТзем,20161010,7.5913,
300201.SZ,КЃТзем,20161011,7.7211,
300201.SZ,КЃТзем,20161012,7.6412,
300201.SZ,КЃТзем,20161013,7.6013,
300201.SZ,КЃТзем,20161014,7.4814,
300201.SZ,КЃТзем,20161017,7.5213,
300201.SZ,КЃТзем,20161018,7.6112,
300201.SZ,КЃТзем,20161019,8.1107,
300201.SZ,КЃТзем,20161020,8.0407,
300201.SZ,КЃТзем,20161021,7.861,
300201.SZ,КЃТзем,20161024,7.861,
300201.SZ,КЃТзем,20161025,7.9009,
300201.SZ,КЃТзем,20161026,7.811,
300201.SZ,КЃТзем,20161027,8.0807,
300201.SZ,КЃТзем,20161028,7.9808,
300201.SZ,КЃТзем,20161031,8.4902,
300201.SZ,КЃТзем,20161101,8.5402,
300201.SZ,КЃТзем,20161102,8.4103,
300201.SZ,КЃТзем,20161103,8.5302,
300201.SZ,КЃТзем,20161104,8.3104,
300201.SZ,КЃТзем,20161107,8.5302,
300201.SZ,КЃТзем,20161108,8.7399,
300201.SZ,КЃТзем,20161109,8.5801,
300201.SZ,КЃТзем,20161110,8.67,
300201.SZ,КЃТзем,20161111,8.9697,
300201.SZ,КЃТзем,20161114,9.1894,
300201.SZ,КЃТзем,20161115,9.0895,
300201.SZ,КЃТзем,20161116,9.1295,
300201.SZ,КЃТзем,20161117,8.9996,
300201.SZ,КЃТзем,20161118,8.8298,
300201.SZ,КЃТзем,20161121,8.8398,
300201.SZ,КЃТзем,20161122,8.9697,
300201.SZ,КЃТзем,20161123,8.7699,
300201.SZ,КЃТзем,20161124,8.6001,
300201.SZ,КЃТзем,20161125,8.65,
300201.SZ,КЃТзем,20161128,8.5302,
300201.SZ,КЃТзем,20161129,8.2305,
300201.SZ,КЃТзем,20161130,8.3504,
300201.SZ,КЃТзем,20161201,8.4103,
300201.SZ,КЃТзем,20161202,8.0208,
300201.SZ,КЃТзем,20161205,8.0407,
300201.SZ,КЃТзем,20161206,8.1207,
300201.SZ,КЃТзем,20161207,8.2405,
300201.SZ,КЃТзем,20161208,8.0308,
300201.SZ,КЃТзем,20161209,8.0407,
300201.SZ,КЃТзем,20161212,7.6013,
300201.SZ,КЃТзем,20161213,7.6911,
300201.SZ,КЃТзем,20161214,7.4614,
300201.SZ,КЃТзем,20161215,7.5114,
300201.SZ,КЃТзем,20161216,7.6013,
300201.SZ,КЃТзем,20161219,7.791,
300201.SZ,КЃТзем,20161220,7.7311,
300201.SZ,КЃТзем,20161221,7.791,
300201.SZ,КЃТзем,20161222,7.841,
300201.SZ,КЃТзем,20161223,7.7711,
300201.SZ,КЃТзем,20161226,7.7711,
300201.SZ,КЃТзем,20161227,7.811,
300201.SZ,КЃТзем,20161228,7.831,
300201.SZ,КЃТзем,20161229,8.1506,
300201.SZ,КЃТзем,20161230,8.0807,
300201.SZ,КЃТзем,20170103,8.1007,
300201.SZ,КЃТзем,20170104,8.1306,
300201.SZ,КЃТзем,20170105,8.0607,
300201.SZ,КЃТзем,20170106,8.1007,
300201.SZ,КЃТзем,20170109,8.0807,
300201.SZ,КЃТзем,20170110,8.2605,
300201.SZ,КЃТзем,20170111,8.72,
300201.SZ,КЃТзем,20170112,8.4003,
300201.SZ,КЃТзем,20170113,8.4703,
300201.SZ,КЃТзем,20170116,8.0407,
300201.SZ,КЃТзем,20170117,8.0607,
300201.SZ,КЃТзем,20170118,7.8909,
300201.SZ,КЃТзем,20170119,7.9009,
300201.SZ,КЃТзем,20170120,8.0308,
300201.SZ,КЃТзем,20170123,8.4503,
300201.SZ,КЃТзем,20170124,8.4503,
300201.SZ,КЃТзем,20170125,8.4003,
300201.SZ,КЃТзем,20170126,8.71,
300201.SZ,КЃТзем,20170203,8.69,
300201.SZ,КЃТзем,20170206,8.69,
300201.SZ,КЃТзем,20170207,8.69,
300201.SZ,КЃТзем,20170208,8.69,
300201.SZ,КЃТзем,20170209,8.69,
300201.SZ,КЃТзем,20170210,8.69,
300201.SZ,КЃТзем,20170213,8.69,
300201.SZ,КЃТзем,20170214,8.69,
300201.SZ,КЃТзем,20170215,8.69,
300201.SZ,КЃТзем,20170216,8.69,
300201.SZ,КЃТзем,20170217,8.69,
300201.SZ,КЃТзем,20170220,8.69,
300201.SZ,КЃТзем,20170221,8.69,
300201.SZ,КЃТзем,20170222,8.69,
300201.SZ,КЃТзем,20170223,8.69,
300201.SZ,КЃТзем,20170224,8.69,
300201.SZ,КЃТзем,20170227,8.69,
300201.SZ,КЃТзем,20170228,8.69,
300201.SZ,КЃТзем,20170301,8.69,
300201.SZ,КЃТзем,20170302,8.69,
300201.SZ,КЃТзем,20170303,8.69,
300201.SZ,КЃТзем,20170306,8.69,
300201.SZ,КЃТзем,20170307,8.69,
300201.SZ,КЃТзем,20170308,8.69,
300201.SZ,КЃТзем,20170309,8.69,
300201.SZ,КЃТзем,20170310,8.69,
300201.SZ,КЃТзем,20170313,8.69,
300201.SZ,КЃТзем,20170314,8.69,
300201.SZ,КЃТзем,20170315,8.69,
300201.SZ,КЃТзем,20170316,8.69,
300201.SZ,КЃТзем,20170317,8.69,
300201.SZ,КЃТзем,20170320,8.69,
300201.SZ,КЃТзем,20170321,8.69,
300201.SZ,КЃТзем,20170322,8.69,
300201.SZ,КЃТзем,20170323,8.69,
300201.SZ,КЃТзем,20170324,8.69,
300201.SZ,КЃТзем,20170327,8.69,
300201.SZ,КЃТзем,20170328,8.69,
300201.SZ,КЃТзем,20170329,8.69,
300201.SZ,КЃТзем,20170330,8.69,
300201.SZ,КЃТзем,20170331,8.69,
300201.SZ,КЃТзем,20170405,8.69,
300201.SZ,КЃТзем,20170406,8.69,
300201.SZ,КЃТзем,20170407,8.69,
300201.SZ,КЃТзем,20170410,8.69,
300201.SZ,КЃТзем,20170411,8.69,
300201.SZ,КЃТзем,20170412,8.69,
300201.SZ,КЃТзем,20170413,8.69,
300201.SZ,КЃТзем,20170414,8.69,
300201.SZ,КЃТзем,20170417,8.69,
300201.SZ,КЃТзем,20170418,8.69,
300201.SZ,КЃТзем,20170419,8.69,
300201.SZ,КЃТзем,20170420,8.69,
300201.SZ,КЃТзем,20170421,8.69,
300201.SZ,КЃТзем,20170424,8.69,
300201.SZ,КЃТзем,20170425,8.69,
300201.SZ,КЃТзем,20170426,8.69,
300201.SZ,КЃТзем,20170427,8.69,
300201.SZ,КЃТзем,20170428,8.69,
300201.SZ,КЃТзем,20170502,8.69,
300201.SZ,КЃТзем,20170503,8.69,
300201.SZ,КЃТзем,20170504,8.69,
300201.SZ,КЃТзем,20170505,8.69,
300201.SZ,КЃТзем,20170508,8.69,
300201.SZ,КЃТзем,20170509,8.69,
300201.SZ,КЃТзем,20170510,8.69,
300201.SZ,КЃТзем,20170511,8.69,
300201.SZ,КЃТзем,20170512,8.69,
300201.SZ,КЃТзем,20170515,8.69,
300201.SZ,КЃТзем,20170516,8.69,
300201.SZ,КЃТзем,20170517,8.69,
300201.SZ,КЃТзем,20170518,8.69,
300201.SZ,КЃТзем,20170519,8.69,
300201.SZ,КЃТзем,20170522,8.69,
300201.SZ,КЃТзем,20170523,8.69,
300201.SZ,КЃТзем,20170524,8.69,
300201.SZ,КЃТзем,20170525,8.69,
300201.SZ,КЃТзем,20170526,8.69,
300201.SZ,КЃТзем,20170531,8.69,
300201.SZ,КЃТзем,20170601,8.69,
300201.SZ,КЃТзем,20170602,8.69,
300201.SZ,КЃТзем,20170605,8.69,
300201.SZ,КЃТзем,20170606,8.69,
300201.SZ,КЃТзем,20170607,8.69,
300201.SZ,КЃТзем,20170608,8.69,
300201.SZ,КЃТзем,20170609,8.69,
300201.SZ,КЃТзем,20170612,8.69,
300201.SZ,КЃТзем,20170613,8.69,
300201.SZ,КЃТзем,20170614,8.69,
300201.SZ,КЃТзем,20170615,8.69,
300201.SZ,КЃТзем,20170616,8.69,
300201.SZ,КЃТзем,20170619,8.69,
300201.SZ,КЃТзем,20170620,8.69,
300201.SZ,КЃТзем,20170621,8.69,
300201.SZ,КЃТзем,20170622,8.69,
300201.SZ,КЃТзем,20170623,8.69,
300201.SZ,КЃТзем,20170626,8.69,
300201.SZ,КЃТзем,20170627,8.69,
300201.SZ,КЃТзем,20170628,8.69,
300201.SZ,КЃТзем,20170629,8.69,
300201.SZ,КЃТзем,20170630,8.69,
300201.SZ,КЃТзем,20170703,8.69,
300201.SZ,КЃТзем,20170704,8.69,
300201.SZ,КЃТзем,20170705,8.69,
300201.SZ,КЃТзем,20170706,8.69,
300201.SZ,КЃТзем,20170707,8.69,
300201.SZ,КЃТзем,20170710,8.69,
300201.SZ,КЃТзем,20170711,8.69,
300201.SZ,КЃТзем,20170712,8.69,
300201.SZ,КЃТзем,20170713,8.69,
300201.SZ,КЃТзем,20170714,8.69,
300201.SZ,КЃТзем,20170717,8.69,
300201.SZ,КЃТзем,20170718,8.69,
300201.SZ,КЃТзем,20170719,8.69,
300201.SZ,КЃТзем,20170720,8.69,
300201.SZ,КЃТзем,20170721,8.69,
300201.SZ,КЃТзем,20170724,8.69,
300201.SZ,КЃТзем,20170725,8.69,
300201.SZ,КЃТзем,20170726,8.69,
300201.SZ,КЃТзем,20170727,8.69,
300201.SZ,КЃТзем,20170728,8.69,
300201.SZ,КЃТзем,20170731,8.69,
300201.SZ,КЃТзем,20170801,8.69,
300201.SZ,КЃТзем,20170802,8.69,
300201.SZ,КЃТзем,20170803,8.69,
300201.SZ,КЃТзем,20170804,8.69,
300201.SZ,КЃТзем,20170807,8.69,
300201.SZ,КЃТзем,20170808,8.69,
300201.SZ,КЃТзем,20170809,8.69,
300201.SZ,КЃТзем,20170810,8.69,
300201.SZ,КЃТзем,20170811,8.69,
300201.SZ,КЃТзем,20170814,8.69,
300201.SZ,КЃТзем,20170815,8.69,
300201.SZ,КЃТзем,20170816,8.69,
300201.SZ,КЃТзем,20170817,8.69,
300201.SZ,КЃТзем,20170818,8.69,
300201.SZ,КЃТзем,20170821,8.59,
300201.SZ,КЃТзем,20170822,8.27,
300201.SZ,КЃТзем,20170823,9.1,
300201.SZ,КЃТзем,20170824,8.88,
300201.SZ,КЃТзем,20170825,8.79,
300201.SZ,КЃТзем,20170828,8.68,
300201.SZ,КЃТзем,20170829,8.62,
300201.SZ,КЃТзем,20170830,8.6,
300201.SZ,КЃТзем,20170831,8.53,
300201.SZ,КЃТзем,20170901,8.41,
300201.SZ,КЃТзем,20170904,8.59,
300201.SZ,КЃТзем,20170905,8.47,
300201.SZ,КЃТзем,20170906,8.38,
300201.SZ,КЃТзем,20170907,8.31,
300201.SZ,КЃТзем,20170908,8.37,
300201.SZ,КЃТзем,20170911,8.48,
300201.SZ,КЃТзем,20170912,8.65,
300201.SZ,КЃТзем,20170913,8.55,
300201.SZ,КЃТзем,20170914,8.54,
300201.SZ,КЃТзем,20170915,8.3,
300201.SZ,КЃТзем,20170918,8.33,
300201.SZ,КЃТзем,20170919,8.28,
300201.SZ,КЃТзем,20170920,8.37,
300201.SZ,КЃТзем,20170921,8.26,
300201.SZ,КЃТзем,20170922,8.06,
300201.SZ,КЃТзем,20170925,8.09,
300201.SZ,КЃТзем,20170926,8.01,
300201.SZ,КЃТзем,20170927,8.01,
300201.SZ,КЃТзем,20170928,7.97,
300201.SZ,КЃТзем,20170929,8,
300201.SZ,КЃТзем,20171009,8.13,
300201.SZ,КЃТзем,20171010,8.16,
300201.SZ,КЃТзем,20171011,8.35,
300201.SZ,КЃТзем,20171012,8.28,
300201.SZ,КЃТзем,20171013,8.29,
300201.SZ,КЃТзем,20171016,8.09,
300201.SZ,КЃТзем,20171017,8.05,
300201.SZ,КЃТзем,20171018,7.91,
300201.SZ,КЃТзем,20171019,7.65,
300201.SZ,КЃТзем,20171020,7.8,
300201.SZ,КЃТзем,20171023,7.86,
300201.SZ,КЃТзем,20171024,7.83,
300201.SZ,КЃТзем,20171025,7.77,
300201.SZ,КЃТзем,20171026,7.72,
300201.SZ,КЃТзем,20171027,7.63,
300201.SZ,КЃТзем,20171030,7.92,
300201.SZ,КЃТзем,20171031,8.06,
300201.SZ,КЃТзем,20171101,7.98,
300201.SZ,КЃТзем,20171102,7.92,
300201.SZ,КЃТзем,20171103,7.95,
300201.SZ,КЃТзем,20171106,7.77,
300201.SZ,КЃТзем,20171107,8.09,
300201.SZ,КЃТзем,20171108,8.07,
300201.SZ,КЃТзем,20171109,8.88,
300201.SZ,КЃТзем,20171110,8.9,
300201.SZ,КЃТзем,20171113,8.47,
300201.SZ,КЃТзем,20171114,8.23,
300201.SZ,КЃТзем,20171115,8.25,
300201.SZ,КЃТзем,20171116,8.14,
300201.SZ,КЃТзем,20171117,7.71,
300201.SZ,КЃТзем,20171120,7.87,
300201.SZ,КЃТзем,20171121,7.74,
300201.SZ,КЃТзем,20171122,7.9,
300201.SZ,КЃТзем,20171123,7.84,
300201.SZ,КЃТзем,20171124,7.77,
300201.SZ,КЃТзем,20171127,7.6,
300201.SZ,КЃТзем,20171128,7.64,
300201.SZ,КЃТзем,20171129,7.49,
300201.SZ,КЃТзем,20171130,7.5,
300201.SZ,КЃТзем,20171201,7.63,
300201.SZ,КЃТзем,20171204,7.48,
300201.SZ,КЃТзем,20171205,7.2,
300201.SZ,КЃТзем,20171206,7.33,
300201.SZ,КЃТзем,20171207,7.2,
300201.SZ,КЃТзем,20171208,7.31,
300201.SZ,КЃТзем,20171211,7.32,
300201.SZ,КЃТзем,20171212,7.16,
300201.SZ,КЃТзем,20171213,7.21,
300201.SZ,КЃТзем,20171214,7.28,
300201.SZ,КЃТзем,20171215,7.35,
300201.SZ,КЃТзем,20171218,7.29,
300201.SZ,КЃТзем,20171219,7.33,
300201.SZ,КЃТзем,20171220,7.22,
300201.SZ,КЃТзем,20171221,7.19,
300201.SZ,КЃТзем,20171222,7.13,
300201.SZ,КЃТзем,20171225,7.19,
300201.SZ,КЃТзем,20171226,7.16,
300201.SZ,КЃТзем,20171227,7.08,
300201.SZ,КЃТзем,20171228,7.06,
300201.SZ,КЃТзем,20171229,7.1,
300201.SZ,КЃТзем,20180102,7.13,
300201.SZ,КЃТзем,20180103,7.22,
300201.SZ,КЃТзем,20180104,7.17,
300201.SZ,КЃТзем,20180105,7.16,
300201.SZ,КЃТзем,20180108,7.17,
300201.SZ,КЃТзем,20180109,7.11,
300201.SZ,КЃТзем,20180110,7.01,
300201.SZ,КЃТзем,20180111,6.99,
300201.SZ,КЃТзем,20180112,6.89,
300201.SZ,КЃТзем,20180115,6.83,
300201.SZ,КЃТзем,20180116,6.75,
300201.SZ,КЃТзем,20180117,6.95,
300201.SZ,КЃТзем,20180118,6.83,
300201.SZ,КЃТзем,20180119,6.72,
300201.SZ,КЃТзем,20180122,6.76,
300201.SZ,КЃТзем,20180123,6.69,
300201.SZ,КЃТзем,20180124,6.73,
300201.SZ,КЃТзем,20180125,6.76,
300201.SZ,КЃТзем,20180126,6.69,
300201.SZ,КЃТзем,20180129,6.61,
300201.SZ,КЃТзем,20180130,6.66,
300201.SZ,КЃТзем,20180131,6.35,
300201.SZ,КЃТзем,20180201,6.06,
300201.SZ,КЃТзем,20180202,6.05,
300201.SZ,КЃТзем,20180205,5.92,
300201.SZ,КЃТзем,20180206,5.5,
300201.SZ,КЃТзем,20180207,5.52,
300201.SZ,КЃТзем,20180208,5.59,
300201.SZ,КЃТзем,20180209,5.38,
300201.SZ,КЃТзем,20180212,5.53,
300201.SZ,КЃТзем,20180213,5.67,
300201.SZ,КЃТзем,20180214,5.8,
300201.SZ,КЃТзем,20180222,5.9,
300201.SZ,КЃТзем,20180223,5.86,
300201.SZ,КЃТзем,20180226,5.97,
300201.SZ,КЃТзем,20180227,6.04,
300201.SZ,КЃТзем,20180228,5.98,
300201.SZ,КЃТзем,20180301,6.32,
300201.SZ,КЃТзем,20180302,6.22,
300201.SZ,КЃТзем,20180305,6.4,
300201.SZ,КЃТзем,20180306,6.37,
300201.SZ,КЃТзем,20180307,6.3,
300201.SZ,КЃТзем,20180308,6.24,
300201.SZ,КЃТзем,20180309,6.38,
300201.SZ,КЃТзем,20180312,6.46,
300201.SZ,КЃТзем,20180313,6.51,
300201.SZ,КЃТзем,20180314,6.24,
300201.SZ,КЃТзем,20180315,6.05,
300201.SZ,КЃТзем,20180316,6.01,
300201.SZ,КЃТзем,20180319,6.01,
300201.SZ,КЃТзем,20180320,5.98,
300201.SZ,КЃТзем,20180321,6.05,
300201.SZ,КЃТзем,20180322,6,
300201.SZ,КЃТзем,20180323,5.57,
300201.SZ,КЃТзем,20180326,5.72,
