╢ЗбК,╪РЁф,хуфз,йуел╪ш(т╙),
603609.SH,╨л╥Адар╣,20140808,5.5394,
603609.SH,╨л╥Адар╣,20140811,6.0953,
603609.SH,╨л╥Адар╣,20140812,6.7035,
603609.SH,╨л╥Адар╣,20140813,7.3772,
603609.SH,╨л╥Адар╣,20140814,8.1162,
603609.SH,╨л╥Адар╣,20140815,7.763,
603609.SH,╨л╥Адар╣,20140818,7.9134,
603609.SH,╨л╥Адар╣,20140819,8.7048,
603609.SH,╨л╥Адар╣,20140820,9.5746,
603609.SH,╨л╥Адар╣,20140821,10.5294,
603609.SH,╨л╥Адар╣,20140822,9.725,
603609.SH,╨л╥Адар╣,20140825,10.0259,
603609.SH,╨л╥Адар╣,20140826,9.4111,
603609.SH,╨л╥Адар╣,20140827,9.2084,
603609.SH,╨л╥Адар╣,20140828,8.8094,
603609.SH,╨л╥Адар╣,20140829,9.2476,
603609.SH,╨л╥Адар╣,20140901,9.2738,
603609.SH,╨л╥Адар╣,20140902,9.3719,
603609.SH,╨л╥Адар╣,20140903,9.4438,
603609.SH,╨л╥Адар╣,20140904,9.4242,
603609.SH,╨л╥Адар╣,20140905,9.4961,
603609.SH,╨л╥Адар╣,20140909,9.3588,
603609.SH,╨л╥Адар╣,20140910,9.398,
603609.SH,╨л╥Адар╣,20140911,9.3457,
603609.SH,╨л╥Адар╣,20140912,9.3522,
603609.SH,╨л╥Адар╣,20140915,9.2999,
603609.SH,╨л╥Адар╣,20140916,8.8487,
603609.SH,╨л╥Адар╣,20140917,8.9271,
603609.SH,╨л╥Адар╣,20140918,8.8552,
603609.SH,╨л╥Адар╣,20140919,9.0187,
603609.SH,╨л╥Адар╣,20140922,9.071,
603609.SH,╨л╥Адар╣,20140923,9.0972,
603609.SH,╨л╥Адар╣,20140924,9.0579,
603609.SH,╨л╥Адар╣,20140925,8.9664,
603609.SH,╨л╥Адар╣,20140926,8.8944,
603609.SH,╨л╥Адар╣,20140929,8.9533,
603609.SH,╨л╥Адар╣,20140930,8.9598,
603609.SH,╨л╥Адар╣,20141008,9.0318,
603609.SH,╨л╥Адар╣,20141009,9.0122,
603609.SH,╨л╥Адар╣,20141010,9.0187,
603609.SH,╨л╥Адар╣,20141013,8.901,
603609.SH,╨л╥Адар╣,20141014,8.8487,
603609.SH,╨л╥Адар╣,20141015,8.8225,
603609.SH,╨л╥Адар╣,20141016,8.7767,
603609.SH,╨л╥Адар╣,20141017,8.6132,
603609.SH,╨л╥Адар╣,20141020,8.6917,
603609.SH,╨л╥Адар╣,20141021,8.8029,
603609.SH,╨л╥Адар╣,20141022,9.4111,
603609.SH,╨л╥Адар╣,20141023,8.9729,
603609.SH,╨л╥Адар╣,20141024,8.5217,
603609.SH,╨л╥Адар╣,20141027,8.0835,
603609.SH,╨л╥Адар╣,20141028,8.3124,
603609.SH,╨л╥Адар╣,20141029,8.6525,
603609.SH,╨л╥Адар╣,20141030,8.5347,
603609.SH,╨л╥Адар╣,20141031,8.6263,
603609.SH,╨л╥Адар╣,20141103,8.8879,
603609.SH,╨л╥Адар╣,20141104,8.6394,
603609.SH,╨л╥Адар╣,20141105,8.9468,
603609.SH,╨л╥Адар╣,20141106,9.2541,
