╢ЗбК,╪РЁф,хуфз,йуел╪ш(т╙),
002528.SZ,с╒╥имь,20101224,8.9433,
002528.SZ,с╒╥имь,20101227,8.5274,
002528.SZ,с╒╥имь,20101228,7.8678,
002528.SZ,с╒╥имь,20101229,7.9966,
002528.SZ,с╒╥имь,20101230,8.0215,
002528.SZ,с╒╥имь,20101231,7.9982,
002528.SZ,с╒╥имь,20110104,8.1627,
002528.SZ,с╒╥имь,20110105,8.3427,
002528.SZ,с╒╥имь,20110106,8.0479,
002528.SZ,с╒╥имь,20110107,7.933,
002528.SZ,с╒╥имь,20110110,7.7949,
002528.SZ,с╒╥имь,20110111,7.5776,
002528.SZ,с╒╥имь,20110112,7.6785,
002528.SZ,с╒╥имь,20110113,7.618,
002528.SZ,с╒╥имь,20110114,7.4411,
002528.SZ,с╒╥имь,20110117,7.154,
002528.SZ,с╒╥имь,20110118,7.2099,
002528.SZ,с╒╥имь,20110119,7.2874,
002528.SZ,с╒╥имь,20110120,6.9445,
002528.SZ,с╒╥имь,20110121,6.8747,
002528.SZ,с╒╥имь,20110124,6.6729,
002528.SZ,с╒╥имь,20110125,6.735,
002528.SZ,с╒╥имь,20110126,6.7303,
002528.SZ,с╒╥имь,20110127,6.7303,
002528.SZ,с╒╥имь,20110128,6.8747,
002528.SZ,с╒╥имь,20110131,6.9041,
002528.SZ,с╒╥имь,20110201,6.9336,
002528.SZ,с╒╥имь,20110209,6.8514,
002528.SZ,с╒╥имь,20110210,7.0174,
002528.SZ,с╒╥имь,20110211,7.0236,
002528.SZ,с╒╥имь,20110214,7.1524,
002528.SZ,с╒╥имь,20110215,7.1307,
002528.SZ,с╒╥имь,20110216,7.2207,
002528.SZ,с╒╥имь,20110217,7.3247,
002528.SZ,с╒╥имь,20110218,7.244,
002528.SZ,с╒╥имь,20110221,7.3697,
002528.SZ,с╒╥имь,20110222,7.1509,
002528.SZ,с╒╥имь,20110223,7.2285,
002528.SZ,с╒╥имь,20110224,7.2673,
002528.SZ,с╒╥имь,20110225,7.3418,
002528.SZ,с╒╥имь,20110228,7.4457,
002528.SZ,с╒╥имь,20110301,7.5171,
002528.SZ,с╒╥имь,20110302,7.5745,
002528.SZ,с╒╥имь,20110303,7.3961,
002528.SZ,с╒╥имь,20110304,7.3976,
002528.SZ,с╒╥имь,20110307,7.3868,
002528.SZ,с╒╥имь,20110308,7.3557,
002528.SZ,с╒╥имь,20110309,7.3542,
002528.SZ,с╒╥имь,20110310,7.3868,
002528.SZ,с╒╥имь,20110311,7.3526,
002528.SZ,с╒╥имь,20110314,7.3697,
002528.SZ,с╒╥имь,20110315,7.2455,
002528.SZ,с╒╥имь,20110316,7.3247,
002528.SZ,с╒╥имь,20110317,7.199,
002528.SZ,с╒╥имь,20110318,7.199,
002528.SZ,с╒╥имь,20110321,7.2114,
002528.SZ,с╒╥имь,20110322,7.0842,
002528.SZ,с╒╥имь,20110323,7.1773,
002528.SZ,с╒╥имь,20110324,7.1385,
002528.SZ,с╒╥имь,20110325,7.0981,
002528.SZ,с╒╥имь,20110328,6.8902,
002528.SZ,с╒╥имь,20110329,6.631,
002528.SZ,с╒╥имь,20110330,6.6636,
002528.SZ,с╒╥имь,20110331,6.6465,
002528.SZ,с╒╥имь,20110401,6.7319,
002528.SZ,с╒╥имь,20110406,6.6884,
002528.SZ,с╒╥имь,20110407,6.7676,
002528.SZ,с╒╥имь,20110408,6.7753,
002528.SZ,с╒╥имь,20110411,6.7676,
002528.SZ,с╒╥имь,20110412,6.7148,
002528.SZ,с╒╥имь,20110413,6.7878,
002528.SZ,с╒╥имь,20110414,6.7133,
002528.SZ,с╒╥имь,20110415,6.8374,
002528.SZ,с╒╥имь,20110418,6.8685,
002528.SZ,с╒╥имь,20110419,6.7862,
002528.SZ,с╒╥имь,20110420,6.6791,
002528.SZ,с╒╥имь,20110421,6.6946,
002528.SZ,с╒╥имь,20110422,6.7117,
002528.SZ,с╒╥имь,20110425,6.4138,
002528.SZ,с╒╥имь,20110426,6.2074,
002528.SZ,с╒╥имь,20110427,5.5866,
002528.SZ,с╒╥имь,20110428,5.3818,
002528.SZ,с╒╥имь,20110429,5.3942,
002528.SZ,с╒╥имь,20110503,5.4237,
002528.SZ,с╒╥имь,20110504,5.3368,
002528.SZ,с╒╥имь,20110505,5.3725,
002528.SZ,с╒╥имь,20110506,5.3895,
002528.SZ,с╒╥имь,20110509,5.4439,
002528.SZ,с╒╥имь,20110510,5.4485,
002528.SZ,с╒╥имь,20110511,5.5215,
002528.SZ,с╒╥имь,20110512,5.3725,
002528.SZ,с╒╥имь,20110513,5.3926,
002528.SZ,с╒╥имь,20110516,5.4439,
002528.SZ,с╒╥имь,20110517,5.4532,
002528.SZ,с╒╥имь,20110518,5.4625,
002528.SZ,с╒╥имь,20110519,5.4454,
002528.SZ,с╒╥имь,20110520,5.267,
002528.SZ,с╒╥имь,20110523,5.0249,
002528.SZ,с╒╥имь,20110524,5.09,
002528.SZ,с╒╥имь,20110525,5.0714,
002528.SZ,с╒╥имь,20110526,5.1071,
002528.SZ,с╒╥имь,20110527,5.0404,
002528.SZ,с╒╥имь,20110530,5.0994,
002528.SZ,с╒╥имь,20110531,5.1599,
002528.SZ,с╒╥имь,20110601,5.1816,
002528.SZ,с╒╥имь,20110602,5.0792,
002528.SZ,с╒╥имь,20110603,5.18,
002528.SZ,с╒╥имь,20110607,5.1707,
002528.SZ,с╒╥имь,20110608,5.2064,
002528.SZ,с╒╥имь,20110609,5.1304,
002528.SZ,с╒╥имь,20110610,5.1304,
002528.SZ,с╒╥имь,20110613,5.0062,
002528.SZ,с╒╥имь,20110614,5.09,
002528.SZ,с╒╥имь,20110615,5.0202,
002528.SZ,с╒╥имь,20110616,4.9861,
002528.SZ,с╒╥имь,20110617,4.955,
002528.SZ,с╒╥имь,20110620,4.9737,
002528.SZ,с╒╥имь,20110621,4.924,
002528.SZ,с╒╥имь,20110622,4.9457,
002528.SZ,с╒╥имь,20110623,5.0435,
002528.SZ,с╒╥имь,20110624,5.1847,
002528.SZ,с╒╥имь,20110627,5.2313,
002528.SZ,с╒╥имь,20110628,5.2235,
002528.SZ,с╒╥имь,20110629,5.3958,
002528.SZ,с╒╥имь,20110630,5.4718,
002528.SZ,с╒╥имь,20110701,5.4718,
002528.SZ,с╒╥имь,20110704,5.6363,
002528.SZ,с╒╥имь,20110705,5.6613,
002528.SZ,с╒╥имь,20110706,5.6538,
002528.SZ,с╒╥имь,20110707,5.7965,
002528.SZ,с╒╥имь,20110708,5.7264,
002528.SZ,с╒╥имь,20110711,5.9042,
002528.SZ,с╒╥имь,20110712,5.8441,
002528.SZ,с╒╥имь,20110713,5.9468,
002528.SZ,с╒╥имь,20110714,5.9343,
002528.SZ,с╒╥имь,20110715,5.7665,
002528.SZ,с╒╥имь,20110718,5.8266,
002528.SZ,с╒╥имь,20110719,5.7815,
002528.SZ,с╒╥имь,20110720,5.8015,
002528.SZ,с╒╥имь,20110721,5.769,
002528.SZ,с╒╥имь,20110722,5.8967,
002528.SZ,с╒╥имь,20110725,5.754,
002528.SZ,с╒╥имь,20110726,5.6914,
002528.SZ,с╒╥имь,20110727,5.789,
002528.SZ,с╒╥имь,20110728,5.8541,
002528.SZ,с╒╥имь,20110729,5.8116,
002528.SZ,с╒╥имь,20110801,5.8842,
002528.SZ,с╒╥имь,20110802,6.122,
002528.SZ,с╒╥имь,20110803,6.2322,
002528.SZ,с╒╥имь,20110804,6.1671,
002528.SZ,с╒╥имь,20110805,6.0094,
002528.SZ,с╒╥имь,20110808,5.759,
002528.SZ,с╒╥имь,20110809,5.6989,
002528.SZ,с╒╥имь,20110810,5.8141,
002528.SZ,с╒╥имь,20110811,6.3399,
002528.SZ,с╒╥имь,20110812,6.3724,
002528.SZ,с╒╥имь,20110815,6.3674,
002528.SZ,с╒╥имь,20110816,6.2798,
002528.SZ,с╒╥имь,20110817,6.3474,
002528.SZ,с╒╥имь,20110818,6.6053,
002528.SZ,с╒╥имь,20110819,6.6729,
002528.SZ,с╒╥имь,20110822,6.5953,
002528.SZ,с╒╥имь,20110823,6.8732,
002528.SZ,с╒╥имь,20110824,7.2563,
002528.SZ,с╒╥имь,20110825,7.1236,
002528.SZ,с╒╥имь,20110826,7.2313,
002528.SZ,с╒╥имь,20110829,7.1587,
002528.SZ,с╒╥имь,20110830,6.8983,
002528.SZ,с╒╥имь,20110831,6.8732,
002528.SZ,с╒╥имь,20110901,6.6378,
002528.SZ,с╒╥имь,20110902,6.6754,
002528.SZ,с╒╥имь,20110905,6.4551,
002528.SZ,с╒╥имь,20110906,6.5477,
002528.SZ,с╒╥имь,20110907,6.7355,
002528.SZ,с╒╥имь,20110908,6.718,
002528.SZ,с╒╥имь,20110909,6.5727,
002528.SZ,с╒╥имь,20110913,6.5352,
002528.SZ,с╒╥имь,20110914,6.445,
002528.SZ,с╒╥имь,20110915,6.445,
002528.SZ,с╒╥имь,20110916,6.2372,
002528.SZ,с╒╥имь,20110919,6.1671,
002528.SZ,с╒╥имь,20110920,6.1271,
002528.SZ,с╒╥имь,20110921,6.2973,
002528.SZ,с╒╥имь,20110922,6.1346,
002528.SZ,с╒╥имь,20110923,6.2247,
002528.SZ,с╒╥имь,20110926,5.8967,
002528.SZ,с╒╥имь,20110927,5.8792,
002528.SZ,с╒╥имь,20110928,5.764,
002528.SZ,с╒╥имь,20110929,5.4585,
