╢ЗбК,╪РЁф,хуфз,йуел╪ш(т╙),
603157.SH,ю╜од╠╢╤Ш,20170925,11.8862,
603157.SH,ю╜од╠╢╤Ш,20170926,13.0739,
603157.SH,ю╜од╠╢╤Ш,20170927,14.3793,
603157.SH,ю╜од╠╢╤Ш,20170928,15.8221,
603157.SH,ю╜од╠╢╤Ш,20170929,17.4024,
603157.SH,ю╜од╠╢╤Ш,20171009,19.1397,
603157.SH,ю╜од╠╢╤Ш,20171010,21.0537,
603157.SH,ю╜од╠╢╤Ш,20171011,23.1639,
603157.SH,ю╜од╠╢╤Ш,20171012,25.4803,
603157.SH,ю╜од╠╢╤Ш,20171013,28.0323,
603157.SH,ю╜од╠╢╤Ш,20171016,29.0531,
603157.SH,ю╜од╠╢╤Ш,20171017,27.4925,
603157.SH,ю╜од╠╢╤Ш,20171018,25.5883,
603157.SH,ю╜од╠╢╤Ш,20171019,25.2546,
603157.SH,ю╜од╠╢╤Ш,20171020,24.2829,
603157.SH,ю╜од╠╢╤Ш,20171023,24.5184,
603157.SH,ю╜од╠╢╤Ш,20171024,23.8903,
603157.SH,ю╜од╠╢╤Ш,20171025,23.9295,
603157.SH,ю╜од╠╢╤Ш,20171026,24.9405,
603157.SH,ю╜од╠╢╤Ш,20171027,23.959,
603157.SH,ю╜од╠╢╤Ш,20171030,22.0254,
603157.SH,ю╜од╠╢╤Ш,20171031,22.1824,
603157.SH,ю╜од╠╢╤Ш,20171101,22.3984,
603157.SH,ю╜од╠╢╤Ш,20171102,22.6535,
603157.SH,ю╜од╠╢╤Ш,20171103,22.1432,
603157.SH,ю╜од╠╢╤Ш,20171106,22.418,
603157.SH,ю╜од╠╢╤Ш,20171107,21.78,
603157.SH,ю╜од╠╢╤Ш,20171108,22.3395,
603157.SH,ю╜од╠╢╤Ш,20171109,22.6535,
603157.SH,ю╜од╠╢╤Ш,20171110,22.4572,
603157.SH,ю╜од╠╢╤Ш,20171113,22.7026,
603157.SH,ю╜од╠╢╤Ш,20171114,21.6622,
603157.SH,ю╜од╠╢╤Ш,20171115,21.7505,
603157.SH,ю╜од╠╢╤Ш,20171116,20.9653,
