測鎢,潠備,�梪�,彶攫歎(啋),
002032.SZ,劼眼嫌,20040817,1.4139,
002032.SZ,劼眼嫌,20040818,1.299,
002032.SZ,劼眼嫌,20040819,1.3293,
002032.SZ,劼眼嫌,20040820,1.3318,
002032.SZ,劼眼嫌,20040823,1.275,
002032.SZ,劼眼嫌,20040824,1.2939,
002032.SZ,劼眼嫌,20040825,1.2598,
002032.SZ,劼眼嫌,20040826,1.227,
002032.SZ,劼眼嫌,20040827,1.2359,
002032.SZ,劼眼嫌,20040830,1.2384,
002032.SZ,劼眼嫌,20040831,1.2548,
002032.SZ,劼眼嫌,20040901,1.2207,
002032.SZ,劼眼嫌,20040902,1.2346,
002032.SZ,劼眼嫌,20040903,1.2283,
002032.SZ,劼眼嫌,20040906,1.2308,
002032.SZ,劼眼嫌,20040907,1.2346,
002032.SZ,劼眼嫌,20040908,1.2283,
002032.SZ,劼眼嫌,20040909,1.198,
002032.SZ,劼眼嫌,20040910,1.222,
002032.SZ,劼眼嫌,20040913,1.1765,
002032.SZ,劼眼嫌,20040914,1.2056,
002032.SZ,劼眼嫌,20040915,1.275,
002032.SZ,劼眼嫌,20040916,1.3179,
002032.SZ,劼眼嫌,20040917,1.3507,
002032.SZ,劼眼嫌,20040920,1.3873,
002032.SZ,劼眼嫌,20040921,1.3924,
002032.SZ,劼眼嫌,20040922,1.4454,
002032.SZ,劼眼嫌,20040923,1.4694,
002032.SZ,劼眼嫌,20040924,1.4265,
002032.SZ,劼眼嫌,20040927,1.381,
002032.SZ,劼眼嫌,20040928,1.3873,
002032.SZ,劼眼嫌,20040929,1.4063,
002032.SZ,劼眼嫌,20040930,1.3836,
002032.SZ,劼眼嫌,20041008,1.3836,
002032.SZ,劼眼嫌,20041011,1.4366,
002032.SZ,劼眼嫌,20041012,1.4303,
002032.SZ,劼眼嫌,20041013,1.4328,
002032.SZ,劼眼嫌,20041014,1.3255,
002032.SZ,劼眼嫌,20041015,1.2864,
002032.SZ,劼眼嫌,20041018,1.3002,
002032.SZ,劼眼嫌,20041019,1.28,
002032.SZ,劼眼嫌,20041020,1.2561,
002032.SZ,劼眼嫌,20041021,1.227,
002032.SZ,劼眼嫌,20041022,1.2851,
002032.SZ,劼眼嫌,20041025,1.2901,
002032.SZ,劼眼嫌,20041026,1.3179,
002032.SZ,劼眼嫌,20041027,1.3634,
002032.SZ,劼眼嫌,20041028,1.3381,
002032.SZ,劼眼嫌,20041029,1.376,
002032.SZ,劼眼嫌,20041101,1.3394,
002032.SZ,劼眼嫌,20041102,1.3381,
002032.SZ,劼眼嫌,20041103,1.3634,
002032.SZ,劼眼嫌,20041104,1.3141,
002032.SZ,劼眼嫌,20041105,1.3381,
002032.SZ,劼眼嫌,20041108,1.3432,
002032.SZ,劼眼嫌,20041109,1.3432,
002032.SZ,劼眼嫌,20041110,1.3949,
002032.SZ,劼眼嫌,20041111,1.376,
002032.SZ,劼眼嫌,20041112,1.376,
002032.SZ,劼眼嫌,20041115,1.381,
002032.SZ,劼眼嫌,20041116,1.357,
002032.SZ,劼眼嫌,20041117,1.3621,
002032.SZ,劼眼嫌,20041118,1.3646,
002032.SZ,劼眼嫌,20041119,1.3646,
002032.SZ,劼眼嫌,20041122,1.3646,
002032.SZ,劼眼嫌,20041123,1.3444,
002032.SZ,劼眼嫌,20041124,1.3482,
002032.SZ,劼眼嫌,20041125,1.3318,
002032.SZ,劼眼嫌,20041126,1.3343,
002032.SZ,劼眼嫌,20041129,1.3066,
002032.SZ,劼眼嫌,20041130,1.3053,
002032.SZ,劼眼嫌,20041201,1.3053,
002032.SZ,劼眼嫌,20041202,1.2927,
002032.SZ,劼眼嫌,20041203,1.3129,
002032.SZ,劼眼嫌,20041206,1.304,
002032.SZ,劼眼嫌,20041207,1.2876,
002032.SZ,劼眼嫌,20041208,1.2876,
002032.SZ,劼眼嫌,20041209,1.3002,
002032.SZ,劼眼嫌,20041210,1.2699,
002032.SZ,劼眼嫌,20041213,1.2649,
002032.SZ,劼眼嫌,20041214,1.2636,
002032.SZ,劼眼嫌,20041215,1.2813,
002032.SZ,劼眼嫌,20041216,1.2813,
002032.SZ,劼眼嫌,20041217,1.2333,
002032.SZ,劼眼嫌,20041220,1.2131,
002032.SZ,劼眼嫌,20041221,1.2182,
002032.SZ,劼眼嫌,20041222,1.251,
002032.SZ,劼眼嫌,20041223,1.222,
002032.SZ,劼眼嫌,20041224,1.227,
002032.SZ,劼眼嫌,20041227,1.2624,
