測鎢,潠備,�梪�,彶攫歎(啋),
300398.SZ,滄翮第蹋,20141009,5.705,
300398.SZ,滄翮第蹋,20141010,6.2746,
300398.SZ,滄翮第蹋,20141013,6.9032,
300398.SZ,滄翮第蹋,20141014,7.5929,
300398.SZ,滄翮第蹋,20141015,8.3524,
300398.SZ,滄翮第蹋,20141016,9.1883,
300398.SZ,滄翮第蹋,20141017,10.1071,
300398.SZ,滄翮第蹋,20141020,9.8103,
300398.SZ,滄翮第蹋,20141021,10.3799,
300398.SZ,滄翮第蹋,20141022,10.5523,
300398.SZ,滄翮第蹋,20141023,10.5741,
300398.SZ,滄翮第蹋,20141024,10.6636,
300398.SZ,滄翮第蹋,20141027,10.2599,
300398.SZ,滄翮第蹋,20141028,10.967,
300398.SZ,滄翮第蹋,20141029,11.458,
300398.SZ,滄翮第蹋,20141030,11.3489,
300398.SZ,滄翮第蹋,20141031,11.8967,
300398.SZ,滄翮第蹋,20141103,12.486,
300398.SZ,滄翮第蹋,20141104,12.0582,
300398.SZ,滄翮第蹋,20141105,12.0517,
300398.SZ,滄翮第蹋,20141106,12.6759,
300398.SZ,滄翮第蹋,20141107,12.9203,
300398.SZ,滄翮第蹋,20141110,14.2123,
300398.SZ,滄翮第蹋,20141111,15.6331,
300398.SZ,滄翮第蹋,20141112,15.4738,
300398.SZ,滄翮第蹋,20141113,17.0212,
300398.SZ,滄翮第蹋,20141114,15.3189,
300398.SZ,滄翮第蹋,20141117,14.974,
300398.SZ,滄翮第蹋,20141118,16.17,
300398.SZ,滄翮第蹋,20141119,15.452,
300398.SZ,滄翮第蹋,20141120,15.4193,
300398.SZ,滄翮第蹋,20141121,15.4498,
300398.SZ,滄翮第蹋,20141124,15.0373,
300398.SZ,滄翮第蹋,20141125,14.7973,
300398.SZ,滄翮第蹋,20141126,14.8955,
300398.SZ,滄翮第蹋,20141127,15.6637,
300398.SZ,滄翮第蹋,20141128,15.2337,
300398.SZ,滄翮第蹋,20141201,14.8518,
300398.SZ,滄翮第蹋,20141202,15.7117,
300398.SZ,滄翮第蹋,20141203,15.4826,
300398.SZ,滄翮第蹋,20141204,15.4171,
300398.SZ,滄翮第蹋,20141205,14.6227,
300398.SZ,滄翮第蹋,20141208,14.3738,
300398.SZ,滄翮第蹋,20141209,12.9378,
300398.SZ,滄翮第蹋,20141210,13.1124,
300398.SZ,滄翮第蹋,20141211,13.2106,
300398.SZ,滄翮第蹋,20141212,13.6187,
300398.SZ,滄翮第蹋,20141215,14.0137,
300398.SZ,滄翮第蹋,20141216,13.6514,
300398.SZ,滄翮第蹋,20141217,13.0927,
300398.SZ,滄翮第蹋,20141218,12.4598,
300398.SZ,滄翮第蹋,20141219,12.0255,
300398.SZ,滄翮第蹋,20141222,10.9888,
300398.SZ,滄翮第蹋,20141223,11.2594,
300398.SZ,滄翮第蹋,20141224,12.3856,
300398.SZ,滄翮第蹋,20141225,12.8898,
300398.SZ,滄翮第蹋,20141226,13.2717,
300398.SZ,滄翮第蹋,20141229,13.4332,
300398.SZ,滄翮第蹋,20141230,13.0513,
300398.SZ,滄翮第蹋,20141231,13.0251,
300398.SZ,滄翮第蹋,20150105,12.163,
300398.SZ,滄翮第蹋,20150106,12.6977,
300398.SZ,滄翮第蹋,20150107,12.1892,
300398.SZ,滄翮第蹋,20150108,12.2001,
300398.SZ,滄翮第蹋,20150109,12.3572,
300398.SZ,滄翮第蹋,20150112,12.2765,
300398.SZ,滄翮第蹋,20150113,12.7937,
300398.SZ,滄翮第蹋,20150114,13.2913,
300398.SZ,滄翮第蹋,20150115,12.8112,
300398.SZ,滄翮第蹋,20150116,13.2128,
300398.SZ,滄翮第蹋,20150119,13.3175,
300398.SZ,滄翮第蹋,20150120,14.4655,
300398.SZ,滄翮第蹋,20150121,14.2756,
300398.SZ,滄翮第蹋,20150122,14.6794,
