´úÂë,¼ò³Æ,ÈÕÆÚ,ÊÕÅÌ¼Û(Ôª),
600265.SH,ST¾°¹È,20000825,13.91,
600265.SH,ST¾°¹È,20000828,13.3857,
600265.SH,ST¾°¹È,20000829,14.35,
600265.SH,ST¾°¹È,20000830,14.0908,
600265.SH,ST¾°¹È,20000831,13.8196,
600265.SH,ST¾°¹È,20000901,13.5605,
600265.SH,ST¾°¹È,20000904,13.9221,
600265.SH,ST¾°¹È,20000905,13.0361,
600265.SH,ST¾°¹È,20000906,12.1984,
600265.SH,ST¾°¹È,20000907,12.4696,
600265.SH,ST¾°¹È,20000908,12.1622,
600265.SH,ST¾°¹È,20000911,12.1442,
600265.SH,ST¾°¹È,20000912,11.9935,
600265.SH,ST¾°¹È,20000913,12.12,
600265.SH,ST¾°¹È,20000914,12.2104,
600265.SH,ST¾°¹È,20000915,11.9633,
600265.SH,ST¾°¹È,20000918,11.5113,
600265.SH,ST¾°¹È,20000919,11.1136,
600265.SH,ST¾°¹È,20000920,11.2461,
600265.SH,ST¾°¹È,20000921,10.9147,
600265.SH,ST¾°¹È,20000922,10.8243,
600265.SH,ST¾°¹È,20000925,10.7881,
600265.SH,ST¾°¹È,20000926,10.993,
600265.SH,ST¾°¹È,20000927,11.1618,
600265.SH,ST¾°¹È,20000928,10.8785,
600265.SH,ST¾°¹È,20000929,11.2823,
600265.SH,ST¾°¹È,20001009,11.445,
600265.SH,ST¾°¹È,20001010,11.3667,
600265.SH,ST¾°¹È,20001011,11.1799,
600265.SH,ST¾°¹È,20001012,10.9749,
600265.SH,ST¾°¹È,20001013,11.1196,
600265.SH,ST¾°¹È,20001016,11.1196,
600265.SH,ST¾°¹È,20001017,10.9388,
600265.SH,ST¾°¹È,20001018,10.9629,
600265.SH,ST¾°¹È,20001019,11.2763,
600265.SH,ST¾°¹È,20001020,11.5776,
600265.SH,ST¾°¹È,20001023,11.5656,
600265.SH,ST¾°¹È,20001024,11.885,
600265.SH,ST¾°¹È,20001025,12.7649,
600265.SH,ST¾°¹È,20001026,12.5299,
600265.SH,ST¾°¹È,20001027,12.4696,
600265.SH,ST¾°¹È,20001030,12.1743,
600265.SH,ST¾°¹È,20001031,12.0357,
600265.SH,ST¾°¹È,20001101,12.2647,
600265.SH,ST¾°¹È,20001102,12.2104,
600265.SH,ST¾°¹È,20001103,12.114,
600265.SH,ST¾°¹È,20001106,12.3069,
600265.SH,ST¾°¹È,20001107,12.4033,
600265.SH,ST¾°¹È,20001108,12.6082,
600265.SH,ST¾°¹È,20001109,12.4937,
600265.SH,ST¾°¹È,20001110,12.331,
600265.SH,ST¾°¹È,20001113,12.2526,
600265.SH,ST¾°¹È,20001114,12.4154,
600265.SH,ST¾°¹È,20001115,12.2285,
600265.SH,ST¾°¹È,20001116,12.343,
600265.SH,ST¾°¹È,20001117,12.2044,
600265.SH,ST¾°¹È,20001120,12.114,
600265.SH,ST¾°¹È,20001121,12.12,
600265.SH,ST¾°¹È,20001122,12.548,
600265.SH,ST¾°¹È,20001123,12.3732,
600265.SH,ST¾°¹È,20001124,11.9332,
600265.SH,ST¾°¹È,20001127,11.7162,
600265.SH,ST¾°¹È,20001128,11.879,
600265.SH,ST¾°¹È,20001129,11.8006,
600265.SH,ST¾°¹È,20001130,11.9995,
600265.SH,ST¾°¹È,20001201,12.0417,
600265.SH,ST¾°¹È,20001204,12.1502,
600265.SH,ST¾°¹È,20001205,12.3129,
600265.SH,ST¾°¹È,20001206,12.0055,
600265.SH,ST¾°¹È,20001207,11.8729,
600265.SH,ST¾°¹È,20001208,11.9151,
600265.SH,ST¾°¹È,20001211,11.6017,
600265.SH,ST¾°¹È,20001212,11.7524,
600265.SH,ST¾°¹È,20001213,11.8729,
600265.SH,ST¾°¹È,20001214,11.7524,
600265.SH,ST¾°¹È,20001215,11.6138,
600265.SH,ST¾°¹È,20001218,11.9694,
600265.SH,ST¾°¹È,20001219,11.879,
600265.SH,ST¾°¹È,20001220,12.1442,
600265.SH,ST¾°¹È,20001221,12.3008,
600265.SH,ST¾°¹È,20001222,12.1743,
600265.SH,ST¾°¹È,20001225,12.4093,
600265.SH,ST¾°¹È,20001226,12.6625,
600265.SH,ST¾°¹È,20001227,12.5721,
600265.SH,ST¾°¹È,20001228,12.4696,
600265.SH,ST¾°¹È,20001229,12.5962,
600265.SH,ST¾°¹È,20010102,12.7167,
600265.SH,ST¾°¹È,20010103,12.8011,
600265.SH,ST¾°¹È,20010104,12.566,
600265.SH,ST¾°¹È,20010105,12.4817,
600265.SH,ST¾°¹È,20010108,12.3611,
600265.SH,ST¾°¹È,20010109,12.5962,
600265.SH,ST¾°¹È,20010110,12.7529,
600265.SH,ST¾°¹È,20010111,12.6022,
600265.SH,ST¾°¹È,20010112,12.5962,
600265.SH,ST¾°¹È,20010115,11.9935,
600265.SH,ST¾°¹È,20010116,12.0959,
600265.SH,ST¾°¹È,20010117,11.9513,
600265.SH,ST¾°¹È,20010118,11.9332,
600265.SH,ST¾°¹È,20010119,12.0779,
600265.SH,ST¾°¹È,20010205,11.6921,
600265.SH,ST¾°¹È,20010206,11.6017,
600265.SH,ST¾°¹È,20010207,11.439,
600265.SH,ST¾°¹È,20010208,10.981,
600265.SH,ST¾°¹È,20010209,11.2883,
600265.SH,ST¾°¹È,20010212,11.2461,
600265.SH,ST¾°¹È,20010213,11.2823,
600265.SH,ST¾°¹È,20010214,11.3607,
600265.SH,ST¾°¹È,20010215,11.1919,
600265.SH,ST¾°¹È,20010216,11.0593,
600265.SH,ST¾°¹È,20010219,11.1557,
600265.SH,ST¾°¹È,20010220,11.0894,
600265.SH,ST¾°¹È,20010221,10.9689,
600265.SH,ST¾°¹È,20010222,10.9086,
600265.SH,ST¾°¹È,20010223,11.1799,
600265.SH,ST¾°¹È,20010226,11.2763,
600265.SH,ST¾°¹È,20010227,11.2461,
600265.SH,ST¾°¹È,20010228,11.1678,
600265.SH,ST¾°¹È,20010301,11.3185,
600265.SH,ST¾°¹È,20010302,11.4511,
600265.SH,ST¾°¹È,20010305,11.2281,
600265.SH,ST¾°¹È,20010306,11.2703,
600265.SH,ST¾°¹È,20010307,11.3787,
600265.SH,ST¾°¹È,20010308,11.3848,
600265.SH,ST¾°¹È,20010309,11.3365,
600265.SH,ST¾°¹È,20010312,11.4691,
600265.SH,ST¾°¹È,20010313,11.3245,
600265.SH,ST¾°¹È,20010314,11.3245,
600265.SH,ST¾°¹È,20010315,11.3968,
600265.SH,ST¾°¹È,20010316,11.5716,
600265.SH,ST¾°¹È,20010319,11.7524,
600265.SH,ST¾°¹È,20010320,11.7223,
600265.SH,ST¾°¹È,20010321,11.7042,
600265.SH,ST¾°¹È,20010322,11.7825,
600265.SH,ST¾°¹È,20010323,11.4812,
600265.SH,ST¾°¹È,20010326,11.5716,
600265.SH,ST¾°¹È,20010327,11.6319,
600265.SH,ST¾°¹È,20010328,11.5354,
600265.SH,ST¾°¹È,20010329,11.7404,
600265.SH,ST¾°¹È,20010330,11.9694,
600265.SH,ST¾°¹È,20010402,12.0116,
600265.SH,ST¾°¹È,20010403,11.9031,
600265.SH,ST¾°¹È,20010404,11.6921,
600265.SH,ST¾°¹È,20010405,11.7886,
600265.SH,ST¾°¹È,20010406,11.9875,
600265.SH,ST¾°¹È,20010409,12.0477,
600265.SH,ST¾°¹È,20010410,11.9935,
600265.SH,ST¾°¹È,20010411,12.0417,
600265.SH,ST¾°¹È,20010412,11.9031,
600265.SH,ST¾°¹È,20010413,11.879,
600265.SH,ST¾°¹È,20010416,12.12,
600265.SH,ST¾°¹È,20010417,11.9875,
600265.SH,ST¾°¹È,20010418,11.9272,
600265.SH,ST¾°¹È,20010419,11.8428,
600265.SH,ST¾°¹È,20010420,11.9453,
600265.SH,ST¾°¹È,20010423,11.8729,
600265.SH,ST¾°¹È,20010424,11.9875,
600265.SH,ST¾°¹È,20010425,12.0899,
600265.SH,ST¾°¹È,20010426,12.0839,
600265.SH,ST¾°¹È,20010427,12.1683,
600265.SH,ST¾°¹È,20010430,12.325,
600265.SH,ST¾°¹È,20010508,12.2948,
600265.SH,ST¾°¹È,20010509,12.1622,
600265.SH,ST¾°¹È,20010510,12.0959,
600265.SH,ST¾°¹È,20010511,12.2044,
600265.SH,ST¾°¹È,20010514,12.2346,
600265.SH,ST¾°¹È,20010515,12.1622,
600265.SH,ST¾°¹È,20010516,12.1622,
600265.SH,ST¾°¹È,20010517,12.2948,
600265.SH,ST¾°¹È,20010518,12.2888,
600265.SH,ST¾°¹È,20010521,12.4997,
600265.SH,ST¾°¹È,20010522,12.4274,
600265.SH,ST¾°¹È,20010523,12.2587,
600265.SH,ST¾°¹È,20010524,12.2346,
600265.SH,ST¾°¹È,20010525,12.1442,
600265.SH,ST¾°¹È,20010528,11.9633,
600265.SH,ST¾°¹È,20010529,11.9392,
600265.SH,ST¾°¹È,20010530,12.2466,
600265.SH,ST¾°¹È,20010531,12.2225,
600265.SH,ST¾°¹È,20010601,12.114,
600265.SH,ST¾°¹È,20010604,12.3008,
600265.SH,ST¾°¹È,20010605,12.4033,
600265.SH,ST¾°¹È,20010606,12.4756,
600265.SH,ST¾°¹È,20010607,12.4274,
600265.SH,ST¾°¹È,20010608,12.4154,
600265.SH,ST¾°¹È,20010611,12.4877,
600265.SH,ST¾°¹È,20010612,12.7107,
600265.SH,ST¾°¹È,20010613,13.2169,
600265.SH,ST¾°¹È,20010614,12.9096,
600265.SH,ST¾°¹È,20010615,13.4038,
600265.SH,ST¾°¹È,20010618,13.1928,
