ДњТы,МђГЦ,ШеЦк,ЪеХЬМл(дЊ),
002788.SZ,№ибрвНвЉ,20160824,59.3197,
002788.SZ,№ибрвНвЉ,20160825,59.5782,
002788.SZ,№ибрвНвЉ,20160826,60.2043,
002788.SZ,№ибрвНвЉ,20160829,59.9062,
002788.SZ,№ибрвНвЉ,20160830,59.9658,
002788.SZ,№ибрвНвЉ,20160831,59.6775,
002788.SZ,№ибрвНвЉ,20160901,58.9122,
002788.SZ,№ибрвНвЉ,20160902,57.9381,
002788.SZ,№ибрвНвЉ,20160905,57.8984,
002788.SZ,№ибрвНвЉ,20160906,58.7134,
002788.SZ,№ибрвНвЉ,20160907,58.0474,
002788.SZ,№ибрвНвЉ,20160908,58.6438,
002788.SZ,№ибрвНвЉ,20160909,57.9481,
002788.SZ,№ибрвНвЉ,20160912,55.2942,
002788.SZ,№ибрвНвЉ,20160913,55.0159,
002788.SZ,№ибрвНвЉ,20160914,54.6481,
002788.SZ,№ибрвНвЉ,20160919,55.98,
002788.SZ,№ибрвНвЉ,20160920,55.7613,
002788.SZ,№ибрвНвЉ,20160921,55.9104,
002788.SZ,№ибрвНвЉ,20160922,56.1689,
002788.SZ,№ибрвНвЉ,20160923,56.2186,
002788.SZ,№ибрвНвЉ,20160926,53.9722,
002788.SZ,№ибрвНвЉ,20160927,54.34,
002788.SZ,№ибрвНвЉ,20160928,55.9899,
002788.SZ,№ибрвНвЉ,20160929,55.9601,
002788.SZ,№ибрвНвЉ,20160930,57.3318,
002788.SZ,№ибрвНвЉ,20161010,58.4749,
002788.SZ,№ибрвНвЉ,20161011,58.127,
002788.SZ,№ибрвНвЉ,20161012,58.286,
002788.SZ,№ибрвНвЉ,20161013,58.0971,
002788.SZ,№ибрвНвЉ,20161014,58.8724,
002788.SZ,№ибрвНвЉ,20161017,57.63,
002788.SZ,№ибрвНвЉ,20161018,58.1568,
002788.SZ,№ибрвНвЉ,20161019,58.7631,
002788.SZ,№ибрвНвЉ,20161020,58.5047,
002788.SZ,№ибрвНвЉ,20161021,60.0453,
002788.SZ,№ибрвНвЉ,20161024,60.0453,
002788.SZ,№ибрвНвЉ,20161025,60.7311,
002788.SZ,№ибрвНвЉ,20161026,59.6775,
002788.SZ,№ибрвНвЉ,20161027,59.7074,
002788.SZ,№ибрвНвЉ,20161028,59.0215,
002788.SZ,№ибрвНвЉ,20161031,59.2402,
002788.SZ,№ибрвНвЉ,20161101,65.1642,
002788.SZ,№ибрвНвЉ,20161102,68.6332,
002788.SZ,№ибрвНвЉ,20161103,68.4344,
002788.SZ,№ибрвНвЉ,20161104,72.5096,
002788.SZ,№ибрвНвЉ,20161107,71.9629,
002788.SZ,№ибрвНвЉ,20161108,70.6708,
002788.SZ,№ибрвНвЉ,20161109,71.3666,
002788.SZ,№ибрвНвЉ,20161110,72.2711,
002788.SZ,№ибрвНвЉ,20161111,70.6807,
002788.SZ,№ибрвНвЉ,20161114,73.8316,
002788.SZ,№ибрвНвЉ,20161115,71.7542,
002788.SZ,№ибрвНвЉ,20161116,68.5636,
002788.SZ,№ибрвНвЉ,20161117,67.5398,
002788.SZ,№ибрвНвЉ,20161118,74.2987,
002788.SZ,№ибрвНвЉ,20161121,79.0698,
002788.SZ,№ибрвНвЉ,20161122,78.4734,
002788.SZ,№ибрвНвЉ,20161123,76.4258,
002788.SZ,№ибрвНвЉ,20161124,75.3921,
002788.SZ,№ибрвНвЉ,20161125,74.3683,
002788.SZ,№ибрвНвЉ,20161128,71.4958,
002788.SZ,№ибрвНвЉ,20161129,69.488,
002788.SZ,№ибрвНвЉ,20161130,70.631,
002788.SZ,№ибрвНвЉ,20161201,70.0645,
002788.SZ,№ибрвНвЉ,20161202,65.9693,
002788.SZ,№ибрвНвЉ,20161205,66.4564,
002788.SZ,№ибрвНвЉ,20161206,66.2576,
002788.SZ,№ибрвНвЉ,20161207,68.6829,
002788.SZ,№ибрвНвЉ,20161208,66.8043,
002788.SZ,№ибрвНвЉ,20161209,67.0925,
002788.SZ,№ибрвНвЉ,20161212,60.3833,
002788.SZ,№ибрвНвЉ,20161213,60.751,
002788.SZ,№ибрвНвЉ,20161214,59.2402,
002788.SZ,№ибрвНвЉ,20161215,61.8742,
002788.SZ,№ибрвНвЉ,20161216,61.8344,
002788.SZ,№ибрвНвЉ,20161219,60.4628,
002788.SZ,№ибрвНвЉ,20161220,61.2878,
002788.SZ,№ибрвНвЉ,20161221,61.8543,
002788.SZ,№ибрвНвЉ,20161222,61.1685,
002788.SZ,№ибрвНвЉ,20161223,59.3495,
002788.SZ,№ибрвНвЉ,20161226,59.8366,
002788.SZ,№ибрвНвЉ,20161227,59.4788,
002788.SZ,№ибрвНвЉ,20161228,59.6179,
002788.SZ,№ибрвНвЉ,20161229,59.0613,
002788.SZ,№ибрвНвЉ,20161230,58.6438,
002788.SZ,№ибрвНвЉ,20170103,59.5384,
002788.SZ,№ибрвНвЉ,20170104,60.3336,
002788.SZ,№ибрвНвЉ,20170105,59.4589,
002788.SZ,№ибрвНвЉ,20170106,57.133,
002788.SZ,№ибрвНвЉ,20170109,57.2324,
002788.SZ,№ибрвНвЉ,20170110,57.3716,
002788.SZ,№ибрвНвЉ,20170111,55.5526,
002788.SZ,№ибрвНвЉ,20170112,55.314,
002788.SZ,№ибрвНвЉ,20170113,52.8888,
002788.SZ,№ибрвНвЉ,20170116,48.0979,
002788.SZ,№ибрвНвЉ,20170117,49.4994,
002788.SZ,№ибрвНвЉ,20170118,48.406,
002788.SZ,№ибрвНвЉ,20170119,48.6147,
002788.SZ,№ибрвНвЉ,20170120,49.4198,
002788.SZ,№ибрвНвЉ,20170123,49.7976,
002788.SZ,№ибрвНвЉ,20170124,48.5054,
002788.SZ,№ибрвНвЉ,20170125,49.7976,
002788.SZ,№ибрвНвЉ,20170126,49.8572,
002788.SZ,№ибрвНвЉ,20170203,49.4,
002788.SZ,№ибрвНвЉ,20170206,50.5331,
002788.SZ,№ибрвНвЉ,20170207,51.1593,
002788.SZ,№ибрвНвЉ,20170208,51.2388,
002788.SZ,№ибрвНвЉ,20170209,52.1532,
002788.SZ,№ибрвНвЉ,20170210,51.0102,
002788.SZ,№ибрвНвЉ,20170213,51.4774,
002788.SZ,№ибрвНвЉ,20170214,51.1792,
002788.SZ,№ибрвНвЉ,20170215,50.7518,
002788.SZ,№ибрвНвЉ,20170216,49.6087,
002788.SZ,№ибрвНвЉ,20170217,47.2132,
002788.SZ,№ибрвНвЉ,20170220,45.9907,
002788.SZ,№ибрвНвЉ,20170221,47.2033,
002788.SZ,№ибрвНвЉ,20170222,48.6048,
002788.SZ,№ибрвНвЉ,20170223,50.2945,
002788.SZ,№ибрвНвЉ,20170224,49.0521,
002788.SZ,№ибрвНвЉ,20170227,47.919,
002788.SZ,№ибрвНвЉ,20170228,48.1178,
002788.SZ,№ибрвНвЉ,20170301,48.3563,
002788.SZ,№ибрвНвЉ,20170302,47.909,
002788.SZ,№ибрвНвЉ,20170303,48.4955,
002788.SZ,№ибрвНвЉ,20170306,49.2708,
002788.SZ,№ибрвНвЉ,20170307,50.9108,
002788.SZ,№ибрвНвЉ,20170308,50.0957,
002788.SZ,№ибрвНвЉ,20170309,49.3105,
002788.SZ,№ибрвНвЉ,20170310,50.1951,
002788.SZ,№ибрвНвЉ,20170313,50.3343,
002788.SZ,№ибрвНвЉ,20170314,51.0102,
002788.SZ,№ибрвНвЉ,20170315,50.2647,
002788.SZ,№ибрвНвЉ,20170316,50.9108,
002788.SZ,№ибрвНвЉ,20170317,50.1554,
002788.SZ,№ибрвНвЉ,20170320,50.4138,
002788.SZ,№ибрвНвЉ,20170321,50.3641,
002788.SZ,№ибрвНвЉ,20170322,49.5192,
002788.SZ,№ибрвНвЉ,20170323,50.9108,
002788.SZ,№ибрвНвЉ,20170324,50.2747,
002788.SZ,№ибрвНвЉ,20170327,50.0858,
002788.SZ,№ибрвНвЉ,20170328,49.1018,
002788.SZ,№ибрвНвЉ,20170329,47.6108,
002788.SZ,№ибрвНвЉ,20170330,46.269,
002788.SZ,№ибрвНвЉ,20170331,46.4181,
002788.SZ,№ибрвНвЉ,20170405,47.2828,
002788.SZ,№ибрвНвЉ,20170406,47.1636,
002788.SZ,№ибрвНвЉ,20170407,46.5075,
002788.SZ,№ибрвНвЉ,20170410,43.4561,
002788.SZ,№ибрвНвЉ,20170411,43.804,
002788.SZ,№ибрвНвЉ,20170412,43.2772,
002788.SZ,№ибрвНвЉ,20170413,43.5455,
002788.SZ,№ибрвНвЉ,20170414,42.7901,
002788.SZ,№ибрвНвЉ,20170417,41.1799,
002788.SZ,№ибрвНвЉ,20170418,39.6392,
002788.SZ,№ибрвНвЉ,20170419,40.2853,
002788.SZ,№ибрвНвЉ,20170420,39.5597,
002788.SZ,№ибрвНвЉ,20170421,39.9176,
002788.SZ,№ибрвНвЉ,20170424,38.7149,
002788.SZ,№ибрвНвЉ,20170425,38.7646,
002788.SZ,№ибрвНвЉ,20170426,39.7486,
002788.SZ,№ибрвНвЉ,20170427,40.4046,
002788.SZ,№ибрвНвЉ,20170428,40.4941,
002788.SZ,№ибрвНвЉ,20170502,39.8679,
002788.SZ,№ибрвНвЉ,20170503,39.7585,
002788.SZ,№ибрвНвЉ,20170504,39.4703,
002788.SZ,№ибрвНвЉ,20170505,39.0528,
002788.SZ,№ибрвНвЉ,20170508,37.4625,
002788.SZ,№ибрвНвЉ,20170509,38.1483,
002788.SZ,№ибрвНвЉ,20170510,37.87,
002788.SZ,№ибрвНвЉ,20170511,37.9396,
002788.SZ,№ибрвНвЉ,20170512,37.2836,
002788.SZ,№ибрвНвЉ,20170515,37.045,
002788.SZ,№ибрвНвЉ,20170516,37.8302,
002788.SZ,№ибрвНвЉ,20170517,37.9197,
002788.SZ,№ибрвНвЉ,20170518,38.1085,
002788.SZ,№ибрвНвЉ,20170519,37.8998,
002788.SZ,№ибрвНвЉ,20170522,35.8622,
002788.SZ,№ибрвНвЉ,20170523,33.9538,
002788.SZ,№ибрвНвЉ,20170524,33.9538,
002788.SZ,№ибрвНвЉ,20170525,34.0929,
002788.SZ,№ибрвНвЉ,20170526,33.9538,
002788.SZ,№ибрвНвЉ,20170531,33.9737,
002788.SZ,№ибрвНвЉ,20170601,31.9261,
002788.SZ,№ибрвНвЉ,20170602,32.602,
002788.SZ,№ибрвНвЉ,20170605,32.9399,
002788.SZ,№ибрвНвЉ,20170606,32.93,
002788.SZ,№ибрвНвЉ,20170607,33.95,
002788.SZ,№ибрвНвЉ,20170608,34.58,
002788.SZ,№ибрвНвЉ,20170609,33.72,
002788.SZ,№ибрвНвЉ,20170612,32.41,
002788.SZ,№ибрвНвЉ,20170613,33.5,
002788.SZ,№ибрвНвЉ,20170614,36.67,
002788.SZ,№ибрвНвЉ,20170615,36.17,
002788.SZ,№ибрвНвЉ,20170616,35.44,
002788.SZ,№ибрвНвЉ,20170619,35.37,
002788.SZ,№ибрвНвЉ,20170620,35.33,
002788.SZ,№ибрвНвЉ,20170621,34.95,
002788.SZ,№ибрвНвЉ,20170622,34,
002788.SZ,№ибрвНвЉ,20170623,33.54,
002788.SZ,№ибрвНвЉ,20170626,34.03,
002788.SZ,№ибрвНвЉ,20170627,34.7,
002788.SZ,№ибрвНвЉ,20170628,33.02,
002788.SZ,№ибрвНвЉ,20170629,33.08,
002788.SZ,№ибрвНвЉ,20170630,33.3,
002788.SZ,№ибрвНвЉ,20170703,34.97,
002788.SZ,№ибрвНвЉ,20170704,35.13,
002788.SZ,№ибрвНвЉ,20170705,35.13,
002788.SZ,№ибрвНвЉ,20170706,35.42,
002788.SZ,№ибрвНвЉ,20170707,36.12,
002788.SZ,№ибрвНвЉ,20170710,35.28,
002788.SZ,№ибрвНвЉ,20170711,34.96,
002788.SZ,№ибрвНвЉ,20170712,34.5,
002788.SZ,№ибрвНвЉ,20170713,34.72,
002788.SZ,№ибрвНвЉ,20170714,34.2,
002788.SZ,№ибрвНвЉ,20170717,31.15,
002788.SZ,№ибрвНвЉ,20170718,31.26,
002788.SZ,№ибрвНвЉ,20170719,31.72,
002788.SZ,№ибрвНвЉ,20170720,31.66,
002788.SZ,№ибрвНвЉ,20170721,31.85,
002788.SZ,№ибрвНвЉ,20170724,31.75,
002788.SZ,№ибрвНвЉ,20170725,31.46,
002788.SZ,№ибрвНвЉ,20170726,31.59,
002788.SZ,№ибрвНвЉ,20170727,32.5,
002788.SZ,№ибрвНвЉ,20170728,32.32,
002788.SZ,№ибрвНвЉ,20170731,32.4,
002788.SZ,№ибрвНвЉ,20170801,32.13,
002788.SZ,№ибрвНвЉ,20170802,31.08,
002788.SZ,№ибрвНвЉ,20170803,31.3,
002788.SZ,№ибрвНвЉ,20170804,31.52,
002788.SZ,№ибрвНвЉ,20170807,31.98,
002788.SZ,№ибрвНвЉ,20170808,31.72,
002788.SZ,№ибрвНвЉ,20170809,32.14,
002788.SZ,№ибрвНвЉ,20170810,32.18,
002788.SZ,№ибрвНвЉ,20170811,31.82,
002788.SZ,№ибрвНвЉ,20170814,32.41,
002788.SZ,№ибрвНвЉ,20170815,34.03,
002788.SZ,№ибрвНвЉ,20170816,34.09,
002788.SZ,№ибрвНвЉ,20170817,34.04,
002788.SZ,№ибрвНвЉ,20170818,33.88,
002788.SZ,№ибрвНвЉ,20170821,33.92,
002788.SZ,№ибрвНвЉ,20170822,33.55,
002788.SZ,№ибрвНвЉ,20170823,33.68,
002788.SZ,№ибрвНвЉ,20170824,33.31,
002788.SZ,№ибрвНвЉ,20170825,33.79,
002788.SZ,№ибрвНвЉ,20170828,34.33,
002788.SZ,№ибрвНвЉ,20170829,34.69,
002788.SZ,№ибрвНвЉ,20170830,34.1,
002788.SZ,№ибрвНвЉ,20170831,34.8,
002788.SZ,№ибрвНвЉ,20170901,34.61,
002788.SZ,№ибрвНвЉ,20170904,34.32,
002788.SZ,№ибрвНвЉ,20170905,34.09,
002788.SZ,№ибрвНвЉ,20170906,34.45,
002788.SZ,№ибрвНвЉ,20170907,34.51,
002788.SZ,№ибрвНвЉ,20170908,35.2,
002788.SZ,№ибрвНвЉ,20170911,35.14,
002788.SZ,№ибрвНвЉ,20170912,34.32,
002788.SZ,№ибрвНвЉ,20170913,34.51,
002788.SZ,№ибрвНвЉ,20170914,34.16,
002788.SZ,№ибрвНвЉ,20170915,34.13,
002788.SZ,№ибрвНвЉ,20170918,34.59,
002788.SZ,№ибрвНвЉ,20170919,34.29,
002788.SZ,№ибрвНвЉ,20170920,34.56,
002788.SZ,№ибрвНвЉ,20170921,34.25,
002788.SZ,№ибрвНвЉ,20170922,34.59,
002788.SZ,№ибрвНвЉ,20170925,33.92,
002788.SZ,№ибрвНвЉ,20170926,32.96,
002788.SZ,№ибрвНвЉ,20170927,33.11,
002788.SZ,№ибрвНвЉ,20170928,32.92,
002788.SZ,№ибрвНвЉ,20170929,34.15,
002788.SZ,№ибрвНвЉ,20171009,33.95,
002788.SZ,№ибрвНвЉ,20171010,35.3,
002788.SZ,№ибрвНвЉ,20171011,35.07,
002788.SZ,№ибрвНвЉ,20171012,34.89,
002788.SZ,№ибрвНвЉ,20171013,36.15,
002788.SZ,№ибрвНвЉ,20171016,35.61,
002788.SZ,№ибрвНвЉ,20171017,36.03,
002788.SZ,№ибрвНвЉ,20171018,35.38,
002788.SZ,№ибрвНвЉ,20171019,34.93,
002788.SZ,№ибрвНвЉ,20171020,33.41,
002788.SZ,№ибрвНвЉ,20171023,33.68,
002788.SZ,№ибрвНвЉ,20171024,33.55,
002788.SZ,№ибрвНвЉ,20171025,34.21,
002788.SZ,№ибрвНвЉ,20171026,34.69,
002788.SZ,№ибрвНвЉ,20171027,34.76,
002788.SZ,№ибрвНвЉ,20171030,33.6,
002788.SZ,№ибрвНвЉ,20171031,34.53,
002788.SZ,№ибрвНвЉ,20171101,35.33,
002788.SZ,№ибрвНвЉ,20171102,35.62,
002788.SZ,№ибрвНвЉ,20171103,35.41,
002788.SZ,№ибрвНвЉ,20171106,36.52,
002788.SZ,№ибрвНвЉ,20171107,36.26,
002788.SZ,№ибрвНвЉ,20171108,35.8,
002788.SZ,№ибрвНвЉ,20171109,35.94,
002788.SZ,№ибрвНвЉ,20171110,35.8,
002788.SZ,№ибрвНвЉ,20171113,36.94,
002788.SZ,№ибрвНвЉ,20171114,36.48,
002788.SZ,№ибрвНвЉ,20171115,37.09,
002788.SZ,№ибрвНвЉ,20171116,35.85,
002788.SZ,№ибрвНвЉ,20171117,33.33,
002788.SZ,№ибрвНвЉ,20171120,33.95,
002788.SZ,№ибрвНвЉ,20171121,33.78,
002788.SZ,№ибрвНвЉ,20171122,33.6,
002788.SZ,№ибрвНвЉ,20171123,32.87,
002788.SZ,№ибрвНвЉ,20171124,32.78,
002788.SZ,№ибрвНвЉ,20171127,31.86,
002788.SZ,№ибрвНвЉ,20171128,32.29,
002788.SZ,№ибрвНвЉ,20171129,32.02,
002788.SZ,№ибрвНвЉ,20171130,32.04,
002788.SZ,№ибрвНвЉ,20171201,32.4,
002788.SZ,№ибрвНвЉ,20171204,30.32,
002788.SZ,№ибрвНвЉ,20171205,28.82,
002788.SZ,№ибрвНвЉ,20171206,29.39,
002788.SZ,№ибрвНвЉ,20171207,29.03,
002788.SZ,№ибрвНвЉ,20171208,29.34,
002788.SZ,№ибрвНвЉ,20171211,29.82,
002788.SZ,№ибрвНвЉ,20171212,29.24,
002788.SZ,№ибрвНвЉ,20171213,29.45,
002788.SZ,№ибрвНвЉ,20171214,29.32,
002788.SZ,№ибрвНвЉ,20171215,29.38,
002788.SZ,№ибрвНвЉ,20171218,29.94,
002788.SZ,№ибрвНвЉ,20171219,29.78,
002788.SZ,№ибрвНвЉ,20171220,29.46,
002788.SZ,№ибрвНвЉ,20171221,29.55,
002788.SZ,№ибрвНвЉ,20171222,29.26,
002788.SZ,№ибрвНвЉ,20171225,28.6,
002788.SZ,№ибрвНвЉ,20171226,29.2,
002788.SZ,№ибрвНвЉ,20171227,29,
002788.SZ,№ибрвНвЉ,20171228,29.57,
002788.SZ,№ибрвНвЉ,20171229,29.66,
002788.SZ,№ибрвНвЉ,20180102,29.76,
002788.SZ,№ибрвНвЉ,20180103,29.88,
002788.SZ,№ибрвНвЉ,20180104,29.98,
002788.SZ,№ибрвНвЉ,20180105,30.25,
002788.SZ,№ибрвНвЉ,20180108,29.75,
002788.SZ,№ибрвНвЉ,20180109,29.96,
002788.SZ,№ибрвНвЉ,20180110,29.19,
002788.SZ,№ибрвНвЉ,20180111,29.43,
002788.SZ,№ибрвНвЉ,20180112,29.23,
002788.SZ,№ибрвНвЉ,20180115,28.38,
002788.SZ,№ибрвНвЉ,20180116,28.61,
002788.SZ,№ибрвНвЉ,20180117,28.93,
002788.SZ,№ибрвНвЉ,20180118,29.01,
002788.SZ,№ибрвНвЉ,20180119,29.04,
002788.SZ,№ибрвНвЉ,20180122,29.39,
002788.SZ,№ибрвНвЉ,20180123,29.7,
002788.SZ,№ибрвНвЉ,20180124,30.19,
002788.SZ,№ибрвНвЉ,20180125,29.78,
002788.SZ,№ибрвНвЉ,20180126,29.57,
002788.SZ,№ибрвНвЉ,20180129,28.99,
002788.SZ,№ибрвНвЉ,20180130,29.14,
002788.SZ,№ибрвНвЉ,20180131,28.41,
002788.SZ,№ибрвНвЉ,20180201,26.76,
002788.SZ,№ибрвНвЉ,20180202,27.35,
002788.SZ,№ибрвНвЉ,20180205,27.17,
002788.SZ,№ибрвНвЉ,20180206,25.73,
002788.SZ,№ибрвНвЉ,20180207,25.74,
002788.SZ,№ибрвНвЉ,20180208,26.37,
002788.SZ,№ибрвНвЉ,20180209,25.73,
002788.SZ,№ибрвНвЉ,20180212,26.3,
002788.SZ,№ибрвНвЉ,20180213,26.42,
002788.SZ,№ибрвНвЉ,20180214,26.3,
002788.SZ,№ибрвНвЉ,20180222,26.58,
002788.SZ,№ибрвНвЉ,20180223,26.59,
002788.SZ,№ибрвНвЉ,20180226,27.27,
002788.SZ,№ибрвНвЉ,20180227,27.26,
002788.SZ,№ибрвНвЉ,20180228,27.37,
002788.SZ,№ибрвНвЉ,20180301,27.52,
002788.SZ,№ибрвНвЉ,20180302,27.35,
002788.SZ,№ибрвНвЉ,20180305,27.6,
002788.SZ,№ибрвНвЉ,20180306,27.96,
002788.SZ,№ибрвНвЉ,20180307,27.79,
002788.SZ,№ибрвНвЉ,20180308,28.26,
002788.SZ,№ибрвНвЉ,20180309,28.65,
002788.SZ,№ибрвНвЉ,20180312,28.39,
