測鎢,潠備,�梪�,彶攫歎(啋),
600660.SH,腦珓產薛,19930610,0.5537,
600660.SH,腦珓產薛,19930611,0.5682,
600660.SH,腦珓產薛,19930614,0.5406,
600660.SH,腦珓產薛,19930615,0.5154,
600660.SH,腦珓產薛,19930616,0.5204,
600660.SH,腦珓產薛,19930617,0.524,
600660.SH,腦珓產薛,19930618,0.5516,
600660.SH,腦珓產薛,19930621,0.5155,
600660.SH,腦珓產薛,19930622,0.532,
600660.SH,腦珓產薛,19930623,0.5243,
600660.SH,腦珓產薛,19930624,0.5114,
600660.SH,腦珓產薛,19930625,0.5214,
600660.SH,腦珓產薛,19930628,0.5122,
600660.SH,腦珓產薛,19930629,0.5267,
600660.SH,腦珓產薛,19930630,0.5122,
600660.SH,腦珓產薛,19930701,0.5164,
600660.SH,腦珓產薛,19930702,0.506,
600660.SH,腦珓產薛,19930705,0.4873,
600660.SH,腦珓產薛,19930706,0.4376,
600660.SH,腦珓產薛,19930707,0.4604,
600660.SH,腦珓產薛,19930708,0.4604,
600660.SH,腦珓產薛,19930709,0.4301,
600660.SH,腦珓產薛,19930712,0.4345,
600660.SH,腦珓產薛,19930713,0.4423,
600660.SH,腦珓產薛,19930714,0.421,
600660.SH,腦珓產薛,19930715,0.4251,
600660.SH,腦珓產薛,19930716,0.4214,
600660.SH,腦珓產薛,19930719,0.4179,
600660.SH,腦珓產薛,19930720,0.4121,
600660.SH,腦珓產薛,19930721,0.4148,
600660.SH,腦珓產薛,19930722,0.4181,
600660.SH,腦珓產薛,19930723,0.4168,
600660.SH,腦珓產薛,19930726,0.4027,
600660.SH,腦珓產薛,19930727,0.4087,
600660.SH,腦珓產薛,19930728,0.4202,
600660.SH,腦珓產薛,19930729,0.4204,
600660.SH,腦珓產薛,19930730,0.4521,
600660.SH,腦珓產薛,19930802,0.4293,
600660.SH,腦珓產薛,19930803,0.4235,
600660.SH,腦珓產薛,19930804,0.439,
600660.SH,腦珓產薛,19930805,0.4345,
600660.SH,腦珓產薛,19930806,0.4334,
600660.SH,腦珓產薛,19930809,0.4471,
600660.SH,腦珓產薛,19930810,0.4332,
600660.SH,腦珓產薛,19930811,0.4355,
600660.SH,腦珓產薛,19930812,0.4523,
600660.SH,腦珓產薛,19930813,0.4687,
600660.SH,腦珓產薛,19930816,0.5143,
600660.SH,腦珓產薛,19930817,0.483,
600660.SH,腦珓產薛,19930818,0.4683,
600660.SH,腦珓產薛,19930819,0.4728,
600660.SH,腦珓產薛,19930820,0.4552,
600660.SH,腦珓產薛,19930823,0.4284,
