¥˙¬Î,ºÚ≥∆,»’∆⁄, ’≈Ãº€(‘™),
300573.SZ,–À∆Î—€“©,20161208,7.4043,
300573.SZ,–À∆Î—€“©,20161209,8.1417,
300573.SZ,–À∆Î—€“©,20161212,8.9589,
300573.SZ,–À∆Î—€“©,20161213,9.8558,
300573.SZ,–À∆Î—€“©,20161214,10.8424,
300573.SZ,–À∆Î—€“©,20161215,11.9286,
300573.SZ,–À∆Î—€“©,20161216,13.1245,
300573.SZ,–À∆Î—€“©,20161219,14.4399,
300573.SZ,–À∆Î—€“©,20161220,15.8849,
300573.SZ,–À∆Î—€“©,20161221,17.4694,
300573.SZ,–À∆Î—€“©,20161222,19.2133,
300573.SZ,–À∆Î—€“©,20161223,21.1367,
300573.SZ,–À∆Î—€“©,20161226,23.2493,
300573.SZ,–À∆Î—€“©,20161227,25.5713,
300573.SZ,–À∆Î—€“©,20161228,28.1324,
300573.SZ,–À∆Î—€“©,20161229,30.9426,
300573.SZ,–À∆Î—€“©,20161230,34.0419,
300573.SZ,–À∆Î—€“©,20170103,37.45,
300573.SZ,–À∆Î—€“©,20170104,41.197,
300573.SZ,–À∆Î—€“©,20170105,45.3128,
300573.SZ,–À∆Î—€“©,20170106,49.847,
300573.SZ,–À∆Î—€“©,20170109,49.8969,
300573.SZ,–À∆Î—€“©,20170110,47.9536,
300573.SZ,–À∆Î—€“©,20170111,45.8409,
300573.SZ,–À∆Î—€“©,20170112,45.811,
300573.SZ,–À∆Î—€“©,20170113,45.3327,
300573.SZ,–À∆Î—€“©,20170116,41.9943,
300573.SZ,–À∆Î—€“©,20170117,43.5489,
300573.SZ,–À∆Î—€“©,20170118,42.5523,
300573.SZ,–À∆Î—€“©,20170119,42.1438,
300573.SZ,–À∆Î—€“©,20170120,43.8977,
300573.SZ,–À∆Î—€“©,20170123,44.5454,
300573.SZ,–À∆Î—€“©,20170124,43.4492,
300573.SZ,–À∆Î—€“©,20170125,44.376,
300573.SZ,–À∆Î—€“©,20170126,45.3327,
300573.SZ,–À∆Î—€“©,20170203,44.2265,
300573.SZ,–À∆Î—€“©,20170206,47.2959,
300573.SZ,–À∆Î—€“©,20170207,46.1399,
300573.SZ,–À∆Î—€“©,20170208,46.7179,
300573.SZ,–À∆Î—€“©,20170209,46.2097,
300573.SZ,–À∆Î—€“©,20170210,44.655,
300573.SZ,–À∆Î—€“©,20170213,46.3591,
300573.SZ,–À∆Î—€“©,20170214,46.399,
300573.SZ,–À∆Î—€“©,20170215,46.5584,
300573.SZ,–À∆Î—€“©,20170216,45.811,
300573.SZ,–À∆Î—€“©,20170217,45.7811,
300573.SZ,–À∆Î—€“©,20170220,43.4492,
300573.SZ,–À∆Î—€“©,20170221,44.3561,
300573.SZ,–À∆Î—€“©,20170222,44.5654,
300573.SZ,–À∆Î—€“©,20170223,45.5918,
300573.SZ,–À∆Î—€“©,20170224,50.156,
300573.SZ,–À∆Î—€“©,20170227,48.3622,
300573.SZ,–À∆Î—€“©,20170228,48.8505,
300573.SZ,–À∆Î—€“©,20170301,48.2227,
300573.SZ,–À∆Î—€“©,20170302,47.8539,
300573.SZ,–À∆Î—€“©,20170303,48.9302,
300573.SZ,–À∆Î—€“©,20170306,50.0663,
300573.SZ,–À∆Î—€“©,20170307,51.8003,
300573.SZ,–À∆Î—€“©,20170308,50.7041,
300573.SZ,–À∆Î—€“©,20170309,49.7773,
300573.SZ,–À∆Î—€“©,20170310,49.3288,
300573.SZ,–À∆Î—€“©,20170313,50.9233,
300573.SZ,–À∆Î—€“©,20170314,50.9233,
300573.SZ,–À∆Î—€“©,20170315,51.013,
300573.SZ,–À∆Î—€“©,20170316,52.4679,
300573.SZ,–À∆Î—€“©,20170317,50.4948,
300573.SZ,–À∆Î—€“©,20170320,51.7106,
300573.SZ,–À∆Î—€“©,20170321,53.8033,
300573.SZ,–À∆Î—€“©,20170322,55.9558,
300573.SZ,–À∆Î—€“©,20170323,54.0126,
300573.SZ,–À∆Î—€“©,20170324,54.6404,
300573.SZ,–À∆Î—€“©,20170327,54.8895,
300573.SZ,–À∆Î—€“©,20170328,52.7171,
300573.SZ,–À∆Î—€“©,20170329,50.5745,
300573.SZ,–À∆Î—€“©,20170330,48.0632,
300573.SZ,–À∆Î—€“©,20170331,48.0732,
300573.SZ,–À∆Î—€“©,20170405,49.9268,
300573.SZ,–À∆Î—€“©,20170406,50.7539,
300573.SZ,–À∆Î—€“©,20170407,49.0598,
300573.SZ,–À∆Î—€“©,20170410,44.1568,
300573.SZ,–À∆Î—€“©,20170411,45.6317,
300573.SZ,–À∆Î—€“©,20170412,43.2499,
300573.SZ,–À∆Î—€“©,20170413,43.4094,
300573.SZ,–À∆Î—€“©,20170414,42.5025,
300573.SZ,–À∆Î—€“©,20170417,39.3734,
300573.SZ,–À∆Î—€“©,20170418,39.4431,
300573.SZ,–À∆Î—€“©,20170419,40.6191,
300573.SZ,–À∆Î—€“©,20170420,39.9215,
300573.SZ,–À∆Î—€“©,20170421,39.6524,
300573.SZ,–À∆Î—€“©,20170424,38.8651,
300573.SZ,–À∆Î—€“©,20170425,39.1641,
300573.SZ,–À∆Î—€“©,20170426,40.071,
300573.SZ,–À∆Î—€“©,20170427,41.7352,
300573.SZ,–À∆Î—€“©,20170428,41.6754,
300573.SZ,–À∆Î—€“©,20170502,40.6988,
300573.SZ,–À∆Î—€“©,20170503,41.1572,
300573.SZ,–À∆Î—€“©,20170504,39.9713,
300573.SZ,–À∆Î—€“©,20170505,40.1806,
300573.SZ,–À∆Î—€“©,20170508,38.3669,
300573.SZ,–À∆Î—€“©,20170509,39.5926,
300573.SZ,–À∆Î—€“©,20170510,39.9613,
300573.SZ,–À∆Î—€“©,20170511,40.908,
300573.SZ,–À∆Î—€“©,20170512,40.9379,
300573.SZ,–À∆Î—€“©,20170515,40.6589,
300573.SZ,–À∆Î—€“©,20170516,42.2036,
