測鎢,潠備,�梪�,彶攫歎(啋),
000678.SZ,盷栠粣創,19970106,4.9154,
000678.SZ,盷栠粣創,19970107,4.8186,
000678.SZ,盷栠粣創,19970108,4.742,
000678.SZ,盷栠粣創,19970109,4.8973,
000678.SZ,盷栠粣創,19970110,4.8388,
000678.SZ,盷栠粣創,19970113,4.8287,
000678.SZ,盷栠粣創,19970114,4.8811,
000678.SZ,盷栠粣創,19970115,4.8771,
000678.SZ,盷栠粣創,19970116,4.859,
000678.SZ,盷栠粣創,19970117,4.9376,
000678.SZ,盷栠粣創,19970120,5.1372,
000678.SZ,盷栠粣創,19970121,5.0202,
000678.SZ,盷栠粣創,19970122,5.1009,
000678.SZ,盷栠粣創,19970123,5.0525,
000678.SZ,盷栠粣創,19970124,4.99,
000678.SZ,盷栠粣創,19970127,4.9759,
000678.SZ,盷栠粣創,19970128,4.9598,
000678.SZ,盷栠粣創,19970129,4.9799,
000678.SZ,盷栠粣創,19970130,4.9255,
000678.SZ,盷栠粣創,19970131,5.0142,
000678.SZ,盷栠粣創,19970217,5.0384,
000678.SZ,盷栠粣創,19970218,4.5344,
000678.SZ,盷栠粣創,19970219,4.6573,
000678.SZ,盷栠粣創,19970220,4.5525,
000678.SZ,盷栠粣創,19970221,4.6694,
000678.SZ,盷栠粣創,19970224,4.6694,
000678.SZ,盷栠粣創,19970225,4.5969,
000678.SZ,盷栠粣創,19970226,4.7037,
000678.SZ,盷栠粣創,19970227,4.6775,
000678.SZ,盷栠粣創,19970228,4.6997,
000678.SZ,盷栠粣創,19970303,4.7279,
000678.SZ,盷栠粣創,19970304,4.8388,
000678.SZ,盷栠粣創,19970305,4.8831,
000678.SZ,盷栠粣創,19970306,4.8973,
000678.SZ,盷栠粣創,19970307,4.8348,
000678.SZ,盷栠粣創,19970310,4.8378,
000678.SZ,盷栠粣創,19970311,4.9587,
000678.SZ,盷栠粣創,19970312,5.2278,
000678.SZ,盷栠粣創,19970313,5.0827,
000678.SZ,盷栠粣創,19970314,5.0494,
000678.SZ,盷栠粣創,19970317,5.0222,
000678.SZ,盷栠粣創,19970318,4.9587,
000678.SZ,盷栠粣創,19970319,5.0857,
000678.SZ,盷栠粣創,19970320,4.9255,
000678.SZ,盷栠粣創,19970321,5.0313,
000678.SZ,盷栠粣創,19970324,5.2006,
000678.SZ,盷栠粣創,19970325,5.1704,
000678.SZ,盷栠粣創,19970326,5.3216,
000678.SZ,盷栠粣創,19970327,5.509,
000678.SZ,盷栠粣創,19970328,5.4395,
000678.SZ,盷栠粣創,19970331,5.5816,
000678.SZ,盷栠粣創,19970401,5.6239,
000678.SZ,盷栠粣創,19970402,5.506,
000678.SZ,盷栠粣創,19970403,5.4486,
000678.SZ,盷栠粣創,19970404,5.6542,
000678.SZ,盷栠粣創,19970407,5.5604,
000678.SZ,盷栠粣創,19970408,5.3911,
000678.SZ,盷栠粣創,19970409,5.5121,
000678.SZ,盷栠粣創,19970410,5.4062,
000678.SZ,盷栠粣創,19970411,5.3488,
000678.SZ,盷栠粣創,19970414,5.3488,
000678.SZ,盷栠粣創,19970415,5.4425,
000678.SZ,盷栠粣創,19970416,5.7449,
000678.SZ,盷栠粣創,19970417,5.7146,
000678.SZ,盷栠粣創,19970418,6.0321,
000678.SZ,盷栠粣創,19970421,6.3587,
000678.SZ,盷栠粣創,19970422,6.0835,
000678.SZ,盷栠粣創,19970423,6.2498,
000678.SZ,盷栠粣創,19970424,6.274,
000678.SZ,盷栠粣創,19970425,6.6822,
000678.SZ,盷栠粣創,19970428,6.8152,
000678.SZ,盷栠粣創,19970429,6.4705,
000678.SZ,盷栠粣創,19970430,6.4282,
000678.SZ,盷栠粣創,19970505,6.8152,
000678.SZ,盷栠粣創,19970506,7.1297,
000678.SZ,盷栠粣創,19970507,7.0087,
000678.SZ,盷栠粣創,19970508,6.5915,
000678.SZ,盷栠粣創,19970509,6.8576,
000678.SZ,盷栠粣創,19970512,6.8334,
000678.SZ,盷栠粣創,19970513,6.7124,
000678.SZ,盷栠粣創,19970514,6.2589,
000678.SZ,盷栠粣創,19970515,6.4403,
000678.SZ,盷栠粣創,19970516,5.9565,
000678.SZ,盷栠粣創,19970519,6.0533,
000678.SZ,盷栠粣創,19970520,6.2891,
000678.SZ,盷栠粣創,19970521,6.0986,
000678.SZ,盷栠粣創,19970522,5.4879,
000678.SZ,盷栠粣創,19970523,5.4153,
000678.SZ,盷栠粣創,19970526,5.5181,
000678.SZ,盷栠粣創,19970527,5.6028,
000678.SZ,盷栠粣創,19970528,5.6028,
000678.SZ,盷栠粣創,19970529,5.6935,
000678.SZ,盷栠粣創,19970530,5.6572,
