´úÂë,¼ò³Æ,ÈÕÆÚ,ÊÕÅÌ¼Û(Ôª),
600624.SH,¸´µ©¸´»ª,19930105,0.883,
600624.SH,¸´µ©¸´»ª,19930106,0.8568,
600624.SH,¸´µ©¸´»ª,19930107,0.8716,
600624.SH,¸´µ©¸´»ª,19930108,0.8625,
600624.SH,¸´µ©¸´»ª,19930111,0.9664,
600624.SH,¸´µ©¸´»ª,19930112,1.0224,
600624.SH,¸´µ©¸´»ª,19930113,1.0795,
600624.SH,¸´µ©¸´»ª,19930114,1.1069,
600624.SH,¸´µ©¸´»ª,19930115,1.0624,
600624.SH,¸´µ©¸´»ª,19930118,1.0453,
600624.SH,¸´µ©¸´»ª,19930119,0.995,
600624.SH,¸´µ©¸´»ª,19930120,1.0373,
600624.SH,¸´µ©¸´»ª,19930121,1.0681,
600624.SH,¸´µ©¸´»ª,19930122,1.0738,
600624.SH,¸´µ©¸´»ª,19930127,1.0967,
600624.SH,¸´µ©¸´»ª,19930128,1.0652,
600624.SH,¸´µ©¸´»ª,19930129,1.091,
600624.SH,¸´µ©¸´»ª,19930201,1.1823,
600624.SH,¸´µ©¸´»ª,19930202,1.2395,
600624.SH,¸´µ©¸´»ª,19930203,1.2383,
600624.SH,¸´µ©¸´»ª,19930204,1.3051,
600624.SH,¸´µ©¸´»ª,19930205,1.2423,
600624.SH,¸´µ©¸´»ª,19930208,1.268,
600624.SH,¸´µ©¸´»ª,19930209,1.3708,
600624.SH,¸´µ©¸´»ª,19930210,1.3765,
600624.SH,¸´µ©¸´»ª,19930211,1.308,
600624.SH,¸´µ©¸´»ª,19930212,1.3708,
600624.SH,¸´µ©¸´»ª,19930215,1.4936,
600624.SH,¸´µ©¸´»ª,19930216,1.4736,
600624.SH,¸´µ©¸´»ª,19930217,1.4508,
600624.SH,¸´µ©¸´»ª,19930218,1.4331,
600624.SH,¸´µ©¸´»ª,19930219,1.408,
600624.SH,¸´µ©¸´»ª,19930222,1.3663,
600624.SH,¸´µ©¸´»ª,19930223,1.2823,
600624.SH,¸´µ©¸´»ª,19930224,1.1595,
600624.SH,¸´µ©¸´»ª,19930225,1.3137,
600624.SH,¸´µ©¸´»ª,19930226,1.2537,
