測鎢,潠備,�梪�,彶攫歎(啋),
000795.SZ,荎醫貌,19970808,2.5233,
000795.SZ,荎醫貌,19970811,2.2782,
000795.SZ,荎醫貌,19970812,2.1918,
000795.SZ,荎醫貌,19970813,2.2058,
000795.SZ,荎醫貌,19970814,2.2315,
000795.SZ,荎醫貌,19970815,2.1171,
000795.SZ,荎醫貌,19970818,1.9677,
000795.SZ,荎醫貌,19970819,2.0541,
000795.SZ,荎醫貌,19970820,2.0751,
000795.SZ,荎醫貌,19970821,2.1124,
000795.SZ,荎醫貌,19970822,2.1148,
000795.SZ,荎醫貌,19970825,2.2478,
000795.SZ,荎醫貌,19970826,2.2688,
000795.SZ,荎醫貌,19970827,2.2898,
000795.SZ,荎醫貌,19970828,2.2432,
000795.SZ,荎醫貌,19970829,2.1918,
000795.SZ,荎醫貌,19970901,2.3575,
000795.SZ,荎醫貌,19970902,2.3645,
000795.SZ,荎醫貌,19970903,2.4042,
000795.SZ,荎醫貌,19970904,2.3739,
000795.SZ,荎醫貌,19970905,2.3995,
000795.SZ,荎醫貌,19970908,2.4369,
000795.SZ,荎醫貌,19970909,2.3225,
000795.SZ,荎醫貌,19970910,2.3552,
000795.SZ,荎醫貌,19970911,2.2805,
000795.SZ,荎醫貌,19970912,2.2268,
000795.SZ,荎醫貌,19970915,2.1521,
000795.SZ,荎醫貌,19970916,2.1661,
000795.SZ,荎醫貌,19970917,2.1171,
000795.SZ,荎醫貌,19970918,2.1498,
000795.SZ,荎醫貌,19970919,2.1778,
000795.SZ,荎醫貌,19970922,2.0191,
000795.SZ,荎醫貌,19970923,1.8533,
000795.SZ,荎醫貌,19970924,1.9747,
000795.SZ,荎醫貌,19970925,2.0027,
000795.SZ,荎醫貌,19970926,1.9607,
000795.SZ,荎醫貌,19970929,1.8814,
000795.SZ,荎醫貌,19970930,1.935,
000795.SZ,荎醫貌,19971006,1.9094,
000795.SZ,荎醫貌,19971007,1.9047,
000795.SZ,荎醫貌,19971008,1.9654,
000795.SZ,荎醫貌,19971009,1.935,
000795.SZ,荎醫貌,19971010,1.9841,
000795.SZ,荎醫貌,19971013,1.9584,
000795.SZ,荎醫貌,19971014,1.9374,
000795.SZ,荎醫貌,19971015,2.0167,
000795.SZ,荎醫貌,19971016,2.0564,
000795.SZ,荎醫貌,19971017,2.0961,
000795.SZ,荎醫貌,19971020,2.1358,
000795.SZ,荎醫貌,19971021,2.2455,
000795.SZ,荎醫貌,19971022,2.1311,
000795.SZ,荎醫貌,19971023,2.1871,
000795.SZ,荎醫貌,19971024,2.2338,
000795.SZ,荎醫貌,19971027,2.2618,
000795.SZ,荎醫貌,19971028,2.1241,
000795.SZ,荎醫貌,19971029,2.1801,
000795.SZ,荎醫貌,19971030,2.1171,
000795.SZ,荎醫貌,19971031,2.1475,
000795.SZ,荎醫貌,19971103,2.1591,
000795.SZ,荎醫貌,19971104,2.1264,
000795.SZ,荎醫貌,19971105,2.2175,
000795.SZ,荎醫貌,19971106,2.2572,
000795.SZ,荎醫貌,19971107,2.2665,
000795.SZ,荎醫貌,19971110,2.1685,
000795.SZ,荎醫貌,19971111,2.1591,
000795.SZ,荎醫貌,19971112,2.1218,
000795.SZ,荎醫貌,19971113,2.1685,
000795.SZ,荎醫貌,19971114,2.1241,
000795.SZ,荎醫貌,19971117,2.1008,
000795.SZ,荎醫貌,19971118,2.0798,
000795.SZ,荎醫貌,19971119,2.0448,
000795.SZ,荎醫貌,19971120,2.0401,
000795.SZ,荎醫貌,19971121,1.9887,
000795.SZ,荎醫貌,19971124,1.928,
000795.SZ,荎醫貌,19971125,1.9514,
000795.SZ,荎醫貌,19971126,1.9911,
000795.SZ,荎醫貌,19971127,1.914,
000795.SZ,荎醫貌,19971128,1.9584,
000795.SZ,荎醫貌,19971201,1.9304,
000795.SZ,荎醫貌,19971202,1.9234,
000795.SZ,荎醫貌,19971203,1.921,
000795.SZ,荎醫貌,19971204,1.9607,
000795.SZ,荎醫貌,19971205,1.9607,
000795.SZ,荎醫貌,19971208,2.0027,
000795.SZ,荎醫貌,19971209,2.0121,
000795.SZ,荎醫貌,19971210,2.0074,
000795.SZ,荎醫貌,19971211,2.0191,
000795.SZ,荎醫貌,19971212,2.0751,
000795.SZ,荎醫貌,19971215,2.1615,
000795.SZ,荎醫貌,19971216,2.1498,
000795.SZ,荎醫貌,19971217,2.0798,
000795.SZ,荎醫貌,19971218,2.1008,
000795.SZ,荎醫貌,19971219,2.1498,
000795.SZ,荎醫貌,19971222,2.1288,
000795.SZ,荎醫貌,19971223,2.0938,
000795.SZ,荎醫貌,19971224,2.0494,
000795.SZ,荎醫貌,19971225,2.0844,
000795.SZ,荎醫貌,19971226,2.1194,
000795.SZ,荎醫貌,19971229,2.1148,
000795.SZ,荎醫貌,19971230,2.0588,
000795.SZ,荎醫貌,19971231,2.0891,
000795.SZ,荎醫貌,19980105,2.1428,
000795.SZ,荎醫貌,19980106,2.2408,
000795.SZ,荎醫貌,19980107,2.2478,
000795.SZ,荎醫貌,19980108,2.1801,
000795.SZ,荎醫貌,19980109,2.1708,
000795.SZ,荎醫貌,19980112,2.1451,
000795.SZ,荎醫貌,19980113,2.0214,
000795.SZ,荎醫貌,19980114,2.1031,
000795.SZ,荎醫貌,19980115,2.1264,
000795.SZ,荎醫貌,19980116,2.1451,
000795.SZ,荎醫貌,19980119,2.2432,
000795.SZ,荎醫貌,19980120,2.1685,
000795.SZ,荎醫貌,19980121,2.2128,
000795.SZ,荎醫貌,19980122,2.2222,
000795.SZ,荎醫貌,19980123,2.2268,
000795.SZ,荎醫貌,19980209,2.2665,
000795.SZ,荎醫貌,19980210,2.3272,
000795.SZ,荎醫貌,19980211,2.3365,
000795.SZ,荎醫貌,19980212,2.3669,
000795.SZ,荎醫貌,19980213,2.3925,
000795.SZ,荎醫貌,19980216,2.4509,
000795.SZ,荎醫貌,19980217,2.3762,
000795.SZ,荎醫貌,19980218,2.3132,
000795.SZ,荎醫貌,19980219,2.3342,
000795.SZ,荎醫貌,19980220,2.3038,
000795.SZ,荎醫貌,19980223,2.2595,
000795.SZ,荎醫貌,19980224,2.2642,
000795.SZ,荎醫貌,19980225,2.2735,
000795.SZ,荎醫貌,19980226,2.2455,
000795.SZ,荎醫貌,19980227,2.1895,
000795.SZ,荎醫貌,19980302,2.0961,
000795.SZ,荎醫貌,19980303,2.1218,
000795.SZ,荎醫貌,19980304,2.1218,
000795.SZ,荎醫貌,19980305,2.0984,
000795.SZ,荎醫貌,19980306,2.1311,
000795.SZ,荎醫貌,19980309,2.1591,
000795.SZ,荎醫貌,19980310,2.1475,
000795.SZ,荎醫貌,19980311,2.0984,
000795.SZ,荎醫貌,19980312,2.0728,
000795.SZ,荎醫貌,19980313,2.1218,
000795.SZ,荎醫貌,19980316,2.1638,
000795.SZ,荎醫貌,19980317,2.1895,
000795.SZ,荎醫貌,19980318,2.1288,
000795.SZ,荎醫貌,19980319,2.1241,
000795.SZ,荎醫貌,19980320,2.1638,
000795.SZ,荎醫貌,19980323,2.1498,
000795.SZ,荎醫貌,19980324,2.1288,
000795.SZ,荎醫貌,19980325,2.1148,
000795.SZ,荎醫貌,19980326,2.0821,
000795.SZ,荎醫貌,19980327,2.1148,
000795.SZ,荎醫貌,19980330,2.1825,
000795.SZ,荎醫貌,19980331,2.1241,
000795.SZ,荎醫貌,19980401,2.1148,
000795.SZ,荎醫貌,19980402,2.1545,
000795.SZ,荎醫貌,19980403,2.2688,
000795.SZ,荎醫貌,19980406,2.2642,
000795.SZ,荎醫貌,19980407,2.2198,
000795.SZ,荎醫貌,19980408,2.2362,
000795.SZ,荎醫貌,19980409,2.1895,
000795.SZ,荎醫貌,19980410,2.1918,
000795.SZ,荎醫貌,19980413,2.2502,
000795.SZ,荎醫貌,19980414,2.2688,
000795.SZ,荎醫貌,19980415,2.3202,
000795.SZ,荎醫貌,19980416,2.2712,
000795.SZ,荎醫貌,19980417,2.2502,
000795.SZ,荎醫貌,19980420,2.3295,
000795.SZ,荎醫貌,19980421,2.3482,
000795.SZ,荎醫貌,19980422,2.3715,
000795.SZ,荎醫貌,19980423,2.3132,
000795.SZ,荎醫貌,19980424,2.3692,
000795.SZ,荎醫貌,19980427,2.3832,
000795.SZ,荎醫貌,19980428,2.4252,
000795.SZ,荎醫貌,19980429,2.4439,
000795.SZ,荎醫貌,19980430,2.5303,
000795.SZ,荎醫貌,19980504,2.5256,
000795.SZ,荎醫貌,19980505,2.7357,
000795.SZ,荎醫貌,19980506,2.696,
000795.SZ,荎醫貌,19980507,2.6656,
000795.SZ,荎醫貌,19980508,2.7543,
000795.SZ,荎醫貌,19980511,2.6843,
000795.SZ,荎醫貌,19980512,2.7427,
000795.SZ,荎醫貌,19980513,2.8804,
000795.SZ,荎醫貌,19980514,2.8781,
000795.SZ,荎醫貌,19980515,2.9154,
000795.SZ,荎醫貌,19980518,3.0041,
000795.SZ,荎醫貌,19980519,3.0181,
000795.SZ,荎醫貌,19980520,2.9714,
000795.SZ,荎醫貌,19980521,3.0928,
000795.SZ,荎醫貌,19980522,3.1675,
000795.SZ,荎醫貌,19980525,3.1698,
000795.SZ,荎醫貌,19980526,3.4873,
