����,���,����,���̼�(Ԫ),
000726.SZ,³̩A,20011031,2.4883,
000726.SZ,³̩A,20011101,2.4703,
000726.SZ,³̩A,20011102,2.436,
000726.SZ,³̩A,20011105,2.436,
000726.SZ,³̩A,20011106,2.4234,
000726.SZ,³̩A,20011107,2.2646,
000726.SZ,³̩A,20011108,2.3205,
000726.SZ,³̩A,20011109,2.3404,
000726.SZ,³̩A,20011112,2.2736,
000726.SZ,³̩A,20011113,2.2538,
000726.SZ,³̩A,20011114,2.2826,
000726.SZ,³̩A,20011115,2.3007,
000726.SZ,³̩A,20011116,2.3729,
000726.SZ,³̩A,20011119,2.4324,
000726.SZ,³̩A,20011120,2.4703,
000726.SZ,³̩A,20011121,2.4396,
000726.SZ,³̩A,20011122,2.4577,
000726.SZ,³̩A,20011123,2.4649,
000726.SZ,³̩A,20011126,2.4234,
000726.SZ,³̩A,20011127,2.4541,
000726.SZ,³̩A,20011128,2.4649,
000726.SZ,³̩A,20011129,2.4541,
000726.SZ,³̩A,20011130,2.4811,
000726.SZ,³̩A,20011203,2.5226,
000726.SZ,³̩A,20011204,2.5136,
000726.SZ,³̩A,20011205,2.4721,
000726.SZ,³̩A,20011206,2.5172,
000726.SZ,³̩A,20011207,2.5623,
000726.SZ,³̩A,20011210,2.584,
000726.SZ,³̩A,20011211,2.5353,
000726.SZ,³̩A,20011212,2.5533,
000726.SZ,³̩A,20011213,2.5082,
000726.SZ,³̩A,20011214,2.4559,
000726.SZ,³̩A,20011217,2.4793,
000726.SZ,³̩A,20011218,2.5136,
000726.SZ,³̩A,20011219,2.4956,
000726.SZ,³̩A,20011220,2.4577,
000726.SZ,³̩A,20011221,2.4847,
000726.SZ,³̩A,20011224,2.4631,
000726.SZ,³̩A,20011225,2.4414,
000726.SZ,³̩A,20011226,2.4775,
000726.SZ,³̩A,20011227,2.4541,
000726.SZ,³̩A,20011228,2.4829,
000726.SZ,³̩A,20011231,2.5028,
000726.SZ,³̩A,20020104,2.4541,
000726.SZ,³̩A,20020107,2.3819,
000726.SZ,³̩A,20020108,2.3223,
000726.SZ,³̩A,20020109,2.3133,
000726.SZ,³̩A,20020110,2.3548,
000726.SZ,³̩A,20020111,2.3115,
000726.SZ,³̩A,20020114,2.2484,
000726.SZ,³̩A,20020115,2.2429,
000726.SZ,³̩A,20020116,2.2646,
000726.SZ,³̩A,20020117,2.1726,
000726.SZ,³̩A,20020118,2.2014,
000726.SZ,³̩A,20020121,2.1473,
000726.SZ,³̩A,20020122,2.1563,
000726.SZ,³̩A,20020123,2.3368,
000726.SZ,³̩A,20020124,2.3566,
000726.SZ,³̩A,20020125,2.3584,
000726.SZ,³̩A,20020128,2.169,
000726.SZ,³̩A,20020129,2.2195,
000726.SZ,³̩A,20020130,2.2411,
000726.SZ,³̩A,20020131,2.427,
000726.SZ,³̩A,20020201,2.3783,
000726.SZ,³̩A,20020204,2.4198,
000726.SZ,³̩A,20020205,2.4559,
000726.SZ,³̩A,20020206,2.3873,
000726.SZ,³̩A,20020207,2.4216,
000726.SZ,³̩A,20020208,2.4162,
000726.SZ,³̩A,20020225,2.418,
000726.SZ,³̩A,20020226,2.4703,
000726.SZ,³̩A,20020227,2.4685,
000726.SZ,³̩A,20020228,2.436,
000726.SZ,³̩A,20020301,2.3855,
000726.SZ,³̩A,20020304,2.4053,
000726.SZ,³̩A,20020305,2.4649,
000726.SZ,³̩A,20020306,2.5046,
000726.SZ,³̩A,20020307,2.5371,
000726.SZ,³̩A,20020308,2.5118,
000726.SZ,³̩A,20020311,2.5605,
000726.SZ,³̩A,20020312,2.5064,
000726.SZ,³̩A,20020313,2.492,
000726.SZ,³̩A,20020314,2.5262,
000726.SZ,³̩A,20020315,2.4901,
000726.SZ,³̩A,20020318,2.4865,
000726.SZ,³̩A,20020319,2.5533,
000726.SZ,³̩A,20020320,2.5623,
000726.SZ,³̩A,20020321,2.5551,
000726.SZ,³̩A,20020322,2.5605,
000726.SZ,³̩A,20020325,2.6273,
000726.SZ,³̩A,20020326,2.5966,
000726.SZ,³̩A,20020327,2.6201,
000726.SZ,³̩A,20020328,2.6742,
000726.SZ,³̩A,20020329,2.6129,
000726.SZ,³̩A,20020401,2.6922,
000726.SZ,³̩A,20020402,2.6417,
000726.SZ,³̩A,20020403,2.6165,
000726.SZ,³̩A,20020404,2.6562,
000726.SZ,³̩A,20020405,2.6345,
000726.SZ,³̩A,20020408,2.6453,
000726.SZ,³̩A,20020409,2.6832,
000726.SZ,³̩A,20020410,2.6688,
000726.SZ,³̩A,20020411,2.6273,
000726.SZ,³̩A,20020412,2.6327,
000726.SZ,³̩A,20020415,2.611,
000726.SZ,³̩A,20020416,2.5605,
000726.SZ,³̩A,20020417,2.5551,
000726.SZ,³̩A,20020418,2.5515,
000726.SZ,³̩A,20020419,2.5623,
000726.SZ,³̩A,20020422,2.5732,
000726.SZ,³̩A,20020423,2.5732,
000726.SZ,³̩A,20020424,2.5298,
000726.SZ,³̩A,20020425,2.5407,
000726.SZ,³̩A,20020426,2.5804,
000726.SZ,³̩A,20020429,2.6237,
000726.SZ,³̩A,20020430,2.6237,
000726.SZ,³̩A,20020508,2.6201,
000726.SZ,³̩A,20020509,2.6237,
000726.SZ,³̩A,20020510,2.5623,
000726.SZ,³̩A,20020513,2.5064,
000726.SZ,³̩A,20020514,2.5046,
000726.SZ,³̩A,20020515,2.492,
000726.SZ,³̩A,20020516,2.4234,
000726.SZ,³̩A,20020517,2.4649,
000726.SZ,³̩A,20020520,2.4053,
000726.SZ,³̩A,20020521,2.4631,
000726.SZ,³̩A,20020522,2.4089,
000726.SZ,³̩A,20020523,2.427,
000726.SZ,³̩A,20020524,2.3638,
000726.SZ,³̩A,20020527,2.3656,
000726.SZ,³̩A,20020528,2.3963,
000726.SZ,³̩A,20020529,2.3638,
000726.SZ,³̩A,20020530,2.3729,
000726.SZ,³̩A,20020531,2.3711,
000726.SZ,³̩A,20020603,2.353,
000726.SZ,³̩A,20020604,2.3801,
000726.SZ,³̩A,20020605,2.3693,
000726.SZ,³̩A,20020606,2.4252,
000726.SZ,³̩A,20020607,2.436,
000726.SZ,³̩A,20020610,2.4108,
000726.SZ,³̩A,20020611,2.427,
000726.SZ,³̩A,20020612,2.4234,
000726.SZ,³̩A,20020613,2.4162,
000726.SZ,³̩A,20020614,2.3999,
000726.SZ,³̩A,20020617,2.3873,
000726.SZ,³̩A,20020618,2.4288,
000726.SZ,³̩A,20020619,2.4035,
000726.SZ,³̩A,20020620,2.4144,
000726.SZ,³̩A,20020621,2.4703,
000726.SZ,³̩A,20020624,2.7175,
000726.SZ,³̩A,20020625,2.5984,
000726.SZ,³̩A,20020626,2.5984,
000726.SZ,³̩A,20020627,2.6345,
000726.SZ,³̩A,20020628,2.6074,
000726.SZ,³̩A,20020701,2.6165,
000726.SZ,³̩A,20020702,2.6526,
000726.SZ,³̩A,20020703,2.6471,
000726.SZ,³̩A,20020704,2.6345,
000726.SZ,³̩A,20020705,2.6471,
000726.SZ,³̩A,20020708,2.6471,
000726.SZ,³̩A,20020709,2.6256,
000726.SZ,³̩A,20020710,2.6663,
000726.SZ,³̩A,20020711,2.6351,
000726.SZ,³̩A,20020712,2.6136,
000726.SZ,³̩A,20020715,2.5704,
000726.SZ,³̩A,20020716,2.5656,
000726.SZ,³̩A,20020717,2.5704,
000726.SZ,³̩A,20020718,2.5824,
000726.SZ,³̩A,20020719,2.5872,
000726.SZ,³̩A,20020722,2.5704,
000726.SZ,³̩A,20020723,2.5584,
000726.SZ,³̩A,20020724,2.5656,
000726.SZ,³̩A,20020725,2.5536,
000726.SZ,³̩A,20020726,2.5536,
000726.SZ,³̩A,20020729,2.5416,
000726.SZ,³̩A,20020730,2.5081,
000726.SZ,³̩A,20020731,2.5009,
000726.SZ,³̩A,20020801,2.4865,
000726.SZ,³̩A,20020802,2.5368,
000726.SZ,³̩A,20020805,2.532,
000726.SZ,³̩A,20020806,2.5464,
000726.SZ,³̩A,20020807,2.556,
000726.SZ,³̩A,20020808,2.5536,
000726.SZ,³̩A,20020809,2.5296,
000726.SZ,³̩A,20020812,2.5105,
000726.SZ,³̩A,20020813,2.5201,
000726.SZ,³̩A,20020814,2.5344,
000726.SZ,³̩A,20020815,2.5105,
000726.SZ,³̩A,20020816,2.5225,
000726.SZ,³̩A,20020819,2.5225,
000726.SZ,³̩A,20020820,2.5464,
000726.SZ,³̩A,20020821,2.532,
000726.SZ,³̩A,20020822,2.5656,
000726.SZ,³̩A,20020823,2.5368,
000726.SZ,³̩A,20020826,2.5368,
000726.SZ,³̩A,20020827,2.532,
000726.SZ,³̩A,20020828,2.5296,
000726.SZ,³̩A,20020829,2.4985,
000726.SZ,³̩A,20020830,2.4841,
000726.SZ,³̩A,20020902,2.4937,
000726.SZ,³̩A,20020903,2.4985,
000726.SZ,³̩A,20020904,2.4985,
000726.SZ,³̩A,20020905,2.4697,
000726.SZ,³̩A,20020906,2.4433,
000726.SZ,³̩A,20020909,2.4098,
000726.SZ,³̩A,20020910,2.4265,
000726.SZ,³̩A,20020911,2.4122,
000726.SZ,³̩A,20020912,2.4457,
000726.SZ,³̩A,20020913,2.4409,
000726.SZ,³̩A,20020916,2.4026,
000726.SZ,³̩A,20020917,2.4122,
000726.SZ,³̩A,20020918,2.4098,
000726.SZ,³̩A,20020919,2.4289,
000726.SZ,³̩A,20020920,2.4193,
000726.SZ,³̩A,20020923,2.4409,
000726.SZ,³̩A,20020924,2.4337,
000726.SZ,³̩A,20020925,2.4146,
000726.SZ,³̩A,20020926,2.4098,
000726.SZ,³̩A,20020927,2.4122,
000726.SZ,³̩A,20021008,2.3834,
000726.SZ,³̩A,20021009,2.3498,
000726.SZ,³̩A,20021010,2.3306,
000726.SZ,³̩A,20021011,2.3234,
000726.SZ,³̩A,20021014,2.3282,
000726.SZ,³̩A,20021015,2.3138,
000726.SZ,³̩A,20021016,2.3162,
000726.SZ,³̩A,20021017,2.2659,
000726.SZ,³̩A,20021018,2.2755,
000726.SZ,³̩A,20021021,2.2755,
000726.SZ,³̩A,20021022,2.2947,
000726.SZ,³̩A,20021023,2.2947,
000726.SZ,³̩A,20021024,2.3043,
000726.SZ,³̩A,20021025,2.2827,
000726.SZ,³̩A,20021028,2.2515,
000726.SZ,³̩A,20021029,2.2779,
000726.SZ,³̩A,20021030,2.2899,
000726.SZ,³̩A,20021031,2.2947,
000726.SZ,³̩A,20021101,2.2947,
000726.SZ,³̩A,20021104,2.3114,
000726.SZ,³̩A,20021105,2.3498,
000726.SZ,³̩A,20021106,2.3498,
000726.SZ,³̩A,20021107,2.3546,
000726.SZ,³̩A,20021108,2.2947,
000726.SZ,³̩A,20021111,2.2635,
000726.SZ,³̩A,20021112,2.2395,
000726.SZ,³̩A,20021113,2.2539,
000726.SZ,³̩A,20021114,2.2203,
000726.SZ,³̩A,20021115,2.2299,
000726.SZ,³̩A,20021118,2.2299,
000726.SZ,³̩A,20021119,2.2419,
000726.SZ,³̩A,20021120,2.1676,
000726.SZ,³̩A,20021121,2.1292,
000726.SZ,³̩A,20021122,2.11,
000726.SZ,³̩A,20021125,2.0573,
000726.SZ,³̩A,20021126,2.0117,
000726.SZ,³̩A,20021127,1.9901,
000726.SZ,³̩A,20021128,2.0357,
000726.SZ,³̩A,20021129,2.0549,
000726.SZ,³̩A,20021202,2.0141,
000726.SZ,³̩A,20021203,2.0165,
000726.SZ,³̩A,20021204,2.0333,
000726.SZ,³̩A,20021205,2.0405,
000726.SZ,³̩A,20021206,2.0309,
000726.SZ,³̩A,20021209,2.0093,
000726.SZ,³̩A,20021210,1.9854,
000726.SZ,³̩A,20021211,1.9638,
000726.SZ,³̩A,20021212,1.9686,
000726.SZ,³̩A,20021213,1.9901,
000726.SZ,³̩A,20021216,2.0117,
000726.SZ,³̩A,20021217,2.0261,
000726.SZ,³̩A,20021218,2.0261,
000726.SZ,³̩A,20021219,2.0021,
000726.SZ,³̩A,20021220,2.0621,
000726.SZ,³̩A,20021223,2.0453,
000726.SZ,³̩A,20021224,2.0261,
000726.SZ,³̩A,20021225,2.0597,
000726.SZ,³̩A,20021226,1.971,
000726.SZ,³̩A,20021227,2.0093,
000726.SZ,³̩A,20021230,1.9949,
000726.SZ,³̩A,20021231,2.0021,
000726.SZ,³̩A,20030102,1.935,
000726.SZ,³̩A,20030103,1.8822,
000726.SZ,³̩A,20030106,1.9086,
000726.SZ,³̩A,20030107,1.9086,
000726.SZ,³̩A,20030108,1.9518,
000726.SZ,³̩A,20030109,1.9566,
000726.SZ,³̩A,20030110,1.9662,
000726.SZ,³̩A,20030113,1.9614,
000726.SZ,³̩A,20030114,2.0501,
000726.SZ,³̩A,20030115,2.0213,
000726.SZ,³̩A,20030116,2.0621,
000726.SZ,³̩A,20030117,2.11,
000726.SZ,³̩A,20030120,2.1364,
000726.SZ,³̩A,20030121,2.0621,
000726.SZ,³̩A,20030122,2.0621,
000726.SZ,³̩A,20030123,2.0405,
000726.SZ,³̩A,20030124,2.0645,
000726.SZ,³̩A,20030127,2.0789,
000726.SZ,³̩A,20030128,2.0837,
000726.SZ,³̩A,20030129,2.0909,
000726.SZ,³̩A,20030210,2.0525,
000726.SZ,³̩A,20030211,2.0597,
000726.SZ,³̩A,20030212,2.1028,
000726.SZ,³̩A,20030213,2.098,
000726.SZ,³̩A,20030214,2.1148,
000726.SZ,³̩A,20030217,2.0933,
000726.SZ,³̩A,20030218,2.1028,
000726.SZ,³̩A,20030219,2.1148,
000726.SZ,³̩A,20030220,2.11,
000726.SZ,³̩A,20030221,2.0549,
000726.SZ,³̩A,20030224,2.0573,
000726.SZ,³̩A,20030225,2.0885,
000726.SZ,³̩A,20030226,2.0717,
000726.SZ,³̩A,20030227,2.0597,
000726.SZ,³̩A,20030228,2.0525,
000726.SZ,³̩A,20030303,2.0813,
000726.SZ,³̩A,20030304,2.1172,
000726.SZ,³̩A,20030305,2.1076,
000726.SZ,³̩A,20030306,2.0669,
000726.SZ,³̩A,20030307,2.0525,
000726.SZ,³̩A,20030310,1.9973,
000726.SZ,³̩A,20030311,2.0021,
000726.SZ,³̩A,20030312,2.0021,
000726.SZ,³̩A,20030313,1.9806,
000726.SZ,³̩A,20030314,1.9806,
000726.SZ,³̩A,20030317,1.9782,
000726.SZ,³̩A,20030318,1.9662,
000726.SZ,³̩A,20030319,1.971,
000726.SZ,³̩A,20030320,1.935,
000726.SZ,³̩A,20030321,1.9374,
000726.SZ,³̩A,20030324,1.9518,
000726.SZ,³̩A,20030325,1.9302,
000726.SZ,³̩A,20030326,1.9566,
000726.SZ,³̩A,20030327,1.9686,
000726.SZ,³̩A,20030328,2.0045,
000726.SZ,³̩A,20030331,2.0525,
000726.SZ,³̩A,20030401,2.0549,
000726.SZ,³̩A,20030402,2.0549,
000726.SZ,³̩A,20030403,2.0717,
000726.SZ,³̩A,20030404,2.0549,
000726.SZ,³̩A,20030407,2.0669,
000726.SZ,³̩A,20030408,2.0669,
000726.SZ,³̩A,20030409,2.0741,
000726.SZ,³̩A,20030410,2.1268,
000726.SZ,³̩A,20030411,2.1892,
000726.SZ,³̩A,20030414,2.2155,
000726.SZ,³̩A,20030415,2.2227,
000726.SZ,³̩A,20030416,2.2107,
000726.SZ,³̩A,20030417,2.2251,
000726.SZ,³̩A,20030418,2.1916,
000726.SZ,³̩A,20030421,2.146,
000726.SZ,³̩A,20030422,2.1676,
000726.SZ,³̩A,20030423,2.1172,
000726.SZ,³̩A,20030424,2.0453,
000726.SZ,³̩A,20030425,2.0165,
000726.SZ,³̩A,20030428,2.0837,
000726.SZ,³̩A,20030429,2.0525,
000726.SZ,³̩A,20030430,2.0525,
000726.SZ,³̩A,20030512,2.0525,
000726.SZ,³̩A,20030513,2.0429,
000726.SZ,³̩A,20030514,2.1148,
000726.SZ,³̩A,20030515,2.158,
000726.SZ,³̩A,20030516,2.1652,
000726.SZ,³̩A,20030519,2.1916,
000726.SZ,³̩A,20030520,2.1291,
000726.SZ,³̩A,20030521,2.1113,
000726.SZ,³̩A,20030522,2.0964,
000726.SZ,³̩A,20030523,2.1202,
000726.SZ,³̩A,20030526,2.1261,
000726.SZ,³̩A,20030527,2.1351,
000726.SZ,³̩A,20030528,2.1261,
000726.SZ,³̩A,20030529,2.1232,
000726.SZ,³̩A,20030530,2.2094,
000726.SZ,³̩A,20030602,2.2302,
000726.SZ,³̩A,20030603,2.1945,
000726.SZ,³̩A,20030604,2.1797,
000726.SZ,³̩A,20030605,2.147,
000726.SZ,³̩A,20030606,2.1351,
000726.SZ,³̩A,20030609,2.1232,
000726.SZ,³̩A,20030610,2.141,
000726.SZ,³̩A,20030611,2.1856,
000726.SZ,³̩A,20030612,2.1707,
000726.SZ,³̩A,20030613,2.1589,
000726.SZ,³̩A,20030616,2.147,
000726.SZ,³̩A,20030617,2.147,
000726.SZ,³̩A,20030618,2.138,
000726.SZ,³̩A,20030619,2.1172,
000726.SZ,³̩A,20030620,2.1142,
000726.SZ,³̩A,20030623,2.0934,
000726.SZ,³̩A,20030624,2.0964,
000726.SZ,³̩A,20030625,2.0577,
000726.SZ,³̩A,20030626,2.0577,
000726.SZ,³̩A,20030627,2.0399,
000726.SZ,³̩A,20030630,2.031,
000726.SZ,³̩A,20030701,2.0102,
000726.SZ,³̩A,20030702,2.0072,
000726.SZ,³̩A,20030703,2.0221,
000726.SZ,³̩A,20030704,2.0191,
000726.SZ,³̩A,20030707,2.0221,
000726.SZ,³̩A,20030708,2.0429,
000726.SZ,³̩A,20030709,2.028,
000726.SZ,³̩A,20030710,2.0607,
000726.SZ,³̩A,20030711,2.0815,
000726.SZ,³̩A,20030714,2.0815,
000726.SZ,³̩A,20030715,2.1113,
000726.SZ,³̩A,20030716,2.1024,
000726.SZ,³̩A,20030717,2.1232,
000726.SZ,³̩A,20030718,2.0845,
000726.SZ,³̩A,20030721,2.0577,
000726.SZ,³̩A,20030722,2.0875,
000726.SZ,³̩A,20030723,2.144,
000726.SZ,³̩A,20030724,2.1053,
000726.SZ,³̩A,20030725,2.1232,
000726.SZ,³̩A,20030728,2.1291,
000726.SZ,³̩A,20030729,2.1142,
000726.SZ,³̩A,20030730,2.1053,
000726.SZ,³̩A,20030731,2.1291,
000726.SZ,³̩A,20030801,2.1618,
000726.SZ,³̩A,20030804,2.1826,
000726.SZ,³̩A,20030805,2.1648,
000726.SZ,³̩A,20030806,2.144,
000726.SZ,³̩A,20030807,2.147,
000726.SZ,³̩A,20030808,2.1232,
000726.SZ,³̩A,20030811,2.1113,
000726.SZ,³̩A,20030812,2.1024,
000726.SZ,³̩A,20030813,2.0875,
000726.SZ,³̩A,20030814,2.0696,
000726.SZ,³̩A,20030815,2.0786,
000726.SZ,³̩A,20030818,2.0875,
000726.SZ,³̩A,20030819,2.0934,
000726.SZ,³̩A,20030820,2.0934,
000726.SZ,³̩A,20030821,2.0875,
000726.SZ,³̩A,20030822,2.0845,
000726.SZ,³̩A,20030825,2.0934,
000726.SZ,³̩A,20030826,2.0905,
