´úÂë,¼ò³Æ,ÈÕÆÚ,ÊÕÅÌ¼Û(Ôª),
603659.SH,è±Ì©À´,20171103,23.8,
603659.SH,è±Ì©À´,20171106,26.18,
603659.SH,è±Ì©À´,20171107,28.8,
603659.SH,è±Ì©À´,20171108,31.68,
603659.SH,è±Ì©À´,20171109,34.85,
603659.SH,è±Ì©À´,20171110,38.34,
603659.SH,è±Ì©À´,20171113,42.17,
603659.SH,è±Ì©À´,20171114,46.39,
603659.SH,è±Ì©À´,20171115,51.03,
603659.SH,è±Ì©À´,20171116,56.13,
603659.SH,è±Ì©À´,20171117,61.74,
603659.SH,è±Ì©À´,20171120,63.9,
603659.SH,è±Ì©À´,20171121,66.43,
603659.SH,è±Ì©À´,20171122,62.94,
603659.SH,è±Ì©À´,20171123,64.18,
603659.SH,è±Ì©À´,20171124,61.22,
603659.SH,è±Ì©À´,20171127,65.09,
603659.SH,è±Ì©À´,20171128,67.27,
603659.SH,è±Ì©À´,20171129,68.59,
603659.SH,è±Ì©À´,20171130,65.3,
603659.SH,è±Ì©À´,20171201,63.82,
603659.SH,è±Ì©À´,20171204,57.44,
603659.SH,è±Ì©À´,20171205,53.98,
603659.SH,è±Ì©À´,20171206,55.19,
603659.SH,è±Ì©À´,20171207,52.23,
603659.SH,è±Ì©À´,20171208,53.96,
603659.SH,è±Ì©À´,20171211,56.04,
603659.SH,è±Ì©À´,20171212,55.19,
603659.SH,è±Ì©À´,20171213,57.99,
603659.SH,è±Ì©À´,20171214,58.27,
603659.SH,è±Ì©À´,20171215,55.64,
603659.SH,è±Ì©À´,20171218,53.99,
603659.SH,è±Ì©À´,20171219,54.33,
603659.SH,è±Ì©À´,20171220,54.02,
603659.SH,è±Ì©À´,20171221,53.96,
603659.SH,è±Ì©À´,20171222,55.02,
603659.SH,è±Ì©À´,20171225,55.37,
603659.SH,è±Ì©À´,20171226,57.75,
603659.SH,è±Ì©À´,20171227,59.04,
603659.SH,è±Ì©À´,20171228,58.12,
603659.SH,è±Ì©À´,20171229,55.32,
603659.SH,è±Ì©À´,20180102,56.17,
603659.SH,è±Ì©À´,20180103,56.83,
603659.SH,è±Ì©À´,20180104,55.83,
603659.SH,è±Ì©À´,20180105,54.01,
603659.SH,è±Ì©À´,20180108,54.95,
603659.SH,è±Ì©À´,20180109,54.41,
603659.SH,è±Ì©À´,20180110,53.91,
603659.SH,è±Ì©À´,20180111,54.63,
603659.SH,è±Ì©À´,20180112,53.9,
603659.SH,è±Ì©À´,20180115,50.39,
603659.SH,è±Ì©À´,20180116,48.81,
603659.SH,è±Ì©À´,20180117,49.28,
603659.SH,è±Ì©À´,20180118,47.9,
603659.SH,è±Ì©À´,20180119,47.96,
603659.SH,è±Ì©À´,20180122,46.45,
603659.SH,è±Ì©À´,20180123,47.08,
603659.SH,è±Ì©À´,20180124,50.01,
603659.SH,è±Ì©À´,20180125,48.72,
603659.SH,è±Ì©À´,20180126,47.06,
603659.SH,è±Ì©À´,20180129,45.87,
603659.SH,è±Ì©À´,20180130,47.16,
603659.SH,è±Ì©À´,20180131,45.83,
603659.SH,è±Ì©À´,20180201,46.06,
603659.SH,è±Ì©À´,20180202,45.06,
603659.SH,è±Ì©À´,20180205,43,
603659.SH,è±Ì©À´,20180206,39.68,
603659.SH,è±Ì©À´,20180207,39.68,
603659.SH,è±Ì©À´,20180208,39.68,
603659.SH,è±Ì©À´,20180209,39.68,
603659.SH,è±Ì©À´,20180212,39.68,
603659.SH,è±Ì©À´,20180213,39.68,
603659.SH,è±Ì©À´,20180214,39.68,
603659.SH,è±Ì©À´,20180222,39.68,
603659.SH,è±Ì©À´,20180223,39.68,
603659.SH,è±Ì©À´,20180226,39.68,
603659.SH,è±Ì©À´,20180227,39.68,
603659.SH,è±Ì©À´,20180228,39.68,
603659.SH,è±Ì©À´,20180301,39.68,
603659.SH,è±Ì©À´,20180302,39.68,
603659.SH,è±Ì©À´,20180305,39.68,
603659.SH,è±Ì©À´,20180306,39.68,
603659.SH,è±Ì©À´,20180307,39.68,
603659.SH,è±Ì©À´,20180308,39.68,
603659.SH,è±Ì©À´,20180309,39.68,
603659.SH,è±Ì©À´,20180312,39.68,
603659.SH,è±Ì©À´,20180313,39.68,
603659.SH,è±Ì©À´,20180314,39.68,
603659.SH,è±Ì©À´,20180315,39.68,
603659.SH,è±Ì©À´,20180316,39.68,
603659.SH,è±Ì©À´,20180319,39.68,
603659.SH,è±Ì©À´,20180320,39.68,
603659.SH,è±Ì©À´,20180321,39.68,
603659.SH,è±Ì©À´,20180322,39.68,
603659.SH,è±Ì©À´,20180323,39.68,
603659.SH,è±Ì©À´,20180326,39.68,
