����,���,����,���̼�(Ԫ),
600696.SH,STƥ͹,19940824,3.2305,
600696.SH,STƥ͹,19940825,3.2668,
600696.SH,STƥ͹,19940826,3.1352,
600696.SH,STƥ͹,19940829,3.1397,
600696.SH,STƥ͹,19940830,3.2577,
600696.SH,STƥ͹,19940831,3.4029,
600696.SH,STƥ͹,19940901,3.3938,
600696.SH,STƥ͹,19940902,3.4936,
600696.SH,STƥ͹,19940905,3.843,
600696.SH,STƥ͹,19940906,3.8884,
600696.SH,STƥ͹,19940907,4.1198,
600696.SH,STƥ͹,19940908,4.1424,
600696.SH,STƥ͹,19940909,3.9247,
600696.SH,STƥ͹,19940912,4.6279,
600696.SH,STƥ͹,19940913,4.7187,
600696.SH,STƥ͹,19940914,4.2241,
600696.SH,STƥ͹,19940915,4.2423,
600696.SH,STƥ͹,19940916,4.2196,
600696.SH,STƥ͹,19940919,4.0835,
600696.SH,STƥ͹,19940920,4.0199,
600696.SH,STƥ͹,19940921,4.3103,
600696.SH,STƥ͹,19940922,4.0698,
600696.SH,STƥ͹,19940923,3.8112,
600696.SH,STƥ͹,19940926,3.8112,
600696.SH,STƥ͹,19940927,4.0608,
600696.SH,STƥ͹,19940928,4.0562,
600696.SH,STƥ͹,19940929,3.7205,
600696.SH,STƥ͹,19940930,3.3121,
600696.SH,STƥ͹,19941005,2.8403,
600696.SH,STƥ͹,19941006,2.5408,
600696.SH,STƥ͹,19941007,3.0399,
600696.SH,STƥ͹,19941010,2.9945,
600696.SH,STƥ͹,19941011,2.9991,
600696.SH,STƥ͹,19941012,3.0853,
600696.SH,STƥ͹,19941013,2.6769,
600696.SH,STƥ͹,19941014,2.8312,
600696.SH,STƥ͹,19941017,2.5635,
600696.SH,STƥ͹,19941018,2.5907,
600696.SH,STƥ͹,19941019,2.7949,
600696.SH,STƥ͹,19941020,3.0172,
600696.SH,STƥ͹,19941021,2.9083,
600696.SH,STƥ͹,19941024,3.2441,
600696.SH,STƥ͹,19941025,2.9537,
600696.SH,STƥ͹,19941026,2.7541,
600696.SH,STƥ͹,19941027,2.8584,
600696.SH,STƥ͹,19941028,2.7677,
600696.SH,STƥ͹,19941031,2.7314,
600696.SH,STƥ͹,19941101,2.7768,
600696.SH,STƥ͹,19941102,2.7314,
600696.SH,STƥ͹,19941103,2.9038,
600696.SH,STƥ͹,19941104,2.6996,
600696.SH,STƥ͹,19941107,2.7042,
600696.SH,STƥ͹,19941108,2.7949,
600696.SH,STƥ͹,19941109,2.804,
600696.SH,STƥ͹,19941110,2.7813,
600696.SH,STƥ͹,19941111,2.8357,
600696.SH,STƥ͹,19941114,2.8448,
600696.SH,STƥ͹,19941115,2.7359,
600696.SH,STƥ͹,19941116,2.7223,
600696.SH,STƥ͹,19941117,2.686,
600696.SH,STƥ͹,19941118,2.6724,
600696.SH,STƥ͹,19941121,2.6724,
600696.SH,STƥ͹,19941122,2.6679,
600696.SH,STƥ͹,19941123,2.6361,
600696.SH,STƥ͹,19941124,2.618,
600696.SH,STƥ͹,19941125,2.6316,
600696.SH,STƥ͹,19941128,2.5998,
600696.SH,STƥ͹,19941129,2.6043,
600696.SH,STƥ͹,19941130,2.6043,
600696.SH,STƥ͹,19941201,2.5953,
600696.SH,STƥ͹,19941202,2.5862,
600696.SH,STƥ͹,19941205,2.4954,
600696.SH,STƥ͹,19941206,2.441,
600696.SH,STƥ͹,19941207,2.4365,
600696.SH,STƥ͹,19941208,2.382,
600696.SH,STƥ͹,19941209,2.3503,
600696.SH,STƥ͹,19941212,2.2686,
600696.SH,STƥ͹,19941213,2.3593,
600696.SH,STƥ͹,19941214,2.314,
600696.SH,STƥ͹,19941215,2.4909,
600696.SH,STƥ͹,19941216,2.5363,
600696.SH,STƥ͹,19941219,2.4138,
600696.SH,STƥ͹,19941220,2.4183,
600696.SH,STƥ͹,19941221,2.4092,
600696.SH,STƥ͹,19941222,2.3548,
600696.SH,STƥ͹,19941223,2.3366,
600696.SH,STƥ͹,19941226,2.3276,
600696.SH,STƥ͹,19941227,2.323,
600696.SH,STƥ͹,19941228,2.3866,
600696.SH,STƥ͹,19941229,2.3321,
600696.SH,STƥ͹,19941230,2.3276,
600696.SH,STƥ͹,19950103,2.2822,
600696.SH,STƥ͹,19950104,2.3457,
600696.SH,STƥ͹,19950105,2.2777,
600696.SH,STƥ͹,19950106,2.2731,
600696.SH,STƥ͹,19950109,2.2232,
600696.SH,STƥ͹,19950110,2.1234,
600696.SH,STƥ͹,19950111,2.1552,
600696.SH,STƥ͹,19950112,2.1143,
600696.SH,STƥ͹,19950113,2.0599,
600696.SH,STƥ͹,19950116,2.01,
600696.SH,STƥ͹,19950117,2.0145,
600696.SH,STƥ͹,19950118,2.0281,
600696.SH,STƥ͹,19950119,1.9283,
600696.SH,STƥ͹,19950120,1.9192,
600696.SH,STƥ͹,19950123,1.8602,
600696.SH,STƥ͹,19950124,1.8421,
600696.SH,STƥ͹,19950125,1.8784,
600696.SH,STƥ͹,19950126,1.8784,
600696.SH,STƥ͹,19950127,1.9238,
600696.SH,STƥ͹,19950206,1.8512,
600696.SH,STƥ͹,19950207,1.8557,
600696.SH,STƥ͹,19950208,1.8557,
600696.SH,STƥ͹,19950209,1.9056,
600696.SH,STƥ͹,19950210,1.8602,
600696.SH,STƥ͹,19950213,1.8648,
600696.SH,STƥ͹,19950214,1.8557,
600696.SH,STƥ͹,19950215,1.8421,
600696.SH,STƥ͹,19950216,1.833,
600696.SH,STƥ͹,19950217,1.8239,
600696.SH,STƥ͹,19950220,1.8376,
600696.SH,STƥ͹,19950221,1.8376,
600696.SH,STƥ͹,19950222,2.0054,
600696.SH,STƥ͹,19950223,1.9737,
600696.SH,STƥ͹,19950224,1.8965,
600696.SH,STƥ͹,19950227,1.8965,
600696.SH,STƥ͹,19950228,1.8285,
600696.SH,STƥ͹,19950301,1.8376,
600696.SH,STƥ͹,19950302,1.8648,
600696.SH,STƥ͹,19950303,1.9056,
600696.SH,STƥ͹,19950306,2.0826,
600696.SH,STƥ͹,19950307,2.1234,
600696.SH,STƥ͹,19950308,2.1143,
600696.SH,STƥ͹,19950309,2.0327,
600696.SH,STƥ͹,19950310,1.9646,
600696.SH,STƥ͹,19950313,1.9555,
600696.SH,STƥ͹,19950314,1.9601,
600696.SH,STƥ͹,19950315,1.8965,
600696.SH,STƥ͹,19950316,1.9283,
600696.SH,STƥ͹,19950317,1.9646,
600696.SH,STƥ͹,19950320,1.9464,
600696.SH,STƥ͹,19950321,1.951,
600696.SH,STƥ͹,19950322,2.0327,
600696.SH,STƥ͹,19950323,2.0417,
600696.SH,STƥ͹,19950324,2.0417,
600696.SH,STƥ͹,19950327,2.1325,
600696.SH,STƥ͹,19950328,2.0962,
600696.SH,STƥ͹,19950329,2.1234,
600696.SH,STƥ͹,19950330,2.0826,
600696.SH,STƥ͹,19950331,2.1325,
600696.SH,STƥ͹,19950403,2.1325,
600696.SH,STƥ͹,19950404,2.1098,
600696.SH,STƥ͹,19950405,2.0463,
600696.SH,STƥ͹,19950406,2.0508,
600696.SH,STƥ͹,19950407,2.0644,
600696.SH,STƥ͹,19950410,2.0735,
600696.SH,STƥ͹,19950411,1.9964,
600696.SH,STƥ͹,19950412,1.9964,
600696.SH,STƥ͹,19950413,1.9691,
600696.SH,STƥ͹,19950414,1.9827,
600696.SH,STƥ͹,19950417,1.9646,
600696.SH,STƥ͹,19950418,1.951,
600696.SH,STƥ͹,19950419,1.9555,
600696.SH,STƥ͹,19950420,2.0054,
600696.SH,STƥ͹,19950421,1.9918,
600696.SH,STƥ͹,19950424,1.9555,
600696.SH,STƥ͹,19950425,1.951,
600696.SH,STƥ͹,19950426,1.9011,
600696.SH,STƥ͹,19950427,1.774,
600696.SH,STƥ͹,19950428,1.8103,
600696.SH,STƥ͹,19950502,1.7967,
600696.SH,STƥ͹,19950503,1.8103,
600696.SH,STƥ͹,19950504,1.7786,
600696.SH,STƥ͹,19950505,1.7786,
600696.SH,STƥ͹,19950508,1.8149,
600696.SH,STƥ͹,19950509,1.8149,
600696.SH,STƥ͹,19950510,1.7786,
600696.SH,STƥ͹,19950511,1.7922,
600696.SH,STƥ͹,19950512,1.8376,
600696.SH,STƥ͹,19950515,1.8194,
600696.SH,STƥ͹,19950516,1.8149,
600696.SH,STƥ͹,19950517,1.8602,
600696.SH,STƥ͹,19950518,2.3366,
600696.SH,STƥ͹,19950519,2.9265,
600696.SH,STƥ͹,19950522,3.3575,
600696.SH,STƥ͹,19950523,3.3575,
600696.SH,STƥ͹,19950524,2.7677,
600696.SH,STƥ͹,19950525,2.5817,
600696.SH,STƥ͹,19950526,2.6769,
600696.SH,STƥ͹,19950529,2.5771,
600696.SH,STƥ͹,19950530,2.6542,
600696.SH,STƥ͹,19950531,2.5544,
600696.SH,STƥ͹,19950601,2.5862,
600696.SH,STƥ͹,19950602,2.5953,
600696.SH,STƥ͹,19950605,2.5136,
600696.SH,STƥ͹,19950606,2.4954,
600696.SH,STƥ͹,19950607,2.6089,
600696.SH,STƥ͹,19950608,2.5181,
600696.SH,STƥ͹,19950609,2.5408,
600696.SH,STƥ͹,19950612,2.4954,
600696.SH,STƥ͹,19950613,2.5045,
600696.SH,STƥ͹,19950614,2.4682,
600696.SH,STƥ͹,19950615,2.255,
600696.SH,STƥ͹,19950616,2.2595,
600696.SH,STƥ͹,19950619,2.2187,
600696.SH,STƥ͹,19950620,2.2187,
600696.SH,STƥ͹,19950621,2.2913,
600696.SH,STƥ͹,19950622,2.3593,
600696.SH,STƥ͹,19950623,2.3729,
600696.SH,STƥ͹,19950626,2.3911,
600696.SH,STƥ͹,19950627,2.3729,
600696.SH,STƥ͹,19950628,2.3315,
600696.SH,STƥ͹,19950629,2.3004,
600696.SH,STƥ͹,19950630,2.2071,
600696.SH,STƥ͹,19950703,2.1191,
600696.SH,STƥ͹,19950704,2.1502,
600696.SH,STƥ͹,19950705,2.1864,
600696.SH,STƥ͹,19950706,2.1761,
600696.SH,STƥ͹,19950707,2.2952,
600696.SH,STƥ͹,19950710,2.3419,
600696.SH,STƥ͹,19950711,2.2693,
600696.SH,STƥ͹,19950712,2.2331,
600696.SH,STƥ͹,19950713,2.2693,
600696.SH,STƥ͹,19950714,2.2382,
600696.SH,STƥ͹,19950717,2.3574,
600696.SH,STƥ͹,19950718,2.3781,
600696.SH,STƥ͹,19950719,2.3419,
600696.SH,STƥ͹,19950720,2.3367,
600696.SH,STƥ͹,19950721,2.3781,
600696.SH,STƥ͹,19950724,2.4248,
600696.SH,STƥ͹,19950725,2.6216,
600696.SH,STƥ͹,19950726,2.4351,
600696.SH,STƥ͹,19950727,2.4351,
600696.SH,STƥ͹,19950728,2.4351,
600696.SH,STƥ͹,19950731,2.4558,
600696.SH,STƥ͹,19950801,2.5025,
600696.SH,STƥ͹,19950802,2.4351,
600696.SH,STƥ͹,19950803,2.4455,
600696.SH,STƥ͹,19950804,2.4558,
600696.SH,STƥ͹,19950807,2.4662,
600696.SH,STƥ͹,19950808,2.4507,
600696.SH,STƥ͹,19950809,2.5646,
600696.SH,STƥ͹,19950810,2.6268,
600696.SH,STƥ͹,19950811,2.6734,
600696.SH,STƥ͹,19950814,3.2123,
600696.SH,STƥ͹,19950815,2.9066,
600696.SH,STƥ͹,19950816,3.0828,
600696.SH,STƥ͹,19950817,3.062,
600696.SH,STƥ͹,19950818,2.9014,
600696.SH,STƥ͹,19950821,2.8392,
600696.SH,STƥ͹,19950822,2.8341,
600696.SH,STƥ͹,19950823,2.7201,
600696.SH,STƥ͹,19950824,2.746,
600696.SH,STƥ͹,19950825,2.746,
600696.SH,STƥ͹,19950828,2.6838,
600696.SH,STƥ͹,19950829,2.7356,
600696.SH,STƥ͹,19950830,2.6734,
600696.SH,STƥ͹,19950831,2.7201,
600696.SH,STƥ͹,19950901,2.7149,
600696.SH,STƥ͹,19950904,2.8289,
600696.SH,STƥ͹,19950905,2.7408,
600696.SH,STƥ͹,19950906,2.86,
600696.SH,STƥ͹,19950907,2.917,
600696.SH,STƥ͹,19950908,2.8755,
600696.SH,STƥ͹,19950911,2.974,
600696.SH,STƥ͹,19950912,2.8755,
600696.SH,STƥ͹,19950913,2.8859,
600696.SH,STƥ͹,19950914,2.803,
600696.SH,STƥ͹,19950915,2.7719,
600696.SH,STƥ͹,19950918,2.746,
600696.SH,STƥ͹,19950919,2.7097,
600696.SH,STƥ͹,19950920,2.6424,
600696.SH,STƥ͹,19950921,2.7045,
600696.SH,STƥ͹,19950922,2.746,
600696.SH,STƥ͹,19950925,2.6942,
600696.SH,STƥ͹,19950926,2.7201,
600696.SH,STƥ͹,19950927,2.6061,
600696.SH,STƥ͹,19950928,2.6424,
600696.SH,STƥ͹,19950929,2.7045,
600696.SH,STƥ͹,19951004,2.7045,
600696.SH,STƥ͹,19951005,2.7667,
600696.SH,STƥ͹,19951006,2.689,
600696.SH,STƥ͹,19951009,2.6216,
600696.SH,STƥ͹,19951010,2.6216,
600696.SH,STƥ͹,19951011,2.6061,
600696.SH,STƥ͹,19951012,2.6268,
600696.SH,STƥ͹,19951013,2.6165,
600696.SH,STƥ͹,19951016,2.6631,
600696.SH,STƥ͹,19951017,2.6424,
600696.SH,STƥ͹,19951018,2.8237,
600696.SH,STƥ͹,19951019,2.8082,
600696.SH,STƥ͹,19951020,2.9843,
600696.SH,STƥ͹,19951023,3.005,
600696.SH,STƥ͹,19951024,2.9636,
600696.SH,STƥ͹,19951025,3.0828,
600696.SH,STƥ͹,19951026,2.9636,
600696.SH,STƥ͹,19951027,2.9584,
600696.SH,STƥ͹,19951030,3.0568,
600696.SH,STƥ͹,19951031,3.119,
600696.SH,STƥ͹,19951101,3.2071,
600696.SH,STƥ͹,19951102,3.1864,
600696.SH,STƥ͹,19951103,3.2019,
600696.SH,STƥ͹,19951106,3.3625,
600696.SH,STƥ͹,19951107,3.3211,
600696.SH,STƥ͹,19951108,3.1864,
600696.SH,STƥ͹,19951109,3.1501,
600696.SH,STƥ͹,19951110,3.0102,
600696.SH,STƥ͹,19951113,3.0456,
600696.SH,STƥ͹,19951114,3.0574,
600696.SH,STƥ͹,19951115,3.0338,
600696.SH,STƥ͹,19951116,3.0574,
600696.SH,STƥ͹,19951117,3.0633,
600696.SH,STƥ͹,19951120,3.081,
600696.SH,STƥ͹,19951121,3.0988,
600696.SH,STƥ͹,19951122,3.0397,
600696.SH,STƥ͹,19951123,3.0338,
600696.SH,STƥ͹,19951124,3.0397,
600696.SH,STƥ͹,19951127,3.0102,
600696.SH,STƥ͹,19951128,3.1224,
600696.SH,STƥ͹,19951129,3.0397,
600696.SH,STƥ͹,19951130,3.0456,
600696.SH,STƥ͹,19951201,3.0397,
600696.SH,STƥ͹,19951204,3.0397,
600696.SH,STƥ͹,19951205,3.0988,
600696.SH,STƥ͹,19951206,3.0515,
600696.SH,STƥ͹,19951207,3.0692,
600696.SH,STƥ͹,19951208,3.1637,
600696.SH,STƥ͹,19951211,3.1696,
600696.SH,STƥ͹,19951212,3.1755,
600696.SH,STƥ͹,19951213,3.1696,
600696.SH,STƥ͹,19951214,3.1165,
600696.SH,STƥ͹,19951215,3.0574,
600696.SH,STƥ͹,19951218,3.0102,
600696.SH,STƥ͹,19951219,3.0161,
600696.SH,STƥ͹,19951220,3.0574,
600696.SH,STƥ͹,19951221,3.0633,
600696.SH,STƥ͹,19951222,3.0633,
600696.SH,STƥ͹,19951225,3.022,
600696.SH,STƥ͹,19951226,2.9925,
600696.SH,STƥ͹,19951227,3.0161,
600696.SH,STƥ͹,19951228,2.9807,
600696.SH,STƥ͹,19951229,3.0692,
600696.SH,STƥ͹,19960102,2.9748,
600696.SH,STƥ͹,19960103,3.0279,
600696.SH,STƥ͹,19960104,3.0397,
600696.SH,STƥ͹,19960105,2.9512,
600696.SH,STƥ͹,19960108,2.8922,
600696.SH,STƥ͹,19960109,3.0279,
600696.SH,STƥ͹,19960110,2.9394,
600696.SH,STƥ͹,19960111,2.8922,
600696.SH,STƥ͹,19960112,2.8745,
600696.SH,STƥ͹,19960115,2.8922,
600696.SH,STƥ͹,19960116,2.904,
600696.SH,STƥ͹,19960117,2.8331,
600696.SH,STƥ͹,19960118,2.7387,
600696.SH,STƥ͹,19960119,2.7682,
600696.SH,STƥ͹,19960122,2.7033,
600696.SH,STƥ͹,19960123,2.7033,
600696.SH,STƥ͹,19960124,2.7151,
600696.SH,STƥ͹,19960125,2.7151,
600696.SH,STƥ͹,19960126,2.7151,
600696.SH,STƥ͹,19960129,2.7151,
600696.SH,STƥ͹,19960130,2.7682,
600696.SH,STƥ͹,19960131,2.8391,
600696.SH,STƥ͹,19960201,2.8331,
600696.SH,STƥ͹,19960202,2.8154,
600696.SH,STƥ͹,19960205,2.7446,
600696.SH,STƥ͹,19960206,2.6915,
600696.SH,STƥ͹,19960207,2.7033,
600696.SH,STƥ͹,19960208,2.6856,
600696.SH,STƥ͹,19960209,2.7033,
600696.SH,STƥ͹,19960212,2.6797,
600696.SH,STƥ͹,19960213,2.6856,
600696.SH,STƥ͹,19960214,2.6738,
600696.SH,STƥ͹,19960215,2.7151,
600696.SH,STƥ͹,19960216,2.8154,
600696.SH,STƥ͹,19960304,3.0574,
600696.SH,STƥ͹,19960305,2.9217,
600696.SH,STƥ͹,19960306,2.8095,
600696.SH,STƥ͹,19960307,2.8213,
600696.SH,STƥ͹,19960308,2.8095,
600696.SH,STƥ͹,19960311,2.8154,
600696.SH,STƥ͹,19960312,2.8331,
600696.SH,STƥ͹,19960313,2.7918,
600696.SH,STƥ͹,19960314,2.8213,
600696.SH,STƥ͹,19960315,2.8272,
600696.SH,STƥ͹,19960318,2.8272,
600696.SH,STƥ͹,19960319,2.8272,
600696.SH,STƥ͹,19960320,2.8568,
600696.SH,STƥ͹,19960321,2.8272,
600696.SH,STƥ͹,19960322,2.8627,
600696.SH,STƥ͹,19960325,2.8804,
600696.SH,STƥ͹,19960326,2.8213,
600696.SH,STƥ͹,19960327,2.8036,
600696.SH,STƥ͹,19960328,2.7505,
600696.SH,STƥ͹,19960329,2.6797,
600696.SH,STƥ͹,19960401,2.7446,
600696.SH,STƥ͹,19960402,2.7151,
600696.SH,STƥ͹,19960403,2.7328,
600696.SH,STƥ͹,19960404,2.721,
600696.SH,STƥ͹,19960405,2.8154,
600696.SH,STƥ͹,19960408,2.8272,
600696.SH,STƥ͹,19960409,2.7741,
600696.SH,STƥ͹,19960410,2.7741,
600696.SH,STƥ͹,19960411,2.8036,
600696.SH,STƥ͹,19960412,2.8213,
600696.SH,STƥ͹,19960415,2.8095,
600696.SH,STƥ͹,19960416,2.8331,
600696.SH,STƥ͹,19960417,2.845,
600696.SH,STƥ͹,19960418,2.8686,
600696.SH,STƥ͹,19960419,2.9748,
600696.SH,STƥ͹,19960422,2.9984,
600696.SH,STƥ͹,19960423,3.022,
600696.SH,STƥ͹,19960424,3.2935,
600696.SH,STƥ͹,19960425,3.1283,
600696.SH,STƥ͹,19960426,3.3644,
600696.SH,STƥ͹,19960429,3.6713,
600696.SH,STƥ͹,19960430,3.4116,
600696.SH,STƥ͹,19960502,3.1637,
600696.SH,STƥ͹,19960503,3.0988,
600696.SH,STƥ͹,19960506,3.146,
600696.SH,STƥ͹,19960507,3.0692,
600696.SH,STƥ͹,19960508,3.0929,
600696.SH,STƥ͹,19960509,3.0692,
600696.SH,STƥ͹,19960510,3.0692,
600696.SH,STƥ͹,19960513,3.0397,
600696.SH,STƥ͹,19960514,3.1165,
600696.SH,STƥ͹,19960515,3.1578,
