¥˙¬Î,ºÚ≥∆,»’∆⁄, ’≈Ãº€(‘™),
300003.SZ,¿÷∆’“Ω¡∆,20091030,14.8866,
300003.SZ,¿÷∆’“Ω¡∆,20091102,13.3979,
300003.SZ,¿÷∆’“Ω¡∆,20091103,12.8696,
300003.SZ,¿÷∆’“Ω¡∆,20091104,13.1162,
300003.SZ,¿÷∆’“Ω¡∆,20091105,13.2782,
300003.SZ,¿÷∆’“Ω¡∆,20091106,12.8039,
300003.SZ,¿÷∆’“Ω¡∆,20091109,12.3272,
300003.SZ,¿÷∆’“Ω¡∆,20091110,11.759,
300003.SZ,¿÷∆’“Ω¡∆,20091111,11.6886,
300003.SZ,¿÷∆’“Ω¡∆,20091112,11.813,
300003.SZ,¿÷∆’“Ω¡∆,20091113,12.4446,
300003.SZ,¿÷∆’“Ω¡∆,20091116,12.2474,
300003.SZ,¿÷∆’“Ω¡∆,20091117,12.2098,
300003.SZ,¿÷∆’“Ω¡∆,20091118,12.4611,
300003.SZ,¿÷∆’“Ω¡∆,20091119,13.3369,
300003.SZ,¿÷∆’“Ω¡∆,20091120,13.2876,
300003.SZ,¿÷∆’“Ω¡∆,20091123,13.4003,
300003.SZ,¿÷∆’“Ω¡∆,20091124,12.3272,
300003.SZ,¿÷∆’“Ω¡∆,20091125,12.771,
300003.SZ,¿÷∆’“Ω¡∆,20091126,12.4141,
300003.SZ,¿÷∆’“Ω¡∆,20091127,13.2078,
300003.SZ,¿÷∆’“Ω¡∆,20091130,13.1796,
300003.SZ,¿÷∆’“Ω¡∆,20091201,13.2805,
300003.SZ,¿÷∆’“Ω¡∆,20091202,13.9756,
300003.SZ,¿÷∆’“Ω¡∆,20091203,14.6988,
300003.SZ,¿÷∆’“Ω¡∆,20091204,13.3557,
300003.SZ,¿÷∆’“Ω¡∆,20091207,13.5694,
300003.SZ,¿÷∆’“Ω¡∆,20091208,13.8394,
300003.SZ,¿÷∆’“Ω¡∆,20091209,13.9192,
300003.SZ,¿÷∆’“Ω¡∆,20091210,13.6093,
300003.SZ,¿÷∆’“Ω¡∆,20091211,13.196,
300003.SZ,¿÷∆’“Ω¡∆,20091214,12.9894,
300003.SZ,¿÷∆’“Ω¡∆,20091215,13.0082,
300003.SZ,¿÷∆’“Ω¡∆,20091216,13.1303,
300003.SZ,¿÷∆’“Ω¡∆,20091217,12.2122,
300003.SZ,¿÷∆’“Ω¡∆,20091218,12.2357,
300003.SZ,¿÷∆’“Ω¡∆,20091221,12.2498,
300003.SZ,¿÷∆’“Ω¡∆,20091222,11.7191,
300003.SZ,¿÷∆’“Ω¡∆,20091223,12.0196,
300003.SZ,¿÷∆’“Ω¡∆,20091224,12.2098,
300003.SZ,¿÷∆’“Ω¡∆,20091225,11.8835,
300003.SZ,¿÷∆’“Ω¡∆,20091228,11.921,
300003.SZ,¿÷∆’“Ω¡∆,20091229,11.8177,
300003.SZ,¿÷∆’“Ω¡∆,20091230,11.9938,
300003.SZ,¿÷∆’“Ω¡∆,20091231,12.022,
300003.SZ,¿÷∆’“Ω¡∆,20100104,12.0924,
300003.SZ,¿÷∆’“Ω¡∆,20100105,12.13,
300003.SZ,¿÷∆’“Ω¡∆,20100106,11.9187,
300003.SZ,¿÷∆’“Ω¡∆,20100107,11.6698,
300003.SZ,¿÷∆’“Ω¡∆,20100108,11.2213,
300003.SZ,¿÷∆’“Ω¡∆,20100111,11.1532,
300003.SZ,¿÷∆’“Ω¡∆,20100112,11.4092,
300003.SZ,¿÷∆’“Ω¡∆,20100113,11.2565,
300003.SZ,¿÷∆’“Ω¡∆,20100114,11.8224,
300003.SZ,¿÷∆’“Ω¡∆,20100115,11.6674,
300003.SZ,¿÷∆’“Ω¡∆,20100118,11.712,
300003.SZ,¿÷∆’“Ω¡∆,20100119,11.5054,
300003.SZ,¿÷∆’“Ω¡∆,20100120,10.9889,
300003.SZ,¿÷∆’“Ω¡∆,20100121,11.0006,
300003.SZ,¿÷∆’“Ω¡∆,20100122,10.214,
300003.SZ,¿÷∆’“Ω¡∆,20100125,9.8477,
300003.SZ,¿÷∆’“Ω¡∆,20100126,9.6998,
300003.SZ,¿÷∆’“Ω¡∆,20100127,9.5918,
300003.SZ,¿÷∆’“Ω¡∆,20100128,9.7303,
300003.SZ,¿÷∆’“Ω¡∆,20100129,10.1248,
300003.SZ,¿÷∆’“Ω¡∆,20100201,9.8148,
300003.SZ,¿÷∆’“Ω¡∆,20100202,10.1271,
300003.SZ,¿÷∆’“Ω¡∆,20100203,10.1905,
300003.SZ,¿÷∆’“Ω¡∆,20100204,10.4488,
300003.SZ,¿÷∆’“Ω¡∆,20100205,10.3901,
300003.SZ,¿÷∆’“Ω¡∆,20100208,10.2844,
300003.SZ,¿÷∆’“Ω¡∆,20100209,10.4183,
300003.SZ,¿÷∆’“Ω¡∆,20100210,10.7071,
300003.SZ,¿÷∆’“Ω¡∆,20100211,10.6719,
300003.SZ,¿÷∆’“Ω¡∆,20100212,10.6625,
300003.SZ,¿÷∆’“Ω¡∆,20100222,10.855,
300003.SZ,¿÷∆’“Ω¡∆,20100223,10.8738,
300003.SZ,¿÷∆’“Ω¡∆,20100224,11.1532,
300003.SZ,¿÷∆’“Ω¡∆,20100225,11.165,
300003.SZ,¿÷∆’“Ω¡∆,20100226,11.0734,
300003.SZ,¿÷∆’“Ω¡∆,20100301,11.0593,
300003.SZ,¿÷∆’“Ω¡∆,20100302,11.1203,
300003.SZ,¿÷∆’“Ω¡∆,20100303,10.7893,
300003.SZ,¿÷∆’“Ω¡∆,20100304,10.3971,
300003.SZ,¿÷∆’“Ω¡∆,20100305,10.5686,
300003.SZ,¿÷∆’“Ω¡∆,20100308,10.8198,
300003.SZ,¿÷∆’“Ω¡∆,20100309,10.8339,
300003.SZ,¿÷∆’“Ω¡∆,20100310,10.5451,
300003.SZ,¿÷∆’“Ω¡∆,20100311,10.5732,
300003.SZ,¿÷∆’“Ω¡∆,20100312,10.8879,
300003.SZ,¿÷∆’“Ω¡∆,20100315,11.0382,
