測鎢,潠備,�梪�,彶攫歎(啋),
300699.SZ,嫖哏葩第,20170901,16.21,
300699.SZ,嫖哏葩第,20170904,17.83,
300699.SZ,嫖哏葩第,20170905,19.61,
300699.SZ,嫖哏葩第,20170906,21.57,
300699.SZ,嫖哏葩第,20170907,23.73,
300699.SZ,嫖哏葩第,20170908,26.1,
300699.SZ,嫖哏葩第,20170911,28.71,
300699.SZ,嫖哏葩第,20170912,31.58,
300699.SZ,嫖哏葩第,20170913,34.74,
300699.SZ,嫖哏葩第,20170914,38.21,
300699.SZ,嫖哏葩第,20170915,42.03,
300699.SZ,嫖哏葩第,20170918,46.23,
300699.SZ,嫖哏葩第,20170919,50.85,
300699.SZ,嫖哏葩第,20170920,55.94,
300699.SZ,嫖哏葩第,20170921,61.53,
300699.SZ,嫖哏葩第,20170922,67.68,
300699.SZ,嫖哏葩第,20170925,74.45,
300699.SZ,嫖哏葩第,20170926,69.98,
300699.SZ,嫖哏葩第,20170927,71.9,
300699.SZ,嫖哏葩第,20170928,79.09,
300699.SZ,嫖哏葩第,20170929,71.59,
300699.SZ,嫖哏葩第,20171009,73.7,
300699.SZ,嫖哏葩第,20171010,73.03,
300699.SZ,嫖哏葩第,20171011,72.65,
300699.SZ,嫖哏葩第,20171012,67.2,
300699.SZ,嫖哏葩第,20171013,68.65,
300699.SZ,嫖哏葩第,20171016,71.83,
300699.SZ,嫖哏葩第,20171017,73.22,
300699.SZ,嫖哏葩第,20171018,72.66,
300699.SZ,嫖哏葩第,20171019,77.88,
300699.SZ,嫖哏葩第,20171020,79.5,
300699.SZ,嫖哏葩第,20171023,78.05,
300699.SZ,嫖哏葩第,20171024,74.66,
300699.SZ,嫖哏葩第,20171025,75.4,
300699.SZ,嫖哏葩第,20171026,76.35,
300699.SZ,嫖哏葩第,20171027,74.9,
300699.SZ,嫖哏葩第,20171030,70.74,
300699.SZ,嫖哏葩第,20171031,77,
300699.SZ,嫖哏葩第,20171101,83.7,
300699.SZ,嫖哏葩第,20171102,83.7,
300699.SZ,嫖哏葩第,20171103,87.5,
300699.SZ,嫖哏葩第,20171106,87.86,
300699.SZ,嫖哏葩第,20171107,93.59,
300699.SZ,嫖哏葩第,20171108,87.01,
300699.SZ,嫖哏葩第,20171109,87.75,
300699.SZ,嫖哏葩第,20171110,92.33,
300699.SZ,嫖哏葩第,20171113,97.52,
300699.SZ,嫖哏葩第,20171114,92.14,
300699.SZ,嫖哏葩第,20171115,88.85,
300699.SZ,嫖哏葩第,20171116,89.06,
300699.SZ,嫖哏葩第,20171117,80.19,
300699.SZ,嫖哏葩第,20171120,81.56,
300699.SZ,嫖哏葩第,20171121,77.9,
300699.SZ,嫖哏葩第,20171122,81.03,
300699.SZ,嫖哏葩第,20171123,76.54,
300699.SZ,嫖哏葩第,20171124,70.87,
300699.SZ,嫖哏葩第,20171127,68.36,
300699.SZ,嫖哏葩第,20171128,71.9,
300699.SZ,嫖哏葩第,20171129,71.15,
300699.SZ,嫖哏葩第,20171130,71.31,
300699.SZ,嫖哏葩第,20171201,73.38,
300699.SZ,嫖哏葩第,20171204,66.1,
300699.SZ,嫖哏葩第,20171205,63.15,
300699.SZ,嫖哏葩第,20171206,66.25,
300699.SZ,嫖哏葩第,20171207,65.67,
300699.SZ,嫖哏葩第,20171208,68.02,
300699.SZ,嫖哏葩第,20171211,68.2,
300699.SZ,嫖哏葩第,20171212,67.38,
300699.SZ,嫖哏葩第,20171213,67.65,
300699.SZ,嫖哏葩第,20171214,70.29,
300699.SZ,嫖哏葩第,20171215,67.94,
300699.SZ,嫖哏葩第,20171218,65.19,
300699.SZ,嫖哏葩第,20171219,65.4,
300699.SZ,嫖哏葩第,20171220,63.5,
300699.SZ,嫖哏葩第,20171221,64.61,
300699.SZ,嫖哏葩第,20171222,64.21,
300699.SZ,嫖哏葩第,20171225,66.25,
300699.SZ,嫖哏葩第,20171226,69.05,
300699.SZ,嫖哏葩第,20171227,67.8,
300699.SZ,嫖哏葩第,20171228,67.97,
300699.SZ,嫖哏葩第,20171229,65.54,
300699.SZ,嫖哏葩第,20180102,65.98,
300699.SZ,嫖哏葩第,20180103,67.93,
300699.SZ,嫖哏葩第,20180104,68.27,
300699.SZ,嫖哏葩第,20180105,66.88,
300699.SZ,嫖哏葩第,20180108,65,
300699.SZ,嫖哏葩第,20180109,64.4,
300699.SZ,嫖哏葩第,20180110,63.72,
300699.SZ,嫖哏葩第,20180111,64.71,
300699.SZ,嫖哏葩第,20180112,62.69,
300699.SZ,嫖哏葩第,20180115,56.42,
300699.SZ,嫖哏葩第,20180116,55.57,
300699.SZ,嫖哏葩第,20180117,54.82,
300699.SZ,嫖哏葩第,20180118,53.36,
300699.SZ,嫖哏葩第,20180119,54.17,
300699.SZ,嫖哏葩第,20180122,52.6,
300699.SZ,嫖哏葩第,20180123,53.08,
300699.SZ,嫖哏葩第,20180124,54.27,
300699.SZ,嫖哏葩第,20180125,54.95,
300699.SZ,嫖哏葩第,20180126,53.4,
300699.SZ,嫖哏葩第,20180129,52.7,
300699.SZ,嫖哏葩第,20180130,53,
300699.SZ,嫖哏葩第,20180131,48.6,
300699.SZ,嫖哏葩第,20180201,47.19,
300699.SZ,嫖哏葩第,20180202,45.77,
300699.SZ,嫖哏葩第,20180205,44.27,
300699.SZ,嫖哏葩第,20180206,39.84,
300699.SZ,嫖哏葩第,20180207,40.59,
300699.SZ,嫖哏葩第,20180208,41.76,
300699.SZ,嫖哏葩第,20180209,41.05,
300699.SZ,嫖哏葩第,20180212,42.19,
300699.SZ,嫖哏葩第,20180213,41.82,
300699.SZ,嫖哏葩第,20180214,40.99,
300699.SZ,嫖哏葩第,20180222,43.85,
300699.SZ,嫖哏葩第,20180223,44.25,
300699.SZ,嫖哏葩第,20180226,46,
300699.SZ,嫖哏葩第,20180227,47.11,
300699.SZ,嫖哏葩第,20180228,46.83,
300699.SZ,嫖哏葩第,20180301,49.09,
300699.SZ,嫖哏葩第,20180302,48.06,
300699.SZ,嫖哏葩第,20180305,49.47,
300699.SZ,嫖哏葩第,20180306,50.85,
300699.SZ,嫖哏葩第,20180307,50.11,
300699.SZ,嫖哏葩第,20180308,50.28,
300699.SZ,嫖哏葩第,20180309,52.23,
300699.SZ,嫖哏葩第,20180312,53.8,
300699.SZ,嫖哏葩第,20180313,55.84,
300699.SZ,嫖哏葩第,20180314,55.11,
300699.SZ,嫖哏葩第,20180315,52.2,
300699.SZ,嫖哏葩第,20180316,51.94,
300699.SZ,嫖哏葩第,20180319,53.01,
300699.SZ,嫖哏葩第,20180320,55.03,
300699.SZ,嫖哏葩第,20180321,53.76,
300699.SZ,嫖哏葩第,20180322,54.32,
300699.SZ,嫖哏葩第,20180323,52.81,
300699.SZ,嫖哏葩第,20180326,57.23,
