´úÂë,¼ò³Æ,ÈÕÆÚ,ÊÕÅÌ¼Û(Ôª),
000048.SZ,¿µ´ï¶û,19941101,1.5014,
000048.SZ,¿µ´ï¶û,19941102,1.4573,
000048.SZ,¿µ´ï¶û,19941103,1.5674,
000048.SZ,¿µ´ï¶û,19941104,1.5302,
000048.SZ,¿µ´ï¶û,19941107,1.5302,
000048.SZ,¿µ´ï¶û,19941108,1.6098,
000048.SZ,¿µ´ï¶û,19941109,1.6403,
000048.SZ,¿µ´ï¶û,19941110,1.6267,
000048.SZ,¿µ´ï¶û,19941111,1.7199,
000048.SZ,¿µ´ï¶û,19941114,1.7115,
000048.SZ,¿µ´ï¶û,19941115,1.6691,
000048.SZ,¿µ´ï¶û,19941116,1.6861,
000048.SZ,¿µ´ï¶û,19941117,1.6471,
000048.SZ,¿µ´ï¶û,19941118,1.6522,
000048.SZ,¿µ´ï¶û,19941121,1.6352,
000048.SZ,¿µ´ï¶û,19941122,1.6183,
000048.SZ,¿µ´ï¶û,19941123,1.6183,
000048.SZ,¿µ´ï¶û,19941124,1.6081,
000048.SZ,¿µ´ï¶û,19941125,1.6301,
000048.SZ,¿µ´ï¶û,19941128,1.6234,
000048.SZ,¿µ´ï¶û,19941129,1.6606,
000048.SZ,¿µ´ï¶û,19941130,1.6352,
000048.SZ,¿µ´ï¶û,19941201,1.6352,
000048.SZ,¿µ´ï¶û,19941202,1.62,
000048.SZ,¿µ´ï¶û,19941205,1.5776,
000048.SZ,¿µ´ï¶û,19941206,1.5539,
000048.SZ,¿µ´ï¶û,19941207,1.5641,
000048.SZ,¿µ´ï¶û,19941208,1.5302,
000048.SZ,¿µ´ï¶û,19941209,1.5014,
000048.SZ,¿µ´ï¶û,19941212,1.5251,
000048.SZ,¿µ´ï¶û,19941213,1.542,
000048.SZ,¿µ´ï¶û,19941214,1.5014,
000048.SZ,¿µ´ï¶û,19941215,1.6471,
000048.SZ,¿µ´ï¶û,19941216,1.6183,
000048.SZ,¿µ´ï¶û,19941219,1.542,
000048.SZ,¿µ´ï¶û,19941220,1.5556,
000048.SZ,¿µ´ï¶û,19941221,1.5268,
000048.SZ,¿µ´ï¶û,19941222,1.52,
000048.SZ,¿µ´ï¶û,19941223,1.4997,
000048.SZ,¿µ´ï¶û,19941226,1.4929,
000048.SZ,¿µ´ï¶û,19941227,1.4912,
000048.SZ,¿µ´ï¶û,19941228,1.4997,
000048.SZ,¿µ´ï¶û,19941229,1.4963,
000048.SZ,¿µ´ï¶û,19941230,1.5234,
000048.SZ,¿µ´ï¶û,19950103,1.4946,
000048.SZ,¿µ´ï¶û,19950104,1.5285,
000048.SZ,¿µ´ï¶û,19950105,1.5081,
000048.SZ,¿µ´ï¶û,19950106,1.4912,
000048.SZ,¿µ´ï¶û,19950109,1.459,
000048.SZ,¿µ´ï¶û,19950110,1.3963,
000048.SZ,¿µ´ï¶û,19950111,1.4065,
000048.SZ,¿µ´ï¶û,19950112,1.3726,
