´úÂë,¼ò³Æ,ÈÕÆÚ,ÊÕÅÌ¼Û(Ôª),
600421.SH,STÑö·«,20040607,6.8975,
600421.SH,STÑö·«,20040608,7.2515,
600421.SH,STÑö·«,20040609,6.934,
600421.SH,STÑö·«,20040610,6.3041,
600421.SH,STÑö·«,20040611,6.7622,
600421.SH,STÑö·«,20040614,7.0017,
600421.SH,STÑö·«,20040615,7.0381,
600421.SH,STÑö·«,20040616,6.9392,
600421.SH,STÑö·«,20040617,7.1787,
600421.SH,STÑö·«,20040618,7.1787,
600421.SH,STÑö·«,20040621,7.6315,
600421.SH,STÑö·«,20040622,7.5535,
600421.SH,STÑö·«,20040623,7.5743,
600421.SH,STÑö·«,20040624,7.4285,
600421.SH,STÑö·«,20040625,6.7101,
600421.SH,STÑö·«,20040628,6.0386,
600421.SH,STÑö·«,20040629,6.0959,
600421.SH,STÑö·«,20040630,5.82,
600421.SH,STÑö·«,20040701,5.9657,
600421.SH,STÑö·«,20040702,5.7523,
600421.SH,STÑö·«,20040705,5.8148,
600421.SH,STÑö·«,20040706,5.9085,
600421.SH,STÑö·«,20040707,5.7887,
600421.SH,STÑö·«,20040708,5.82,
600421.SH,STÑö·«,20040709,5.643,
600421.SH,STÑö·«,20040712,5.0808,
600421.SH,STÑö·«,20040713,5.0287,
600421.SH,STÑö·«,20040714,4.9298,
600421.SH,STÑö·«,20040715,4.8413,
600421.SH,STÑö·«,20040716,5.3254,
600421.SH,STÑö·«,20040719,5.4295,
600421.SH,STÑö·«,20040720,5.4139,
600421.SH,STÑö·«,20040721,5.3515,
600421.SH,STÑö·«,20040722,5.2369,
600421.SH,STÑö·«,20040723,5.341,
600421.SH,STÑö·«,20040726,5.138,
600421.SH,STÑö·«,20040727,5.086,
600421.SH,STÑö·«,20040728,5.263,
600421.SH,STÑö·«,20040729,5.3671,
600421.SH,STÑö·«,20040730,5.1276,
600421.SH,STÑö·«,20040802,5.0964,
600421.SH,STÑö·«,20040803,5.1797,
600421.SH,STÑö·«,20040804,5.3254,
600421.SH,STÑö·«,20040805,5.2213,
600421.SH,STÑö·«,20040806,5.0964,
600421.SH,STÑö·«,20040809,4.9402,
600421.SH,STÑö·«,20040810,4.9402,
600421.SH,STÑö·«,20040811,4.7372,
600421.SH,STÑö·«,20040812,4.5914,
600421.SH,STÑö·«,20040813,4.5758,
600421.SH,STÑö·«,20040816,4.6018,
600421.SH,STÑö·«,20040817,4.3207,
600421.SH,STÑö·«,20040818,4.2374,
600421.SH,STÑö·«,20040819,4.227,
600421.SH,STÑö·«,20040820,4.2947,
600421.SH,STÑö·«,20040823,4.0709,
600421.SH,STÑö·«,20040824,4.2218,
600421.SH,STÑö·«,20040825,4.1646,
600421.SH,STÑö·«,20040826,4.1333,
600421.SH,STÑö·«,20040827,4.1177,
600421.SH,STÑö·«,20040830,4.2635,
600421.SH,STÑö·«,20040831,4.3155,
600421.SH,STÑö·«,20040901,4.1698,
600421.SH,STÑö·«,20040902,4.2583,
600421.SH,STÑö·«,20040903,4.2114,
600421.SH,STÑö·«,20040906,4.1958,
600421.SH,STÑö·«,20040907,4.227,
600421.SH,STÑö·«,20040908,4.1594,
600421.SH,STÑö·«,20040909,4.0761,
600421.SH,STÑö·«,20040910,4.1021,
600421.SH,STÑö·«,20040913,4.1021,
600421.SH,STÑö·«,20040914,4.3051,
600421.SH,STÑö·«,20040915,4.5862,
600421.SH,STÑö·«,20040916,4.6643,
600421.SH,STÑö·«,20040917,4.7736,
600421.SH,STÑö·«,20040920,5.0443,
600421.SH,STÑö·«,20040921,4.9714,
600421.SH,STÑö·«,20040922,5.2005,
600421.SH,STÑö·«,20040923,5.2161,
600421.SH,STÑö·«,20040924,4.9506,
600421.SH,STÑö·«,20040927,4.7788,
600421.SH,STÑö·«,20040928,4.8413,
600421.SH,STÑö·«,20040929,4.7372,
600421.SH,STÑö·«,20040930,4.6279,
600421.SH,STÑö·«,20041008,4.9142,
600421.SH,STÑö·«,20041011,4.9142,
600421.SH,STÑö·«,20041012,4.935,
600421.SH,STÑö·«,20041013,5.1328,
600421.SH,STÑö·«,20041014,4.6279,
600421.SH,STÑö·«,20041015,4.4717,
600421.SH,STÑö·«,20041018,4.5498,
600421.SH,STÑö·«,20041019,4.4405,
600421.SH,STÑö·«,20041020,4.352,
600421.SH,STÑö·«,20041021,4.2478,
600421.SH,STÑö·«,20041022,4.3259,
600421.SH,STÑö·«,20041025,4.2426,
600421.SH,STÑö·«,20041026,4.3103,
600421.SH,STÑö·«,20041027,4.6175,
600421.SH,STÑö·«,20041028,4.5966,
600421.SH,STÑö·«,20041029,4.581,
600421.SH,STÑö·«,20041101,4.529,
600421.SH,STÑö·«,20041102,4.5758,
600421.SH,STÑö·«,20041103,4.7788,
600421.SH,STÑö·«,20041104,4.5498,
600421.SH,STÑö·«,20041105,4.5758,
600421.SH,STÑö·«,20041108,4.4821,
600421.SH,STÑö·«,20041109,4.5133,
600421.SH,STÑö·«,20041110,4.7632,
600421.SH,STÑö·«,20041111,4.7476,
600421.SH,STÑö·«,20041112,4.7997,
600421.SH,STÑö·«,20041115,4.8777,
600421.SH,STÑö·«,20041116,4.8153,
600421.SH,STÑö·«,20041117,4.7424,
600421.SH,STÑö·«,20041118,4.8413,
600421.SH,STÑö·«,20041119,4.8881,
600421.SH,STÑö·«,20041122,4.8725,
600421.SH,STÑö·«,20041123,4.7892,
600421.SH,STÑö·«,20041124,4.7528,
600421.SH,STÑö·«,20041125,4.7476,
600421.SH,STÑö·«,20041126,4.7788,
600421.SH,STÑö·«,20041129,4.581,
600421.SH,STÑö·«,20041130,4.6747,
600421.SH,STÑö·«,20041201,4.6643,
600421.SH,STÑö·«,20041202,4.5758,
600421.SH,STÑö·«,20041203,4.6175,
600421.SH,STÑö·«,20041206,4.6018,
600421.SH,STÑö·«,20041207,4.4665,
600421.SH,STÑö·«,20041208,4.4665,
600421.SH,STÑö·«,20041209,4.5342,
600421.SH,STÑö·«,20041210,4.4769,
600421.SH,STÑö·«,20041213,4.4092,
600421.SH,STÑö·«,20041214,4.4248,
600421.SH,STÑö·«,20041215,4.5237,
600421.SH,STÑö·«,20041216,4.4613,
600421.SH,STÑö·«,20041217,4.3311,
600421.SH,STÑö·«,20041220,4.227,
600421.SH,STÑö·«,20041221,4.2426,
600421.SH,STÑö·«,20041222,4.4092,
600421.SH,STÑö·«,20041223,4.2843,
600421.SH,STÑö·«,20041224,3.8626,
600421.SH,STÑö·«,20041227,3.8054,
600421.SH,STÑö·«,20041228,3.8314,
600421.SH,STÑö·«,20041229,3.795,
600421.SH,STÑö·«,20041230,3.6492,
600421.SH,STÑö·«,20041231,3.6856,
600421.SH,STÑö·«,20050104,3.7065,
600421.SH,STÑö·«,20050105,3.7637,
600421.SH,STÑö·«,20050106,3.7221,
600421.SH,STÑö·«,20050107,3.7169,
600421.SH,STÑö·«,20050110,3.7377,
600421.SH,STÑö·«,20050111,3.7429,
600421.SH,STÑö·«,20050112,3.696,
600421.SH,STÑö·«,20050113,3.7273,
600421.SH,STÑö·«,20050114,3.6492,
600421.SH,STÑö·«,20050117,3.5086,
600421.SH,STÑö·«,20050118,3.5659,
600421.SH,STÑö·«,20050119,3.4982,
600421.SH,STÑö·«,20050120,3.4514,
600421.SH,STÑö·«,20050121,3.5711,
600421.SH,STÑö·«,20050124,3.6908,
600421.SH,STÑö·«,20050125,3.5711,
600421.SH,STÑö·«,20050126,3.4878,
600421.SH,STÑö·«,20050127,3.4514,
600421.SH,STÑö·«,20050128,3.3473,
600421.SH,STÑö·«,20050131,3.3473,
600421.SH,STÑö·«,20050201,3.1338,
600421.SH,STÑö·«,20050202,3.3369,
600421.SH,STÑö·«,20050203,3.2327,
600421.SH,STÑö·«,20050204,3.3212,
600421.SH,STÑö·«,20050216,3.3212,
600421.SH,STÑö·«,20050217,3.3889,
600421.SH,STÑö·«,20050218,3.3004,
600421.SH,STÑö·«,20050221,3.3629,
600421.SH,STÑö·«,20050222,3.6492,
600421.SH,STÑö·«,20050223,3.618,
600421.SH,STÑö·«,20050224,3.6856,
600421.SH,STÑö·«,20050225,3.6596,
600421.SH,STÑö·«,20050228,3.5867,
600421.SH,STÑö·«,20050301,3.6908,
600421.SH,STÑö·«,20050302,3.5503,
600421.SH,STÑö·«,20050303,3.5659,
600421.SH,STÑö·«,20050304,3.519,
600421.SH,STÑö·«,20050307,3.5295,
600421.SH,STÑö·«,20050308,3.6752,
600421.SH,STÑö·«,20050309,3.7897,
600421.SH,STÑö·«,20050310,3.7221,
600421.SH,STÑö·«,20050311,3.7741,
600421.SH,STÑö·«,20050314,3.7429,
600421.SH,STÑö·«,20050315,3.644,
600421.SH,STÑö·«,20050316,3.5034,
600421.SH,STÑö·«,20050317,3.4201,
600421.SH,STÑö·«,20050318,3.3473,
600421.SH,STÑö·«,20050321,3.3525,
600421.SH,STÑö·«,20050322,3.2067,
600421.SH,STÑö·«,20050323,3.2015,
600421.SH,STÑö·«,20050324,3.2536,
600421.SH,STÑö·«,20050325,3.2067,
600421.SH,STÑö·«,20050328,3.3316,
600421.SH,STÑö·«,20050329,3.2796,
600421.SH,STÑö·«,20050330,3.1026,
600421.SH,STÑö·«,20050331,3.1494,
600421.SH,STÑö·«,20050401,3.3056,
600421.SH,STÑö·«,20050404,3.2067,
600421.SH,STÑö·«,20050405,3.1234,
600421.SH,STÑö·«,20050406,3.2223,
600421.SH,STÑö·«,20050407,3.2952,
600421.SH,STÑö·«,20050408,3.3889,
600421.SH,STÑö·«,20050411,3.3525,
600421.SH,STÑö·«,20050412,3.2588,
600421.SH,STÑö·«,20050413,3.3941,
600421.SH,STÑö·«,20050414,3.3577,
600421.SH,STÑö·«,20050415,3.3733,
600421.SH,STÑö·«,20050418,3.1755,
600421.SH,STÑö·«,20050419,3.1963,
600421.SH,STÑö·«,20050420,3.0401,
600421.SH,STÑö·«,20050421,2.91,
600421.SH,STÑö·«,20050422,2.9152,
600421.SH,STÑö·«,20050425,2.7694,
600421.SH,STÑö·«,20050426,2.8579,
600421.SH,STÑö·«,20050427,2.7486,
600421.SH,STÑö·«,20050428,2.8631,
600421.SH,STÑö·«,20050429,2.7798,
600421.SH,STÑö·«,20050509,2.6028,
600421.SH,STÑö·«,20050510,2.5768,
600421.SH,STÑö·«,20050511,2.6028,
600421.SH,STÑö·«,20050512,2.6185,
600421.SH,STÑö·«,20050513,2.6601,
600421.SH,STÑö·«,20050516,2.6185,
600421.SH,STÑö·«,20050517,2.7122,
600421.SH,STÑö·«,20050518,2.7382,
600421.SH,STÑö·«,20050519,2.8111,
600421.SH,STÑö·«,20050520,2.7226,
600421.SH,STÑö·«,20050523,2.6081,
600421.SH,STÑö·«,20050524,2.7018,
600421.SH,STÑö·«,20050525,2.759,
600421.SH,STÑö·«,20050526,2.6966,
600421.SH,STÑö·«,20050527,2.6601,
600421.SH,STÑö·«,20050530,2.6913,
600421.SH,STÑö·«,20050531,2.6653,
600421.SH,STÑö·«,20050601,2.6185,
600421.SH,STÑö·«,20050602,2.6289,
600421.SH,STÑö·«,20050603,2.6028,
600421.SH,STÑö·«,20050606,2.6445,
600421.SH,STÑö·«,20050607,2.6445,
600421.SH,STÑö·«,20050608,2.8527,
600421.SH,STÑö·«,20050609,2.8944,
600421.SH,STÑö·«,20050610,2.8111,
600421.SH,STÑö·«,20050613,2.8111,
600421.SH,STÑö·«,20050614,2.7278,
600421.SH,STÑö·«,20050615,2.6601,
600421.SH,STÑö·«,20050616,2.6705,
600421.SH,STÑö·«,20050617,2.6601,
600421.SH,STÑö·«,20050620,2.8267,
600421.SH,STÑö·«,20050621,2.7746,
600421.SH,STÑö·«,20050622,2.8527,
600421.SH,STÑö·«,20050623,2.785,
600421.SH,STÑö·«,20050624,2.8215,
600421.SH,STÑö·«,20050627,2.8215,
600421.SH,STÑö·«,20050628,2.8319,
600421.SH,STÑö·«,20050629,2.8319,
600421.SH,STÑö·«,20050630,2.6757,
600421.SH,STÑö·«,20050701,2.4727,
600421.SH,STÑö·«,20050704,2.405,
600421.SH,STÑö·«,20050705,2.3322,
600421.SH,STÑö·«,20050706,2.3686,
600421.SH,STÑö·«,20050707,2.3478,
600421.SH,STÑö·«,20050708,2.176,
600421.SH,STÑö·«,20050711,2.1447,
600421.SH,STÑö·«,20050712,2.2332,
600421.SH,STÑö·«,20050713,2.2176,
600421.SH,STÑö·«,20050714,2.2801,
600421.SH,STÑö·«,20050715,2.1656,
600421.SH,STÑö·«,20050718,2.0458,
600421.SH,STÑö·«,20050719,2.0562,
600421.SH,STÑö·«,20050720,2.0375,
600421.SH,STÑö·«,20050721,2.0125,
600421.SH,STÑö·«,20050722,2.075,
600421.SH,STÑö·«,20050725,2.0625,
600421.SH,STÑö·«,20050726,2.1187,
600421.SH,STÑö·«,20050727,2.2062,
600421.SH,STÑö·«,20050728,2.2437,
600421.SH,STÑö·«,20050729,2.1812,
600421.SH,STÑö·«,20050801,2.2187,
600421.SH,STÑö·«,20050802,2.275,
600421.SH,STÑö·«,20050803,2.275,
600421.SH,STÑö·«,20050804,2.225,
600421.SH,STÑö·«,20050805,2.3187,
600421.SH,STÑö·«,20050808,2.35,
600421.SH,STÑö·«,20050809,2.4062,
600421.SH,STÑö·«,20050810,2.5,
600421.SH,STÑö·«,20050811,2.55,
600421.SH,STÑö·«,20050812,2.4312,
600421.SH,STÑö·«,20050815,2.525,
600421.SH,STÑö·«,20050816,2.4562,
600421.SH,STÑö·«,20050817,2.525,
600421.SH,STÑö·«,20050818,2.4187,
600421.SH,STÑö·«,20050819,2.4562,
600421.SH,STÑö·«,20050822,2.4937,
