ґъВл,јтіЖ,ИХЖЪ,КХЕМјЫ(ФЄ),
002658.SZ,С©µПБъ,20161222,18.0097,
002658.SZ,С©µПБъ,20161223,17.5617,
002658.SZ,С©µПБъ,20161226,17.5219,
002658.SZ,С©µПБъ,20161227,17.3925,
002658.SZ,С©µПБъ,20161228,17.0639,
002658.SZ,С©µПБъ,20161229,17.0838,
002658.SZ,С©µПБъ,20161230,17.1237,
002658.SZ,С©µПБъ,20170103,17.3725,
002658.SZ,С©µПБъ,20170104,17.6911,
002658.SZ,С©µПБъ,20170105,17.7807,
002658.SZ,С©µПБъ,20170106,18.6867,
002658.SZ,С©µПБъ,20170109,18.7564,
002658.SZ,С©µПБъ,20170110,18.2486,
002658.SZ,С©µПБъ,20170111,17.8405,
002658.SZ,С©µПБъ,20170112,17.9699,
002658.SZ,С©µПБъ,20170113,17.2232,
002658.SZ,С©µПБъ,20170116,16.6657,
002658.SZ,С©µПБъ,20170117,16.9245,
002658.SZ,С©µПБъ,20170118,16.7752,
002658.SZ,С©µПБъ,20170119,16.3073,
002658.SZ,С©µПБъ,20170120,16.3571,
002658.SZ,С©µПБъ,20170123,16.4367,
002658.SZ,С©µПБъ,20170124,16.1679,
002658.SZ,С©µПБъ,20170125,16.1181,
002658.SZ,С©µПБъ,20170126,16.1978,
002658.SZ,С©µПБъ,20170203,16.1281,
002658.SZ,С©µПБъ,20170206,16.4268,
002658.SZ,С©µПБъ,20170207,16.2476,
002658.SZ,С©µПБъ,20170208,16.148,
002658.SZ,С©µПБъ,20170209,16.4566,
002658.SZ,С©µПБъ,20170210,16.5363,
002658.SZ,С©µПБъ,20170213,16.4865,
002658.SZ,С©µПБъ,20170214,16.4168,
002658.SZ,С©µПБъ,20170215,16.4467,
002658.SZ,С©µПБъ,20170216,16.4865,
002658.SZ,С©µПБъ,20170217,16.1181,
002658.SZ,С©µПБъ,20170220,16.2774,
002658.SZ,С©µПБъ,20170221,16.4168,
002658.SZ,С©µПБъ,20170222,16.4467,
002658.SZ,С©µПБъ,20170223,16.3372,
002658.SZ,С©µПБъ,20170224,16.4268,
002658.SZ,С©µПБъ,20170227,16.7155,
002658.SZ,С©µПБъ,20170228,16.7354,
002658.SZ,С©µПБъ,20170301,16.6756,
002658.SZ,С©µПБъ,20170302,16.5761,
002658.SZ,С©µПБъ,20170303,16.5562,
002658.SZ,С©µПБъ,20170306,16.8449,
002658.SZ,С©µПБъ,20170307,16.8051,
002658.SZ,С©µПБъ,20170308,16.6856,
002658.SZ,С©µПБъ,20170309,16.2376,
002658.SZ,С©µПБъ,20170310,16.1878,
002658.SZ,С©µПБъ,20170313,16.2476,
002658.SZ,С©µПБъ,20170314,16.1779,
002658.SZ,С©µПБъ,20170315,16.3073,
002658.SZ,С©µПБъ,20170316,16.4268,
002658.SZ,С©µПБъ,20170317,16.1779,
002658.SZ,С©µПБъ,20170320,16.2376,
002658.SZ,С©µПБъ,20170321,16.1779,
002658.SZ,С©µПБъ,20170322,15.9887,
002658.SZ,С©µПБъ,20170323,15.9688,
002658.SZ,С©µПБъ,20170324,15.9489,
002658.SZ,С©µПБъ,20170327,15.8692,
002658.SZ,С©µПБъ,20170328,15.7896,
002658.SZ,С©µПБъ,20170329,15.8095,
002658.SZ,С©µПБъ,20170330,15.4611,
002658.SZ,С©µПБъ,20170331,15.4909,
002658.SZ,С©µПБъ,20170405,16.0584,
002658.SZ,С©µПБъ,20170406,16.1878,
002658.SZ,С©µПБъ,20170407,17.0042,
002658.SZ,С©µПБъ,20170410,17.2232,
002658.SZ,С©µПБъ,20170411,17.9997,
002658.SZ,С©µПБъ,20170412,16.8449,
002658.SZ,С©µПБъ,20170413,18.5274,
002658.SZ,С©µПБъ,20170414,18.3681,
002658.SZ,С©µПБъ,20170417,17.4721,
002658.SZ,С©µПБъ,20170418,17.054,
002658.SZ,С©µПБъ,20170419,17.8703,
002658.SZ,С©µПБъ,20170420,17.0739,
002658.SZ,С©µПБъ,20170421,17.2033,
002658.SZ,С©µПБъ,20170424,15.7,
002658.SZ,С©µПБъ,20170425,15.76,
002658.SZ,С©µПБъ,20170426,16.19,
002658.SZ,С©µПБъ,20170427,16.85,
002658.SZ,С©µПБъ,20170428,16.61,
002658.SZ,С©µПБъ,20170502,17.1,
002658.SZ,С©µПБъ,20170503,17.25,
002658.SZ,С©µПБъ,20170504,17.37,
002658.SZ,С©µПБъ,20170505,16.81,
002658.SZ,С©µПБъ,20170508,16.78,
002658.SZ,С©µПБъ,20170509,16.09,
002658.SZ,С©µПБъ,20170510,15.69,
002658.SZ,С©µПБъ,20170511,16.06,
002658.SZ,С©µПБъ,20170512,16.17,
002658.SZ,С©µПБъ,20170515,16.21,
002658.SZ,С©µПБъ,20170516,17.83,
002658.SZ,С©µПБъ,20170517,17.83,
002658.SZ,С©µПБъ,20170518,18.02,
002658.SZ,С©µПБъ,20170519,18.25,
002658.SZ,С©µПБъ,20170522,17.45,
002658.SZ,С©µПБъ,20170523,18.1,
002658.SZ,С©µПБъ,20170524,19.06,
002658.SZ,С©µПБъ,20170525,18.8,
002658.SZ,С©µПБъ,20170526,18.18,
002658.SZ,С©µПБъ,20170531,18.04,
002658.SZ,С©µПБъ,20170601,16.94,
002658.SZ,С©µПБъ,20170602,17.72,
002658.SZ,С©µПБъ,20170605,18.72,
002658.SZ,С©µПБъ,20170606,19.05,
002658.SZ,С©µПБъ,20170607,19.16,
002658.SZ,С©µПБъ,20170608,18.99,
002658.SZ,С©µПБъ,20170609,19.48,
002658.SZ,С©µПБъ,20170612,18.8,
002658.SZ,С©µПБъ,20170613,18.93,
002658.SZ,С©µПБъ,20170614,18.52,
002658.SZ,С©µПБъ,20170615,18.02,
002658.SZ,С©µПБъ,20170616,18.18,
002658.SZ,С©µПБъ,20170619,18.22,
002658.SZ,С©µПБъ,20170620,18.29,
002658.SZ,С©µПБъ,20170621,18.53,
002658.SZ,С©µПБъ,20170622,17.68,
002658.SZ,С©µПБъ,20170623,17.93,
002658.SZ,С©µПБъ,20170626,18.14,
002658.SZ,С©µПБъ,20170627,17.83,
002658.SZ,С©µПБъ,20170628,17.76,
002658.SZ,С©µПБъ,20170629,18.05,
002658.SZ,С©µПБъ,20170630,17.75,
002658.SZ,С©µПБъ,20170703,17.96,
002658.SZ,С©µПБъ,20170704,18.15,
002658.SZ,С©µПБъ,20170705,16.44,
002658.SZ,С©µПБъ,20170706,16.76,
002658.SZ,С©µПБъ,20170707,16.42,
002658.SZ,С©µПБъ,20170710,16.29,
002658.SZ,С©µПБъ,20170711,16.12,
002658.SZ,С©µПБъ,20170712,16.38,
002658.SZ,С©µПБъ,20170713,16.31,
002658.SZ,С©µПБъ,20170714,16.28,
002658.SZ,С©µПБъ,20170717,14.65,
002658.SZ,С©µПБъ,20170718,14.17,
002658.SZ,С©µПБъ,20170719,14.17,
002658.SZ,С©µПБъ,20170720,14.08,
002658.SZ,С©µПБъ,20170721,13.89,
002658.SZ,С©µПБъ,20170724,13.73,
002658.SZ,С©µПБъ,20170725,13.79,
002658.SZ,С©µПБъ,20170726,13.76,
002658.SZ,С©µПБъ,20170727,14.05,
002658.SZ,С©µПБъ,20170728,13.9,
002658.SZ,С©µПБъ,20170731,13.96,
002658.SZ,С©µПБъ,20170801,14.27,
002658.SZ,С©µПБъ,20170802,14.4,
002658.SZ,С©µПБъ,20170803,14.44,
002658.SZ,С©µПБъ,20170804,14.05,
002658.SZ,С©µПБъ,20170807,14.08,
002658.SZ,С©µПБъ,20170808,14.09,
002658.SZ,С©µПБъ,20170809,14.05,
002658.SZ,С©µПБъ,20170810,13.78,
002658.SZ,С©µПБъ,20170811,13.87,
002658.SZ,С©µПБъ,20170814,14.35,
002658.SZ,С©µПБъ,20170815,14.28,
002658.SZ,С©µПБъ,20170816,14.41,
002658.SZ,С©µПБъ,20170817,14.45,
002658.SZ,С©µПБъ,20170818,14.74,
002658.SZ,С©µПБъ,20170821,14.91,
002658.SZ,С©µПБъ,20170822,14.72,
002658.SZ,С©µПБъ,20170823,14.84,
002658.SZ,С©µПБъ,20170824,14.9,
002658.SZ,С©µПБъ,20170825,14.9,
002658.SZ,С©µПБъ,20170828,15,
002658.SZ,С©µПБъ,20170829,14.73,
002658.SZ,С©µПБъ,20170830,14.65,
002658.SZ,С©µПБъ,20170831,15.06,
002658.SZ,С©µПБъ,20170901,15.57,
002658.SZ,С©µПБъ,20170904,15.93,
002658.SZ,С©µПБъ,20170905,15.75,
002658.SZ,С©µПБъ,20170906,15.7,
002658.SZ,С©µПБъ,20170907,15.39,
002658.SZ,С©µПБъ,20170908,15.45,
002658.SZ,С©µПБъ,20170911,15.56,
002658.SZ,С©µПБъ,20170912,15.65,
002658.SZ,С©µПБъ,20170913,15.58,
002658.SZ,С©µПБъ,20170914,15.58,
002658.SZ,С©µПБъ,20170915,15.8,
002658.SZ,С©µПБъ,20170918,15.7,
002658.SZ,С©µПБъ,20170919,16.05,
002658.SZ,С©µПБъ,20170920,16.02,
002658.SZ,С©µПБъ,20170921,15.71,
002658.SZ,С©µПБъ,20170922,15.33,
002658.SZ,С©µПБъ,20170925,14.93,
002658.SZ,С©µПБъ,20170926,14.85,
002658.SZ,С©µПБъ,20170927,14.99,
002658.SZ,С©µПБъ,20170928,14.83,
002658.SZ,С©µПБъ,20170929,15.13,
002658.SZ,С©µПБъ,20171009,15.17,
002658.SZ,С©µПБъ,20171010,15,
002658.SZ,С©µПБъ,20171011,14.93,
002658.SZ,С©µПБъ,20171012,15.01,
002658.SZ,С©µПБъ,20171013,16.01,
002658.SZ,С©µПБъ,20171016,15.4,
002658.SZ,С©µПБъ,20171017,15.4,
002658.SZ,С©µПБъ,20171018,15.32,
002658.SZ,С©µПБъ,20171019,14.94,
002658.SZ,С©µПБъ,20171020,14.96,
002658.SZ,С©µПБъ,20171023,15.13,
002658.SZ,С©µПБъ,20171024,15.08,
002658.SZ,С©µПБъ,20171025,15.36,
002658.SZ,С©µПБъ,20171026,15.48,
002658.SZ,С©µПБъ,20171027,15.18,
002658.SZ,С©µПБъ,20171030,14.64,
002658.SZ,С©µПБъ,20171031,14.71,
002658.SZ,С©µПБъ,20171101,14.6,
002658.SZ,С©µПБъ,20171102,14.35,
002658.SZ,С©µПБъ,20171103,14.12,
002658.SZ,С©µПБъ,20171106,14.34,
002658.SZ,С©µПБъ,20171107,14.29,
002658.SZ,С©µПБъ,20171108,14.36,
002658.SZ,С©µПБъ,20171109,14.41,
002658.SZ,С©µПБъ,20171110,14.53,
002658.SZ,С©µПБъ,20171113,14.25,
002658.SZ,С©µПБъ,20171114,14.2,
002658.SZ,С©µПБъ,20171115,13.98,
002658.SZ,С©µПБъ,20171116,13.89,
002658.SZ,С©µПБъ,20171117,13.36,
002658.SZ,С©µПБъ,20171120,13.25,
002658.SZ,С©µПБъ,20171121,13.39,
002658.SZ,С©µПБъ,20171122,13.32,
002658.SZ,С©µПБъ,20171123,13.1,
002658.SZ,С©µПБъ,20171124,13.12,
002658.SZ,С©µПБъ,20171127,13.06,
002658.SZ,С©µПБъ,20171128,13.15,
002658.SZ,С©µПБъ,20171129,13.18,
002658.SZ,С©µПБъ,20171130,13.24,
002658.SZ,С©µПБъ,20171201,13.3,
002658.SZ,С©µПБъ,20171204,13.15,
002658.SZ,С©µПБъ,20171205,12.63,
002658.SZ,С©µПБъ,20171206,12.75,
002658.SZ,С©µПБъ,20171207,12.8,
002658.SZ,С©µПБъ,20171208,13.02,
002658.SZ,С©µПБъ,20171211,12.98,
002658.SZ,С©µПБъ,20171212,12.93,
002658.SZ,С©µПБъ,20171213,13.02,
002658.SZ,С©µПБъ,20171214,12.82,
002658.SZ,С©µПБъ,20171215,12.88,
002658.SZ,С©µПБъ,20171218,12.88,
002658.SZ,С©µПБъ,20171219,13.26,
002658.SZ,С©µПБъ,20171220,13.05,
002658.SZ,С©µПБъ,20171221,13.4,
002658.SZ,С©µПБъ,20171222,13.37,
002658.SZ,С©µПБъ,20171225,12.96,
002658.SZ,С©µПБъ,20171226,13.17,
002658.SZ,С©µПБъ,20171227,12.91,
002658.SZ,С©µПБъ,20171228,12.77,
002658.SZ,С©µПБъ,20171229,12.77,
002658.SZ,С©µПБъ,20180102,13.03,
002658.SZ,С©µПБъ,20180103,13.4,
002658.SZ,С©µПБъ,20180104,13.25,
002658.SZ,С©µПБъ,20180105,13.15,
002658.SZ,С©µПБъ,20180108,12.98,
002658.SZ,С©µПБъ,20180109,12.93,
002658.SZ,С©µПБъ,20180110,12.75,
002658.SZ,С©µПБъ,20180111,12.92,
002658.SZ,С©µПБъ,20180112,12.84,
002658.SZ,С©µПБъ,20180115,12.57,
002658.SZ,С©µПБъ,20180116,12.54,
002658.SZ,С©µПБъ,20180117,12.37,
002658.SZ,С©µПБъ,20180118,12.3,
002658.SZ,С©µПБъ,20180119,12.25,
002658.SZ,С©µПБъ,20180122,12.34,
002658.SZ,С©µПБъ,20180123,12.88,
002658.SZ,С©µПБъ,20180124,12.71,
002658.SZ,С©µПБъ,20180125,12.6,
002658.SZ,С©µПБъ,20180126,12.49,
002658.SZ,С©µПБъ,20180129,12.3,
002658.SZ,С©µПБъ,20180130,12.28,
002658.SZ,С©µПБъ,20180131,11.8,
002658.SZ,С©µПБъ,20180201,11.2,
002658.SZ,С©µПБъ,20180202,10.99,
002658.SZ,С©µПБъ,20180205,10.91,
002658.SZ,С©µПБъ,20180206,9.97,
002658.SZ,С©µПБъ,20180207,10.07,
002658.SZ,С©µПБъ,20180208,10.16,
002658.SZ,С©µПБъ,20180209,9.77,
002658.SZ,С©µПБъ,20180212,10.05,
002658.SZ,С©µПБъ,20180213,10.05,
002658.SZ,С©µПБъ,20180214,10.2,
002658.SZ,С©µПБъ,20180222,10.35,
002658.SZ,С©µПБъ,20180223,11.36,
002658.SZ,С©µПБъ,20180226,11.58,
002658.SZ,С©µПБъ,20180227,11.51,
002658.SZ,С©µПБъ,20180228,11.44,
002658.SZ,С©µПБъ,20180301,11.57,
002658.SZ,С©µПБъ,20180302,11.38,
002658.SZ,С©µПБъ,20180305,11.42,
002658.SZ,С©µПБъ,20180306,11.53,
002658.SZ,С©µПБъ,20180307,11.34,
002658.SZ,С©µПБъ,20180308,11.78,
002658.SZ,С©µПБъ,20180309,11.78,
002658.SZ,С©µПБъ,20180312,11.88,
002658.SZ,С©µПБъ,20180313,11.58,
002658.SZ,С©µПБъ,20180314,12.01,
002658.SZ,С©µПБъ,20180315,11.76,
002658.SZ,С©µПБъ,20180316,11.59,
002658.SZ,С©µПБъ,20180319,11.56,
002658.SZ,С©µПБъ,20180320,11.35,
002658.SZ,С©µПБъ,20180321,11.2,
002658.SZ,С©µПБъ,20180322,11.16,
002658.SZ,С©µПБъ,20180323,10.22,
002658.SZ,С©µПБъ,20180326,10.41,
