╢ЗбК,╪РЁф,хуфз,йуел╪ш(т╙),
600545.SH,в©юижгдэ,20031203,2.0648,
600545.SH,в©юижгдэ,20031204,1.9976,
600545.SH,в©юижгдэ,20031205,2.0024,
600545.SH,в©юижгдэ,20031208,1.9664,
600545.SH,в©юижгдэ,20031209,1.9111,
600545.SH,в©юижгдэ,20031210,1.9231,
600545.SH,в©юижгдэ,20031211,1.9207,
600545.SH,в©юижгдэ,20031212,1.9015,
600545.SH,в©юижгдэ,20031215,1.9111,
600545.SH,в©юижгдэ,20031216,1.8583,
600545.SH,в©юижгдэ,20031217,1.8367,
600545.SH,в©юижгдэ,20031218,1.7959,
600545.SH,в©юижгдэ,20031219,1.7431,
600545.SH,в©юижгдэ,20031222,1.8391,
600545.SH,в©юижгдэ,20031223,1.8175,
600545.SH,в©юижгдэ,20031224,1.8175,
600545.SH,в©юижгдэ,20031225,1.8391,
600545.SH,в©юижгдэ,20031226,1.8487,
600545.SH,в©юижгдэ,20031229,1.8031,
600545.SH,в©юижгдэ,20031230,1.8079,
600545.SH,в©юижгдэ,20031231,1.8343,
600545.SH,в©юижгдэ,20040102,1.8487,
600545.SH,в©юижгдэ,20040105,1.8919,
600545.SH,в©юижгдэ,20040106,1.9015,
600545.SH,в©юижгдэ,20040107,1.9567,
600545.SH,в©юижгдэ,20040108,2.1272,
600545.SH,в©юижгдэ,20040109,2.0672,
600545.SH,в©юижгдэ,20040112,2.1032,
600545.SH,в©юижгдэ,20040113,2.1296,
600545.SH,в©юижгдэ,20040114,2.0576,
600545.SH,в©юижгдэ,20040115,2.0528,
600545.SH,в©юижгдэ,20040116,2.0624,
600545.SH,в©юижгдэ,20040129,2.1008,
600545.SH,в©юижгдэ,20040130,2.0096,
600545.SH,в©юижгдэ,20040202,2.06,
600545.SH,в©юижгдэ,20040203,2.108,
600545.SH,в©юижгдэ,20040204,2.1464,
600545.SH,в©юижгдэ,20040205,2.1632,
600545.SH,в©юижгдэ,20040206,2.0912,
600545.SH,в©юижгдэ,20040209,2.1416,
600545.SH,в©юижгдэ,20040210,2.1032,
600545.SH,в©юижгдэ,20040211,2.1992,
600545.SH,в©юижгдэ,20040212,2.1728,
600545.SH,в©юижгдэ,20040213,2.1848,
600545.SH,в©юижгдэ,20040216,2.2233,
600545.SH,в©юижгдэ,20040217,2.2353,
600545.SH,в©юижгдэ,20040218,2.2136,
600545.SH,в©юижгдэ,20040219,2.2473,
600545.SH,в©юижгдэ,20040220,2.2233,
600545.SH,в©юижгдэ,20040223,2.144,
600545.SH,в©юижгдэ,20040224,2.108,
600545.SH,в©юижгдэ,20040225,2.0408,
600545.SH,в©юижгдэ,20040226,2.0456,
600545.SH,в©юижгдэ,20040227,2.0576,
600545.SH,в©юижгдэ,20040301,2.0792,
600545.SH,в©юижгдэ,20040302,2.1032,
600545.SH,в©юижгдэ,20040303,2.0432,
600545.SH,в©юижгдэ,20040304,2.0456,
600545.SH,в©юижгдэ,20040305,2.0168,
600545.SH,в©юижгдэ,20040308,1.9567,
600545.SH,в©юижгдэ,20040309,1.9423,
600545.SH,в©юижгдэ,20040310,2.0168,
600545.SH,в©юижгдэ,20040311,2.0168,
600545.SH,в©юижгдэ,20040312,1.988,
600545.SH,в©юижгдэ,20040315,2.0384,
600545.SH,в©юижгдэ,20040316,2.0408,
600545.SH,в©юижгдэ,20040317,2.048,
600545.SH,в©юижгдэ,20040318,1.9952,
600545.SH,в©юижгдэ,20040319,2.0408,
600545.SH,в©юижгдэ,20040322,2.06,
600545.SH,в©юижгдэ,20040323,2.1032,
600545.SH,в©юижгдэ,20040324,2.072,
600545.SH,в©юижгдэ,20040325,2.1104,
600545.SH,в©юижгдэ,20040326,2.108,
600545.SH,в©юижгдэ,20040329,2.12,
600545.SH,в©юижгдэ,20040330,2.1272,
