測鎢,潠備,�梪�,彶攫歎(啋),
600166.SH,腦泬イ陬,19980602,0.59,
600166.SH,腦泬イ陬,19980603,0.649,
600166.SH,腦泬イ陬,19980604,0.7138,
600166.SH,腦泬イ陬,19980605,0.6943,
600166.SH,腦泬イ陬,19980608,0.7134,
600166.SH,腦泬イ陬,19980609,0.7291,
600166.SH,腦泬イ陬,19980610,0.7207,
600166.SH,腦泬イ陬,19980611,0.6939,
600166.SH,腦泬イ陬,19980612,0.7061,
600166.SH,腦泬イ陬,19980615,0.6709,
600166.SH,腦泬イ陬,19980616,0.6893,
600166.SH,腦泬イ陬,19980617,0.6747,
600166.SH,腦泬イ陬,19980618,0.6755,
600166.SH,腦泬イ陬,19980619,0.6977,
600166.SH,腦泬イ陬,19980622,0.6912,
600166.SH,腦泬イ陬,19980623,0.7046,
600166.SH,腦泬イ陬,19980624,0.69,
600166.SH,腦泬イ陬,19980625,0.6785,
600166.SH,腦泬イ陬,19980626,0.6759,
600166.SH,腦泬イ陬,19980629,0.6613,
600166.SH,腦泬イ陬,19980630,0.6678,
600166.SH,腦泬イ陬,19980701,0.6517,
600166.SH,腦泬イ陬,19980702,0.6693,
600166.SH,腦泬イ陬,19980703,0.6651,
600166.SH,腦泬イ陬,19980706,0.6747,
600166.SH,腦泬イ陬,19980707,0.6893,
600166.SH,腦泬イ陬,19980708,0.6897,
600166.SH,腦泬イ陬,19980709,0.7027,
600166.SH,腦泬イ陬,19980710,0.6996,
600166.SH,腦泬イ陬,19980713,0.6893,
600166.SH,腦泬イ陬,19980714,0.667,
600166.SH,腦泬イ陬,19980715,0.6739,
600166.SH,腦泬イ陬,19980716,0.6686,
600166.SH,腦泬イ陬,19980717,0.6249,
600166.SH,腦泬イ陬,19980720,0.6356,
600166.SH,腦泬イ陬,19980721,0.6398,
600166.SH,腦泬イ陬,19980722,0.6249,
600166.SH,腦泬イ陬,19980723,0.6344,
600166.SH,腦泬イ陬,19980724,0.6383,
600166.SH,腦泬イ陬,19980727,0.6479,
600166.SH,腦泬イ陬,19980728,0.6352,
600166.SH,腦泬イ陬,19980729,0.6229,
600166.SH,腦泬イ陬,19980730,0.618,
600166.SH,腦泬イ陬,19980731,0.6134,
600166.SH,腦泬イ陬,19980803,0.5988,
600166.SH,腦泬イ陬,19980804,0.5973,
600166.SH,腦泬イ陬,19980805,0.5946,
600166.SH,腦泬イ陬,19980806,0.6038,
600166.SH,腦泬イ陬,19980807,0.5781,
600166.SH,腦泬イ陬,19980810,0.5463,
600166.SH,腦泬イ陬,19980811,0.5237,
600166.SH,腦泬イ陬,19980812,0.5352,
600166.SH,腦泬イ陬,19980813,0.5359,
600166.SH,腦泬イ陬,19980814,0.5133,
600166.SH,腦泬イ陬,19980817,0.4631,
600166.SH,腦泬イ陬,19980818,0.4631,
600166.SH,腦泬イ陬,19980819,0.4631,
600166.SH,腦泬イ陬,19980820,0.5095,
600166.SH,腦泬イ陬,19980821,0.5309,
600166.SH,腦泬イ陬,19980824,0.5298,
600166.SH,腦泬イ陬,19980825,0.5256,
600166.SH,腦泬イ陬,19980826,0.5122,
600166.SH,腦泬イ陬,19980827,0.5049,
600166.SH,腦泬イ陬,19980828,0.4938,
600166.SH,腦泬イ陬,19980831,0.4987,
600166.SH,腦泬イ陬,19980901,0.4941,
600166.SH,腦泬イ陬,19980902,0.4925,
600166.SH,腦泬イ陬,19980903,0.5108,
600166.SH,腦泬イ陬,19980904,0.5221,
600166.SH,腦泬イ陬,19980907,0.521,
600166.SH,腦泬イ陬,19980908,0.5229,
600166.SH,腦泬イ陬,19980909,0.5369,
600166.SH,腦泬イ陬,19980910,0.5513,
600166.SH,腦泬イ陬,19980911,0.5408,
600166.SH,腦泬イ陬,19980914,0.5521,
600166.SH,腦泬イ陬,19980915,0.5361,
600166.SH,腦泬イ陬,19980916,0.5323,
600166.SH,腦泬イ陬,19980917,0.5202,
600166.SH,腦泬イ陬,19980918,0.5054,
600166.SH,腦泬イ陬,19980921,0.5104,
600166.SH,腦泬イ陬,19980922,0.519,
600166.SH,腦泬イ陬,19980923,0.5194,
600166.SH,腦泬イ陬,19980924,0.5085,
600166.SH,腦泬イ陬,19980925,0.5178,
600166.SH,腦泬イ陬,19980928,0.5319,
600166.SH,腦泬イ陬,19980929,0.5252,
600166.SH,腦泬イ陬,19980930,0.5268,
600166.SH,腦泬イ陬,19981005,0.5182,
600166.SH,腦泬イ陬,19981006,0.51,
600166.SH,腦泬イ陬,19981007,0.5178,
600166.SH,腦泬イ陬,19981008,0.5241,
600166.SH,腦泬イ陬,19981009,0.5346,
600166.SH,腦泬イ陬,19981012,0.5494,
600166.SH,腦泬イ陬,19981013,0.5393,
600166.SH,腦泬イ陬,19981014,0.5377,
600166.SH,腦泬イ陬,19981015,0.5732,
600166.SH,腦泬イ陬,19981016,0.5658,
600166.SH,腦泬イ陬,19981019,0.5825,
600166.SH,腦泬イ陬,19981020,0.5747,
600166.SH,腦泬イ陬,19981021,0.5638,
600166.SH,腦泬イ陬,19981022,0.5704,
600166.SH,腦泬イ陬,19981023,0.5767,
600166.SH,腦泬イ陬,19981026,0.5876,
600166.SH,腦泬イ陬,19981027,0.5876,
600166.SH,腦泬イ陬,19981028,0.6004,
600166.SH,腦泬イ陬,19981029,0.588,
600166.SH,腦泬イ陬,19981030,0.572,
600166.SH,腦泬イ陬,19981102,0.5778,
600166.SH,腦泬イ陬,19981103,0.588,
600166.SH,腦泬イ陬,19981104,0.5782,
600166.SH,腦泬イ陬,19981105,0.5907,
600166.SH,腦泬イ陬,19981106,0.5864,
600166.SH,腦泬イ陬,19981109,0.5973,
600166.SH,腦泬イ陬,19981110,0.5856,
600166.SH,腦泬イ陬,19981111,0.5778,
600166.SH,腦泬イ陬,19981112,0.5767,
600166.SH,腦泬イ陬,19981113,0.5751,
600166.SH,腦泬イ陬,19981116,0.5755,
600166.SH,腦泬イ陬,19981117,0.5798,
600166.SH,腦泬イ陬,19981118,0.5919,
600166.SH,腦泬イ陬,19981119,0.581,
600166.SH,腦泬イ陬,19981120,0.5806,
600166.SH,腦泬イ陬,19981123,0.5868,
600166.SH,腦泬イ陬,19981124,0.5911,
600166.SH,腦泬イ陬,19981125,0.5736,
600166.SH,腦泬イ陬,19981126,0.5638,
600166.SH,腦泬イ陬,19981127,0.5494,
600166.SH,腦泬イ陬,19981130,0.551,
600166.SH,腦泬イ陬,19981201,0.5478,
600166.SH,腦泬イ陬,19981202,0.5404,
600166.SH,腦泬イ陬,19981203,0.5303,
600166.SH,腦泬イ陬,19981204,0.5338,
600166.SH,腦泬イ陬,19981207,0.5358,
600166.SH,腦泬イ陬,19981208,0.5436,
600166.SH,腦泬イ陬,19981209,0.5455,
600166.SH,腦泬イ陬,19981210,0.5307,
600166.SH,腦泬イ陬,19981211,0.5346,
600166.SH,腦泬イ陬,19981214,0.5206,
600166.SH,腦泬イ陬,19981215,0.5237,
600166.SH,腦泬イ陬,19981216,0.5182,
600166.SH,腦泬イ陬,19981217,0.5026,
600166.SH,腦泬イ陬,19981218,0.4941,
600166.SH,腦泬イ陬,19981221,0.4995,
600166.SH,腦泬イ陬,19981222,0.5186,
600166.SH,腦泬イ陬,19981223,0.5163,
600166.SH,腦泬イ陬,19981224,0.5093,
600166.SH,腦泬イ陬,19981225,0.5124,
600166.SH,腦泬イ陬,19981228,0.5065,
600166.SH,腦泬イ陬,19981229,0.5022,
600166.SH,腦泬イ陬,19981230,0.5081,
600166.SH,腦泬イ陬,19981231,0.5069,
600166.SH,腦泬イ陬,19990104,0.4867,
600166.SH,腦泬イ陬,19990105,0.4816,
600166.SH,腦泬イ陬,19990106,0.4804,
600166.SH,腦泬イ陬,19990107,0.4871,
600166.SH,腦泬イ陬,19990108,0.5042,
600166.SH,腦泬イ陬,19990111,0.505,
600166.SH,腦泬イ陬,19990112,0.4964,
600166.SH,腦泬イ陬,19990113,0.4921,
600166.SH,腦泬イ陬,19990114,0.4909,
600166.SH,腦泬イ陬,19990115,0.4941,
600166.SH,腦泬イ陬,19990118,0.5139,
600166.SH,腦泬イ陬,19990119,0.5143,
600166.SH,腦泬イ陬,19990120,0.5046,
600166.SH,腦泬イ陬,19990121,0.5065,
600166.SH,腦泬イ陬,19990122,0.4995,
600166.SH,腦泬イ陬,19990125,0.4917,
600166.SH,腦泬イ陬,19990126,0.4863,
600166.SH,腦泬イ陬,19990127,0.4871,
600166.SH,腦泬イ陬,19990128,0.4843,
600166.SH,腦泬イ陬,19990129,0.4785,
600166.SH,腦泬イ陬,19990201,0.4785,
600166.SH,腦泬イ陬,19990202,0.4948,
600166.SH,腦泬イ陬,19990203,0.4894,
600166.SH,腦泬イ陬,19990204,0.4793,
600166.SH,腦泬イ陬,19990205,0.4754,
600166.SH,腦泬イ陬,19990208,0.473,
600166.SH,腦泬イ陬,19990209,0.4824,
600166.SH,腦泬イ陬,19990301,0.4769,
600166.SH,腦泬イ陬,19990302,0.4746,
600166.SH,腦泬イ陬,19990303,0.489,
600166.SH,腦泬イ陬,19990304,0.4968,
600166.SH,腦泬イ陬,19990305,0.4929,
600166.SH,腦泬イ陬,19990308,0.4948,
600166.SH,腦泬イ陬,19990309,0.489,
600166.SH,腦泬イ陬,19990310,0.4956,
600166.SH,腦泬イ陬,19990311,0.512,
600166.SH,腦泬イ陬,19990312,0.5135,
600166.SH,腦泬イ陬,19990315,0.5124,
600166.SH,腦泬イ陬,19990316,0.5241,
600166.SH,腦泬イ陬,19990317,0.5085,
600166.SH,腦泬イ陬,19990318,0.5007,
600166.SH,腦泬イ陬,19990319,0.5073,
600166.SH,腦泬イ陬,19990322,0.5046,
600166.SH,腦泬イ陬,19990323,0.4995,
600166.SH,腦泬イ陬,19990324,0.4976,
600166.SH,腦泬イ陬,19990325,0.4909,
600166.SH,腦泬イ陬,19990326,0.4909,
600166.SH,腦泬イ陬,19990329,0.4863,
600166.SH,腦泬イ陬,19990330,0.4933,
600166.SH,腦泬イ陬,19990331,0.4874,
600166.SH,腦泬イ陬,19990401,0.4909,
600166.SH,腦泬イ陬,19990402,0.4929,
600166.SH,腦泬イ陬,19990405,0.4948,
600166.SH,腦泬イ陬,19990406,0.5046,
600166.SH,腦泬イ陬,19990407,0.5046,
600166.SH,腦泬イ陬,19990408,0.5104,
