´úÂë,¼ò³Æ,ÈÕÆÚ,ÊÕÅÌ¼Û(Ôª),
601021.SH,´ºÇïº½¿Õ,20150121,12.935,
601021.SH,´ºÇïº½¿Õ,20150122,14.231,
601021.SH,´ºÇïº½¿Õ,20150123,15.6556,
601021.SH,´ºÇïº½¿Õ,20150126,17.2236,
601021.SH,´ºÇïº½¿Õ,20150127,18.945,
601021.SH,´ºÇïº½¿Õ,20150128,20.8395,
601021.SH,´ºÇïº½¿Õ,20150129,22.922,
601021.SH,´ºÇïº½¿Õ,20150130,25.2122,
601021.SH,´ºÇïº½¿Õ,20150202,27.7349,
601021.SH,´ºÇïº½¿Õ,20150203,30.5098,
601021.SH,´ºÇïº½¿Õ,20150204,29.5453,
601021.SH,´ºÇïº½¿Õ,20150205,32.4983,
601021.SH,´ºÇïº½¿Õ,20150206,31.143,
601021.SH,´ºÇïº½¿Õ,20150209,30.5544,
601021.SH,´ºÇïº½¿Õ,20150210,31.2419,
601021.SH,´ºÇïº½¿Õ,20150211,32.8099,
601021.SH,´ºÇïº½¿Õ,20150212,36.0895,
601021.SH,´ºÇïº½¿Õ,20150213,36.2972,
601021.SH,´ºÇïº½¿Õ,20150216,36.5,
601021.SH,´ºÇïº½¿Õ,20150217,36.6929,
601021.SH,´ºÇïº½¿Õ,20150225,36.0944,
601021.SH,´ºÇïº½¿Õ,20150226,34.7044,
601021.SH,´ºÇïº½¿Õ,20150227,34.6352,
601021.SH,´ºÇïº½¿Õ,20150302,34.3087,
601021.SH,´ºÇïº½¿Õ,20150303,33.3392,
601021.SH,´ºÇïº½¿Õ,20150304,34.1653,
601021.SH,´ºÇïº½¿Õ,20150305,35.4415,
601021.SH,´ºÇïº½¿Õ,20150306,33.6508,
601021.SH,´ºÇïº½¿Õ,20150309,35.5453,
601021.SH,´ºÇïº½¿Õ,20150310,39.1019,
601021.SH,´ºÇïº½¿Õ,20150311,42.6881,
601021.SH,´ºÇïº½¿Õ,20150312,40.2395,
601021.SH,´ºÇïº½¿Õ,20150313,41.6839,
601021.SH,´ºÇïº½¿Õ,20150316,43.8455,
601021.SH,´ºÇïº½¿Õ,20150317,45.0673,
601021.SH,´ºÇïº½¿Õ,20150318,44.3402,
601021.SH,´ºÇïº½¿Õ,20150319,42.7227,
601021.SH,´ºÇïº½¿Õ,20150320,43.1332,
601021.SH,´ºÇïº½¿Õ,20150323,47.4466,
601021.SH,´ºÇïº½¿Õ,20150324,45.646,
601021.SH,´ºÇïº½¿Õ,20150325,44.2017,
601021.SH,´ºÇïº½¿Õ,20150326,43.4449,
601021.SH,´ºÇïº½¿Õ,20150327,42.6287,
601021.SH,´ºÇïº½¿Õ,20150330,43.2866,
601021.SH,´ºÇïº½¿Õ,20150331,43.0491,
601021.SH,´ºÇïº½¿Õ,20150401,43.9098,
601021.SH,´ºÇïº½¿Õ,20150402,42.8463,
601021.SH,´ºÇïº½¿Õ,20150403,42.2033,
601021.SH,´ºÇïº½¿Õ,20150407,43.4053,
601021.SH,´ºÇïº½¿Õ,20150408,44.7903,
601021.SH,´ºÇïº½¿Õ,20150409,49.2718,
601021.SH,´ºÇïº½¿Õ,20150410,48.2726,
601021.SH,´ºÇïº½¿Õ,20150413,48.9602,
601021.SH,´ºÇïº½¿Õ,20150414,47.1992,
601021.SH,´ºÇïº½¿Õ,20150415,45.0772,
601021.SH,´ºÇïº½¿Õ,20150416,44.3352,
601021.SH,´ºÇïº½¿Õ,20150417,48.7673,
601021.SH,´ºÇïº½¿Õ,20150420,48.7129,
601021.SH,´ºÇïº½¿Õ,20150421,51.3196,
601021.SH,´ºÇïº½¿Õ,20150422,51.3642,
601021.SH,´ºÇïº½¿Õ,20150423,51.4433,
601021.SH,´ºÇïº½¿Õ,20150424,53.4862,
601021.SH,´ºÇïº½¿Õ,20150427,55.9743,
601021.SH,´ºÇïº½¿Õ,20150428,53.6692,
601021.SH,´ºÇïº½¿Õ,20150429,55.3263,
601021.SH,´ºÇïº½¿Õ,20150430,55.8308,
601021.SH,´ºÇïº½¿Õ,20150504,56.7014,
601021.SH,´ºÇïº½¿Õ,20150505,52.5662,
601021.SH,´ºÇïº½¿Õ,20150506,53.3329,
601021.SH,´ºÇïº½¿Õ,20150507,50.0385,
601021.SH,´ºÇïº½¿Õ,20150508,51.661,
601021.SH,´ºÇïº½¿Õ,20150511,53.6099,
601021.SH,´ºÇïº½¿Õ,20150512,57.3098,
601021.SH,´ºÇïº½¿Õ,20150513,60.4657,
601021.SH,´ºÇïº½¿Õ,20150514,63.9777,
601021.SH,´ºÇïº½¿Õ,20150515,63.9628,
601021.SH,´ºÇïº½¿Õ,20150518,69.7057,
601021.SH,´ºÇïº½¿Õ,20150519,69.1912,
601021.SH,´ºÇïº½¿Õ,20150520,65.8672,
601021.SH,´ºÇïº½¿Õ,20150521,66.164,
601021.SH,´ºÇïº½¿Õ,20150522,64.3091,
601021.SH,´ºÇïº½¿Õ,20150525,65.422,
601021.SH,´ºÇïº½¿Õ,20150526,69.4287,
601021.SH,´ºÇïº½¿Õ,20150527,69.8541,
601021.SH,´ºÇïº½¿Õ,20150528,66.7427,
601021.SH,´ºÇïº½¿Õ,20150529,64.4278,
601021.SH,´ºÇïº½¿Õ,20150601,63.3198,
601021.SH,´ºÇïº½¿Õ,20150602,63.7749,
601021.SH,´ºÇïº½¿Õ,20150603,62.281,
601021.SH,´ºÇïº½¿Õ,20150604,61.5885,
601021.SH,´ºÇïº½¿Õ,20150605,62.6965,
601021.SH,´ºÇïº½¿Õ,20150608,68.9687,
601021.SH,´ºÇïº½¿Õ,20150609,67.2621,
601021.SH,´ºÇïº½¿Õ,20150610,69.7255,
601021.SH,´ºÇïº½¿Õ,20150611,67.9645,
601021.SH,´ºÇïº½¿Õ,20150612,66.7357,
601021.SH,´ºÇïº½¿Õ,20150615,64.2829,
601021.SH,´ºÇïº½¿Õ,20150616,63.7428,
601021.SH,´ºÇïº½¿Õ,20150617,63.163,
601021.SH,´ºÇïº½¿Õ,20150618,61.9639,
601021.SH,´ºÇïº½¿Õ,20150619,59.0304,
601021.SH,´ºÇïº½¿Õ,20150623,62.9698,
601021.SH,´ºÇïº½¿Õ,20150624,65.591,
601021.SH,´ºÇïº½¿Õ,20150625,62.4792,
601021.SH,´ºÇïº½¿Õ,20150626,62.4792,
601021.SH,´ºÇïº½¿Õ,20150629,62.4792,
601021.SH,´ºÇïº½¿Õ,20150630,62.4792,
601021.SH,´ºÇïº½¿Õ,20150701,62.4792,
601021.SH,´ºÇïº½¿Õ,20150702,62.4792,
601021.SH,´ºÇïº½¿Õ,20150703,62.4792,
601021.SH,´ºÇïº½¿Õ,20150706,62.4792,
601021.SH,´ºÇïº½¿Õ,20150707,62.4792,
601021.SH,´ºÇïº½¿Õ,20150708,62.4792,
601021.SH,´ºÇïº½¿Õ,20150709,62.4792,
601021.SH,´ºÇïº½¿Õ,20150710,62.4792,
601021.SH,´ºÇïº½¿Õ,20150713,62.4792,
601021.SH,´ºÇïº½¿Õ,20150714,62.4792,
601021.SH,´ºÇïº½¿Õ,20150715,62.4792,
601021.SH,´ºÇïº½¿Õ,20150716,62.4792,
601021.SH,´ºÇïº½¿Õ,20150717,62.4792,
601021.SH,´ºÇïº½¿Õ,20150720,62.4792,
601021.SH,´ºÇïº½¿Õ,20150721,64.486,
601021.SH,´ºÇïº½¿Õ,20150722,60.0215,
601021.SH,´ºÇïº½¿Õ,20150723,62.3008,
601021.SH,´ºÇïº½¿Õ,20150724,60.3981,
