¥˙¬Î,ºÚ≥∆,»’∆⁄, ’≈Ãº€(‘™),
002511.SZ,÷–À≥Ω‡»·,20101125,10.5088,
002511.SZ,÷–À≥Ω‡»·,20101126,11.0511,
002511.SZ,÷–À≥Ω‡»·,20101129,10.5024,
002511.SZ,÷–À≥Ω‡»·,20101130,10.7629,
002511.SZ,÷–À≥Ω‡»·,20101201,10.5387,
002511.SZ,÷–À≥Ω‡»·,20101202,10.0989,
002511.SZ,÷–À≥Ω‡»·,20101203,9.8192,
002511.SZ,÷–À≥Ω‡»·,20101206,9.5694,
002511.SZ,÷–À≥Ω‡»·,20101207,9.5715,
002511.SZ,÷–À≥Ω‡»·,20101208,9.5416,
002511.SZ,÷–À≥Ω‡»·,20101209,9.1467,
002511.SZ,÷–À≥Ω‡»·,20101210,9.1274,
002511.SZ,÷–À≥Ω‡»·,20101213,9.2876,
002511.SZ,÷–À≥Ω‡»·,20101214,9.516,
002511.SZ,÷–À≥Ω‡»·,20101215,9.3089,
002511.SZ,÷–À≥Ω‡»·,20101216,9.373,
002511.SZ,÷–À≥Ω‡»·,20101217,9.3836,
002511.SZ,÷–À≥Ω‡»·,20101220,9.4434,
002511.SZ,÷–À≥Ω‡»·,20101221,9.642,
002511.SZ,÷–À≥Ω‡»·,20101222,9.4157,
002511.SZ,÷–À≥Ω‡»·,20101223,8.9054,
002511.SZ,÷–À≥Ω‡»·,20101224,8.5745,
002511.SZ,÷–À≥Ω‡»·,20101227,8.4463,
002511.SZ,÷–À≥Ω‡»·,20101228,8.2948,
002511.SZ,÷–À≥Ω‡»·,20101229,8.4762,
002511.SZ,÷–À≥Ω‡»·,20101230,8.4335,
002511.SZ,÷–À≥Ω‡»·,20101231,8.5616,
002511.SZ,÷–À≥Ω‡»·,20110104,8.6001,
002511.SZ,÷–À≥Ω‡»·,20110105,8.5638,
002511.SZ,÷–À≥Ω‡»·,20110106,8.393,
002511.SZ,÷–À≥Ω‡»·,20110107,8.3695,
002511.SZ,÷–À≥Ω‡»·,20110110,8.1944,
002511.SZ,÷–À≥Ω‡»·,20110111,7.9638,
002511.SZ,÷–À≥Ω‡»·,20110112,8.2819,
002511.SZ,÷–À≥Ω‡»·,20110113,8.1602,
002511.SZ,÷–À≥Ω‡»·,20110114,8.0706,
002511.SZ,÷–À≥Ω‡»·,20110117,7.9852,
002511.SZ,÷–À≥Ω‡»·,20110118,8.045,
002511.SZ,÷–À≥Ω‡»·,20110119,8.1538,
002511.SZ,÷–À≥Ω‡»·,20110120,7.5475,
002511.SZ,÷–À≥Ω‡»·,20110121,7.571,
002511.SZ,÷–À≥Ω‡»·,20110124,7.571,
002511.SZ,÷–À≥Ω‡»·,20110125,7.4898,
002511.SZ,÷–À≥Ω‡»·,20110126,7.5603,
002511.SZ,÷–À≥Ω‡»·,20110127,7.6478,
002511.SZ,÷–À≥Ω‡»·,20110128,7.6436,
002511.SZ,÷–À≥Ω‡»·,20110131,7.588,
002511.SZ,÷–À≥Ω‡»·,20110201,7.7375,
002511.SZ,÷–À≥Ω‡»·,20110209,7.7524,
002511.SZ,÷–À≥Ω‡»·,20110210,7.966,
002511.SZ,÷–À≥Ω‡»·,20110211,7.9638,
002511.SZ,÷–À≥Ω‡»·,20110214,8.0044,
002511.SZ,÷–À≥Ω‡»·,20110215,7.9403,
002511.SZ,÷–À≥Ω‡»·,20110216,8.1261,
002511.SZ,÷–À≥Ω‡»·,20110217,7.9894,
002511.SZ,÷–À≥Ω‡»·,20110218,8.0492,
002511.SZ,÷–À≥Ω‡»·,20110221,8.0962,
002511.SZ,÷–À≥Ω‡»·,20110222,7.6628,
002511.SZ,÷–À≥Ω‡»·,20110223,7.7589,
002511.SZ,÷–À≥Ω‡»·,20110224,7.9275,
002511.SZ,÷–À≥Ω‡»·,20110225,7.6841,
002511.SZ,÷–À≥Ω‡»·,20110228,7.7076,
002511.SZ,÷–À≥Ω‡»·,20110301,7.825,
002511.SZ,÷–À≥Ω‡»·,20110302,7.7311,
002511.SZ,÷–À≥Ω‡»·,20110303,7.5325,
002511.SZ,÷–À≥Ω‡»·,20110304,7.5518,
002511.SZ,÷–À≥Ω‡»·,20110307,7.5902,
002511.SZ,÷–À≥Ω‡»·,20110308,7.6735,
002511.SZ,÷–À≥Ω‡»·,20110309,7.6478,
002511.SZ,÷–À≥Ω‡»·,20110310,7.5667,
002511.SZ,÷–À≥Ω‡»·,20110311,7.65,
002511.SZ,÷–À≥Ω‡»·,20110314,7.8101,
002511.SZ,÷–À≥Ω‡»·,20110315,7.6756,
002511.SZ,÷–À≥Ω‡»·,20110316,7.6756,
002511.SZ,÷–À≥Ω‡»·,20110317,7.4642,
002511.SZ,÷–À≥Ω‡»·,20110318,7.4898,
002511.SZ,÷–À≥Ω‡»·,20110321,7.509,
002511.SZ,÷–À≥Ω‡»·,20110322,7.5347,
002511.SZ,÷–À≥Ω‡»·,20110323,7.5048,
002511.SZ,÷–À≥Ω‡»·,20110324,7.477,
002511.SZ,÷–À≥Ω‡»·,20110325,7.5176,
002511.SZ,÷–À≥Ω‡»·,20110328,7.3404,
002511.SZ,÷–À≥Ω‡»·,20110329,7.1867,
002511.SZ,÷–À≥Ω‡»·,20110330,7.1162,
002511.SZ,÷–À≥Ω‡»·,20110331,7.1418,
002511.SZ,÷–À≥Ω‡»·,20110401,7.1717,
002511.SZ,÷–À≥Ω‡»·,20110406,7.1098,
002511.SZ,÷–À≥Ω‡»·,20110407,7.1632,
002511.SZ,÷–À≥Ω‡»·,20110408,7.2336,
002511.SZ,÷–À≥Ω‡»·,20110411,7.1183,
002511.SZ,÷–À≥Ω‡»·,20110412,7.1418,
002511.SZ,÷–À≥Ω‡»·,20110413,7.3041,
002511.SZ,÷–À≥Ω‡»·,20110414,7.2358,
002511.SZ,÷–À≥Ω‡»·,20110415,7.1781,
002511.SZ,÷–À≥Ω‡»·,20110418,7.1183,
002511.SZ,÷–À≥Ω‡»·,20110419,6.8258,
002511.SZ,÷–À≥Ω‡»·,20110420,6.8536,
002511.SZ,÷–À≥Ω‡»·,20110421,6.9112,
002511.SZ,÷–À≥Ω‡»·,20110422,7.1504,
002511.SZ,÷–À≥Ω‡»·,20110425,6.9262,
002511.SZ,÷–À≥Ω‡»·,20110426,6.2536,
002511.SZ,÷–À≥Ω‡»·,20110427,6.0209,
002511.SZ,÷–À≥Ω‡»·,20110428,5.8565,
002511.SZ,÷–À≥Ω‡»·,20110429,5.8992,
002511.SZ,÷–À≥Ω‡»·,20110503,5.9825,
002511.SZ,÷–À≥Ω‡»·,20110504,5.8437,
002511.SZ,÷–À≥Ω‡»·,20110505,5.8586,
002511.SZ,÷–À≥Ω‡»·,20110506,5.9099,
002511.SZ,÷–À≥Ω‡»·,20110509,5.9462,
002511.SZ,÷–À≥Ω‡»·,20110510,5.9504,
002511.SZ,÷–À≥Ω‡»·,20110511,6.0487,
002511.SZ,÷–À≥Ω‡»·,20110512,6.0636,
002511.SZ,÷–À≥Ω‡»·,20110513,6.0294,
002511.SZ,÷–À≥Ω‡»·,20110516,6.0721,
002511.SZ,÷–À≥Ω‡»·,20110517,6.1127,
002511.SZ,÷–À≥Ω‡»·,20110518,6.023,
002511.SZ,÷–À≥Ω‡»·,20110519,5.8714,
002511.SZ,÷–À≥Ω‡»·,20110520,5.8714,
002511.SZ,÷–À≥Ω‡»·,20110523,5.5789,
002511.SZ,÷–À≥Ω‡»·,20110524,5.6259,
002511.SZ,÷–À≥Ω‡»·,20110525,5.5853,
002511.SZ,÷–À≥Ω‡»·,20110526,5.6537,
002511.SZ,÷–À≥Ω‡»·,20110527,5.7049,
002511.SZ,÷–À≥Ω‡»·,20110530,6.0593,
002511.SZ,÷–À≥Ω‡»·,20110531,6.0615,
002511.SZ,÷–À≥Ω‡»·,20110601,5.9825,
002511.SZ,÷–À≥Ω‡»·,20110602,5.7796,
002511.SZ,÷–À≥Ω‡»·,20110603,5.8117,
002511.SZ,÷–À≥Ω‡»·,20110607,5.7497,
002511.SZ,÷–À≥Ω‡»·,20110608,5.6686,
002511.SZ,÷–À≥Ω‡»·,20110609,5.6579,
002511.SZ,÷–À≥Ω‡»·,20110610,5.6238,
002511.SZ,÷–À≥Ω‡»·,20110613,5.6216,
002511.SZ,÷–À≥Ω‡»·,20110614,5.6878,
002511.SZ,÷–À≥Ω‡»·,20110615,5.6345,
002511.SZ,÷–À≥Ω‡»·,20110616,5.5619,
002511.SZ,÷–À≥Ω‡»·,20110617,5.5491,
002511.SZ,÷–À≥Ω‡»·,20110620,5.3377,
002511.SZ,÷–À≥Ω‡»·,20110621,5.3718,
002511.SZ,÷–À≥Ω‡»·,20110622,5.3633,
002511.SZ,÷–À≥Ω‡»·,20110623,5.5042,
002511.SZ,÷–À≥Ω‡»·,20110624,5.6174,
002511.SZ,÷–À≥Ω‡»·,20110627,5.6878,
002511.SZ,÷–À≥Ω‡»·,20110628,5.6366,
002511.SZ,÷–À≥Ω‡»·,20110629,5.5982,
002511.SZ,÷–À≥Ω‡»·,20110630,5.643,
002511.SZ,÷–À≥Ω‡»·,20110701,5.6174,
002511.SZ,÷–À≥Ω‡»·,20110704,5.7348,
002511.SZ,÷–À≥Ω‡»·,20110705,5.786,
002511.SZ,÷–À≥Ω‡»·,20110706,5.7796,
002511.SZ,÷–À≥Ω‡»·,20110707,5.833,
002511.SZ,÷–À≥Ω‡»·,20110708,6.023,
002511.SZ,÷–À≥Ω‡»·,20110711,6.0508,
002511.SZ,÷–À≥Ω‡»·,20110712,6.1618,
002511.SZ,÷–À≥Ω‡»·,20110713,6.2237,
002511.SZ,÷–À≥Ω‡»·,20110714,6.2131,
002511.SZ,÷–À≥Ω‡»·,20110715,6.196,
002511.SZ,÷–À≥Ω‡»·,20110718,6.0743,
002511.SZ,÷–À≥Ω‡»·,20110719,5.9206,
002511.SZ,÷–À≥Ω‡»·,20110720,6.0337,
002511.SZ,÷–À≥Ω‡»·,20110721,5.9654,
002511.SZ,÷–À≥Ω‡»·,20110722,5.9931,
002511.SZ,÷–À≥Ω‡»·,20110725,5.865,
002511.SZ,÷–À≥Ω‡»·,20110726,5.8544,
002511.SZ,÷–À≥Ω‡»·,20110727,5.9291,
002511.SZ,÷–À≥Ω‡»·,20110728,6.0636,
002511.SZ,÷–À≥Ω‡»·,20110729,5.9569,
002511.SZ,÷–À≥Ω‡»·,20110801,6.023,
002511.SZ,÷–À≥Ω‡»·,20110802,5.8223,
002511.SZ,÷–À≥Ω‡»·,20110803,5.7796,
002511.SZ,÷–À≥Ω‡»·,20110804,5.8373,
002511.SZ,÷–À≥Ω‡»·,20110805,5.6088,
002511.SZ,÷–À≥Ω‡»·,20110808,5.2331,
002511.SZ,÷–À≥Ω‡»·,20110809,5.1413,
002511.SZ,÷–À≥Ω‡»·,20110810,5.1776,
002511.SZ,÷–À≥Ω‡»·,20110811,5.2736,
002511.SZ,÷–À≥Ω‡»·,20110812,5.406,
002511.SZ,÷–À≥Ω‡»·,20110815,5.4807,
002511.SZ,÷–À≥Ω‡»·,20110816,5.3911,
002511.SZ,÷–À≥Ω‡»·,20110817,5.4316,
002511.SZ,÷–À≥Ω‡»·,20110818,5.295,
002511.SZ,÷–À≥Ω‡»·,20110819,5.4338,
002511.SZ,÷–À≥Ω‡»·,20110822,5.4807,
002511.SZ,÷–À≥Ω‡»·,20110823,5.5234,
002511.SZ,÷–À≥Ω‡»·,20110824,5.4871,
002511.SZ,÷–À≥Ω‡»·,20110825,5.5469,
002511.SZ,÷–À≥Ω‡»·,20110826,5.5256,
002511.SZ,÷–À≥Ω‡»·,20110829,5.4402,
002511.SZ,÷–À≥Ω‡»·,20110830,5.5811,
002511.SZ,÷–À≥Ω‡»·,20110831,5.5811,
002511.SZ,÷–À≥Ω‡»·,20110901,5.4145,
002511.SZ,÷–À≥Ω‡»·,20110902,5.2331,
002511.SZ,÷–À≥Ω‡»·,20110905,5.0815,
002511.SZ,÷–À≥Ω‡»·,20110906,5.1135,
002511.SZ,÷–À≥Ω‡»·,20110907,5.2181,
002511.SZ,÷–À≥Ω‡»·,20110908,5.1242,
002511.SZ,÷–À≥Ω‡»·,20110909,5.1263,
002511.SZ,÷–À≥Ω‡»·,20110913,5.0943,
002511.SZ,÷–À≥Ω‡»·,20110914,5.122,
002511.SZ,÷–À≥Ω‡»·,20110915,5.1776,
002511.SZ,÷–À≥Ω‡»·,20110916,5.2245,
002511.SZ,÷–À≥Ω‡»·,20110919,5.0644,
002511.SZ,÷–À≥Ω‡»·,20110920,5.0879,
002511.SZ,÷–À≥Ω‡»·,20110921,5.2181,
002511.SZ,÷–À≥Ω‡»·,20110922,5.1007,
002511.SZ,÷–À≥Ω‡»·,20110923,5.0196,
002511.SZ,÷–À≥Ω‡»·,20110926,4.947,
002511.SZ,÷–À≥Ω‡»·,20110927,4.9534,
002511.SZ,÷–À≥Ω‡»·,20110928,4.9427,
002511.SZ,÷–À≥Ω‡»·,20110929,4.7719,
002511.SZ,÷–À≥Ω‡»·,20110930,4.7719,
002511.SZ,÷–À≥Ω‡»·,20111010,4.7783,
002511.SZ,÷–À≥Ω‡»·,20111011,4.7569,
002511.SZ,÷–À≥Ω‡»·,20111012,4.9277,
002511.SZ,÷–À≥Ω‡»·,20111013,4.9726,
002511.SZ,÷–À≥Ω‡»·,20111014,5.043,
002511.SZ,÷–À≥Ω‡»·,20111017,4.9747,
002511.SZ,÷–À≥Ω‡»·,20111018,4.8552,
002511.SZ,÷–À≥Ω‡»·,20111019,4.9512,
002511.SZ,÷–À≥Ω‡»·,20111020,4.7036,
002511.SZ,÷–À≥Ω‡»·,20111021,4.6416,
002511.SZ,÷–À≥Ω‡»·,20111024,4.6886,
002511.SZ,÷–À≥Ω‡»·,20111025,4.7633,
002511.SZ,÷–À≥Ω‡»·,20111026,4.7826,
002511.SZ,÷–À≥Ω‡»·,20111027,4.8125,
002511.SZ,÷–À≥Ω‡»·,20111028,4.868,
002511.SZ,÷–À≥Ω‡»·,20111031,4.8936,
002511.SZ,÷–À≥Ω‡»·,20111101,4.9149,
002511.SZ,÷–À≥Ω‡»·,20111102,5.0153,
002511.SZ,÷–À≥Ω‡»·,20111103,4.9982,
002511.SZ,÷–À≥Ω‡»·,20111104,5.1156,
002511.SZ,÷–À≥Ω‡»·,20111107,5.2245,
002511.SZ,÷–À≥Ω‡»·,20111108,5.0921,
002511.SZ,÷–À≥Ω‡»·,20111109,5.2181,
002511.SZ,÷–À≥Ω‡»·,20111110,5.1754,
002511.SZ,÷–À≥Ω‡»·,20111111,5.2096,
002511.SZ,÷–À≥Ω‡»·,20111114,5.3057,
002511.SZ,÷–À≥Ω‡»·,20111115,5.2992,
002511.SZ,÷–À≥Ω‡»·,20111116,5.1028,
002511.SZ,÷–À≥Ω‡»·,20111117,5.1284,
002511.SZ,÷–À≥Ω‡»·,20111118,4.979,
002511.SZ,÷–À≥Ω‡»·,20111121,4.979,
002511.SZ,÷–À≥Ω‡»·,20111122,4.9107,
002511.SZ,÷–À≥Ω‡»·,20111123,5.1413,
002511.SZ,÷–À≥Ω‡»·,20111124,5.3462,
002511.SZ,÷–À≥Ω‡»·,20111125,5.4722,
002511.SZ,÷–À≥Ω‡»·,20111128,5.4722,
002511.SZ,÷–À≥Ω‡»·,20111129,5.5491,
002511.SZ,÷–À≥Ω‡»·,20111130,5.7391,
002511.SZ,÷–À≥Ω‡»·,20111201,5.8714,
002511.SZ,÷–À≥Ω‡»·,20111202,5.5597,
002511.SZ,÷–À≥Ω‡»·,20111205,5.4017,
