´úÂë,¼ò³Æ,ÈÕÆÚ,ÊÕÅÌ¼Û(Ôª),
300155.SZ,°²¾Ó±¦,20110107,5.9166,
300155.SZ,°²¾Ó±¦,20110110,5.7578,
300155.SZ,°²¾Ó±¦,20110111,5.6846,
300155.SZ,°²¾Ó±¦,20110112,5.7169,
300155.SZ,°²¾Ó±¦,20110113,5.6573,
300155.SZ,°²¾Ó±¦,20110114,5.5643,
300155.SZ,°²¾Ó±¦,20110117,5.4675,
300155.SZ,°²¾Ó±¦,20110118,5.4303,
300155.SZ,°²¾Ó±¦,20110119,5.5196,
300155.SZ,°²¾Ó±¦,20110120,5.3348,
300155.SZ,°²¾Ó±¦,20110121,5.3683,
300155.SZ,°²¾Ó±¦,20110124,5.3571,
300155.SZ,°²¾Ó±¦,20110125,5.2629,
300155.SZ,°²¾Ó±¦,20110126,5.3224,
300155.SZ,°²¾Ó±¦,20110127,5.3336,
300155.SZ,°²¾Ó±¦,20110128,5.3274,
300155.SZ,°²¾Ó±¦,20110131,5.3708,
300155.SZ,°²¾Ó±¦,20110201,5.3559,
300155.SZ,°²¾Ó±¦,20110209,5.3708,
300155.SZ,°²¾Ó±¦,20110210,5.4576,
300155.SZ,°²¾Ó±¦,20110211,5.439,
300155.SZ,°²¾Ó±¦,20110214,5.4489,
300155.SZ,°²¾Ó±¦,20110215,5.4279,
300155.SZ,°²¾Ó±¦,20110216,5.4762,
300155.SZ,°²¾Ó±¦,20110217,5.4824,
300155.SZ,°²¾Ó±¦,20110218,5.4911,
300155.SZ,°²¾Ó±¦,20110221,5.5568,
300155.SZ,°²¾Ó±¦,20110222,5.4799,
300155.SZ,°²¾Ó±¦,20110223,5.4998,
300155.SZ,°²¾Ó±¦,20110224,5.4737,
300155.SZ,°²¾Ó±¦,20110225,5.4576,
300155.SZ,°²¾Ó±¦,20110228,5.4663,
300155.SZ,°²¾Ó±¦,20110301,5.5544,
300155.SZ,°²¾Ó±¦,20110302,5.4986,
300155.SZ,°²¾Ó±¦,20110303,5.4812,
300155.SZ,°²¾Ó±¦,20110304,5.4886,
300155.SZ,°²¾Ó±¦,20110307,5.5196,
300155.SZ,°²¾Ó±¦,20110308,5.5296,
300155.SZ,°²¾Ó±¦,20110309,5.5134,
300155.SZ,°²¾Ó±¦,20110310,5.501,
300155.SZ,°²¾Ó±¦,20110311,5.4948,
300155.SZ,°²¾Ó±¦,20110314,5.511,
300155.SZ,°²¾Ó±¦,20110315,5.5035,
300155.SZ,°²¾Ó±¦,20110316,5.501,
300155.SZ,°²¾Ó±¦,20110317,5.4589,
300155.SZ,°²¾Ó±¦,20110318,5.4638,
300155.SZ,°²¾Ó±¦,20110321,5.4886,
300155.SZ,°²¾Ó±¦,20110322,5.4911,
300155.SZ,°²¾Ó±¦,20110323,5.5159,
300155.SZ,°²¾Ó±¦,20110324,5.5494,
300155.SZ,°²¾Ó±¦,20110325,5.5494,
300155.SZ,°²¾Ó±¦,20110328,5.5494,
300155.SZ,°²¾Ó±¦,20110329,5.9438,
300155.SZ,°²¾Ó±¦,20110330,5.8682,
300155.SZ,°²¾Ó±¦,20110331,5.9302,
300155.SZ,°²¾Ó±¦,20110401,6.2167,
300155.SZ,°²¾Ó±¦,20110406,5.9513,
300155.SZ,°²¾Ó±¦,20110407,5.8359,
300155.SZ,°²¾Ó±¦,20110408,5.9538,
300155.SZ,°²¾Ó±¦,20110411,5.9004,
300155.SZ,°²¾Ó±¦,20110412,5.8521,
300155.SZ,°²¾Ó±¦,20110413,5.9538,
300155.SZ,°²¾Ó±¦,20110414,5.9538,
300155.SZ,°²¾Ó±¦,20110415,5.9414,
300155.SZ,°²¾Ó±¦,20110418,5.9414,
300155.SZ,°²¾Ó±¦,20110419,5.8496,
300155.SZ,°²¾Ó±¦,20110420,5.929,
300155.SZ,°²¾Ó±¦,20110421,5.6834,
300155.SZ,°²¾Ó±¦,20110422,5.6251,
300155.SZ,°²¾Ó±¦,20110425,5.0632,
300155.SZ,°²¾Ó±¦,20110426,4.8722,
300155.SZ,°²¾Ó±¦,20110427,4.7258,
300155.SZ,°²¾Ó±¦,20110428,4.5832,
300155.SZ,°²¾Ó±¦,20110429,4.6638,
300155.SZ,°²¾Ó±¦,20110503,4.7035,
300155.SZ,°²¾Ó±¦,20110504,4.763,
300155.SZ,°²¾Ó±¦,20110505,4.7035,
300155.SZ,°²¾Ó±¦,20110506,4.4184,
300155.SZ,°²¾Ó±¦,20110509,4.3804,
300155.SZ,°²¾Ó±¦,20110510,4.3392,
300155.SZ,°²¾Ó±¦,20110511,4.3646,
300155.SZ,°²¾Ó±¦,20110512,4.146,
