測鎢,潠備,�梪�,彶攫歎(啋),
300345.SZ,綻迻陔第,20120801,3.8554,
300345.SZ,綻迻陔第,20120802,3.6906,
300345.SZ,綻迻陔第,20120803,4.0597,
300345.SZ,綻迻陔第,20120806,4.4659,
300345.SZ,綻迻陔第,20120807,4.3405,
300345.SZ,綻迻陔第,20120808,4.3103,
300345.SZ,綻迻陔第,20120809,4.2918,
300345.SZ,綻迻陔第,20120810,4.0202,
300345.SZ,綻迻陔第,20120813,3.9158,
300345.SZ,綻迻陔第,20120814,3.9482,
300345.SZ,綻迻陔第,20120815,3.8554,
300345.SZ,綻迻陔第,20120816,3.7185,
300345.SZ,綻迻陔第,20120817,3.7579,
300345.SZ,綻迻陔第,20120820,3.7765,
300345.SZ,綻迻陔第,20120821,3.802,
300345.SZ,綻迻陔第,20120822,3.9041,
300345.SZ,綻迻陔第,20120823,3.9297,
300345.SZ,綻迻陔第,20120824,3.8113,
300345.SZ,綻迻陔第,20120827,3.672,
300345.SZ,綻迻陔第,20120828,3.744,
300345.SZ,綻迻陔第,20120829,3.8902,
300345.SZ,綻迻陔第,20120830,4.0434,
300345.SZ,綻迻陔第,20120831,3.9877,
300345.SZ,綻迻陔第,20120903,4.0829,
300345.SZ,綻迻陔第,20120904,4.1014,
300345.SZ,綻迻陔第,20120905,4.1641,
300345.SZ,綻迻陔第,20120906,4.2918,
300345.SZ,綻迻陔第,20120907,4.3173,
300345.SZ,綻迻陔第,20120910,4.4218,
300345.SZ,綻迻陔第,20120911,4.3428,
300345.SZ,綻迻陔第,20120912,4.3173,
300345.SZ,綻迻陔第,20120913,4.1316,
300345.SZ,綻迻陔第,20120914,4.1711,
300345.SZ,綻迻陔第,20120917,4.185,
300345.SZ,綻迻陔第,20120918,4.5309,
300345.SZ,綻迻陔第,20120919,4.445,
300345.SZ,綻迻陔第,20120920,4.2802,
300345.SZ,綻迻陔第,20120921,4.0736,
300345.SZ,綻迻陔第,20120924,4.1316,
300345.SZ,綻迻陔第,20120925,4.1989,
300345.SZ,綻迻陔第,20120926,3.9831,
300345.SZ,綻迻陔第,20120927,4.1223,
300345.SZ,綻迻陔第,20120928,4.1989,
300345.SZ,綻迻陔第,20121008,4.243,
300345.SZ,綻迻陔第,20121009,4.3707,
300345.SZ,綻迻陔第,20121010,4.3985,
300345.SZ,綻迻陔第,20121011,4.1827,
300345.SZ,綻迻陔第,20121012,4.2198,
300345.SZ,綻迻陔第,20121015,4.0295,
300345.SZ,綻迻陔第,20121016,4.0597,
300345.SZ,綻迻陔第,20121017,4.0225,
300345.SZ,綻迻陔第,20121018,4.0573,
300345.SZ,綻迻陔第,20121019,4.0179,
300345.SZ,綻迻陔第,20121022,4.0179,
300345.SZ,綻迻陔第,20121023,4.0086,
300345.SZ,綻迻陔第,20121024,3.9552,
300345.SZ,綻迻陔第,20121025,3.9459,
300345.SZ,綻迻陔第,20121026,3.7161,
300345.SZ,綻迻陔第,20121029,3.7092,
300345.SZ,綻迻陔第,20121030,3.7509,
300345.SZ,綻迻陔第,20121031,3.6697,
300345.SZ,綻迻陔第,20121101,3.7742,
300345.SZ,綻迻陔第,20121102,3.7649,
300345.SZ,綻迻陔第,20121105,3.7417,
300345.SZ,綻迻陔第,20121106,3.6465,
300345.SZ,綻迻陔第,20121107,3.6442,
300345.SZ,綻迻陔第,20121108,3.5188,
300345.SZ,綻迻陔第,20121109,3.5165,
300345.SZ,綻迻陔第,20121112,3.6001,
300345.SZ,綻迻陔第,20121113,3.5304,
300345.SZ,綻迻陔第,20121114,3.6767,
300345.SZ,綻迻陔第,20121115,3.5978,
300345.SZ,綻迻陔第,20121116,3.6094,
300345.SZ,綻迻陔第,20121119,3.6326,
300345.SZ,綻迻陔第,20121120,3.6186,
300345.SZ,綻迻陔第,20121121,3.6349,
300345.SZ,綻迻陔第,20121122,3.5397,
300345.SZ,綻迻陔第,20121123,3.5467,
300345.SZ,綻迻陔第,20121126,3.5304,
300345.SZ,綻迻陔第,20121127,3.2728,
300345.SZ,綻迻陔第,20121128,3.2101,
300345.SZ,綻迻陔第,20121129,3.108,
300345.SZ,綻迻陔第,20121130,3.1219,
300345.SZ,綻迻陔第,20121203,2.8782,
300345.SZ,綻迻陔第,20121204,2.9246,
300345.SZ,綻迻陔第,20121205,3.0476,
300345.SZ,綻迻陔第,20121206,2.9664,
300345.SZ,綻迻陔第,20121207,3.0964,
300345.SZ,綻迻陔第,20121210,3.2287,
300345.SZ,綻迻陔第,20121211,3.2171,
300345.SZ,綻迻陔第,20121212,3.3262,
300345.SZ,綻迻陔第,20121213,3.1939,
300345.SZ,綻迻陔第,20121214,3.3331,
300345.SZ,綻迻陔第,20121217,3.2914,
300345.SZ,綻迻陔第,20121218,3.2403,
300345.SZ,綻迻陔第,20121219,3.2728,
300345.SZ,綻迻陔第,20121220,3.3772,
300345.SZ,綻迻陔第,20121221,3.5281,
300345.SZ,綻迻陔第,20121224,3.6836,
300345.SZ,綻迻陔第,20121225,3.7115,
300345.SZ,綻迻陔第,20121226,3.9343,
300345.SZ,綻迻陔第,20121227,3.7161,
300345.SZ,綻迻陔第,20121228,3.8322,
300345.SZ,綻迻陔第,20121231,3.7951,
300345.SZ,綻迻陔第,20130104,3.9158,
300345.SZ,綻迻陔第,20130107,4.1084,
300345.SZ,綻迻陔第,20130108,4.0782,
300345.SZ,綻迻陔第,20130109,3.9134,
300345.SZ,綻迻陔第,20130110,3.8995,
300345.SZ,綻迻陔第,20130111,3.9529,
300345.SZ,綻迻陔第,20130114,4.1502,
300345.SZ,綻迻陔第,20130115,4.1688,
300345.SZ,綻迻陔第,20130116,3.9622,
300345.SZ,綻迻陔第,20130117,4.12,
300345.SZ,綻迻陔第,20130118,4.0527,
300345.SZ,綻迻陔第,20130121,4.0086,
300345.SZ,綻迻陔第,20130122,3.7951,
300345.SZ,綻迻陔第,20130123,3.8392,
300345.SZ,綻迻陔第,20130124,3.6349,
300345.SZ,綻迻陔第,20130125,3.6604,
300345.SZ,綻迻陔第,20130128,3.7185,
300345.SZ,綻迻陔第,20130129,3.7161,
300345.SZ,綻迻陔第,20130130,3.6442,
300345.SZ,綻迻陔第,20130131,3.5281,
300345.SZ,綻迻陔第,20130201,3.5537,
300345.SZ,綻迻陔第,20130204,3.5235,
300345.SZ,綻迻陔第,20130205,3.6395,
300345.SZ,綻迻陔第,20130206,3.6372,
300345.SZ,綻迻陔第,20130207,3.7092,
300345.SZ,綻迻陔第,20130208,3.7092,
300345.SZ,綻迻陔第,20130218,3.7301,
