代码,简称,日期,收盘价(元),
002590.SZ,万安科技,20110610,4.0862,
002590.SZ,万安科技,20110613,3.8046,
002590.SZ,万安科技,20110614,3.8157,
002590.SZ,万安科技,20110615,3.8312,
002590.SZ,万安科技,20110616,3.8578,
002590.SZ,万安科技,20110617,3.7425,
002590.SZ,万安科技,20110620,3.7913,
002590.SZ,万安科技,20110621,3.8977,
002590.SZ,万安科技,20110622,3.8024,
002590.SZ,万安科技,20110623,3.9288,
002590.SZ,万安科技,20110624,4.0396,
002590.SZ,万安科技,20110627,4.0973,
002590.SZ,万安科技,20110628,4.0552,
002590.SZ,万安科技,20110629,3.9997,
002590.SZ,万安科技,20110630,4.0308,
002590.SZ,万安科技,20110701,4.1682,
002590.SZ,万安科技,20110704,4.2392,
002590.SZ,万安科技,20110705,4.2458,
002590.SZ,万安科技,20110706,4.5562,
002590.SZ,万安科技,20110707,4.8533,
002590.SZ,万安科技,20110708,4.8334,
002590.SZ,万安科技,20110711,4.911,
002590.SZ,万安科技,20110712,4.8533,
002590.SZ,万安科技,20110713,4.9997,
002590.SZ,万安科技,20110714,5.0329,
002590.SZ,万安科技,20110715,5.0263,
002590.SZ,万安科技,20110718,4.962,
002590.SZ,万安科技,20110719,4.7779,
002590.SZ,万安科技,20110720,4.7935,
002590.SZ,万安科技,20110721,4.7624,
002590.SZ,万安科技,20110722,4.8112,
002590.SZ,万安科技,20110725,4.6338,
002590.SZ,万安科技,20110726,4.585,
002590.SZ,万安科技,20110727,4.9065,
002590.SZ,万安科技,20110728,4.9176,
002590.SZ,万安科技,20110729,4.8289,
002590.SZ,万安科技,20110801,5.0329,
002590.SZ,万安科技,20110802,4.9664,
002590.SZ,万安科技,20110803,4.8445,
002590.SZ,万安科技,20110804,4.7669,
002590.SZ,万安科技,20110805,4.6294,
002590.SZ,万安科技,20110808,4.3256,
002590.SZ,万安科技,20110809,4.319,
002590.SZ,万安科技,20110810,4.3345,
002590.SZ,万安科技,20110811,4.4343,
002590.SZ,万安科技,20110812,4.4653,
002590.SZ,万安科技,20110815,4.5762,
002590.SZ,万安科技,20110816,4.6338,
002590.SZ,万安科技,20110817,4.5629,
002590.SZ,万安科技,20110818,4.4321,
002590.SZ,万安科技,20110819,4.5784,
002590.SZ,万安科技,20110822,4.4498,
002590.SZ,万安科技,20110823,4.605,
002590.SZ,万安科技,20110824,4.6072,
002590.SZ,万安科技,20110825,4.6383,
002590.SZ,万安科技,20110826,4.6937,
002590.SZ,万安科技,20110829,4.7136,
002590.SZ,万安科技,20110830,4.5185,
002590.SZ,万安科技,20110831,4.4454,
002590.SZ,万安科技,20110901,4.3789,
002590.SZ,万安科技,20110902,4.37,
002590.SZ,万安科技,20110905,4.2547,
002590.SZ,万安科技,20110906,4.1882,
002590.SZ,万安科技,20110907,4.2746,
002590.SZ,万安科技,20110908,4.1327,
002590.SZ,万安科技,20110909,4.1327,
002590.SZ,万安科技,20110913,3.8977,
002590.SZ,万安科技,20110914,3.9509,
002590.SZ,万安科技,20110915,3.9509,
002590.SZ,万安科技,20110916,3.9243,
002590.SZ,万安科技,20110919,3.8135,
002590.SZ,万安科技,20110920,3.8224,
002590.SZ,万安科技,20110921,3.9598,
002590.SZ,万安科技,20110922,3.8135,
002590.SZ,万安科技,20110923,3.7847,
002590.SZ,万安科技,20110926,4.0485,
002590.SZ,万安科技,20110927,4.1128,
002590.SZ,万安科技,20110928,3.9332,
002590.SZ,万安科技,20110929,3.8578,
002590.SZ,万安科技,20110930,3.7802,
002590.SZ,万安科技,20111010,3.809,
002590.SZ,万安科技,20111011,3.7514,
002590.SZ,万安科技,20111012,3.8756,
002590.SZ,万安科技,20111013,3.9088,
002590.SZ,万安科技,20111014,3.8778,
002590.SZ,万安科技,20111017,3.9687,
002590.SZ,万安科技,20111018,3.8113,
002590.SZ,万安科技,20111019,3.8844,
002590.SZ,万安科技,20111020,3.7448,
002590.SZ,万安科技,20111021,3.6206,
