´úÂë,¼ò³Æ,ÈÕÆÚ,ÊÕÅÌ¼Û(Ôª),
601018.SH,Äþ²¨¸Û,20100928,3.0811,
601018.SH,Äþ²¨¸Û,20100929,2.9948,
601018.SH,Äþ²¨¸Û,20100930,3.0639,
601018.SH,Äþ²¨¸Û,20101008,3.0984,
601018.SH,Äþ²¨¸Û,20101011,3.2106,
601018.SH,Äþ²¨¸Û,20101012,3.1761,
601018.SH,Äþ²¨¸Û,20101013,3.1847,
601018.SH,Äþ²¨¸Û,20101014,3.2192,
601018.SH,Äþ²¨¸Û,20101015,3.2796,
601018.SH,Äþ²¨¸Û,20101018,3.6076,
601018.SH,Äþ²¨¸Û,20101019,3.4954,
601018.SH,Äþ²¨¸Û,20101020,3.4005,
601018.SH,Äþ²¨¸Û,20101021,3.3487,
601018.SH,Äþ²¨¸Û,20101022,3.3487,
601018.SH,Äþ²¨¸Û,20101025,3.4177,
601018.SH,Äþ²¨¸Û,20101026,3.3659,
601018.SH,Äþ²¨¸Û,20101027,3.3314,
601018.SH,Äþ²¨¸Û,20101028,3.3142,
601018.SH,Äþ²¨¸Û,20101029,3.2796,
601018.SH,Äþ²¨¸Û,20101101,3.3055,
601018.SH,Äþ²¨¸Û,20101102,3.3314,
601018.SH,Äþ²¨¸Û,20101103,3.2883,
601018.SH,Äþ²¨¸Û,20101104,3.3314,
601018.SH,Äþ²¨¸Û,20101105,3.3832,
601018.SH,Äþ²¨¸Û,20101108,3.4005,
601018.SH,Äþ²¨¸Û,20101109,3.3401,
601018.SH,Äþ²¨¸Û,20101110,3.2969,
601018.SH,Äþ²¨¸Û,20101111,3.3142,
601018.SH,Äþ²¨¸Û,20101112,3.1674,
601018.SH,Äþ²¨¸Û,20101115,3.2192,
601018.SH,Äþ²¨¸Û,20101116,3.1329,
601018.SH,Äþ²¨¸Û,20101117,3.1243,
601018.SH,Äþ²¨¸Û,20101118,3.1415,
601018.SH,Äþ²¨¸Û,20101119,3.1588,
601018.SH,Äþ²¨¸Û,20101122,3.1502,
601018.SH,Äþ²¨¸Û,20101123,3.0811,
601018.SH,Äþ²¨¸Û,20101124,3.107,
601018.SH,Äþ²¨¸Û,20101125,3.1329,
601018.SH,Äþ²¨¸Û,20101126,3.0984,
601018.SH,Äþ²¨¸Û,20101129,3.0898,
601018.SH,Äþ²¨¸Û,20101130,3.038,
601018.SH,Äþ²¨¸Û,20101201,3.038,
601018.SH,Äþ²¨¸Û,20101202,3.1157,
601018.SH,Äþ²¨¸Û,20101203,3.0898,
601018.SH,Äþ²¨¸Û,20101206,3.107,
601018.SH,Äþ²¨¸Û,20101207,3.0811,
601018.SH,Äþ²¨¸Û,20101208,3.0639,
601018.SH,Äþ²¨¸Û,20101209,3.038,
601018.SH,Äþ²¨¸Û,20101210,3.0466,
601018.SH,Äþ²¨¸Û,20101213,3.107,
601018.SH,Äþ²¨¸Û,20101214,3.1329,
601018.SH,Äþ²¨¸Û,20101215,3.107,
601018.SH,Äþ²¨¸Û,20101216,3.0898,
601018.SH,Äþ²¨¸Û,20101217,3.0811,
601018.SH,Äþ²¨¸Û,20101220,3.0466,
601018.SH,Äþ²¨¸Û,20101221,3.0725,
601018.SH,Äþ²¨¸Û,20101222,3.0466,
601018.SH,Äþ²¨¸Û,20101223,3.038,
601018.SH,Äþ²¨¸Û,20101224,3.038,
601018.SH,Äþ²¨¸Û,20101227,2.9948,
601018.SH,Äþ²¨¸Û,20101228,2.7618,
601018.SH,Äþ²¨¸Û,20101229,2.7273,
601018.SH,Äþ²¨¸Û,20101230,2.6669,
601018.SH,Äþ²¨¸Û,20101231,2.6928,
601018.SH,Äþ²¨¸Û,20110104,2.7186,
601018.SH,Äþ²¨¸Û,20110105,2.6841,
601018.SH,Äþ²¨¸Û,20110106,2.6669,
601018.SH,Äþ²¨¸Û,20110107,2.6928,
601018.SH,Äþ²¨¸Û,20110110,2.6669,
601018.SH,Äþ²¨¸Û,20110111,2.6928,
601018.SH,Äþ²¨¸Û,20110112,2.6928,
601018.SH,Äþ²¨¸Û,20110113,2.6669,
601018.SH,Äþ²¨¸Û,20110114,2.6582,
601018.SH,Äþ²¨¸Û,20110117,2.5978,
601018.SH,Äþ²¨¸Û,20110118,2.5978,
601018.SH,Äþ²¨¸Û,20110119,2.6323,
601018.SH,Äþ²¨¸Û,20110120,2.5719,
601018.SH,Äþ²¨¸Û,20110121,2.6151,
601018.SH,Äþ²¨¸Û,20110124,2.6237,
601018.SH,Äþ²¨¸Û,20110125,2.6151,
601018.SH,Äþ²¨¸Û,20110126,2.6323,
601018.SH,Äþ²¨¸Û,20110127,2.7186,
601018.SH,Äþ²¨¸Û,20110128,2.6928,
601018.SH,Äþ²¨¸Û,20110131,2.71,
601018.SH,Äþ²¨¸Û,20110201,2.7014,
601018.SH,Äþ²¨¸Û,20110209,2.6841,
601018.SH,Äþ²¨¸Û,20110210,2.7186,
601018.SH,Äþ²¨¸Û,20110211,2.7359,
601018.SH,Äþ²¨¸Û,20110214,2.8222,
601018.SH,Äþ²¨¸Û,20110215,2.8308,
601018.SH,Äþ²¨¸Û,20110216,2.9172,
601018.SH,Äþ²¨¸Û,20110217,2.9344,
601018.SH,Äþ²¨¸Û,20110218,2.8654,
601018.SH,Äþ²¨¸Û,20110221,2.8826,
601018.SH,Äþ²¨¸Û,20110222,2.7704,
601018.SH,Äþ²¨¸Û,20110223,2.7791,
601018.SH,Äþ²¨¸Û,20110224,2.8136,
601018.SH,Äþ²¨¸Û,20110225,2.7963,
601018.SH,Äþ²¨¸Û,20110228,2.8481,
601018.SH,Äþ²¨¸Û,20110301,2.8654,
601018.SH,Äþ²¨¸Û,20110302,3.0293,
601018.SH,Äþ²¨¸Û,20110303,3.0466,
601018.SH,Äþ²¨¸Û,20110304,2.9862,
601018.SH,Äþ²¨¸Û,20110307,2.9862,
601018.SH,Äþ²¨¸Û,20110308,2.9689,
601018.SH,Äþ²¨¸Û,20110309,2.9862,
601018.SH,Äþ²¨¸Û,20110310,2.9603,
601018.SH,Äþ²¨¸Û,20110311,2.9603,
601018.SH,Äþ²¨¸Û,20110314,2.9344,
601018.SH,Äþ²¨¸Û,20110315,2.8654,
601018.SH,Äþ²¨¸Û,20110316,2.8913,
601018.SH,Äþ²¨¸Û,20110317,2.8481,
601018.SH,Äþ²¨¸Û,20110318,2.8567,
601018.SH,Äþ²¨¸Û,20110321,2.8308,
601018.SH,Äþ²¨¸Û,20110322,2.8395,
601018.SH,Äþ²¨¸Û,20110323,2.8567,
601018.SH,Äþ²¨¸Û,20110324,2.8826,
601018.SH,Äþ²¨¸Û,20110325,2.8999,
601018.SH,Äþ²¨¸Û,20110328,2.8999,
601018.SH,Äþ²¨¸Û,20110329,2.8999,
601018.SH,Äþ²¨¸Û,20110330,2.874,
601018.SH,Äþ²¨¸Û,20110331,2.8308,
601018.SH,Äþ²¨¸Û,20110401,2.8567,
601018.SH,Äþ²¨¸Û,20110406,2.8913,
601018.SH,Äþ²¨¸Û,20110407,2.8913,
601018.SH,Äþ²¨¸Û,20110408,2.9085,
601018.SH,Äþ²¨¸Û,20110411,2.8999,
601018.SH,Äþ²¨¸Û,20110412,2.9603,
601018.SH,Äþ²¨¸Û,20110413,2.9948,
601018.SH,Äþ²¨¸Û,20110414,2.9689,
601018.SH,Äþ²¨¸Û,20110415,2.9948,
601018.SH,Äþ²¨¸Û,20110418,3.0035,
601018.SH,Äþ²¨¸Û,20110419,2.943,
601018.SH,Äþ²¨¸Û,20110420,2.9948,
601018.SH,Äþ²¨¸Û,20110421,2.9689,
601018.SH,Äþ²¨¸Û,20110422,3.0035,
601018.SH,Äþ²¨¸Û,20110425,2.943,
601018.SH,Äþ²¨¸Û,20110426,2.8826,
601018.SH,Äþ²¨¸Û,20110427,2.874,
601018.SH,Äþ²¨¸Û,20110428,2.8308,
601018.SH,Äþ²¨¸Û,20110429,2.874,
601018.SH,Äþ²¨¸Û,20110503,2.9258,
601018.SH,Äþ²¨¸Û,20110504,2.8999,
601018.SH,Äþ²¨¸Û,20110505,2.8913,
601018.SH,Äþ²¨¸Û,20110506,2.8913,
601018.SH,Äþ²¨¸Û,20110509,2.8913,
601018.SH,Äþ²¨¸Û,20110510,2.8826,
601018.SH,Äþ²¨¸Û,20110511,2.9085,
601018.SH,Äþ²¨¸Û,20110512,2.874,
601018.SH,Äþ²¨¸Û,20110513,2.8826,
601018.SH,Äþ²¨¸Û,20110516,2.8395,
601018.SH,Äþ²¨¸Û,20110517,2.8567,
601018.SH,Äþ²¨¸Û,20110518,2.8567,
601018.SH,Äþ²¨¸Û,20110519,2.8308,
601018.SH,Äþ²¨¸Û,20110520,2.8222,
601018.SH,Äþ²¨¸Û,20110523,2.7359,
601018.SH,Äþ²¨¸Û,20110524,2.7186,
601018.SH,Äþ²¨¸Û,20110525,2.6841,
601018.SH,Äþ²¨¸Û,20110526,2.6755,
601018.SH,Äþ²¨¸Û,20110527,2.641,
601018.SH,Äþ²¨¸Û,20110530,2.6323,
601018.SH,Äþ²¨¸Û,20110531,2.6669,
601018.SH,Äþ²¨¸Û,20110601,2.6669,
601018.SH,Äþ²¨¸Û,20110602,2.6237,
601018.SH,Äþ²¨¸Û,20110603,2.6582,
601018.SH,Äþ²¨¸Û,20110607,2.6582,
601018.SH,Äþ²¨¸Û,20110608,2.6669,
601018.SH,Äþ²¨¸Û,20110609,2.6323,
601018.SH,Äþ²¨¸Û,20110610,2.6323,
601018.SH,Äþ²¨¸Û,20110613,2.6323,
601018.SH,Äþ²¨¸Û,20110614,2.6669,
601018.SH,Äþ²¨¸Û,20110615,2.6755,
601018.SH,Äþ²¨¸Û,20110616,2.6496,
601018.SH,Äþ²¨¸Û,20110617,2.641,
601018.SH,Äþ²¨¸Û,20110620,2.641,
601018.SH,Äþ²¨¸Û,20110621,2.6669,
601018.SH,Äþ²¨¸Û,20110622,2.6755,
601018.SH,Äþ²¨¸Û,20110623,2.6928,
601018.SH,Äþ²¨¸Û,20110624,2.7273,
601018.SH,Äþ²¨¸Û,20110627,2.7186,
601018.SH,Äþ²¨¸Û,20110628,2.7704,
601018.SH,Äþ²¨¸Û,20110629,2.7273,
601018.SH,Äþ²¨¸Û,20110630,2.7618,
601018.SH,Äþ²¨¸Û,20110701,2.7618,
601018.SH,Äþ²¨¸Û,20110704,2.7966,
601018.SH,Äþ²¨¸Û,20110705,2.8315,
601018.SH,Äþ²¨¸Û,20110706,2.8489,
601018.SH,Äþ²¨¸Û,20110707,2.8315,
601018.SH,Äþ²¨¸Û,20110708,2.8141,
601018.SH,Äþ²¨¸Û,20110711,2.8751,
601018.SH,Äþ²¨¸Û,20110712,2.8141,
601018.SH,Äþ²¨¸Û,20110713,2.8315,
601018.SH,Äþ²¨¸Û,20110714,2.8663,
601018.SH,Äþ²¨¸Û,20110715,2.8402,
601018.SH,Äþ²¨¸Û,20110718,2.8141,
601018.SH,Äþ²¨¸Û,20110719,2.7792,
601018.SH,Äþ²¨¸Û,20110720,2.7792,
601018.SH,Äþ²¨¸Û,20110721,2.7444,
601018.SH,Äþ²¨¸Û,20110722,2.7531,
601018.SH,Äþ²¨¸Û,20110725,2.7095,
601018.SH,Äþ²¨¸Û,20110726,2.7182,
601018.SH,Äþ²¨¸Û,20110727,2.7357,
601018.SH,Äþ²¨¸Û,20110728,2.7095,
601018.SH,Äþ²¨¸Û,20110729,2.7008,
601018.SH,Äþ²¨¸Û,20110801,2.6921,
601018.SH,Äþ²¨¸Û,20110802,2.7095,
601018.SH,Äþ²¨¸Û,20110803,2.6921,
601018.SH,Äþ²¨¸Û,20110804,2.6834,
601018.SH,Äþ²¨¸Û,20110805,2.6573,
601018.SH,Äþ²¨¸Û,20110808,2.5701,
601018.SH,Äþ²¨¸Û,20110809,2.544,
601018.SH,Äþ²¨¸Û,20110810,2.5527,
601018.SH,Äþ²¨¸Û,20110811,2.5963,
601018.SH,Äþ²¨¸Û,20110812,2.6573,
601018.SH,Äþ²¨¸Û,20110815,2.6398,
601018.SH,Äþ²¨¸Û,20110816,2.6224,
601018.SH,Äþ²¨¸Û,20110817,2.6137,
601018.SH,Äþ²¨¸Û,20110818,2.5788,
601018.SH,Äþ²¨¸Û,20110819,2.5614,
601018.SH,Äþ²¨¸Û,20110822,2.5614,
601018.SH,Äþ²¨¸Û,20110823,2.5963,
601018.SH,Äþ²¨¸Û,20110824,2.5788,
601018.SH,Äþ²¨¸Û,20110825,2.6398,
601018.SH,Äþ²¨¸Û,20110826,2.6137,
601018.SH,Äþ²¨¸Û,20110829,2.5876,
601018.SH,Äþ²¨¸Û,20110830,2.5876,
601018.SH,Äþ²¨¸Û,20110831,2.5963,
601018.SH,Äþ²¨¸Û,20110901,2.5788,
601018.SH,Äþ²¨¸Û,20110902,2.5614,
601018.SH,Äþ²¨¸Û,20110905,2.5353,
601018.SH,Äþ²¨¸Û,20110906,2.5353,
601018.SH,Äþ²¨¸Û,20110907,2.5614,
601018.SH,Äþ²¨¸Û,20110908,2.5614,
601018.SH,Äþ²¨¸Û,20110909,2.5701,
601018.SH,Äþ²¨¸Û,20110913,2.5788,
601018.SH,Äþ²¨¸Û,20110914,2.5876,
601018.SH,Äþ²¨¸Û,20110915,2.6485,
601018.SH,Äþ²¨¸Û,20110916,2.6224,
601018.SH,Äþ²¨¸Û,20110919,2.605,
601018.SH,Äþ²¨¸Û,20110920,2.605,
601018.SH,Äþ²¨¸Û,20110921,2.6224,
601018.SH,Äþ²¨¸Û,20110922,2.5701,
601018.SH,Äþ²¨¸Û,20110923,2.5527,
601018.SH,Äþ²¨¸Û,20110926,2.5353,
601018.SH,Äþ²¨¸Û,20110927,2.544,
601018.SH,Äþ²¨¸Û,20110928,2.5179,
601018.SH,Äþ²¨¸Û,20110929,2.5004,
601018.SH,Äþ²¨¸Û,20110930,2.483,
601018.SH,Äþ²¨¸Û,20111010,2.4743,
601018.SH,Äþ²¨¸Û,20111011,2.4743,
601018.SH,Äþ²¨¸Û,20111012,2.5179,
601018.SH,Äþ²¨¸Û,20111013,2.5179,
601018.SH,Äþ²¨¸Û,20111014,2.5179,
601018.SH,Äþ²¨¸Û,20111017,2.5179,
601018.SH,Äþ²¨¸Û,20111018,2.4917,
601018.SH,Äþ²¨¸Û,20111019,2.4917,
601018.SH,Äþ²¨¸Û,20111020,2.4482,
601018.SH,Äþ²¨¸Û,20111021,2.3959,
601018.SH,Äþ²¨¸Û,20111024,2.422,
601018.SH,Äþ²¨¸Û,20111025,2.4307,
601018.SH,Äþ²¨¸Û,20111026,2.4307,
601018.SH,Äþ²¨¸Û,20111027,2.4482,
601018.SH,Äþ²¨¸Û,20111028,2.4656,
601018.SH,Äþ²¨¸Û,20111031,2.4569,
601018.SH,Äþ²¨¸Û,20111101,2.4482,
601018.SH,Äþ²¨¸Û,20111102,2.4656,
601018.SH,Äþ²¨¸Û,20111103,2.483,
601018.SH,Äþ²¨¸Û,20111104,2.4917,
601018.SH,Äþ²¨¸Û,20111107,2.483,
601018.SH,Äþ²¨¸Û,20111108,2.4743,
601018.SH,Äþ²¨¸Û,20111109,2.4743,
601018.SH,Äþ²¨¸Û,20111110,2.4394,
601018.SH,Äþ²¨¸Û,20111111,2.4394,
601018.SH,Äþ²¨¸Û,20111114,2.4656,
601018.SH,Äþ²¨¸Û,20111115,2.4569,
601018.SH,Äþ²¨¸Û,20111116,2.422,
601018.SH,Äþ²¨¸Û,20111117,2.422,
601018.SH,Äþ²¨¸Û,20111118,2.3785,
601018.SH,Äþ²¨¸Û,20111121,2.3872,
601018.SH,Äþ²¨¸Û,20111122,2.3785,
601018.SH,Äþ²¨¸Û,20111123,2.3872,
601018.SH,Äþ²¨¸Û,20111124,2.3785,
601018.SH,Äþ²¨¸Û,20111125,2.3697,
601018.SH,Äþ²¨¸Û,20111128,2.3697,
601018.SH,Äþ²¨¸Û,20111129,2.3872,
601018.SH,Äþ²¨¸Û,20111130,2.3175,
601018.SH,Äþ²¨¸Û,20111201,2.3436,
601018.SH,Äþ²¨¸Û,20111202,2.3262,
601018.SH,Äþ²¨¸Û,20111205,2.2913,
601018.SH,Äþ²¨¸Û,20111206,2.2826,
601018.SH,Äþ²¨¸Û,20111207,2.2826,
601018.SH,Äþ²¨¸Û,20111208,2.2739,
601018.SH,Äþ²¨¸Û,20111209,2.2565,
601018.SH,Äþ²¨¸Û,20111212,2.2391,
601018.SH,Äþ²¨¸Û,20111213,2.2042,
601018.SH,Äþ²¨¸Û,20111214,2.1781,
601018.SH,Äþ²¨¸Û,20111215,2.1345,
601018.SH,Äþ²¨¸Û,20111216,2.2042,
601018.SH,Äþ²¨¸Û,20111219,2.1607,
601018.SH,Äþ²¨¸Û,20111220,2.1519,
601018.SH,Äþ²¨¸Û,20111221,2.1519,
601018.SH,Äþ²¨¸Û,20111222,2.1345,
601018.SH,Äþ²¨¸Û,20111223,2.1345,
601018.SH,Äþ²¨¸Û,20111226,2.1345,
601018.SH,Äþ²¨¸Û,20111227,2.1084,
601018.SH,Äþ²¨¸Û,20111228,2.0822,
601018.SH,Äþ²¨¸Û,20111229,2.0648,
601018.SH,Äþ²¨¸Û,20111230,2.0822,
601018.SH,Äþ²¨¸Û,20120104,2.0735,
601018.SH,Äþ²¨¸Û,20120105,2.0561,
601018.SH,Äþ²¨¸Û,20120106,2.0561,
601018.SH,Äþ²¨¸Û,20120109,2.1084,
601018.SH,Äþ²¨¸Û,20120110,2.1607,
601018.SH,Äþ²¨¸Û,20120111,2.1607,
601018.SH,Äþ²¨¸Û,20120112,2.1519,
601018.SH,Äþ²¨¸Û,20120113,2.1084,
601018.SH,Äþ²¨¸Û,20120116,2.0997,
601018.SH,Äþ²¨¸Û,20120117,2.1868,
601018.SH,Äþ²¨¸Û,20120118,2.1607,
601018.SH,Äþ²¨¸Û,20120119,2.1781,
601018.SH,Äþ²¨¸Û,20120120,2.1955,
601018.SH,Äþ²¨¸Û,20120130,2.1607,
601018.SH,Äþ²¨¸Û,20120131,2.1607,
601018.SH,Äþ²¨¸Û,20120201,2.1607,
601018.SH,Äþ²¨¸Û,20120202,2.1868,
601018.SH,Äþ²¨¸Û,20120203,2.1955,
