測鎢,潠備,�梪�,彶攫歎(啋),
600983.SH,需奧ひ,20040727,2.015,
600983.SH,需奧ひ,20040728,2.1347,
600983.SH,需奧ひ,20040729,2.1264,
600983.SH,需奧ひ,20040730,2.0521,
600983.SH,需奧ひ,20040802,2.0439,
600983.SH,需奧ひ,20040803,2.0521,
600983.SH,需奧ひ,20040804,2.1553,
600983.SH,需奧ひ,20040805,2.0893,
600983.SH,需奧ひ,20040806,2.081,
600983.SH,需奧ひ,20040809,2.0604,
600983.SH,需奧ひ,20040810,2.0769,
600983.SH,需奧ひ,20040811,2.0108,
600983.SH,需奧ひ,20040812,1.9489,
600983.SH,需奧ひ,20040813,1.9406,
600983.SH,需奧ひ,20040816,1.8126,
600983.SH,需奧ひ,20040817,1.8333,
600983.SH,需奧ひ,20040818,1.759,
600983.SH,需奧ひ,20040819,1.7631,
600983.SH,需奧ひ,20040820,1.792,
600983.SH,需奧ひ,20040823,1.7713,
600983.SH,需奧ひ,20040824,1.8085,
600983.SH,需奧ひ,20040825,1.792,
600983.SH,需奧ひ,20040826,1.7548,
600983.SH,需奧ひ,20040827,1.7342,
600983.SH,需奧ひ,20040830,1.759,
600983.SH,需奧ひ,20040831,1.8209,
600983.SH,需奧ひ,20040901,1.7879,
600983.SH,需奧ひ,20040902,1.8333,
600983.SH,需奧ひ,20040903,1.8209,
600983.SH,需奧ひ,20040906,1.8168,
600983.SH,需奧ひ,20040907,1.8704,
600983.SH,需奧ひ,20040908,1.8457,
600983.SH,需奧ひ,20040909,1.8126,
600983.SH,需奧ひ,20040910,1.8209,
600983.SH,需奧ひ,20040913,1.7713,
600983.SH,需奧ひ,20040914,1.8498,
600983.SH,需奧ひ,20040915,1.9324,
600983.SH,需奧ひ,20040916,1.9571,
600983.SH,需奧ひ,20040917,1.9984,
600983.SH,需奧ひ,20040920,2.0645,
600983.SH,需奧ひ,20040921,2.0067,
600983.SH,需奧ひ,20040922,1.9861,
600983.SH,需奧ひ,20040923,2.0232,
600983.SH,需奧ひ,20040924,1.92,
600983.SH,需奧ひ,20040927,1.887,
600983.SH,需奧ひ,20040928,1.9076,
600983.SH,需奧ひ,20040929,1.8828,
600983.SH,需奧ひ,20040930,1.8415,
600983.SH,需奧ひ,20041008,1.8993,
600983.SH,需奧ひ,20041011,1.8787,
600983.SH,需奧ひ,20041012,1.8209,
600983.SH,需奧ひ,20041013,1.8333,
600983.SH,需奧ひ,20041014,1.7259,
600983.SH,需奧ひ,20041015,1.7383,
600983.SH,需奧ひ,20041018,1.759,
600983.SH,需奧ひ,20041019,1.7424,
600983.SH,需奧ひ,20041020,1.6929,
600983.SH,需奧ひ,20041021,1.5608,
600983.SH,需奧ひ,20041022,1.6062,
600983.SH,需奧ひ,20041025,1.5484,
600983.SH,需奧ひ,20041026,1.5897,
600983.SH,需奧ひ,20041027,1.6227,
600983.SH,需奧ひ,20041028,1.6433,
600983.SH,需奧ひ,20041029,1.6516,
600983.SH,需奧ひ,20041101,1.6516,
600983.SH,需奧ひ,20041102,1.6764,
600983.SH,需奧ひ,20041103,1.7342,
600983.SH,需奧ひ,20041104,1.6722,
600983.SH,需奧ひ,20041105,1.6805,
600983.SH,需奧ひ,20041108,1.6433,
600983.SH,需奧ひ,20041109,1.6557,
600983.SH,需奧ひ,20041110,1.7218,
600983.SH,需奧ひ,20041111,1.7094,
600983.SH,需奧ひ,20041112,1.7301,
600983.SH,需奧ひ,20041115,1.7507,
600983.SH,需奧ひ,20041116,1.7301,
600983.SH,需奧ひ,20041117,1.697,
600983.SH,需奧ひ,20041118,1.7218,
600983.SH,需奧ひ,20041119,1.7548,
600983.SH,需奧ひ,20041122,1.7879,
600983.SH,需奧ひ,20041123,1.7672,
600983.SH,需奧ひ,20041124,1.759,
600983.SH,需奧ひ,20041125,1.7548,
600983.SH,需奧ひ,20041126,1.7548,
600983.SH,需奧ひ,20041129,1.697,
600983.SH,需奧ひ,20041130,1.7094,
600983.SH,需奧ひ,20041201,1.6929,
600983.SH,需奧ひ,20041202,1.7177,
600983.SH,需奧ひ,20041203,1.7301,
600983.SH,需奧ひ,20041206,1.7424,
600983.SH,需奧ひ,20041207,1.7053,
600983.SH,需奧ひ,20041208,1.7383,
600983.SH,需奧ひ,20041209,1.7466,
600983.SH,需奧ひ,20041210,1.697,
600983.SH,需奧ひ,20041213,1.6805,
600983.SH,需奧ひ,20041214,1.6846,
600983.SH,需奧ひ,20041215,1.6846,
600983.SH,需奧ひ,20041216,1.6433,
600983.SH,需奧ひ,20041217,1.6021,
600983.SH,需奧ひ,20041220,1.5938,
600983.SH,需奧ひ,20041221,1.6062,
600983.SH,需奧ひ,20041222,1.6557,
600983.SH,需奧ひ,20041223,1.6103,
600983.SH,需奧ひ,20041224,1.6227,
600983.SH,需奧ひ,20041227,1.6144,
600983.SH,需奧ひ,20041228,1.5938,
600983.SH,需奧ひ,20041229,1.5814,
600983.SH,需奧ひ,20041230,1.569,
600983.SH,需奧ひ,20041231,1.5442,
600983.SH,需奧ひ,20050104,1.5153,
600983.SH,需奧ひ,20050105,1.5608,
600983.SH,需奧ひ,20050106,1.5484,
600983.SH,需奧ひ,20050107,1.5649,
600983.SH,需奧ひ,20050110,1.5938,
600983.SH,需奧ひ,20050111,1.6062,
600983.SH,需奧ひ,20050112,1.6062,
600983.SH,需奧ひ,20050113,1.5979,
600983.SH,需奧ひ,20050114,1.5649,
600983.SH,需奧ひ,20050117,1.5401,
600983.SH,需奧ひ,20050118,1.569,
600983.SH,需奧ひ,20050119,1.5649,
600983.SH,需奧ひ,20050120,1.536,
600983.SH,需奧ひ,20050121,1.5814,
600983.SH,需奧ひ,20050124,1.6144,
600983.SH,需奧ひ,20050125,1.5979,
600983.SH,需奧ひ,20050126,1.5855,
600983.SH,需奧ひ,20050127,1.5484,
600983.SH,需奧ひ,20050128,1.5484,
600983.SH,需奧ひ,20050131,1.503,
600983.SH,需奧ひ,20050201,1.4699,
600983.SH,需奧ひ,20050202,1.5525,
600983.SH,需奧ひ,20050203,1.5277,
600983.SH,需奧ひ,20050204,1.5608,
600983.SH,需奧ひ,20050216,1.5649,
600983.SH,需奧ひ,20050217,1.569,
600983.SH,需奧ひ,20050218,1.5401,
600983.SH,需奧ひ,20050221,1.5649,
600983.SH,需奧ひ,20050222,1.6186,
600983.SH,需奧ひ,20050223,1.6144,
600983.SH,需奧ひ,20050224,1.6268,
600983.SH,需奧ひ,20050225,1.6021,
600983.SH,需奧ひ,20050228,1.5814,
600983.SH,需奧ひ,20050301,1.5897,
600983.SH,需奧ひ,20050302,1.5525,
600983.SH,需奧ひ,20050303,1.5608,
600983.SH,需奧ひ,20050304,1.569,
600983.SH,需奧ひ,20050307,1.5649,
600983.SH,需奧ひ,20050308,1.6021,
600983.SH,需奧ひ,20050309,1.6021,
600983.SH,需奧ひ,20050310,1.536,
600983.SH,需奧ひ,20050311,1.5484,
600983.SH,需奧ひ,20050314,1.5277,
600983.SH,需奧ひ,20050315,1.503,
600983.SH,需奧ひ,20050316,1.4988,
600983.SH,需奧ひ,20050317,1.5112,
600983.SH,需奧ひ,20050318,1.4988,
600983.SH,需奧ひ,20050321,1.5112,
600983.SH,需奧ひ,20050322,1.3956,
600983.SH,需奧ひ,20050323,1.3832,
600983.SH,需奧ひ,20050324,1.4039,
600983.SH,需奧ひ,20050325,1.4121,
600983.SH,需奧ひ,20050328,1.4121,
600983.SH,需奧ひ,20050329,1.3873,
600983.SH,需奧ひ,20050330,1.313,
600983.SH,需奧ひ,20050331,1.3254,
600983.SH,需奧ひ,20050401,1.3667,
600983.SH,需奧ひ,20050404,1.3172,
600983.SH,需奧ひ,20050405,1.3089,
600983.SH,需奧ひ,20050406,1.3254,
