¥˙¬Î,ºÚ≥∆,»’∆⁄, ’≈Ãº€(‘™),
000908.SZ,æ∞∑Â“Ω“©,19990203,2.9052,
000908.SZ,æ∞∑Â“Ω“©,19990204,2.7528,
000908.SZ,æ∞∑Â“Ω“©,19990205,2.9265,
000908.SZ,æ∞∑Â“Ω“©,19990208,2.8166,
000908.SZ,æ∞∑Â“Ω“©,19990209,2.8946,
000908.SZ,æ∞∑Â“Ω“©,19990301,2.9052,
000908.SZ,æ∞∑Â“Ω“©,19990302,3.0894,
000908.SZ,æ∞∑Â“Ω“©,19990303,3.0894,
000908.SZ,æ∞∑Â“Ω“©,19990304,3.1142,
000908.SZ,æ∞∑Â“Ω“©,19990305,3.0186,
000908.SZ,æ∞∑Â“Ω“©,19990308,3.2382,
000908.SZ,æ∞∑Â“Ω“©,19990309,3.1745,
000908.SZ,æ∞∑Â“Ω“©,19990310,3.2063,
000908.SZ,æ∞∑Â“Ω“©,19990311,3.3516,
000908.SZ,æ∞∑Â“Ω“©,19990312,3.2949,
000908.SZ,æ∞∑Â“Ω“©,19990315,3.2595,
000908.SZ,æ∞∑Â“Ω“©,19990316,3.2701,
000908.SZ,æ∞∑Â“Ω“©,19990317,3.1532,
000908.SZ,æ∞∑Â“Ω“©,19990318,3.1071,
000908.SZ,æ∞∑Â“Ω“©,19990319,3.2311,
000908.SZ,æ∞∑Â“Ω“©,19990322,3.2311,
000908.SZ,æ∞∑Â“Ω“©,19990323,3.1355,
000908.SZ,æ∞∑Â“Ω“©,19990324,3.2666,
000908.SZ,æ∞∑Â“Ω“©,19990325,3.3445,
000908.SZ,æ∞∑Â“Ω“©,19990326,3.3303,
000908.SZ,æ∞∑Â“Ω“©,19990329,3.4791,
000908.SZ,æ∞∑Â“Ω“©,19990330,3.4012,
000908.SZ,æ∞∑Â“Ω“©,19990331,3.4473,
000908.SZ,æ∞∑Â“Ω“©,19990401,3.5004,
000908.SZ,æ∞∑Â“Ω“©,19990402,3.5039,
000908.SZ,æ∞∑Â“Ω“©,19990405,3.4898,
000908.SZ,æ∞∑Â“Ω“©,19990406,3.5606,
000908.SZ,æ∞∑Â“Ω“©,19990407,3.4579,
000908.SZ,æ∞∑Â“Ω“©,19990408,3.4791,
000908.SZ,æ∞∑Â“Ω“©,19990409,3.4047,
000908.SZ,æ∞∑Â“Ω“©,19990412,3.2559,
000908.SZ,æ∞∑Â“Ω“©,19990413,3.2807,
000908.SZ,æ∞∑Â“Ω“©,19990414,3.3162,
000908.SZ,æ∞∑Â“Ω“©,19990415,3.3126,
000908.SZ,æ∞∑Â“Ω“©,19990416,3.2595,
000908.SZ,æ∞∑Â“Ω“©,19990419,3.263,
000908.SZ,æ∞∑Â“Ω“©,19990420,3.1709,
000908.SZ,æ∞∑Â“Ω“©,19990421,3.1071,
000908.SZ,æ∞∑Â“Ω“©,19990422,3.0434,
000908.SZ,æ∞∑Â“Ω“©,19990423,3.1426,
000908.SZ,æ∞∑Â“Ω“©,19990426,2.9938,
000908.SZ,æ∞∑Â“Ω“©,19990427,2.9938,
000908.SZ,æ∞∑Â“Ω“©,19990428,3.0611,
000908.SZ,æ∞∑Â“Ω“©,19990429,3.1213,
000908.SZ,æ∞∑Â“Ω“©,19990430,3.1213,
000908.SZ,æ∞∑Â“Ω“©,19990504,3.0186,
000908.SZ,æ∞∑Â“Ω“©,19990505,3.0469,
000908.SZ,æ∞∑Â“Ω“©,19990506,3.1071,
000908.SZ,æ∞∑Â“Ω“©,19990507,3.0611,
000908.SZ,æ∞∑Â“Ω“©,19990510,2.8698,
000908.SZ,æ∞∑Â“Ω“©,19990511,2.9265,
000908.SZ,æ∞∑Â“Ω“©,19990512,2.891,
000908.SZ,æ∞∑Â“Ω“©,19990513,2.9229,
000908.SZ,æ∞∑Â“Ω“©,19990514,2.9335,
000908.SZ,æ∞∑Â“Ω“©,19990517,2.9654,
000908.SZ,æ∞∑Â“Ω“©,19990518,2.9583,
000908.SZ,æ∞∑Â“Ω“©,19990519,3.1107,
000908.SZ,æ∞∑Â“Ω“©,19990520,3.2028,
000908.SZ,æ∞∑Â“Ω“©,19990521,3.2028,
000908.SZ,æ∞∑Â“Ω“©,19990524,3.2418,
000908.SZ,æ∞∑Â“Ω“©,19990525,3.2028,
000908.SZ,æ∞∑Â“Ω“©,19990526,3.2241,
000908.SZ,æ∞∑Â“Ω“©,19990527,3.3162,
000908.SZ,æ∞∑Â“Ω“©,19990528,3.2418,
000908.SZ,æ∞∑Â“Ω“©,19990531,3.5075,
000908.SZ,æ∞∑Â“Ω“©,19990601,3.5925,
000908.SZ,æ∞∑Â“Ω“©,19990602,3.798,
000908.SZ,æ∞∑Â“Ω“©,19990603,3.5217,
000908.SZ,æ∞∑Â“Ω“©,19990604,3.4933,
000908.SZ,æ∞∑Â“Ω“©,19990607,3.7555,
000908.SZ,æ∞∑Â“Ω“©,19990608,3.7272,
000908.SZ,æ∞∑Â“Ω“©,19990609,3.6634,
000908.SZ,æ∞∑Â“Ω“©,19990610,3.6634,
000908.SZ,æ∞∑Â“Ω“©,19990611,3.5713,
000908.SZ,æ∞∑Â“Ω“©,19990614,3.6917,
000908.SZ,æ∞∑Â“Ω“©,19990615,3.4473,
000908.SZ,æ∞∑Â“Ω“©,19990616,3.5996,
000908.SZ,æ∞∑Â“Ω“©,19990617,3.8051,
000908.SZ,æ∞∑Â“Ω“©,19990618,3.9326,
000908.SZ,æ∞∑Â“Ω“©,19990621,3.9929,
000908.SZ,æ∞∑Â“Ω“©,19990622,3.9043,
000908.SZ,æ∞∑Â“Ω“©,19990623,3.9964,
000908.SZ,æ∞∑Â“Ω“©,19990624,4.007,
000908.SZ,æ∞∑Â“Ω“©,19990625,3.8972,
000908.SZ,æ∞∑Â“Ω“©,19990628,4.2869,
000908.SZ,æ∞∑Â“Ω“©,19990629,4.4251,
000908.SZ,æ∞∑Â“Ω“©,19990630,4.4393,
000908.SZ,æ∞∑Â“Ω“©,19990701,4.0354,
000908.SZ,æ∞∑Â“Ω“©,19990702,4.2161,
000908.SZ,æ∞∑Â“Ω“©,19990705,4.209,
000908.SZ,æ∞∑Â“Ω“©,19990706,3.8441,
000908.SZ,æ∞∑Â“Ω“©,19990707,3.9185,
000908.SZ,æ∞∑Â“Ω“©,19990708,3.9362,
000908.SZ,æ∞∑Â“Ω“©,19990709,4.0035,
000908.SZ,æ∞∑Â“Ω“©,19990712,4.2054,
000908.SZ,æ∞∑Â“Ω“©,19990713,4.0637,
000908.SZ,æ∞∑Â“Ω“©,19990714,4.1381,
000908.SZ,æ∞∑Â“Ω“©,19990715,4.2161,
000908.SZ,æ∞∑Â“Ω“©,19990716,4.0141,
000908.SZ,æ∞∑Â“Ω“©,19990719,3.7272,
000908.SZ,æ∞∑Â“Ω“©,19990720,4.0141,
000908.SZ,æ∞∑Â“Ω“©,19990721,3.9858,
000908.SZ,æ∞∑Â“Ω“©,19990722,3.8618,
000908.SZ,æ∞∑Â“Ω“©,19990723,3.8512,
000908.SZ,æ∞∑Â“Ω“©,19990726,4.0035,
000908.SZ,æ∞∑Â“Ω“©,19990727,3.9964,
000908.SZ,æ∞∑Â“Ω“©,19990728,3.9787,
000908.SZ,æ∞∑Â“Ω“©,19990729,3.8901,
000908.SZ,æ∞∑Â“Ω“©,19990730,4.0106,
000908.SZ,æ∞∑Â“Ω“©,19990802,3.9256,
000908.SZ,æ∞∑Â“Ω“©,19990803,4.1417,
000908.SZ,æ∞∑Â“Ω“©,19990804,4.3507,
000908.SZ,æ∞∑Â“Ω“©,19990805,4.3861,
000908.SZ,æ∞∑Â“Ω“©,19990806,4.4074,
000908.SZ,æ∞∑Â“Ω“©,19990809,4.3117,
000908.SZ,æ∞∑Â“Ω“©,19990810,4.1984,
000908.SZ,æ∞∑Â“Ω“©,19990811,4.1062,
