´תÂכ,¼ע³Æ,ÈÕÆÚ,ÊÕÅÌ¼Û(Ô×),
300460.SZ,»ÝÂ×¾§Ìו,20170927,17.01,
300460.SZ,»ÝÂ×¾§Ìו,20170928,16.86,
300460.SZ,»ÝÂ×¾§Ìו,20170929,17.35,
300460.SZ,»ÝÂ×¾§Ìו,20171009,17.5,
300460.SZ,»ÝÂ×¾§Ìו,20171010,17.6,
300460.SZ,»ÝÂ×¾§Ìו,20171011,16.95,
300460.SZ,»ÝÂ×¾§Ìו,20171012,17.96,
300460.SZ,»ÝÂ×¾§Ìו,20171013,17.63,
300460.SZ,»ÝÂ×¾§Ìו,20171016,16.88,
300460.SZ,»ÝÂ×¾§Ìו,20171017,16.82,
300460.SZ,»ÝÂ×¾§Ìו,20171018,16.42,
300460.SZ,»ÝÂ×¾§Ìו,20171019,16.38,
300460.SZ,»ÝÂ×¾§Ìו,20171020,16.61,
300460.SZ,»ÝÂ×¾§Ìו,20171023,16.72,
300460.SZ,»ÝÂ×¾§Ìו,20171024,16.38,
300460.SZ,»ÝÂ×¾§Ìו,20171025,16.53,
300460.SZ,»ÝÂ×¾§Ìו,20171026,16.62,
300460.SZ,»ÝÂ×¾§Ìו,20171027,16.72,
300460.SZ,»ÝÂ×¾§Ìו,20171030,15.4,
300460.SZ,»ÝÂ×¾§Ìו,20171031,15.76,
300460.SZ,»ÝÂ×¾§Ìו,20171101,15.77,
300460.SZ,»ÝÂ×¾§Ìו,20171102,15.14,
300460.SZ,»ÝÂ×¾§Ìו,20171103,15.21,
300460.SZ,»ÝÂ×¾§Ìו,20171106,15.47,
300460.SZ,»ÝÂ×¾§Ìו,20171107,15.5,
300460.SZ,»ÝÂ×¾§Ìו,20171108,15.52,
300460.SZ,»ÝÂ×¾§Ìו,20171109,15.75,
300460.SZ,»ÝÂ×¾§Ìו,20171110,15.91,
300460.SZ,»ÝÂ×¾§Ìו,20171113,16.25,
300460.SZ,»ÝÂ×¾§Ìו,20171114,15.91,
300460.SZ,»ÝÂ×¾§Ìו,20171115,15.62,
300460.SZ,»ÝÂ×¾§Ìו,20171116,15.41,
300460.SZ,»ÝÂ×¾§Ìו,20171117,14.54,
300460.SZ,»ÝÂ×¾§Ìו,20171120,14.47,
300460.SZ,»ÝÂ×¾§Ìו,20171121,14.22,
300460.SZ,»ÝÂ×¾§Ìו,20171122,14.35,
300460.SZ,»ÝÂ×¾§Ìו,20171123,14.2,
300460.SZ,»ÝÂ×¾§Ìו,20171124,14.06,
300460.SZ,»ÝÂ×¾§Ìו,20171127,13.69,
300460.SZ,»ÝÂ×¾§Ìו,20171128,13.94,
300460.SZ,»ÝÂ×¾§Ìו,20171129,13.81,
300460.SZ,»ÝÂ×¾§Ìו,20171130,13.87,
300460.SZ,»ÝÂ×¾§Ìו,20171201,14.18,
300460.SZ,»ÝÂ×¾§Ìו,20171204,13.79,
300460.SZ,»ÝÂ×¾§Ìו,20171205,13.11,
300460.SZ,»ÝÂ×¾§Ìו,20171206,13.4,
300460.SZ,»ÝÂ×¾§Ìו,20171207,13.4,
300460.SZ,»ÝÂ×¾§Ìו,20171208,13.8,
300460.SZ,»ÝÂ×¾§Ìו,20171211,13.89,
300460.SZ,»ÝÂ×¾§Ìו,20171212,13.58,
300460.SZ,»ÝÂ×¾§Ìו,20171213,13.61,
300460.SZ,»ÝÂ×¾§Ìו,20171214,13.65,
300460.SZ,»ÝÂ×¾§Ìו,20171215,13.51,
300460.SZ,»ÝÂ×¾§Ìו,20171218,13.16,
300460.SZ,»ÝÂ×¾§Ìו,20171219,13.46,
300460.SZ,»ÝÂ×¾§Ìו,20171220,13.2,
300460.SZ,»ÝÂ×¾§Ìו,20171221,13.13,
300460.SZ,»ÝÂ×¾§Ìו,20171222,13.07,
300460.SZ,»ÝÂ×¾§Ìו,20171225,12.65,
300460.SZ,»ÝÂ×¾§Ìו,20171226,12.94,
300460.SZ,»ÝÂ×¾§Ìו,20171227,12.92,
300460.SZ,»ÝÂ×¾§Ìו,20171228,13.02,
300460.SZ,»ÝÂ×¾§Ìו,20171229,13.29,
300460.SZ,»ÝÂ×¾§Ìו,20180102,13.2,
300460.SZ,»ÝÂ×¾§Ìו,20180103,13.27,
300460.SZ,»ÝÂ×¾§Ìו,20180104,13.31,
300460.SZ,»ÝÂ×¾§Ìו,20180105,13.95,
300460.SZ,»ÝÂ×¾§Ìו,20180108,13.5,
300460.SZ,»ÝÂ×¾§Ìו,20180109,13.51,
300460.SZ,»ÝÂ×¾§Ìו,20180110,13.12,
300460.SZ,»ÝÂ×¾§Ìו,20180111,13.26,
300460.SZ,»ÝÂ×¾§Ìו,20180112,13.31,
300460.SZ,»ÝÂ×¾§Ìו,20180115,12.86,
300460.SZ,»ÝÂ×¾§Ìו,20180116,12.89,
300460.SZ,»ÝÂ×¾§Ìו,20180117,13.13,
300460.SZ,»ÝÂ×¾§Ìו,20180118,13.15,
300460.SZ,»ÝÂ×¾§Ìו,20180119,13.16,
300460.SZ,»ÝÂ×¾§Ìו,20180122,13.23,
300460.SZ,»ÝÂ×¾§Ìו,20180123,13.15,
300460.SZ,»ÝÂ×¾§Ìו,20180124,13.34,
300460.SZ,»ÝÂ×¾§Ìו,20180125,13.29,
300460.SZ,»ÝÂ×¾§Ìו,20180126,13.18,
300460.SZ,»ÝÂ×¾§Ìו,20180129,12.72,
300460.SZ,»ÝÂ×¾§Ìו,20180130,12.77,
300460.SZ,»ÝÂ×¾§Ìו,20180131,12.05,
300460.SZ,»ÝÂ×¾§Ìו,20180201,11.2,
300460.SZ,»ÝÂ×¾§Ìו,20180202,11.29,
300460.SZ,»ÝÂ×¾§Ìו,20180205,10.97,
300460.SZ,»ÝÂ×¾§Ìו,20180206,10.01,
300460.SZ,»ÝÂ×¾§Ìו,20180207,10.28,
300460.SZ,»ÝÂ×¾§Ìו,20180208,10.45,
300460.SZ,»ÝÂ×¾§Ìו,20180209,10.2,
300460.SZ,»ÝÂ×¾§Ìו,20180212,10.48,
300460.SZ,»ÝÂ×¾§Ìו,20180213,10.4,
300460.SZ,»ÝÂ×¾§Ìו,20180214,10.44,
300460.SZ,»ÝÂ×¾§Ìו,20180222,10.6,
300460.SZ,»ÝÂ×¾§Ìו,20180223,10.65,
300460.SZ,»ÝÂ×¾§Ìו,20180226,10.9,
300460.SZ,»ÝÂ×¾§Ìו,20180227,10.9,
300460.SZ,»ÝÂ×¾§Ìו,20180228,11.01,
300460.SZ,»ÝÂ×¾§Ìו,20180301,11.43,
300460.SZ,»ÝÂ×¾§Ìו,20180302,11.3,
300460.SZ,»ÝÂ×¾§Ìו,20180305,11.45,
300460.SZ,»ÝÂ×¾§Ìו,20180306,11.5,
300460.SZ,»ÝÂ×¾§Ìו,20180307,11.25,
300460.SZ,»ÝÂ×¾§Ìו,20180308,11.59,
300460.SZ,»ÝÂ×¾§Ìו,20180309,11.8,
300460.SZ,»ÝÂ×¾§Ìו,20180312,11.94,
300460.SZ,»ÝÂ×¾§Ìו,20180313,12.12,
300460.SZ,»ÝÂ×¾§Ìו,20180314,11.7,
300460.SZ,»ÝÂ×¾§Ìו,20180315,11.61,
300460.SZ,»ÝÂ×¾§Ìו,20180316,11.58,
300460.SZ,»ÝÂ×¾§Ìו,20180319,11.72,
300460.SZ,»ÝÂ×¾§Ìו,20180320,11.84,
300460.SZ,»ÝÂ×¾§Ìו,20180321,11.69,
300460.SZ,»ÝÂ×¾§Ìו,20180322,12.18,
300460.SZ,»ÝÂ×¾§Ìו,20180323,11.07,
300460.SZ,»ÝÂ×¾§Ìו,20180326,11.13,
