����,���,����,���̼�(Ԫ),
600567.SH,ɽӥֽҵ,20021030,2.3849,
600567.SH,ɽӥֽҵ,20021031,2.4032,
600567.SH,ɽӥֽҵ,20021101,2.4032,
600567.SH,ɽӥֽҵ,20021104,2.445,
600567.SH,ɽӥֽҵ,20021105,2.4919,
600567.SH,ɽӥֽҵ,20021106,2.4684,
600567.SH,ɽӥֽҵ,20021107,2.4528,
600567.SH,ɽӥֽҵ,20021108,2.3667,
600567.SH,ɽӥֽҵ,20021111,2.3406,
600567.SH,ɽӥֽҵ,20021112,2.2414,
600567.SH,ɽӥֽҵ,20021113,2.2519,
600567.SH,ɽӥֽҵ,20021114,2.184,
600567.SH,ɽӥֽҵ,20021115,2.1919,
600567.SH,ɽӥֽҵ,20021118,2.1919,
600567.SH,ɽӥֽҵ,20021119,2.2806,
600567.SH,ɽӥֽҵ,20021120,2.2049,
600567.SH,ɽӥֽҵ,20021121,2.1084,
600567.SH,ɽӥֽҵ,20021122,2.2127,
600567.SH,ɽӥֽҵ,20021125,2.2414,
600567.SH,ɽӥֽҵ,20021126,2.1501,
600567.SH,ɽӥֽҵ,20021127,2.1997,
600567.SH,ɽӥֽҵ,20021128,2.2701,
600567.SH,ɽӥֽҵ,20021129,2.2936,
600567.SH,ɽӥֽҵ,20021202,2.231,
600567.SH,ɽӥֽҵ,20021203,2.338,
600567.SH,ɽӥֽҵ,20021204,2.3171,
600567.SH,ɽӥֽҵ,20021205,2.3275,
600567.SH,ɽӥֽҵ,20021206,2.2884,
600567.SH,ɽӥֽҵ,20021209,2.2727,
600567.SH,ɽӥֽҵ,20021210,2.1971,
600567.SH,ɽӥֽҵ,20021211,2.2258,
600567.SH,ɽӥֽҵ,20021212,2.2362,
600567.SH,ɽӥֽҵ,20021213,2.3014,
600567.SH,ɽӥֽҵ,20021216,2.3171,
600567.SH,ɽӥֽҵ,20021217,2.3223,
600567.SH,ɽӥֽҵ,20021218,2.291,
600567.SH,ɽӥֽҵ,20021219,2.3275,
600567.SH,ɽӥֽҵ,20021220,2.3484,
600567.SH,ɽӥֽҵ,20021223,2.3301,
600567.SH,ɽӥֽҵ,20021224,2.3301,
600567.SH,ɽӥֽҵ,20021225,2.3119,
600567.SH,ɽӥֽҵ,20021226,2.1892,
600567.SH,ɽӥֽҵ,20021227,2.1788,
600567.SH,ɽӥֽҵ,20021230,2.1266,
600567.SH,ɽӥֽҵ,20021231,2.0979,
600567.SH,ɽӥֽҵ,20030102,2.0509,
600567.SH,ɽӥֽҵ,20030103,2.0353,
600567.SH,ɽӥֽҵ,20030106,2.0875,
600567.SH,ɽӥֽҵ,20030107,2.0614,
600567.SH,ɽӥֽҵ,20030108,2.1553,
600567.SH,ɽӥֽҵ,20030109,2.1866,
600567.SH,ɽӥֽҵ,20030110,2.1553,
600567.SH,ɽӥֽҵ,20030113,2.1579,
600567.SH,ɽӥֽҵ,20030114,2.2675,
600567.SH,ɽӥֽҵ,20030115,2.338,
600567.SH,ɽӥֽҵ,20030116,2.3615,
600567.SH,ɽӥֽҵ,20030117,2.3093,
600567.SH,ɽӥֽҵ,20030120,2.3145,
600567.SH,ɽӥֽҵ,20030121,2.244,
600567.SH,ɽӥֽҵ,20030122,2.2466,
600567.SH,ɽӥֽҵ,20030123,2.2049,
600567.SH,ɽӥֽҵ,20030124,2.2571,
600567.SH,ɽӥֽҵ,20030127,2.2832,
600567.SH,ɽӥֽҵ,20030128,2.278,
600567.SH,ɽӥֽҵ,20030129,2.2988,
600567.SH,ɽӥֽҵ,20030210,2.2493,
600567.SH,ɽӥֽҵ,20030211,2.2493,
600567.SH,ɽӥֽҵ,20030212,2.3354,
600567.SH,ɽӥֽҵ,20030213,2.3067,
600567.SH,ɽӥֽҵ,20030214,2.3562,
600567.SH,ɽӥֽҵ,20030217,2.3275,
600567.SH,ɽӥֽҵ,20030218,2.3745,
600567.SH,ɽӥֽҵ,20030219,2.3797,
600567.SH,ɽӥֽҵ,20030220,2.3641,
600567.SH,ɽӥֽҵ,20030221,2.2753,
600567.SH,ɽӥֽҵ,20030224,2.2727,
600567.SH,ɽӥֽҵ,20030225,2.3249,
600567.SH,ɽӥֽҵ,20030226,2.3406,
600567.SH,ɽӥֽҵ,20030227,2.3823,
600567.SH,ɽӥֽҵ,20030228,2.3719,
600567.SH,ɽӥֽҵ,20030303,2.398,
600567.SH,ɽӥֽҵ,20030304,2.3719,
600567.SH,ɽӥֽҵ,20030305,2.3432,
600567.SH,ɽӥֽҵ,20030306,2.3432,
600567.SH,ɽӥֽҵ,20030307,2.2858,
600567.SH,ɽӥֽҵ,20030310,2.2179,
600567.SH,ɽӥֽҵ,20030311,2.2153,
600567.SH,ɽӥֽҵ,20030312,2.2336,
600567.SH,ɽӥֽҵ,20030313,2.2049,
600567.SH,ɽӥֽҵ,20030314,2.2049,
600567.SH,ɽӥֽҵ,20030317,2.1919,
600567.SH,ɽӥֽҵ,20030318,2.1449,
600567.SH,ɽӥֽҵ,20030319,2.1762,
600567.SH,ɽӥֽҵ,20030320,2.1658,
600567.SH,ɽӥֽҵ,20030321,2.1892,
600567.SH,ɽӥֽҵ,20030324,2.1892,
600567.SH,ɽӥֽҵ,20030325,2.1475,
600567.SH,ɽӥֽҵ,20030326,2.1266,
600567.SH,ɽӥֽҵ,20030327,2.1945,
600567.SH,ɽӥֽҵ,20030328,2.184,
600567.SH,ɽӥֽҵ,20030331,2.2179,
600567.SH,ɽӥֽҵ,20030401,2.2388,
600567.SH,ɽӥֽҵ,20030402,2.2101,
600567.SH,ɽӥֽҵ,20030403,2.2623,
600567.SH,ɽӥֽҵ,20030404,2.2649,
600567.SH,ɽӥֽҵ,20030407,2.2962,
600567.SH,ɽӥֽҵ,20030408,2.2988,
600567.SH,ɽӥֽҵ,20030409,2.2675,
600567.SH,ɽӥֽҵ,20030410,2.2519,
600567.SH,ɽӥֽҵ,20030411,2.2832,
600567.SH,ɽӥֽҵ,20030414,2.5128,
600567.SH,ɽӥֽҵ,20030415,2.4998,
600567.SH,ɽӥֽҵ,20030416,2.3843,
600567.SH,ɽӥֽҵ,20030417,2.4106,
600567.SH,ɽӥֽҵ,20030418,2.387,
600567.SH,ɽӥֽҵ,20030421,2.4132,
600567.SH,ɽӥֽҵ,20030422,2.3529,
600567.SH,ɽӥֽҵ,20030423,2.3371,
600567.SH,ɽӥֽҵ,20030424,2.2558,
600567.SH,ɽӥֽҵ,20030425,2.1666,
600567.SH,ɽӥֽҵ,20030428,2.2033,
600567.SH,ɽӥֽҵ,20030429,2.1247,
600567.SH,ɽӥֽҵ,20030430,2.1535,
600567.SH,ɽӥֽҵ,20030512,2.0801,
600567.SH,ɽӥֽҵ,20030513,2.1325,
600567.SH,ɽӥֽҵ,20030514,2.2558,
600567.SH,ɽӥֽҵ,20030515,2.2689,
600567.SH,ɽӥֽҵ,20030516,2.2637,
600567.SH,ɽӥֽҵ,20030519,2.2637,
600567.SH,ɽӥֽҵ,20030520,2.1981,
600567.SH,ɽӥֽҵ,20030521,2.164,
600567.SH,ɽӥֽҵ,20030522,2.1745,
600567.SH,ɽӥֽҵ,20030523,2.2007,
600567.SH,ɽӥֽҵ,20030526,2.1797,
600567.SH,ɽӥֽҵ,20030527,2.2086,
600567.SH,ɽӥֽҵ,20030528,2.1797,
600567.SH,ɽӥֽҵ,20030529,2.1902,
600567.SH,ɽӥֽҵ,20030530,2.2558,
600567.SH,ɽӥֽҵ,20030602,2.2427,
600567.SH,ɽӥֽҵ,20030603,2.1876,
600567.SH,ɽӥֽҵ,20030604,2.1902,
600567.SH,ɽӥֽҵ,20030605,2.164,
600567.SH,ɽӥֽҵ,20030606,2.1142,
600567.SH,ɽӥֽҵ,20030609,2.0801,
600567.SH,ɽӥֽҵ,20030610,2.0879,
600567.SH,ɽӥֽҵ,20030611,2.1824,
600567.SH,ɽӥֽҵ,20030612,2.185,
600567.SH,ɽӥֽҵ,20030613,2.2217,
600567.SH,ɽӥֽҵ,20030616,2.1509,
600567.SH,ɽӥֽҵ,20030617,2.1378,
600567.SH,ɽӥֽҵ,20030618,2.1404,
600567.SH,ɽӥֽҵ,20030619,2.1089,
600567.SH,ɽӥֽҵ,20030620,2.1115,
600567.SH,ɽӥֽҵ,20030623,2.0774,
600567.SH,ɽӥֽҵ,20030624,2.0801,
600567.SH,ɽӥֽҵ,20030625,2.0407,
600567.SH,ɽӥֽҵ,20030626,2.0617,
600567.SH,ɽӥֽҵ,20030627,2.0224,
600567.SH,ɽӥֽҵ,20030630,1.9594,
600567.SH,ɽӥֽҵ,20030701,1.9515,
600567.SH,ɽӥֽҵ,20030702,1.9778,
600567.SH,ɽӥֽҵ,20030703,2.0827,
600567.SH,ɽӥֽҵ,20030704,2.0696,
600567.SH,ɽӥֽҵ,20030707,2.1115,
600567.SH,ɽӥֽҵ,20030708,2.1299,
600567.SH,ɽӥֽҵ,20030709,2.0827,
600567.SH,ɽӥֽҵ,20030710,2.1981,
600567.SH,ɽӥֽҵ,20030711,2.1745,
600567.SH,ɽӥֽҵ,20030714,2.1797,
600567.SH,ɽӥֽҵ,20030715,2.1824,
600567.SH,ɽӥֽҵ,20030716,2.1929,
600567.SH,ɽӥֽҵ,20030717,2.1902,
600567.SH,ɽӥֽҵ,20030718,2.1089,
600567.SH,ɽӥֽҵ,20030721,2.0643,
600567.SH,ɽӥֽҵ,20030722,2.1089,
600567.SH,ɽӥֽҵ,20030723,2.1037,
600567.SH,ɽӥֽҵ,20030724,2.0643,
600567.SH,ɽӥֽҵ,20030725,2.0355,
600567.SH,ɽӥֽҵ,20030728,2.0197,
600567.SH,ɽӥֽҵ,20030729,2.0276,
600567.SH,ɽӥֽҵ,20030730,2.1142,
600567.SH,ɽӥֽҵ,20030731,2.1115,
600567.SH,ɽӥֽҵ,20030801,2.0958,
600567.SH,ɽӥֽҵ,20030804,2.1037,
600567.SH,ɽӥֽҵ,20030805,2.0774,
600567.SH,ɽӥֽҵ,20030806,2.0512,
600567.SH,ɽӥֽҵ,20030807,2.0958,
600567.SH,ɽӥֽҵ,20030808,2.0591,
600567.SH,ɽӥֽҵ,20030811,2.0696,
600567.SH,ɽӥֽҵ,20030812,2.067,
600567.SH,ɽӥֽҵ,20030813,2.0407,
600567.SH,ɽӥֽҵ,20030814,2.0302,
600567.SH,ɽӥֽҵ,20030815,2.0276,
600567.SH,ɽӥֽҵ,20030818,2.0014,
600567.SH,ɽӥֽҵ,20030819,2.025,
600567.SH,ɽӥֽҵ,20030820,2.0801,
600567.SH,ɽӥֽҵ,20030821,2.1404,
600567.SH,ɽӥֽҵ,20030822,2.122,
600567.SH,ɽӥֽҵ,20030825,2.0748,
600567.SH,ɽӥֽҵ,20030826,2.0696,
600567.SH,ɽӥֽҵ,20030827,2.046,
600567.SH,ɽӥֽҵ,20030828,2.004,
600567.SH,ɽӥֽҵ,20030829,2.0092,
600567.SH,ɽӥֽҵ,20030901,2.067,
600567.SH,ɽӥֽҵ,20030902,2.0407,
600567.SH,ɽӥֽҵ,20030903,2.0224,
600567.SH,ɽӥֽҵ,20030904,2.0407,
600567.SH,ɽӥֽҵ,20030905,2.0197,
600567.SH,ɽӥֽҵ,20030908,1.983,
600567.SH,ɽӥֽҵ,20030909,1.9935,
600567.SH,ɽӥֽҵ,20030910,1.9935,
600567.SH,ɽӥֽҵ,20030911,1.9883,
600567.SH,ɽӥֽҵ,20030912,1.9148,
600567.SH,ɽӥֽҵ,20030915,1.8886,
600567.SH,ɽӥֽҵ,20030916,1.9174,
600567.SH,ɽӥֽҵ,20030917,1.8702,
600567.SH,ɽӥֽҵ,20030918,1.8781,
600567.SH,ɽӥֽҵ,20030919,1.886,
600567.SH,ɽӥֽҵ,20030922,1.8965,
600567.SH,ɽӥֽҵ,20030923,1.9043,
600567.SH,ɽӥֽҵ,20030924,1.9069,
600567.SH,ɽӥֽҵ,20030925,1.8781,
600567.SH,ɽӥֽҵ,20030926,1.8492,
600567.SH,ɽӥֽҵ,20030929,1.8046,
600567.SH,ɽӥֽҵ,20030930,1.8151,
600567.SH,ɽӥֽҵ,20031008,1.8046,
600567.SH,ɽӥֽҵ,20031009,1.781,
600567.SH,ɽӥֽҵ,20031010,1.823,
600567.SH,ɽӥֽҵ,20031013,1.8178,
600567.SH,ɽӥֽҵ,20031014,1.8178,
600567.SH,ɽӥֽҵ,20031015,1.8387,
600567.SH,ɽӥֽҵ,20031016,1.8283,
600567.SH,ɽӥֽҵ,20031017,1.8204,
600567.SH,ɽӥֽҵ,20031020,1.7889,
600567.SH,ɽӥֽҵ,20031021,1.7679,
600567.SH,ɽӥֽҵ,20031022,1.8099,
600567.SH,ɽӥֽҵ,20031023,1.781,
600567.SH,ɽӥֽҵ,20031024,1.7679,
600567.SH,ɽӥֽҵ,20031027,1.7312,
600567.SH,ɽӥֽҵ,20031028,1.7181,
600567.SH,ɽӥֽҵ,20031029,1.6997,
600567.SH,ɽӥֽҵ,20031030,1.7076,
600567.SH,ɽӥֽҵ,20031031,1.7207,
600567.SH,ɽӥֽҵ,20031103,1.7024,
600567.SH,ɽӥֽҵ,20031104,1.726,
600567.SH,ɽӥֽҵ,20031105,1.6866,
600567.SH,ɽӥֽҵ,20031106,1.6263,
600567.SH,ɽӥֽҵ,20031107,1.6001,
600567.SH,ɽӥֽҵ,20031110,1.6079,
600567.SH,ɽӥֽҵ,20031111,1.6184,
600567.SH,ɽӥֽҵ,20031112,1.5974,
600567.SH,ɽӥֽҵ,20031113,1.566,
600567.SH,ɽӥֽҵ,20031114,1.6053,
600567.SH,ɽӥֽҵ,20031117,1.6001,
600567.SH,ɽӥֽҵ,20031118,1.5843,
600567.SH,ɽӥֽҵ,20031119,1.6158,
600567.SH,ɽӥֽҵ,20031120,1.6735,
600567.SH,ɽӥֽҵ,20031121,1.6289,
600567.SH,ɽӥֽҵ,20031124,1.6997,
600567.SH,ɽӥֽҵ,20031125,1.7286,
600567.SH,ɽӥֽҵ,20031126,1.7312,
600567.SH,ɽӥֽҵ,20031127,1.6709,
600567.SH,ɽӥֽҵ,20031128,1.6945,
600567.SH,ɽӥֽҵ,20031201,1.7784,
600567.SH,ɽӥֽҵ,20031202,1.7889,
600567.SH,ɽӥֽҵ,20031203,1.781,
600567.SH,ɽӥֽҵ,20031204,1.7863,
600567.SH,ɽӥֽҵ,20031205,1.7942,
600567.SH,ɽӥֽҵ,20031208,1.7548,
600567.SH,ɽӥֽҵ,20031209,1.7522,
600567.SH,ɽӥֽҵ,20031210,1.7915,
600567.SH,ɽӥֽҵ,20031211,1.7837,
600567.SH,ɽӥֽҵ,20031212,1.8046,
600567.SH,ɽӥֽҵ,20031215,1.7705,
600567.SH,ɽӥֽҵ,20031216,1.7312,
600567.SH,ɽӥֽҵ,20031217,1.7233,
600567.SH,ɽӥֽҵ,20031218,1.6945,
600567.SH,ɽӥֽҵ,20031219,1.6237,
600567.SH,ɽӥֽҵ,20031222,1.6709,
600567.SH,ɽӥֽҵ,20031223,1.663,
600567.SH,ɽӥֽҵ,20031224,1.6656,
600567.SH,ɽӥֽҵ,20031225,1.6499,
600567.SH,ɽӥֽҵ,20031226,1.8151,
600567.SH,ɽӥֽҵ,20031229,1.8309,
600567.SH,ɽӥֽҵ,20031230,1.8178,
600567.SH,ɽӥֽҵ,20031231,1.8597,
600567.SH,ɽӥֽҵ,20040102,1.8597,
600567.SH,ɽӥֽҵ,20040105,1.8492,
600567.SH,ɽӥֽҵ,20040106,1.8335,
600567.SH,ɽӥֽҵ,20040107,1.8781,
600567.SH,ɽӥֽҵ,20040108,1.9148,
600567.SH,ɽӥֽҵ,20040109,1.8387,
600567.SH,ɽӥֽҵ,20040112,1.8335,
600567.SH,ɽӥֽҵ,20040113,1.8886,
600567.SH,ɽӥֽҵ,20040114,1.8676,
600567.SH,ɽӥֽҵ,20040115,1.844,
600567.SH,ɽӥֽҵ,20040116,1.8781,
600567.SH,ɽӥֽҵ,20040129,1.9306,
600567.SH,ɽӥֽҵ,20040130,1.9096,
600567.SH,ɽӥֽҵ,20040202,1.9909,
600567.SH,ɽӥֽҵ,20040203,1.9883,
600567.SH,ɽӥֽҵ,20040204,1.9909,
600567.SH,ɽӥֽҵ,20040205,2.0171,
600567.SH,ɽӥֽҵ,20040206,2.0538,
600567.SH,ɽӥֽҵ,20040209,2.0853,
600567.SH,ɽӥֽҵ,20040210,2.0407,
600567.SH,ɽӥֽҵ,20040211,2.025,
600567.SH,ɽӥֽҵ,20040212,2.0512,
600567.SH,ɽӥֽҵ,20040213,2.0014,
600567.SH,ɽӥֽҵ,20040216,2.0486,
600567.SH,ɽӥֽҵ,20040217,2.0696,
600567.SH,ɽӥֽҵ,20040218,2.0565,
600567.SH,ɽӥֽҵ,20040219,2.0722,
600567.SH,ɽӥֽҵ,20040220,2.1352,
600567.SH,ɽӥֽҵ,20040223,2.0696,
600567.SH,ɽӥֽҵ,20040224,2.0906,
