代码,简称,日期,收盘价(元),
603393.SH,新天然气,20160912,37.7732,
603393.SH,新天然气,20160913,41.5515,
603393.SH,新天然气,20160914,45.7037,
603393.SH,新天然气,20160919,50.279,
603393.SH,新天然气,20160920,55.3069,
603393.SH,新天然气,20160921,60.8367,
603393.SH,新天然气,20160922,66.9174,
603393.SH,新天然气,20160923,65.7465,
603393.SH,新天然气,20160926,59.1738,
603393.SH,新天然气,20160927,57.078,
603393.SH,新天然气,20160928,55.0216,
603393.SH,新天然气,20160929,55.5726,
603393.SH,新天然气,20160930,54.0574,
603393.SH,新天然气,20161010,56.2318,
603393.SH,新天然气,20161011,57.9734,
603393.SH,新天然气,20161012,57.0879,
603393.SH,新天然气,20161013,56.3499,
603393.SH,新天然气,20161014,55.5628,
603393.SH,新天然气,20161017,55.1003,
603393.SH,新天然气,20161018,56.0843,
603393.SH,新天然气,20161019,57.3339,
603393.SH,新天然气,20161020,55.976,
603393.SH,新天然气,20161021,55.2479,
603393.SH,新天然气,20161024,55.7497,
603393.SH,新天然气,20161025,56.8517,
603393.SH,新天然气,20161026,56.0941,
603393.SH,新天然气,20161027,58.8196,
603393.SH,新天然气,20161028,61.4664,
603393.SH,新天然气,20161031,60.0298,
603393.SH,新天然气,20161101,62.4602,
603393.SH,新天然气,20161102,65.2447,
603393.SH,新天然气,20161103,63.8278,
603393.SH,新天然气,20161104,65.9236,
603393.SH,新天然气,20161107,67.2913,
603393.SH,新天然气,20161108,66.9075,
603393.SH,新天然气,20161109,65.7957,
603393.SH,新天然气,20161110,71.4927,
603393.SH,新天然气,20161111,69.9577,
603393.SH,新天然气,20161114,68.6196,
603393.SH,新天然气,20161115,68.5212,
603393.SH,新天然气,20161116,65.0282,
603393.SH,新天然气,20161117,64.7626,
603393.SH,新天然气,20161118,66.878,
603393.SH,新天然气,20161121,68.4425,
603393.SH,新天然气,20161122,68.8656,
603393.SH,新天然气,20161123,66.9174,
603393.SH,新天然气,20161124,65.7563,
603393.SH,新天然气,20161125,65.3529,
603393.SH,新天然气,20161128,63.5917,
603393.SH,新天然气,20161129,61.7812,
603393.SH,新天然气,20161130,61.2401,
603393.SH,新天然气,20161201,62.4995,
603393.SH,新天然气,20161202,59.5182,
603393.SH,新天然气,20161205,59.5083,
603393.SH,新天然气,20161206,60.3545,
603393.SH,新天然气,20161207,60.6891,
603393.SH,新天然气,20161208,59.5083,
603393.SH,新天然气,20161209,58.3276,
603393.SH,新天然气,20161212,54.3329,
603393.SH,新天然气,20161213,55.6316,
603393.SH,新天然气,20161214,54.7658,
603393.SH,新天然气,20161215,55.7792,
603393.SH,新天然气,20161216,56.222,
603393.SH,新天然气,20161219,55.3857,
603393.SH,新天然气,20161220,55.5824,
603393.SH,新天然气,20161221,56.3696,
603393.SH,新天然气,20161222,56.2614,
603393.SH,新天然气,20161223,54.323,
603393.SH,新天然气,20161226,54.1951,
603393.SH,新天然气,20161227,54.0278,
603393.SH,新天然气,20161228,53.1915,
603393.SH,新天然气,20161229,52.9455,
603393.SH,新天然气,20161230,52.1485,
603393.SH,新天然气,20170103,53.0341,
603393.SH,新天然气,20170104,53.4572,
603393.SH,新天然气,20170105,52.9258,
603393.SH,新天然气,20170106,50.7513,
603393.SH,新天然气,20170109,50.0921,
603393.SH,新天然气,20170110,49.8264,
603393.SH,新天然气,20170111,48.1537,
603393.SH,新天然气,20170112,47.2387,
603393.SH,新天然气,20170113,45.507,
603393.SH,新天然气,20170116,42.9684,
603393.SH,新天然气,20170117,44.7592,
603393.SH,新天然气,20170118,43.4112,
603393.SH,新天然气,20170119,44.0507,
603393.SH,新天然气,20170120,45.1429,
603393.SH,新天然气,20170123,45.1232,
603393.SH,新天然气,20170124,44.159,
603393.SH,新天然气,20170125,44.7789,
603393.SH,新天然气,20170126,44.8969,
603393.SH,新天然气,20170203,44.9658,
603393.SH,新天然气,20170206,46.3728,
603393.SH,新天然气,20170207,45.6546,
603393.SH,新天然气,20170208,46.2252,
603393.SH,新天然气,20170209,46.7172,
603393.SH,新天然气,20170210,51.3909,
603393.SH,新天然气,20170213,50.9284,
603393.SH,新天然气,20170214,51.3614,
603393.SH,新天然气,20170215,50.5644,
603393.SH,新天然气,20170216,49.8953,
603393.SH,新天然气,20170217,49.0393,
603393.SH,新天然气,20170220,48.5965,
603393.SH,新天然气,20170221,49.3443,
603393.SH,新天然气,20170222,49.364,
603393.SH,新天然气,20170223,49.728,
603393.SH,新天然气,20170224,50.2003,
603393.SH,新天然气,20170227,49.2558,
603393.SH,新天然气,20170228,49.4525,
603393.SH,新天然气,20170301,49.3246,
603393.SH,新天然气,20170302,49.2656,
603393.SH,新天然气,20170303,48.6752,
603393.SH,新天然气,20170306,49.6592,
603393.SH,新天然气,20170307,51.322,
603393.SH,新天然气,20170308,52.1879,
603393.SH,新天然气,20170309,50.9678,
603393.SH,新天然气,20170310,50.6136,
603393.SH,新天然气,20170313,50.9481,
603393.SH,新天然气,20170314,50.8497,
603393.SH,新天然气,20170315,50.1118,
603393.SH,新天然气,20170316,51.4401,
603393.SH,新天然气,20170317,50.5742,
603393.SH,新天然气,20170320,51.568,
603393.SH,新天然气,20170321,51.9124,
603393.SH,新天然气,20170322,51.8337,
603393.SH,新天然气,20170323,53.1128,
603393.SH,新天然气,20170324,53.7031,
603393.SH,新天然气,20170327,53.0341,
603393.SH,新天然气,20170328,53.4276,
603393.SH,新天然气,20170329,50.22,
603393.SH,新天然气,20170330,48.4883,
603393.SH,新天然气,20170331,48.508,
