����,���,����,���̼�(Ԫ),
002557.SZ,ǢǢʳƷ,20110622,9.3491,
002557.SZ,ǢǢʳƷ,20110623,9.4833,
002557.SZ,ǢǢʳƷ,20110624,9.6143,
002557.SZ,ǢǢʳƷ,20110627,9.6405,
002557.SZ,ǢǢʳƷ,20110628,9.5783,
002557.SZ,ǢǢʳƷ,20110629,9.6274,
002557.SZ,ǢǢʳƷ,20110630,9.7453,
002557.SZ,ǢǢʳƷ,20110701,9.7944,
002557.SZ,ǢǢʳƷ,20110704,9.9876,
002557.SZ,ǢǢʳƷ,20110705,9.9942,
002557.SZ,ǢǢʳƷ,20110706,9.9942,
002557.SZ,ǢǢʳƷ,20110707,10.5246,
002557.SZ,ǢǢʳƷ,20110708,10.6098,
002557.SZ,ǢǢʳƷ,20110711,10.9929,
002557.SZ,ǢǢʳƷ,20110712,10.6851,
002557.SZ,ǢǢʳƷ,20110713,11.0846,
002557.SZ,ǢǢʳƷ,20110714,11.1435,
002557.SZ,ǢǢʳƷ,20110715,11.1239,
002557.SZ,ǢǢʳƷ,20110718,11.232,
002557.SZ,ǢǢʳƷ,20110719,10.8226,
002557.SZ,ǢǢʳƷ,20110720,11.4022,
002557.SZ,ǢǢʳƷ,20110721,11.3466,
002557.SZ,ǢǢʳƷ,20110722,11.674,
002557.SZ,ǢǢʳƷ,20110725,11.4121,
002557.SZ,ǢǢʳƷ,20110726,11.1927,
002557.SZ,ǢǢʳƷ,20110727,11.0682,
002557.SZ,ǢǢʳƷ,20110728,11.1435,
002557.SZ,ǢǢʳƷ,20110729,11.101,
002557.SZ,ǢǢʳƷ,20110801,11.0027,
002557.SZ,ǢǢʳƷ,20110802,10.9045,
002557.SZ,ǢǢʳƷ,20110803,11.0257,
002557.SZ,ǢǢʳƷ,20110804,11.0748,
002557.SZ,ǢǢʳƷ,20110805,10.8652,
002557.SZ,ǢǢʳƷ,20110808,10.6032,
002557.SZ,ǢǢʳƷ,20110809,10.5836,
002557.SZ,ǢǢʳƷ,20110810,10.8226,
002557.SZ,ǢǢʳƷ,20110811,11.209,
002557.SZ,ǢǢʳƷ,20110812,11.209,
002557.SZ,ǢǢʳƷ,20110815,11.4612,
002557.SZ,ǢǢʳƷ,20110816,11.2811,
002557.SZ,ǢǢʳƷ,20110817,11.5103,
002557.SZ,ǢǢʳƷ,20110818,11.3629,
002557.SZ,ǢǢʳƷ,20110819,11.4022,
002557.SZ,ǢǢʳƷ,20110822,11.3924,
002557.SZ,ǢǢʳƷ,20110823,11.4939,
002557.SZ,ǢǢʳƷ,20110824,11.3593,
002557.SZ,ǢǢʳƷ,20110825,11.2724,
002557.SZ,ǢǢʳƷ,20110826,11.4896,
002557.SZ,ǢǢʳƷ,20110829,11.4157,
002557.SZ,ǢǢʳƷ,20110830,11.2594,
002557.SZ,ǢǢʳƷ,20110831,11.0726,
002557.SZ,ǢǢʳƷ,20110901,11.1247,
002557.SZ,ǢǢʳƷ,20110902,10.99,
002557.SZ,ǢǢʳƷ,20110905,10.7164,
002557.SZ,ǢǢʳƷ,20110906,10.8597,
002557.SZ,ǢǢʳƷ,20110907,10.9075,
002557.SZ,ǢǢʳƷ,20110908,10.8597,
002557.SZ,ǢǢʳƷ,20110909,10.8033,
002557.SZ,ǢǢʳƷ,20110913,10.7511,
002557.SZ,ǢǢʳƷ,20110914,10.7642,
002557.SZ,ǢǢʳƷ,20110915,10.8206,
002557.SZ,ǢǢʳƷ,20110916,10.7859,
002557.SZ,ǢǢʳƷ,20110919,10.5426,
002557.SZ,ǢǢʳƷ,20110920,10.5122,
002557.SZ,ǢǢʳƷ,20110921,10.6512,
002557.SZ,ǢǢʳƷ,20110922,10.4557,
002557.SZ,ǢǢʳƷ,20110923,10.3341,
002557.SZ,ǢǢʳƷ,20110926,10.2863,
002557.SZ,ǢǢʳƷ,20110927,10.2299,
002557.SZ,ǢǢʳƷ,20110928,10.0778,
002557.SZ,ǢǢʳƷ,20110929,10.0344,
002557.SZ,ǢǢʳƷ,20110930,9.878,
002557.SZ,ǢǢʳƷ,20111010,9.6,
002557.SZ,ǢǢʳƷ,20111011,9.5088,
002557.SZ,ǢǢʳƷ,20111012,9.6348,
002557.SZ,ǢǢʳƷ,20111013,9.6782,
002557.SZ,ǢǢʳƷ,20111014,9.7086,
002557.SZ,ǢǢʳƷ,20111017,9.8172,
002557.SZ,ǢǢʳƷ,20111018,9.5566,
002557.SZ,ǢǢʳƷ,20111019,9.5131,
002557.SZ,ǢǢʳƷ,20111020,9.2612,
002557.SZ,ǢǢʳƷ,20111021,9.2177,
002557.SZ,ǢǢʳƷ,20111024,9.474,
002557.SZ,ǢǢʳƷ,20111025,9.6304,
002557.SZ,ǢǢʳƷ,20111026,10.169,
002557.SZ,ǢǢʳƷ,20111027,10.1908,
002557.SZ,ǢǢʳƷ,20111028,10.3081,
002557.SZ,ǢǢʳƷ,20111031,10.5339,
002557.SZ,ǢǢʳƷ,20111101,10.5383,
002557.SZ,ǢǢʳƷ,20111102,11.2941,
002557.SZ,ǢǢʳƷ,20111103,11.229,
002557.SZ,ǢǢʳƷ,20111104,11.0769,
002557.SZ,ǢǢʳƷ,20111107,11.0118,
002557.SZ,ǢǢʳƷ,20111108,11.1638,
002557.SZ,ǢǢʳƷ,20111109,11.6633,
002557.SZ,ǢǢʳƷ,20111110,11.7459,
002557.SZ,ǢǢʳƷ,20111111,11.5113,
002557.SZ,ǢǢʳƷ,20111114,11.5374,
002557.SZ,ǢǢʳƷ,20111115,11.4201,
002557.SZ,ǢǢʳƷ,20111116,11.255,
002557.SZ,ǢǢʳƷ,20111117,11.4679,
002557.SZ,ǢǢʳƷ,20111118,11.3028,
002557.SZ,ǢǢʳƷ,20111121,11.1942,
002557.SZ,ǢǢʳƷ,20111122,11.2898,
002557.SZ,ǢǢʳƷ,20111123,11.4679,
002557.SZ,ǢǢʳƷ,20111124,11.7415,
002557.SZ,ǢǢʳƷ,20111125,11.7285,
002557.SZ,ǢǢʳƷ,20111128,11.6764,
002557.SZ,ǢǢʳƷ,20111129,11.8979,
002557.SZ,ǢǢʳƷ,20111130,11.8284,
002557.SZ,ǢǢʳƷ,20111201,11.8588,
002557.SZ,ǢǢʳƷ,20111202,11.7198,
002557.SZ,ǢǢʳƷ,20111205,11.7198,
002557.SZ,ǢǢʳƷ,20111206,11.6851,
002557.SZ,ǢǢʳƷ,20111207,11.7285,
002557.SZ,ǢǢʳƷ,20111208,11.924,
002557.SZ,ǢǢʳƷ,20111209,11.9891,
002557.SZ,ǢǢʳƷ,20111212,11.9674,
002557.SZ,ǢǢʳƷ,20111213,11.7242,
002557.SZ,ǢǢʳƷ,20111214,11.7285,
002557.SZ,ǢǢʳƷ,20111215,11.6373,
002557.SZ,ǢǢʳƷ,20111216,11.9023,
002557.SZ,ǢǢʳƷ,20111219,11.8458,
002557.SZ,ǢǢʳƷ,20111220,11.6851,
002557.SZ,ǢǢʳƷ,20111221,11.6633,
002557.SZ,ǢǢʳƷ,20111222,11.2072,
002557.SZ,ǢǢʳƷ,20111223,10.977,
002557.SZ,ǢǢʳƷ,20111226,10.7729,
002557.SZ,ǢǢʳƷ,20111227,10.1647,
002557.SZ,ǢǢʳƷ,20111228,10.4167,
002557.SZ,ǢǢʳƷ,20111229,10.6425,
002557.SZ,ǢǢʳƷ,20111230,10.838,
002557.SZ,ǢǢʳƷ,20120104,10.7251,
002557.SZ,ǢǢʳƷ,20120105,10.5122,
002557.SZ,ǢǢʳƷ,20120106,10.9466,
002557.SZ,ǢǢʳƷ,20120109,10.8554,
002557.SZ,ǢǢʳƷ,20120110,10.9814,
002557.SZ,ǢǢʳƷ,20120111,10.9423,
002557.SZ,ǢǢʳƷ,20120112,10.7294,
002557.SZ,ǢǢʳƷ,20120113,10.1864,
002557.SZ,ǢǢʳƷ,20120116,9.17,
002557.SZ,ǢǢʳƷ,20120117,9.6,
002557.SZ,ǢǢʳƷ,20120118,9.474,
002557.SZ,ǢǢʳƷ,20120119,9.5044,
002557.SZ,ǢǢʳƷ,20120120,9.9041,
002557.SZ,ǢǢʳƷ,20120130,9.8824,
002557.SZ,ǢǢʳƷ,20120131,9.9866,
002557.SZ,ǢǢʳƷ,20120201,10.0909,
002557.SZ,ǢǢʳƷ,20120202,10.1864,
002557.SZ,ǢǢʳƷ,20120203,10.4384,
002557.SZ,ǢǢʳƷ,20120206,10.4167,
002557.SZ,ǢǢʳƷ,20120207,10.2081,
002557.SZ,ǢǢʳƷ,20120208,10.3602,
002557.SZ,ǢǢʳƷ,20120209,10.295,
002557.SZ,ǢǢʳƷ,20120210,10.3037,
002557.SZ,ǢǢʳƷ,20120213,10.421,
002557.SZ,ǢǢʳƷ,20120214,10.4905,
002557.SZ,ǢǢʳƷ,20120215,10.3689,
002557.SZ,ǢǢʳƷ,20120216,10.1647,
002557.SZ,ǢǢʳƷ,20120217,10.2299,
002557.SZ,ǢǢʳƷ,20120220,10.2038,
002557.SZ,ǢǢʳƷ,20120221,10.5079,
002557.SZ,ǢǢʳƷ,20120222,10.6078,
002557.SZ,ǢǢʳƷ,20120223,10.99,
002557.SZ,ǢǢʳƷ,20120224,11.0118,
002557.SZ,ǢǢʳƷ,20120227,10.9466,
002557.SZ,ǢǢʳƷ,20120228,10.99,
002557.SZ,ǢǢʳƷ,20120229,10.7815,
002557.SZ,ǢǢʳƷ,20120301,10.7859,
002557.SZ,ǢǢʳƷ,20120302,10.8597,
002557.SZ,ǢǢʳƷ,20120305,10.9379,
002557.SZ,ǢǢʳƷ,20120306,10.8206,
002557.SZ,ǢǢʳƷ,20120307,10.7772,
002557.SZ,ǢǢʳƷ,20120308,10.9727,
002557.SZ,ǢǢʳƷ,20120309,11.0813,
002557.SZ,ǢǢʳƷ,20120312,11.381,
002557.SZ,ǢǢʳƷ,20120313,11.4027,
002557.SZ,ǢǢʳƷ,20120314,10.9292,
002557.SZ,ǢǢʳƷ,20120315,11.2941,
002557.SZ,ǢǢʳƷ,20120316,11.7285,
002557.SZ,ǢǢʳƷ,20120319,11.7285,
002557.SZ,ǢǢʳƷ,20120320,11.5157,
002557.SZ,ǢǢʳƷ,20120321,11.4592,
002557.SZ,ǢǢʳƷ,20120322,11.2681,
002557.SZ,ǢǢʳƷ,20120323,11.2854,
002557.SZ,ǢǢʳƷ,20120326,11.5938,
002557.SZ,ǢǢʳƷ,20120327,11.5287,
002557.SZ,ǢǢʳƷ,20120328,11.6981,
002557.SZ,ǢǢʳƷ,20120329,11.9718,
002557.SZ,ǢǢʳƷ,20120330,11.6156,
002557.SZ,ǢǢʳƷ,20120405,11.9805,
002557.SZ,ǢǢʳƷ,20120406,11.8371,
002557.SZ,ǢǢʳƷ,20120409,11.8458,
002557.SZ,ǢǢʳƷ,20120410,12.0934,
002557.SZ,ǢǢʳƷ,20120411,12.1412,
002557.SZ,ǢǢʳƷ,20120412,12.6016,
002557.SZ,ǢǢʳƷ,20120413,12.5799,
002557.SZ,ǢǢʳƷ,20120416,12.2758,
002557.SZ,ǢǢʳƷ,20120417,12.0413,
002557.SZ,ǢǢʳƷ,20120418,12.0413,
002557.SZ,ǢǢʳƷ,20120419,11.9891,
002557.SZ,ǢǢʳƷ,20120420,11.9718,
002557.SZ,ǢǢʳƷ,20120423,11.4071,
002557.SZ,ǢǢʳƷ,20120424,11.5808,
002557.SZ,ǢǢʳƷ,20120425,11.4375,
002557.SZ,ǢǢʳƷ,20120426,11.3462,
002557.SZ,ǢǢʳƷ,20120427,11.6764,
002557.SZ,ǢǢʳƷ,20120502,11.7719,
002557.SZ,ǢǢʳƷ,20120503,11.7502,
002557.SZ,ǢǢʳƷ,20120504,12.1846,
002557.SZ,ǢǢʳƷ,20120507,12.3699,
002557.SZ,ǢǢʳƷ,20120508,12.0398,
002557.SZ,ǢǢʳƷ,20120509,11.8487,
002557.SZ,ǢǢʳƷ,20120510,11.8487,
002557.SZ,ǢǢʳƷ,20120511,11.6402,
002557.SZ,ǢǢʳƷ,20120514,11.507,
002557.SZ,ǢǢʳƷ,20120515,11.6518,
002557.SZ,ǢǢʳƷ,20120516,11.5765,
002557.SZ,ǢǢʳƷ,20120517,11.6518,
002557.SZ,ǢǢʳƷ,20120518,11.5244,
002557.SZ,ǢǢʳƷ,20120521,11.4665,
002557.SZ,ǢǢʳƷ,20120522,11.5939,
002557.SZ,ǢǢʳƷ,20120523,11.4549,
002557.SZ,ǢǢʳƷ,20120524,11.038,
002557.SZ,ǢǢʳƷ,20120525,10.9916,
002557.SZ,ǢǢʳƷ,20120528,10.9511,
002557.SZ,ǢǢʳƷ,20120529,11.0959,
002557.SZ,ǢǢʳƷ,20120530,10.9048,
002557.SZ,ǢǢʳƷ,20120531,10.9164,
002557.SZ,ǢǢʳƷ,20120601,11.3449,
002557.SZ,ǢǢʳƷ,20120604,11.1943,
002557.SZ,ǢǢʳƷ,20120605,11.3449,
002557.SZ,ǢǢʳƷ,20120606,11.2233,
002557.SZ,ǢǢʳƷ,20120607,11.1306,
002557.SZ,ǢǢʳƷ,20120608,10.9743,
002557.SZ,ǢǢʳƷ,20120611,10.9801,
002557.SZ,ǢǢʳƷ,20120612,10.8816,
002557.SZ,ǢǢʳƷ,20120613,11.1538,
002557.SZ,ǢǢʳƷ,20120614,11.287,
002557.SZ,ǢǢʳƷ,20120615,11.2928,
002557.SZ,ǢǢʳƷ,20120618,11.6171,
002557.SZ,ǢǢʳƷ,20120619,11.5765,
002557.SZ,ǢǢʳƷ,20120620,11.3044,
002557.SZ,ǢǢʳƷ,20120621,11.2928,
002557.SZ,ǢǢʳƷ,20120625,11.2059,
002557.SZ,ǢǢʳƷ,20120626,11.2349,
002557.SZ,ǢǢʳƷ,20120627,11.3912,
002557.SZ,ǢǢʳƷ,20120628,11.3565,
002557.SZ,ǢǢʳƷ,20120629,11.6402,
002557.SZ,ǢǢʳƷ,20120702,12.034,
002557.SZ,ǢǢʳƷ,20120703,12.1962,
002557.SZ,ǢǢʳƷ,20120704,12.1846,
002557.SZ,ǢǢʳƷ,20120705,12.2136,
002557.SZ,ǢǢʳƷ,20120706,12.3873,
002557.SZ,ǢǢʳƷ,20120709,12.1383,
002557.SZ,ǢǢʳƷ,20120710,11.8429,
002557.SZ,ǢǢʳƷ,20120711,12.1615,
002557.SZ,ǢǢʳƷ,20120712,12.3641,
002557.SZ,ǢǢʳƷ,20120713,12.5205,
002557.SZ,ǢǢʳƷ,20120716,12.1557,
002557.SZ,ǢǢʳƷ,20120717,11.9588,
002557.SZ,ǢǢʳƷ,20120718,12.2194,
002557.SZ,ǢǢʳƷ,20120719,11.9124,
002557.SZ,ǢǢʳƷ,20120720,11.7503,
002557.SZ,ǢǢʳƷ,20120723,11.6113,
002557.SZ,ǢǢʳƷ,20120724,11.6402,
002557.SZ,ǢǢʳƷ,20120725,11.4665,
002557.SZ,ǢǢʳƷ,20120726,11.4665,
002557.SZ,ǢǢʳƷ,20120727,11.3507,
002557.SZ,ǢǢʳƷ,20120730,11.177,
002557.SZ,ǢǢʳƷ,20120731,10.9337,
002557.SZ,ǢǢʳƷ,20120801,11.0438,
002557.SZ,ǢǢʳƷ,20120802,10.5863,
002557.SZ,ǢǢʳƷ,20120803,10.8874,
002557.SZ,ǢǢʳƷ,20120806,11.1248,
002557.SZ,ǢǢʳƷ,20120807,11.119,
002557.SZ,ǢǢʳƷ,20120808,11.0148,
002557.SZ,ǢǢʳƷ,20120809,11.2349,
002557.SZ,ǢǢʳƷ,20120810,11.2928,
002557.SZ,ǢǢʳƷ,20120813,11.0438,
002557.SZ,ǢǢʳƷ,20120814,10.9511,
002557.SZ,ǢǢʳƷ,20120815,10.9801,
002557.SZ,ǢǢʳƷ,20120816,11.0032,
002557.SZ,ǢǢʳƷ,20120817,10.9916,
002557.SZ,ǢǢʳƷ,20120820,10.899,
002557.SZ,ǢǢʳƷ,20120821,10.9569,
002557.SZ,ǢǢʳƷ,20120822,10.8642,
002557.SZ,ǢǢʳƷ,20120823,10.8584,
002557.SZ,ǢǢʳƷ,20120824,10.8411,
002557.SZ,ǢǢʳƷ,20120827,10.6789,
002557.SZ,ǢǢʳƷ,20120828,10.6268,
002557.SZ,ǢǢʳƷ,20120829,10.4762,
002557.SZ,ǢǢʳƷ,20120830,10.4241,
002557.SZ,ǢǢʳƷ,20120831,10.6094,
002557.SZ,ǢǢʳƷ,20120903,10.7021,
002557.SZ,ǢǢʳƷ,20120904,10.7716,
002557.SZ,ǢǢʳƷ,20120905,11.1422,
002557.SZ,ǢǢʳƷ,20120906,11.0495,
002557.SZ,ǢǢʳƷ,20120907,11.3739,
002557.SZ,ǢǢʳƷ,20120910,11.3623,
002557.SZ,ǢǢʳƷ,20120911,11.397,
002557.SZ,ǢǢʳƷ,20120912,11.4549,
002557.SZ,ǢǢʳƷ,20120913,11.2754,
002557.SZ,ǢǢʳƷ,20120914,11.2407,
002557.SZ,ǢǢʳƷ,20120917,10.8874,
002557.SZ,ǢǢʳƷ,20120918,10.8121,
002557.SZ,ǢǢʳƷ,20120919,10.8874,
002557.SZ,ǢǢʳƷ,20120920,10.4357,
002557.SZ,ǢǢʳƷ,20120921,10.5978,
002557.SZ,ǢǢʳƷ,20120924,10.65,
002557.SZ,ǢǢʳƷ,20120925,10.5168,
002557.SZ,ǢǢʳƷ,20120926,10.4415,
002557.SZ,ǢǢʳƷ,20120927,10.511,
002557.SZ,ǢǢʳƷ,20120928,10.5341,
002557.SZ,ǢǢʳƷ,20121008,10.5399,
002557.SZ,ǢǢʳƷ,20121009,10.8469,
002557.SZ,ǢǢʳƷ,20121010,10.8469,
002557.SZ,ǢǢʳƷ,20121011,10.7195,
002557.SZ,ǢǢʳƷ,20121012,10.87,
002557.SZ,ǢǢʳƷ,20121015,10.7368,
002557.SZ,ǢǢʳƷ,20121016,11.0032,
002557.SZ,ǢǢʳƷ,20121017,11.0032,
002557.SZ,ǢǢʳƷ,20121018,11.038,
002557.SZ,ǢǢʳƷ,20121019,10.8642,
002557.SZ,ǢǢʳƷ,20121022,10.9858,
002557.SZ,ǢǢʳƷ,20121023,10.7947,
002557.SZ,ǢǢʳƷ,20121024,10.7716,
002557.SZ,ǢǢʳƷ,20121025,10.7542,
002557.SZ,ǢǢʳƷ,20121026,11.1712,
002557.SZ,ǢǢʳƷ,20121029,10.8469,
002557.SZ,ǢǢʳƷ,20121030,10.6268,
002557.SZ,ǢǢʳƷ,20121031,10.7021,
002557.SZ,ǢǢʳƷ,20121101,10.9685,
002557.SZ,ǢǢʳƷ,20121102,11.0669,
002557.SZ,ǢǢʳƷ,20121105,10.9164,
002557.SZ,ǢǢʳƷ,20121106,10.7137,
002557.SZ,ǢǢʳƷ,20121107,10.5573,
002557.SZ,ǢǢʳƷ,20121108,10.4531,
002557.SZ,ǢǢʳƷ,20121109,10.4704,
002557.SZ,ǢǢʳƷ,20121112,10.4125,
002557.SZ,ǢǢʳƷ,20121113,10.2272,
002557.SZ,ǢǢʳƷ,20121114,10.204,
002557.SZ,ǢǢʳƷ,20121115,10.1693,
002557.SZ,ǢǢʳƷ,20121116,10.0766,
002557.SZ,ǢǢʳƷ,20121119,10.0013,
002557.SZ,ǢǢʳƷ,20121120,10.0071,
002557.SZ,ǢǢʳƷ,20121121,9.9898,
002557.SZ,ǢǢʳƷ,20121122,10.1114,
002557.SZ,ǢǢʳƷ,20121123,10.094,
002557.SZ,ǢǢʳƷ,20121126,9.9261,
002557.SZ,ǢǢʳƷ,20121127,9.6307,
002557.SZ,ǢǢʳƷ,20121128,9.2717,
002557.SZ,ǢǢʳƷ,20121129,9.2022,
002557.SZ,ǢǢʳƷ,20121130,9.1558,
002557.SZ,ǢǢʳƷ,20121203,8.9416,
002557.SZ,ǢǢʳƷ,20121204,9.0863,
002557.SZ,ǢǢʳƷ,20121205,9.3296,
002557.SZ,ǢǢʳƷ,20121206,9.4917,
002557.SZ,ǢǢʳƷ,20121207,9.4975,
002557.SZ,ǢǢʳƷ,20121210,9.7523,
002557.SZ,ǢǢʳƷ,20121211,9.845,
002557.SZ,ǢǢʳƷ,20121212,9.845,
002557.SZ,ǢǢʳƷ,20121213,9.6133,
002557.SZ,ǢǢʳƷ,20121214,9.8913,
002557.SZ,ǢǢʳƷ,20121217,9.8739,
002557.SZ,ǢǢʳƷ,20121218,9.8797,
002557.SZ,ǢǢʳƷ,20121219,10.0303,
002557.SZ,ǢǢʳƷ,20121220,9.9608,
002557.SZ,ǢǢʳƷ,20121221,10.0303,
002557.SZ,ǢǢʳƷ,20121224,9.7176,
002557.SZ,ǢǢʳƷ,20121225,10.1867,
002557.SZ,ǢǢʳƷ,20121226,10.2388,
002557.SZ,ǢǢʳƷ,20121227,10.3199,
002557.SZ,ǢǢʳƷ,20121228,10.5747,
002557.SZ,ǢǢʳƷ,20121231,10.7832,
002557.SZ,ǢǢʳƷ,20130104,10.5457,
002557.SZ,ǢǢʳƷ,20130107,10.6152,
002557.SZ,ǢǢʳƷ,20130108,10.76,
002557.SZ,ǢǢʳƷ,20130109,10.7947,
002557.SZ,ǢǢʳƷ,20130110,10.7426,
002557.SZ,ǢǢʳƷ,20130111,10.4936,
002557.SZ,ǢǢʳƷ,20130114,10.8526,
002557.SZ,ǢǢʳƷ,20130115,11.0959,
002557.SZ,ǢǢʳƷ,20130116,11.397,
002557.SZ,ǢǢʳƷ,20130117,11.2059,
002557.SZ,ǢǢʳƷ,20130118,11.3565,
002557.SZ,ǢǢʳƷ,20130121,11.2464,
002557.SZ,ǢǢʳƷ,20130122,10.9858,
002557.SZ,ǢǢʳƷ,20130123,10.7658,
002557.SZ,ǢǢʳƷ,20130124,10.5283,
002557.SZ,ǢǢʳƷ,20130125,10.6847,
002557.SZ,ǢǢʳƷ,20130128,10.9106,
002557.SZ,ǢǢʳƷ,20130129,11.1075,
002557.SZ,ǢǢʳƷ,20130130,11.0495,
002557.SZ,ǢǢʳƷ,20130131,10.9337,
002557.SZ,ǢǢʳƷ,20130201,11.1712,
002557.SZ,ǢǢʳƷ,20130204,10.76,
002557.SZ,ǢǢʳƷ,20130205,10.8469,
002557.SZ,ǢǢʳƷ,20130206,11.0206,
002557.SZ,ǢǢʳƷ,20130207,11.3507,
002557.SZ,ǢǢʳƷ,20130208,11.3507,
002557.SZ,ǢǢʳƷ,20130218,11.0322,
002557.SZ,ǢǢʳƷ,20130219,11.2986,
002557.SZ,ǢǢʳƷ,20130220,11.3217,
002557.SZ,ǢǢʳƷ,20130221,12.4568,
002557.SZ,ǢǢʳƷ,20130222,12.9201,
002557.SZ,ǢǢʳƷ,20130225,12.9143,
002557.SZ,ǢǢʳƷ,20130226,13.0417,
002557.SZ,ǢǢʳƷ,20130227,12.6074,
002557.SZ,ǢǢʳƷ,20130228,12.8274,
002557.SZ,ǢǢʳƷ,20130301,13.117,
002557.SZ,ǢǢʳƷ,20130304,12.9722,
002557.SZ,ǢǢʳƷ,20130305,13.4066,
002557.SZ,ǢǢʳƷ,20130306,13.4355,
002557.SZ,ǢǢʳƷ,20130307,12.9143,
002557.SZ,ǢǢʳƷ,20130308,12.5958,
002557.SZ,ǢǢʳƷ,20130311,12.6479,
002557.SZ,ǢǢʳƷ,20130312,12.1615,
002557.SZ,ǢǢʳƷ,20130313,12.1615,
002557.SZ,ǢǢʳƷ,20130314,12.1615,
002557.SZ,ǢǢʳƷ,20130315,12.2946,
002557.SZ,ǢǢʳƷ,20130318,12.3236,
002557.SZ,ǢǢʳƷ,20130319,12.2425,
002557.SZ,ǢǢʳƷ,20130320,12.6884,
