ด๚ย๋,ผ๒ณฦ,ศีฦฺ,สีลฬผÛ(ิช),
600711.SH,สขออฟ๓าต,19960904,0.8497,
600711.SH,สขออฟ๓าต,19960905,0.8497,
600711.SH,สขออฟ๓าต,19960906,0.8262,
600711.SH,สขออฟ๓าต,19960909,0.8139,
600711.SH,สขออฟ๓าต,19960910,0.7801,
600711.SH,สขออฟ๓าต,19960911,0.7965,
600711.SH,สขออฟ๓าต,19960912,0.7965,
600711.SH,สขออฟ๓าต,19960913,0.7986,
600711.SH,สขออฟ๓าต,19960916,0.7934,
600711.SH,สขออฟ๓าต,19960917,0.7904,
600711.SH,สขออฟ๓าต,19960918,0.7893,
600711.SH,สขออฟ๓าต,19960919,0.8467,
600711.SH,สขออฟ๓าต,19960920,0.8487,
600711.SH,สขออฟ๓าต,19960923,0.8764,
600711.SH,สขออฟ๓าต,19960924,0.8651,
600711.SH,สขออฟ๓าต,19960925,0.8228,
600711.SH,สขออฟ๓าต,19960926,0.8204,
600711.SH,สขออฟ๓าต,19960927,0.8079,
600711.SH,สขออฟ๓าต,19961003,0.8204,
600711.SH,สขออฟ๓าต,19961004,0.8117,
600711.SH,สขออฟ๓าต,19961007,0.798,
600711.SH,สขออฟ๓าต,19961008,0.839,
600711.SH,สขออฟ๓าต,19961009,0.8315,
600711.SH,สขออฟ๓าต,19961010,0.8502,
600711.SH,สขออฟ๓าต,19961011,0.8328,
600711.SH,สขออฟ๓าต,19961014,0.8539,
600711.SH,สขออฟ๓าต,19961015,0.8489,
600711.SH,สขออฟ๓าต,19961016,0.8589,
600711.SH,สขออฟ๓าต,19961017,0.9136,
600711.SH,สขออฟ๓าต,19961018,0.8639,
600711.SH,สขออฟ๓าต,19961021,0.8949,
600711.SH,สขออฟ๓าต,19961022,0.8601,
600711.SH,สขออฟ๓าต,19961023,0.8949,
600711.SH,สขออฟ๓าต,19961024,0.9447,
600711.SH,สขออฟ๓าต,19961025,0.9633,
600711.SH,สขออฟ๓าต,19961028,0.9944,
600711.SH,สขออฟ๓าต,19961029,0.9695,
600711.SH,สขออฟ๓าต,19961030,0.8813,
600711.SH,สขออฟ๓าต,19961031,0.9012,
600711.SH,สขออฟ๓าต,19961101,0.8564,
600711.SH,สขออฟ๓าต,19961104,0.8763,
600711.SH,สขออฟ๓าต,19961105,0.8527,
600711.SH,สขออฟ๓าต,19961106,0.8216,
600711.SH,สขออฟ๓าต,19961107,0.8589,
600711.SH,สขออฟ๓าต,19961108,0.8527,
600711.SH,สขออฟ๓าต,19961111,0.8676,
600711.SH,สขออฟ๓าต,19961112,0.8576,
600711.SH,สขออฟ๓าต,19961113,0.8987,
600711.SH,สขออฟ๓าต,19961114,0.8887,
600711.SH,สขออฟ๓าต,19961115,0.8763,
600711.SH,สขออฟ๓าต,19961118,0.9111,
600711.SH,สขออฟ๓าต,19961119,0.9695,
600711.SH,สขออฟ๓าต,19961120,0.9832,
600711.SH,สขออฟ๓าต,19961121,0.8887,
600711.SH,สขออฟ๓าต,19961122,0.8788,
600711.SH,สขออฟ๓าต,19961125,0.9074,
600711.SH,สขออฟ๓าต,19961126,0.8949,
600711.SH,สขออฟ๓าต,19961127,0.9285,
600711.SH,สขออฟ๓าต,19961128,1.0068,
600711.SH,สขออฟ๓าต,19961129,1.0938,
600711.SH,สขออฟ๓าต,19961202,1.2007,
600711.SH,สขออฟ๓าต,19961203,1.1224,
600711.SH,สขออฟ๓าต,19961204,1.1833,
600711.SH,สขออฟ๓าต,19961205,1.274,
600711.SH,สขออฟ๓าต,19961206,1.2554,
600711.SH,สขออฟ๓าต,19961209,1.279,
600711.SH,สขออฟ๓าต,19961210,1.3561,
600711.SH,สขออฟ๓าต,19961211,1.4021,
600711.SH,สขออฟ๓าต,19961212,1.274,
600711.SH,สขออฟ๓าต,19961213,1.1311,
600711.SH,สขออฟ๓าต,19961216,1.018,
600711.SH,สขออฟ๓าต,19961217,0.9161,
600711.SH,สขออฟ๓าต,19961218,0.9571,
600711.SH,สขออฟ๓าต,19961219,0.8614,
600711.SH,สขออฟ๓าต,19961220,0.8079,
600711.SH,สขออฟ๓าต,19961223,0.839,
600711.SH,สขออฟ๓าต,19961224,0.7706,
600711.SH,สขออฟ๓าต,19961225,0.8079,
600711.SH,สขออฟ๓าต,19961226,0.8639,
600711.SH,สขออฟ๓าต,19961227,0.8576,
600711.SH,สขออฟ๓าต,19961230,0.875,
600711.SH,สขออฟ๓าต,19961231,0.8465,
600711.SH,สขออฟ๓าต,19970102,0.8452,
600711.SH,สขออฟ๓าต,19970103,0.8266,
600711.SH,สขออฟ๓าต,19970106,0.8253,
600711.SH,สขออฟ๓าต,19970107,0.8726,
600711.SH,สขออฟ๓าต,19970108,0.8651,
600711.SH,สขออฟ๓าต,19970109,0.9322,
600711.SH,สขออฟ๓าต,19970110,0.9322,
600711.SH,สขออฟ๓าต,19970113,0.9322,
600711.SH,สขออฟ๓าต,19970114,0.9061,
600711.SH,สขออฟ๓าต,19970115,0.9136,
600711.SH,สขออฟ๓าต,19970116,0.9136,
600711.SH,สขออฟ๓าต,19970117,0.9322,
600711.SH,สขออฟ๓าต,19970120,0.926,
600711.SH,สขออฟ๓าต,19970121,0.9397,
600711.SH,สขออฟ๓าต,19970122,0.9695,
600711.SH,สขออฟ๓าต,19970123,0.9459,
600711.SH,สขออฟ๓าต,19970124,0.9819,
600711.SH,สขออฟ๓าต,19970127,0.9819,
600711.SH,สขออฟ๓าต,19970128,0.9695,
600711.SH,สขออฟ๓าต,19970129,0.9782,
600711.SH,สขออฟ๓าต,19970130,0.967,
600711.SH,สขออฟ๓าต,19970131,0.9621,
600711.SH,สขออฟ๓าต,19970217,0.9658,
600711.SH,สขออฟ๓าต,19970218,0.8701,
600711.SH,สขออฟ๓าต,19970219,0.9161,
600711.SH,สขออฟ๓าต,19970220,0.8974,
600711.SH,สขออฟ๓าต,19970221,0.9571,
600711.SH,สขออฟ๓าต,19970224,0.9956,
600711.SH,สขออฟ๓าต,19970225,0.9869,
600711.SH,สขออฟ๓าต,19970226,0.9956,
600711.SH,สขออฟ๓าต,19970227,0.9819,
600711.SH,สขออฟ๓าต,19970228,0.9906,
600711.SH,สขออฟ๓าต,19970303,1.0217,
600711.SH,สขออฟ๓าต,19970304,1.0155,
600711.SH,สขออฟ๓าต,19970305,1.0416,
600711.SH,สขออฟ๓าต,19970306,1.146,
600711.SH,สขออฟ๓าต,19970307,1.1174,
600711.SH,สขออฟ๓าต,19970310,1.1435,
600711.SH,สขออฟ๓าต,19970311,1.1373,
600711.SH,สขออฟ๓าต,19970312,1.1423,
600711.SH,สขออฟ๓าต,19970313,1.1311,
600711.SH,สขออฟ๓าต,19970314,1.146,
600711.SH,สขออฟ๓าต,19970317,1.1497,
600711.SH,สขออฟ๓าต,19970318,1.1386,
600711.SH,สขออฟ๓าต,19970319,1.2529,
600711.SH,สขออฟ๓าต,19970320,1.1684,
600711.SH,สขออฟ๓าต,19970321,1.2678,
600711.SH,สขออฟ๓าต,19970324,1.274,
600711.SH,สขออฟ๓าต,19970325,1.2305,
600711.SH,สขออฟ๓าต,19970326,1.2268,
600711.SH,สขออฟ๓าต,19970327,1.243,
600711.SH,สขออฟ๓าต,19970328,1.243,
600711.SH,สขออฟ๓าต,19970331,1.3039,
600711.SH,สขออฟ๓าต,19970401,1.2803,
600711.SH,สขออฟ๓าต,19970402,1.3051,
600711.SH,สขออฟ๓าต,19970403,1.2803,
600711.SH,สขออฟ๓าต,19970404,1.2641,
600711.SH,สขออฟ๓าต,19970407,1.2256,
600711.SH,สขออฟ๓าต,19970408,1.2753,
600711.SH,สขออฟ๓าต,19970409,1.2865,
600711.SH,สขออฟ๓าต,19970410,1.2517,
600711.SH,สขออฟ๓าต,19970411,1.2169,
600711.SH,สขออฟ๓าต,19970414,1.2653,
600711.SH,สขออฟ๓าต,19970415,1.2703,
600711.SH,สขออฟ๓าต,19970416,1.2591,
600711.SH,สขออฟ๓าต,19970417,1.3673,
600711.SH,สขออฟ๓าต,19970418,1.3325,
600711.SH,สขออฟ๓าต,19970421,1.3611,
600711.SH,สขออฟ๓าต,19970422,1.3424,
600711.SH,สขออฟ๓าต,19970423,1.2803,
600711.SH,สขออฟ๓าต,19970424,1.2405,
600711.SH,สขออฟ๓าต,19970425,1.2107,
600711.SH,สขออฟ๓าต,19970428,1.243,
600711.SH,สขออฟ๓าต,19970429,1.2542,
600711.SH,สขออฟ๓าต,19970430,1.2529,
600711.SH,สขออฟ๓าต,19970505,1.3126,
600711.SH,สขออฟ๓าต,19970506,1.3225,
600711.SH,สขออฟ๓าต,19970507,1.33,
600711.SH,สขออฟ๓าต,19970508,1.243,
600711.SH,สขออฟ๓าต,19970509,1.3001,
600711.SH,สขออฟ๓าต,19970512,1.4307,
600711.SH,สขออฟ๓าต,19970513,1.5736,
600711.SH,สขออฟ๓าต,19970514,1.5015,
600711.SH,สขออฟ๓าต,19970515,1.6519,
600711.SH,สขออฟ๓าต,19970516,1.5475,
600711.SH,สขออฟ๓าต,19970519,1.6382,
600711.SH,สขออฟ๓าต,19970520,1.7252,
600711.SH,สขออฟ๓าต,19970521,1.7004,
600711.SH,สขออฟ๓าต,19970522,1.5301,
600711.SH,สขออฟ๓าต,19970523,1.5724,
600711.SH,สขออฟ๓าต,19970526,1.6718,
600711.SH,สขออฟ๓าต,19970527,1.7141,
600711.SH,สขออฟ๓าต,19970528,1.7141,
600711.SH,สขออฟ๓าต,19970529,1.7029,
600711.SH,สขออฟ๓าต,19970530,1.7774,
600711.SH,สขออฟ๓าต,19970602,1.8993,
600711.SH,สขออฟ๓าต,19970603,1.9577,
600711.SH,สขออฟ๓าต,19970604,1.9017,
600711.SH,สขออฟ๓าต,19970605,1.9142,
600711.SH,สขออฟ๓าต,19970606,1.8396,
600711.SH,สขออฟ๓าต,19970609,1.8384,
600711.SH,สขออฟ๓าต,19970610,1.8471,
600711.SH,สขออฟ๓าต,19970611,1.8533,
600711.SH,สขออฟ๓าต,19970612,1.8831,
600711.SH,สขออฟ๓าต,19970613,1.9577,
600711.SH,สขออฟ๓าต,19970616,2.082,
600711.SH,สขออฟ๓าต,19970617,1.9887,
600711.SH,สขออฟ๓าต,19970618,1.9614,
600711.SH,สขออฟ๓าต,19970619,1.9266,
600711.SH,สขออฟ๓าต,19970620,1.9887,
600711.SH,สขออฟ๓าต,19970623,1.9117,
600711.SH,สขออฟ๓าต,19970624,2.0236,
600711.SH,สขออฟ๓าต,19970625,1.9639,
600711.SH,สขออฟ๓าต,19970626,1.9614,
600711.SH,สขออฟ๓าต,19970627,1.9017,
600711.SH,สขออฟ๓าต,19970702,1.862,
600711.SH,สขออฟ๓าต,19970703,1.7886,
600711.SH,สขออฟ๓าต,19970704,1.7986,
600711.SH,สขออฟ๓าต,19970707,1.77,
600711.SH,สขออฟ๓าต,19970708,1.7924,
600711.SH,สขออฟ๓าต,19970709,1.8645,
600711.SH,สขออฟ๓าต,19970710,1.8632,
600711.SH,สขออฟ๓าต,19970711,1.9639,
600711.SH,สขออฟ๓าต,19970714,1.985,
600711.SH,สขออฟ๓าต,19970715,2.0509,
600711.SH,สขออฟ๓าต,19970716,2.0037,
600711.SH,สขออฟ๓าต,19970717,2.0186,
600711.SH,สขออฟ๓าต,19970718,2.1752,
600711.SH,สขออฟ๓าต,19970721,2.2001,
600711.SH,สขออฟ๓าต,19970722,2.3069,
600711.SH,สขออฟ๓าต,19970723,2.2063,
600711.SH,สขออฟ๓าต,19970724,2.1541,
600711.SH,สขออฟ๓าต,19970725,2.1379,
600711.SH,สขออฟ๓าต,19970728,2.1255,
600711.SH,สขออฟ๓าต,19970729,2.1255,
600711.SH,สขออฟ๓าต,19970730,2.1628,
600711.SH,สขออฟ๓าต,19970731,2.113,
600711.SH,สขออฟ๓าต,19970801,1.9763,
600711.SH,สขออฟ๓าต,19970804,1.862,
600711.SH,สขออฟ๓าต,19970805,1.8769,
600711.SH,สขออฟ๓าต,19970806,1.76,
600711.SH,สขออฟ๓าต,19970807,1.7091,
600711.SH,สขออฟ๓าต,19970808,1.5525,
600711.SH,สขออฟ๓าต,19970811,1.3971,
600711.SH,สขออฟ๓าต,19970812,1.504,
600711.SH,สขออฟ๓าต,19970813,1.4766,
600711.SH,สขออฟ๓าต,19970814,1.4232,
600711.SH,สขออฟ๓าต,19970815,1.3735,
600711.SH,สขออฟ๓าต,19970818,1.2368,
600711.SH,สขออฟ๓าต,19970819,1.1808,
600711.SH,สขออฟ๓าต,19970820,1.2082,
600711.SH,สขออฟ๓าต,19970821,1.197,
600711.SH,สขออฟ๓าต,19970822,1.2554,
600711.SH,สขออฟ๓าต,19970825,1.2094,
600711.SH,สขออฟ๓าต,19970826,1.1808,
600711.SH,สขออฟ๓าต,19970827,1.2554,
600711.SH,สขออฟ๓าต,19970828,1.3374,
600711.SH,สขออฟ๓าต,19970829,1.274,
600711.SH,สขออฟ๓าต,19970901,1.1783,
600711.SH,สขออฟ๓าต,19970902,1.1783,
600711.SH,สขออฟ๓าต,19970903,1.1908,
600711.SH,สขออฟ๓าต,19970904,1.1746,
600711.SH,สขออฟ๓าต,19970905,1.197,
600711.SH,สขออฟ๓าต,19970908,1.2305,
600711.SH,สขออฟ๓าต,19970909,1.238,
600711.SH,สขออฟ๓าต,19970910,1.2082,
600711.SH,สขออฟ๓าต,19970911,1.1721,
600711.SH,สขออฟ๓าต,19970912,1.156,
600711.SH,สขออฟ๓าต,19970915,1.0714,
600711.SH,สขออฟ๓าต,19970916,1.0677,
600711.SH,สขออฟ๓าต,19970917,1.0354,
600711.SH,สขออฟ๓าต,19970918,1.0391,
600711.SH,สขออฟ๓าต,19970919,1.0478,
600711.SH,สขออฟ๓าต,19970922,0.9434,
600711.SH,สขออฟ๓าต,19970923,0.8489,
600711.SH,สขออฟ๓าต,19970924,0.9074,
600711.SH,สขออฟ๓าต,19970925,0.9173,
600711.SH,สขออฟ๓าต,19970926,0.9397,
600711.SH,สขออฟ๓าต,19970929,0.8949,
600711.SH,สขออฟ๓าต,19970930,0.8974,
600711.SH,สขออฟ๓าต,19971006,0.8887,
600711.SH,สขออฟ๓าต,19971007,0.8875,
600711.SH,สขออฟ๓าต,19971008,0.9447,
600711.SH,สขออฟ๓าต,19971009,0.9633,
600711.SH,สขออฟ๓าต,19971010,1.0192,
600711.SH,สขออฟ๓าต,19971013,1.0043,
600711.SH,สขออฟ๓าต,19971014,0.9819,
600711.SH,สขออฟ๓าต,19971015,0.9944,
600711.SH,สขออฟ๓าต,19971016,0.9869,
600711.SH,สขออฟ๓าต,19971017,1.0118,
600711.SH,สขออฟ๓าต,19971020,1.0192,
600711.SH,สขออฟ๓าต,19971021,1.0068,
600711.SH,สขออฟ๓าต,19971022,0.9695,
600711.SH,สขออฟ๓าต,19971023,0.9521,
600711.SH,สขออฟ๓าต,19971024,0.9409,
600711.SH,สขออฟ๓าต,19971027,1.0354,
600711.SH,สขออฟ๓าต,19971028,1.0317,
600711.SH,สขออฟ๓าต,19971029,1.0068,
600711.SH,สขออฟ๓าต,19971030,0.9993,
600711.SH,สขออฟ๓าต,19971031,1.0018,
600711.SH,สขออฟ๓าต,19971103,0.9919,
600711.SH,สขออฟ๓าต,19971104,0.9894,
600711.SH,สขออฟ๓าต,19971105,0.9819,
600711.SH,สขออฟ๓าต,19971106,0.9633,
600711.SH,สขออฟ๓าต,19971107,0.972,
600711.SH,สขออฟ๓าต,19971110,0.9844,
600711.SH,สขออฟ๓าต,19971111,1.0826,
600711.SH,สขออฟ๓าต,19971112,1.0167,
600711.SH,สขออฟ๓าต,19971113,1.0043,
600711.SH,สขออฟ๓าต,19971114,1.023,
600711.SH,สขออฟ๓าต,19971117,1.013,
600711.SH,สขออฟ๓าต,19971118,0.9795,
600711.SH,สขออฟ๓าต,19971119,0.9782,
600711.SH,สขออฟ๓าต,19971120,0.9732,
600711.SH,สขออฟ๓าต,19971121,0.9509,
600711.SH,สขออฟ๓าต,19971124,0.9024,
600711.SH,สขออฟ๓าต,19971125,0.9248,
600711.SH,สขออฟ๓าต,19971126,0.9384,
600711.SH,สขออฟ๓าต,19971127,0.9036,
600711.SH,สขออฟ๓าต,19971128,0.931,
600711.SH,สขออฟ๓าต,19971201,0.9273,
600711.SH,สขออฟ๓าต,19971202,0.9322,
600711.SH,สขออฟ๓าต,19971203,0.9148,
600711.SH,สขออฟ๓าต,19971204,0.9447,
600711.SH,สขออฟ๓าต,19971205,0.926,
600711.SH,สขออฟ๓าต,19971208,0.9074,
600711.SH,สขออฟ๓าต,19971209,0.9198,
600711.SH,สขออฟ๓าต,19971210,0.9148,
600711.SH,สขออฟ๓าต,19971211,0.9049,
600711.SH,สขออฟ๓าต,19971212,0.9248,
600711.SH,สขออฟ๓าต,19971215,0.9186,
600711.SH,สขออฟ๓าต,19971216,0.9012,
600711.SH,สขออฟ๓าต,19971217,0.8775,
600711.SH,สขออฟ๓าต,19971218,0.8838,
600711.SH,สขออฟ๓าต,19971219,0.8838,
600711.SH,สขออฟ๓าต,19971222,0.8489,
600711.SH,สขออฟ๓าต,19971223,0.8726,
600711.SH,สขออฟ๓าต,19971224,0.8552,
600711.SH,สขออฟ๓าต,19971225,0.8576,
600711.SH,สขออฟ๓าต,19971226,0.88,
600711.SH,สขออฟ๓าต,19971229,0.8738,
600711.SH,สขออฟ๓าต,19971230,0.9136,
600711.SH,สขออฟ๓าต,19971231,0.9012,
600711.SH,สขออฟ๓าต,19980105,0.8887,
600711.SH,สขออฟ๓าต,19980106,0.9024,
600711.SH,สขออฟ๓าต,19980107,0.9447,
600711.SH,สขออฟ๓าต,19980108,0.9223,
600711.SH,สขออฟ๓าต,19980109,0.9534,
600711.SH,สขออฟ๓าต,19980112,0.9571,
600711.SH,สขออฟ๓าต,19980113,0.9012,
600711.SH,สขออฟ๓าต,19980114,0.9919,
600711.SH,สขออฟ๓าต,19980115,1.0627,
600711.SH,สขออฟ๓าต,19980116,1.0627,
600711.SH,สขออฟ๓าต,19980119,0.9956,
600711.SH,สขออฟ๓าต,19980120,0.9683,
600711.SH,สขออฟ๓าต,19980121,0.926,
600711.SH,สขออฟ๓าต,19980122,0.9273,
600711.SH,สขออฟ๓าต,19980123,0.9347,
600711.SH,สขออฟ๓าต,19980209,0.9683,
600711.SH,สขออฟ๓าต,19980210,0.9844,
600711.SH,สขออฟ๓าต,19980211,1.0068,
600711.SH,สขออฟ๓าต,19980212,1.0379,
600711.SH,สขออฟ๓าต,19980213,0.9993,
600711.SH,สขออฟ๓าต,19980216,0.9732,
600711.SH,สขออฟ๓าต,19980217,1.0192,
600711.SH,สขออฟ๓าต,19980218,1.0317,
600711.SH,สขออฟ๓าต,19980219,0.9944,
600711.SH,สขออฟ๓าต,19980220,1.0006,
600711.SH,สขออฟ๓าต,19980223,1.0192,
600711.SH,สขออฟ๓าต,19980224,1.0429,
600711.SH,สขออฟ๓าต,19980225,1.0192,
600711.SH,สขออฟ๓าต,19980226,1.0341,
600711.SH,สขออฟ๓าต,19980227,1.0739,
600711.SH,สขออฟ๓าต,19980302,1.0888,
600711.SH,สขออฟ๓าต,19980303,1.0876,
600711.SH,สขออฟ๓าต,19980304,1.0963,
600711.SH,สขออฟ๓าต,19980305,1.1149,
600711.SH,สขออฟ๓าต,19980306,1.0901,
600711.SH,สขออฟ๓าต,19980309,1.0404,
600711.SH,สขออฟ๓าต,19980310,1.0391,
600711.SH,สขออฟ๓าต,19980311,1.0217,
600711.SH,สขออฟ๓าต,19980312,0.9944,
600711.SH,สขออฟ๓าต,19980313,0.9645,
600711.SH,สขออฟ๓าต,19980316,0.9956,
600711.SH,สขออฟ๓าต,19980317,0.9944,
600711.SH,สขออฟ๓าต,19980318,1.0167,
600711.SH,สขออฟ๓าต,19980319,1.0006,
600711.SH,สขออฟ๓าต,19980320,1.0031,
600711.SH,สขออฟ๓าต,19980323,0.9708,
600711.SH,สขออฟ๓าต,19980324,0.9981,
600711.SH,สขออฟ๓าต,19980325,0.9944,
600711.SH,สขออฟ๓าต,19980326,1.0242,
600711.SH,สขออฟ๓าต,19980327,1.0714,
600711.SH,สขออฟ๓าต,19980330,1.0565,
600711.SH,สขออฟ๓าต,19980331,1.0516,
600711.SH,สขออฟ๓าต,19980401,1.0739,
600711.SH,สขออฟ๓าต,19980402,1.0789,
600711.SH,สขออฟ๓าต,19980403,1.0801,
600711.SH,สขออฟ๓าต,19980406,1.1883,
600711.SH,สขออฟ๓าต,19980407,1.243,
600711.SH,สขออฟ๓าต,19980408,1.3673,
600711.SH,สขออฟ๓าต,19980409,1.2877,
600711.SH,สขออฟ๓าต,19980410,1.2554,
600711.SH,สขออฟ๓าต,19980413,1.2057,
600711.SH,สขออฟ๓าต,19980414,1.2591,
600711.SH,สขออฟ๓าต,19980415,1.2778,
600711.SH,สขออฟ๓าต,19980416,1.2914,
600711.SH,สขออฟ๓าต,19980417,1.2716,
600711.SH,สขออฟ๓าต,19980420,1.2305,
600711.SH,สขออฟ๓าต,19980421,1.2678,
600711.SH,สขออฟ๓าต,19980422,1.2778,
600711.SH,สขออฟ๓าต,19980423,1.243,
600711.SH,สขออฟ๓าต,19980424,1.1684,
600711.SH,สขออฟ๓าต,19980427,1.146,
600711.SH,สขออฟ๓าต,19980428,1.0876,
600711.SH,สขออฟ๓าต,19980429,1.1808,
600711.SH,สขออฟ๓าต,19980430,1.289,
600711.SH,สขออฟ๓าต,19980504,1.2678,
600711.SH,สขออฟ๓าต,19980505,1.3349,
600711.SH,สขออฟ๓าต,19980506,1.4307,
600711.SH,สขออฟ๓าต,19980507,1.4046,
600711.SH,สขออฟ๓าต,19980508,1.4605,
600711.SH,สขออฟ๓าต,19980511,1.412,
600711.SH,สขออฟ๓าต,19980512,1.3424,
600711.SH,สขออฟ๓าต,19980513,1.3349,
600711.SH,สขออฟ๓าต,19980514,1.3051,
600711.SH,สขออฟ๓าต,19980515,1.3126,
600711.SH,สขออฟ๓าต,19980518,1.243,
600711.SH,สขออฟ๓าต,19980519,1.3673,
600711.SH,สขออฟ๓าต,19980520,1.504,
600711.SH,สขออฟ๓าต,19980521,1.5077,
600711.SH,สขออฟ๓าต,19980522,1.4481,
600711.SH,สขออฟ๓าต,19980525,1.5475,
600711.SH,สขออฟ๓าต,19980526,1.5102,
600711.SH,สขออฟ๓าต,19980527,1.504,
600711.SH,สขออฟ๓าต,19980528,1.4543,
600711.SH,สขออฟ๓าต,19980529,1.4791,
600711.SH,สขออฟ๓าต,19980601,1.4468,
600711.SH,สขออฟ๓าต,19980602,1.4443,
600711.SH,สขออฟ๓าต,19980603,1.4294,
600711.SH,สขออฟ๓าต,19980604,1.5164,
600711.SH,สขออฟ๓าต,19980605,1.4418,
600711.SH,สขออฟ๓าต,19980608,1.3896,
600711.SH,สขออฟ๓าต,19980609,1.2616,
600711.SH,สขออฟ๓าต,19980610,1.1622,
600711.SH,สขออฟ๓าต,19980611,1.1746,
600711.SH,สขออฟ๓าต,19980612,1.2778,
600711.SH,สขออฟ๓าต,19980615,1.233,
600711.SH,สขออฟ๓าต,19980616,1.202,
600711.SH,สขออฟ๓าต,19980617,1.2305,
600711.SH,สขออฟ๓าต,19980618,1.2305,
600711.SH,สขออฟ๓าต,19980619,1.2902,
600711.SH,สขออฟ๓าต,19980622,1.3051,
600711.SH,สขออฟ๓าต,19980623,1.289,
600711.SH,สขออฟ๓าต,19980624,1.2815,
600711.SH,สขออฟ๓าต,19980625,1.2417,
600711.SH,สขออฟ๓าต,19980626,1.2417,
600711.SH,สขออฟ๓าต,19980629,1.2728,
600711.SH,สขออฟ๓าต,19980630,1.2653,
600711.SH,สขออฟ๓าต,19980701,1.243,
600711.SH,สขออฟ๓าต,19980702,1.2492,
600711.SH,สขออฟ๓าต,19980703,1.233,
600711.SH,สขออฟ๓าต,19980706,1.2479,
600711.SH,สขออฟ๓าต,19980707,1.2666,
600711.SH,สขออฟ๓าต,19980708,1.2678,
600711.SH,สขออฟ๓าต,19980709,1.3921,
600711.SH,สขออฟ๓าต,19980710,1.3921,
