測鎢,潠備,�梪�,彶攫歎(啋),
300446.SZ,氈翮陔第,20150423,6.2761,
300446.SZ,氈翮陔第,20150424,6.9018,
300446.SZ,氈翮陔第,20150427,7.5915,
300446.SZ,氈翮陔第,20150428,8.3501,
300446.SZ,氈翮陔第,20150429,9.1876,
300446.SZ,氈翮陔第,20150430,10.1088,
300446.SZ,氈翮陔第,20150504,11.1187,
300446.SZ,氈翮陔第,20150505,12.2321,
300446.SZ,氈翮陔第,20150506,13.4538,
300446.SZ,氈翮陔第,20150507,14.7987,
300446.SZ,氈翮陔第,20150508,16.2766,
300446.SZ,氈翮陔第,20150511,17.9023,
300446.SZ,氈翮陔第,20150512,19.6905,
300446.SZ,氈翮陔第,20150513,21.661,
300446.SZ,氈翮陔第,20150514,23.8286,
300446.SZ,氈翮陔第,20150515,26.213,
300446.SZ,氈翮陔第,20150518,28.8338,
300446.SZ,氈翮陔第,20150519,31.7157,
300446.SZ,氈翮陔第,20150520,34.8882,
300446.SZ,氈翮陔第,20150521,38.376,
300446.SZ,氈翮陔第,20150522,42.2137,
300446.SZ,氈翮陔第,20150525,46.4355,
300446.SZ,氈翮陔第,20150526,51.081,
300446.SZ,氈翮陔第,20150527,56.1896,
300446.SZ,氈翮陔第,20150528,61.8106,
300446.SZ,氈翮陔第,20150529,67.9931,
300446.SZ,氈翮陔第,20150601,74.7914,
300446.SZ,氈翮陔第,20150602,82.2696,
300446.SZ,氈翮陔第,20150603,90.4965,
300446.SZ,氈翮陔第,20150604,99.5462,
300446.SZ,氈翮陔第,20150605,89.5901,
300446.SZ,氈翮陔第,20150608,80.6291,
300446.SZ,氈翮陔第,20150609,75.3284,
300446.SZ,氈翮陔第,20150610,79.8852,
300446.SZ,氈翮陔第,20150611,86.9988,
300446.SZ,氈翮陔第,20150612,78.299,
300446.SZ,氈翮陔第,20150615,70.471,
300446.SZ,氈翮陔第,20150616,69.067,
300446.SZ,氈翮陔第,20150617,72.1706,
300446.SZ,氈翮陔第,20150618,64.9536,
300446.SZ,氈翮陔第,20150619,58.4607,
300446.SZ,氈翮陔第,20150623,62.0717,
300446.SZ,氈翮陔第,20150624,62.0717,
300446.SZ,氈翮陔第,20150625,61.4805,
300446.SZ,氈翮陔第,20150626,55.3324,
300446.SZ,氈翮陔第,20150629,56.6527,
300446.SZ,氈翮陔第,20150630,59.1306,
300446.SZ,氈翮陔第,20150701,59.0666,
300446.SZ,氈翮陔第,20150702,60.5938,
300446.SZ,氈翮陔第,20150703,55.6674,
300446.SZ,氈翮陔第,20150706,50.1007,
300446.SZ,氈翮陔第,20150707,45.0906,
300446.SZ,氈翮陔第,20150708,40.583,
300446.SZ,氈翮陔第,20150709,44.6423,
300446.SZ,氈翮陔第,20150710,49.1056,
300446.SZ,氈翮陔第,20150713,54.0171,
300446.SZ,氈翮陔第,20150714,52.6131,
300446.SZ,氈翮陔第,20150715,47.3518,
300446.SZ,氈翮陔第,20150716,44.8542,
300446.SZ,氈翮陔第,20150717,47.5489,
300446.SZ,氈翮陔第,20150720,46.8493,
300446.SZ,氈翮陔第,20150721,48.1794,
300446.SZ,氈翮陔第,20150722,51.416,
300446.SZ,氈翮陔第,20150723,56.5591,
300446.SZ,氈翮陔第,20150724,53.8447,
300446.SZ,氈翮陔第,20150727,48.4602,
300446.SZ,氈翮陔第,20150728,45.5685,
300446.SZ,氈翮陔第,20150729,49.1647,
300446.SZ,氈翮陔第,20150730,46.7853,
300446.SZ,氈翮陔第,20150731,45.2286,
300446.SZ,氈翮陔第,20150803,40.987,
300446.SZ,氈翮陔第,20150804,44.5241,
300446.SZ,氈翮陔第,20150805,45.1153,
300446.SZ,氈翮陔第,20150806,44.1398,
300446.SZ,氈翮陔第,20150807,46.7804,
300446.SZ,氈翮陔第,20150810,49.9972,
300446.SZ,氈翮陔第,20150811,49.682,
300446.SZ,氈翮陔第,20150812,50.2977,
300446.SZ,氈翮陔第,20150813,50.2485,
300446.SZ,氈翮陔第,20150814,49.7706,
300446.SZ,氈翮陔第,20150817,46.3074,
300446.SZ,氈翮陔第,20150818,42.859,
300446.SZ,氈翮陔第,20150819,43.8935,
300446.SZ,氈翮陔第,20150820,42.3664,
300446.SZ,氈翮陔第,20150821,39.2234,
300446.SZ,氈翮陔第,20150824,35.302,
300446.SZ,氈翮陔第,20150825,31.7699,
300446.SZ,氈翮陔第,20150826,31.5679,
300446.SZ,氈翮陔第,20150827,32.9078,
300446.SZ,氈翮陔第,20150828,35.4153,
300446.SZ,氈翮陔第,20150831,32.0211,
300446.SZ,氈翮陔第,20150901,28.819,
300446.SZ,氈翮陔第,20150902,28.7796,
300446.SZ,氈翮陔第,20150907,29.9964,
300446.SZ,氈翮陔第,20150908,32.5137,
300446.SZ,氈翮陔第,20150909,34.1837,
300446.SZ,氈翮陔第,20150910,32.6911,
300446.SZ,氈翮陔第,20150911,33.7896,
300446.SZ,氈翮陔第,20150914,30.4102,
300446.SZ,氈翮陔第,20150915,30.0506,
300446.SZ,氈翮陔第,20150916,33.0556,
300446.SZ,氈翮陔第,20150917,33.1295,
300446.SZ,氈翮陔第,20150918,34.9769,
300446.SZ,氈翮陔第,20150921,36.4055,
300446.SZ,氈翮陔第,20150922,36.0114,
300446.SZ,氈翮陔第,20150923,35.7651,
300446.SZ,氈翮陔第,20150924,35.4646,
300446.SZ,氈翮陔第,20150925,33.6468,
300446.SZ,氈翮陔第,20150928,35.1739,
300446.SZ,氈翮陔第,20150929,34.164,
300446.SZ,氈翮陔第,20150930,34.4399,
300446.SZ,氈翮陔第,20151008,36.0656,
300446.SZ,氈翮陔第,20151009,36.5435,
300446.SZ,氈翮陔第,20151012,39.1643,
300446.SZ,氈翮陔第,20151013,39.4795,
300446.SZ,氈翮陔第,20151014,41.1594,
300446.SZ,氈翮陔第,20151015,45.2778,
300446.SZ,氈翮陔第,20151016,45.5882,
300446.SZ,氈翮陔第,20151019,46.406,
300446.SZ,氈翮陔第,20151020,48.278,
300446.SZ,氈翮陔第,20151021,43.7457,
300446.SZ,氈翮陔第,20151022,46.9429,
300446.SZ,氈翮陔第,20151023,48.6327,
300446.SZ,氈翮陔第,20151026,47.3518,
300446.SZ,氈翮陔第,20151027,50.7362,
300446.SZ,氈翮陔第,20151028,52.3964,
300446.SZ,氈翮陔第,20151029,52.3372,
300446.SZ,氈翮陔第,20151030,52.7609,
300446.SZ,氈翮陔第,20151102,53.7018,
