代码,简称,日期,收盘价(元),
002410.SZ,广联达,20100525,4.574,
002410.SZ,广联达,20100526,4.5022,
002410.SZ,广联达,20100527,4.5046,
002410.SZ,广联达,20100528,4.4376,
002410.SZ,广联达,20100531,4.323,
002410.SZ,广联达,20100601,4.0124,
002410.SZ,广联达,20100602,4.0447,
002410.SZ,广联达,20100603,4.0197,
002410.SZ,广联达,20100604,4.0552,
002410.SZ,广联达,20100607,4.135,
002410.SZ,广联达,20100608,4.1149,
002410.SZ,广联达,20100609,4.2036,
002410.SZ,广联达,20100610,4.2319,
002410.SZ,广联达,20100611,4.3408,
002410.SZ,广联达,20100617,4.2464,
002410.SZ,广联达,20100618,4.0358,
002410.SZ,广联达,20100621,4.2125,
002410.SZ,广联达,20100622,4.3489,
002410.SZ,广联达,20100623,4.4497,
002410.SZ,广联达,20100624,4.4529,
002410.SZ,广联达,20100625,4.4828,
002410.SZ,广联达,20100628,4.3787,
002410.SZ,广联达,20100629,4.2077,
002410.SZ,广联达,20100630,4.2077,
002410.SZ,广联达,20100701,4.2391,
002410.SZ,广联达,20100702,4.0366,
002410.SZ,广联达,20100705,3.9721,
002410.SZ,广联达,20100706,4.1133,
002410.SZ,广联达,20100707,4.1552,
002410.SZ,广联达,20100708,4.2036,
002410.SZ,广联达,20100709,4.3351,
002410.SZ,广联达,20100712,4.3464,
002410.SZ,广联达,20100713,4.3811,
002410.SZ,广联达,20100714,4.3666,
002410.SZ,广联达,20100715,4.533,
002410.SZ,广联达,20100716,4.583,
002410.SZ,广联达,20100719,4.7142,
002410.SZ,广联达,20100720,4.8493,
002410.SZ,广联达,20100721,4.7984,
002410.SZ,广联达,20100722,4.8728,
002410.SZ,广联达,20100723,4.768,
002410.SZ,广联达,20100726,4.8287,
002410.SZ,广联达,20100727,5.0226,
002410.SZ,广联达,20100728,5.2468,
002410.SZ,广联达,20100729,5.4915,
002410.SZ,广联达,20100730,5.3604,
002410.SZ,广联达,20100802,5.5004,
002410.SZ,广联达,20100803,5.4455,
002410.SZ,广联达,20100804,5.6883,
002410.SZ,广联达,20100805,5.6345,
002410.SZ,广联达,20100806,5.5611,
002410.SZ,广联达,20100809,5.5611,
002410.SZ,广联达,20100810,5.3995,
002410.SZ,广联达,20100811,5.4573,
002410.SZ,广联达,20100812,5.425,
002410.SZ,广联达,20100813,5.5121,
002410.SZ,广联达,20100816,5.9233,
002410.SZ,广联达,20100817,6.1955,
002410.SZ,广联达,20100818,6.2356,
002410.SZ,广联达,20100819,6.314,
002410.SZ,广联达,20100820,5.9243,
002410.SZ,广联达,20100823,6.0663,
002410.SZ,广联达,20100824,6.1142,
002410.SZ,广联达,20100825,5.9723,
002410.SZ,广联达,20100826,6.1416,
002410.SZ,广联达,20100827,6.4951,
002410.SZ,广联达,20100830,6.591,
002410.SZ,广联达,20100831,6.6654,
002410.SZ,广联达,20100901,6.4422,
002410.SZ,广联达,20100902,6.4892,
002410.SZ,广联达,20100903,6.6772,
002410.SZ,广联达,20100906,6.5499,
002410.SZ,广联达,20100907,6.6459,
002410.SZ,广联达,20100908,6.5803,
002410.SZ,广联达,20100909,6.3492,
002410.SZ,广联达,20100910,6.4422,
002410.SZ,广联达,20100913,6.688,
002410.SZ,广联达,20100914,6.688,
002410.SZ,广联达,20100915,6.7575,
002410.SZ,广联达,20100916,6.7359,
002410.SZ,广联达,20100917,6.7359,
002410.SZ,广联达,20100920,6.9406,
002410.SZ,广联达,20100921,7.4409,
002410.SZ,广联达,20100927,7.8697,
002410.SZ,广联达,20100928,7.6186,
002410.SZ,广联达,20100929,7.4893,
002410.SZ,广联达,20100930,7.6362,
002410.SZ,广联达,20101008,7.5951,
002410.SZ,广联达,20101011,7.181,
002410.SZ,广联达,20101012,7.2838,
002410.SZ,广联达,20101013,7.2103,
002410.SZ,广联达,20101014,7.3307,
002410.SZ,广联达,20101015,7.181,
002410.SZ,广联达,20101018,6.9607,
002410.SZ,广联达,20101019,7.1501,
002410.SZ,广联达,20101020,7.2676,
002410.SZ,广联达,20101021,7.3763,
002410.SZ,广联达,20101022,7.247,
002410.SZ,广联达,20101025,7.8506,
002410.SZ,广联达,20101026,8.0767,
002410.SZ,广联达,20101027,7.9784,
002410.SZ,广联达,20101028,8.0209,
002410.SZ,广联达,20101029,8.2985,
002410.SZ,广联达,20101101,8.5202,
002410.SZ,广联达,20101102,8.4072,
002410.SZ,广联达,20101103,8.4204,
002410.SZ,广联达,20101104,8.6788,
002410.SZ,广联达,20101105,8.6788,
002410.SZ,广联达,20101108,8.7376,
002410.SZ,广联达,20101109,8.6465,
002410.SZ,广联达,20101110,8.4145,
002410.SZ,广联达,20101111,8.3675,
002410.SZ,广联达,20101112,8.1502,
002410.SZ,广联达,20101115,8.3778,
002410.SZ,广联达,20101116,8.2236,
002410.SZ,广联达,20101117,8.3323,
002410.SZ,广联达,20101118,8.8257,
002410.SZ,广联达,20101119,9.1708,
002410.SZ,广联达,20101122,9.0753,
002410.SZ,广联达,20101123,9.1678,
002410.SZ,广联达,20101124,9.2515,
002410.SZ,广联达,20101125,9.0768,
002410.SZ,广联达,20101126,9.0313,
002410.SZ,广联达,20101129,9.4703,
002410.SZ,广联达,20101130,9.2736,
002410.SZ,广联达,20101201,9.1311,
002410.SZ,广联达,20101202,8.9843,
002410.SZ,广联达,20101203,9.043,
002410.SZ,广联达,20101206,9.1341,
002410.SZ,广联达,20101207,9.3852,
002410.SZ,广联达,20101208,9.2765,
002410.SZ,广联达,20101209,9.1781,
002410.SZ,广联达,20101210,9.7376,
002410.SZ,广联达,20101213,9.7582,
002410.SZ,广联达,20101214,9.8389,
002410.SZ,广联达,20101215,9.7875,
002410.SZ,广联达,20101216,9.8947,
002410.SZ,广联达,20101217,9.9814,
002410.SZ,广联达,20101220,9.9858,
002410.SZ,广联达,20101221,10.0739,
002410.SZ,广联达,20101222,10.118,
002410.SZ,广联达,20101223,9.7875,
002410.SZ,广联达,20101224,9.8389,
002410.SZ,广联达,20101227,9.8389,
002410.SZ,广联达,20101228,9.7875,
002410.SZ,广联达,20101229,10.1003,
002410.SZ,广联达,20101230,10.1987,
002410.SZ,广联达,20101231,10.4263,
002410.SZ,广联达,20110104,10.4058,
002410.SZ,广联达,20110105,10.4043,
002410.SZ,广联达,20110106,10.1459,
002410.SZ,广联达,20110107,10.2575,
002410.SZ,广联达,20110110,10.2589,
002410.SZ,广联达,20110111,9.8977,
002410.SZ,广联达,20110112,9.4571,
002410.SZ,广联达,20110113,9.5291,
002410.SZ,广联达,20110114,9.369,
002410.SZ,广联达,20110117,9.068,
002410.SZ,广联达,20110118,9.0445,
002410.SZ,广联达,20110119,9.1561,
002410.SZ,广联达,20110120,8.4879,
002410.SZ,广联达,20110121,8.4865,
002410.SZ,广联达,20110124,8.206,
002410.SZ,广联达,20110125,8.2442,
002410.SZ,广联达,20110126,8.3558,
002410.SZ,广联达,20110127,8.3528,
002410.SZ,广联达,20110128,8.369,
002410.SZ,广联达,20110131,8.3998,
002410.SZ,广联达,20110201,8.576,
002410.SZ,广联达,20110209,8.3734,
002410.SZ,广联达,20110210,8.7919,
002410.SZ,广联达,20110211,8.8095,
002410.SZ,广联达,20110214,9.0181,
002410.SZ,广联达,20110215,8.9608,
002410.SZ,广联达,20110216,9.0386,
002410.SZ,广联达,20110217,9.2574,
002410.SZ,广联达,20110218,9.2941,
002410.SZ,广联达,20110221,9.3676,
002410.SZ,广联达,20110222,9.3118,
002410.SZ,广联达,20110223,9.0092,
002410.SZ,广联达,20110224,8.9123,
002410.SZ,广联达,20110225,8.9432,
002410.SZ,广联达,20110228,8.8404,
002410.SZ,广联达,20110301,8.9064,
002410.SZ,广联达,20110302,8.8844,
002410.SZ,广联达,20110303,8.5613,
002410.SZ,广联达,20110304,8.5173,
002410.SZ,广联达,20110307,8.4703,
002410.SZ,广联达,20110308,8.4189,
002410.SZ,广联达,20110309,8.7111,
002410.SZ,广联达,20110310,8.7302,
002410.SZ,广联达,20110311,8.8081,
002410.SZ,广联达,20110314,8.8051,
002410.SZ,广联达,20110315,8.8051,
002410.SZ,广联达,20110316,8.7288,
002410.SZ,广联达,20110317,8.4512,
002410.SZ,广联达,20110318,8.3514,
002410.SZ,广联达,20110321,8.3484,
002410.SZ,广联达,20110322,8.3411,
002410.SZ,广联达,20110323,8.5907,
002410.SZ,广联达,20110324,8.579,
002410.SZ,广联达,20110325,8.6274,
002410.SZ,广联达,20110328,8.3646,
002410.SZ,广联达,20110329,7.828,
002410.SZ,广联达,20110330,7.8814,
002410.SZ,广联达,20110331,7.877,
002410.SZ,广联达,20110401,7.9371,
002410.SZ,广联达,20110406,7.926,
002410.SZ,广联达,20110407,7.8391,
002410.SZ,广联达,20110408,8.064,
002410.SZ,广联达,20110411,7.897,
002410.SZ,广联达,20110412,7.6143,
002410.SZ,广联达,20110413,7.6543,
002410.SZ,广联达,20110414,7.6833,
002410.SZ,广联达,20110415,7.7434,
002410.SZ,广联达,20110418,7.5965,
002410.SZ,广联达,20110419,7.4896,
002410.SZ,广联达,20110420,7.6566,
002410.SZ,广联达,20110421,8.4225,
002410.SZ,广联达,20110422,8.516,
002410.SZ,广联达,20110425,8.5115,
002410.SZ,广联达,20110426,8.4136,
002410.SZ,广联达,20110427,8.1931,
002410.SZ,广联达,20110428,7.8391,
002410.SZ,广联达,20110429,7.9928,
002410.SZ,广联达,20110503,7.9816,
002410.SZ,广联达,20110504,7.7501,
002410.SZ,广联达,20110505,7.8191,
002410.SZ,广联达,20110506,7.9861,
002410.SZ,广联达,20110509,8.2466,
002410.SZ,广联达,20110510,8.1397,
002410.SZ,广联达,20110511,8.1664,
002410.SZ,广联达,20110512,8.0996,
002410.SZ,广联达,20110513,8.1553,
002410.SZ,广联达,20110516,8.0506,
002410.SZ,广联达,20110517,8.084,
002410.SZ,广联达,20110518,7.9883,
002410.SZ,广联达,20110519,8.0885,
002410.SZ,广联达,20110520,8.1664,
002410.SZ,广联达,20110523,7.7278,
002410.SZ,广联达,20110524,7.5697,
002410.SZ,广联达,20110525,7.4339,
002410.SZ,广联达,20110526,7.3872,
002410.SZ,广联达,20110527,7.1712,
002410.SZ,广联达,20110530,6.9887,
002410.SZ,广联达,20110531,6.9887,
002410.SZ,广联达,20110601,7.169,
002410.SZ,广联达,20110602,7.051,
002410.SZ,广联达,20110603,7.1935,
002410.SZ,广联达,20110607,7.12,
002410.SZ,广联达,20110608,7.2002,
002410.SZ,广联达,20110609,7.2202,
002410.SZ,广联达,20110610,7.189,
002410.SZ,广联达,20110613,7.189,
002410.SZ,广联达,20110614,7.2358,
002410.SZ,广联达,20110615,7.2313,
002410.SZ,广联达,20110616,7.0554,
002410.SZ,广联达,20110617,7.0621,
002410.SZ,广联达,20110620,6.8484,
002410.SZ,广联达,20110621,6.8306,
002410.SZ,广联达,20110622,6.8684,
002410.SZ,广联达,20110623,7.0978,
002410.SZ,广联达,20110624,7.3805,
002410.SZ,广联达,20110627,7.572,
002410.SZ,广联达,20110628,7.5586,
002410.SZ,广联达,20110629,7.5653,
002410.SZ,广联达,20110630,7.73,
002410.SZ,广联达,20110701,7.966,
002410.SZ,广联达,20110704,8.0017,
002410.SZ,广联达,20110705,7.9994,
002410.SZ,广联达,20110706,8.0974,
002410.SZ,广联达,20110707,7.9705,
002410.SZ,广联达,20110708,7.926,
002410.SZ,广联达,20110711,8.0328,
002410.SZ,广联达,20110712,7.926,
002410.SZ,广联达,20110713,8.015,
002410.SZ,广联达,20110714,8.2109,
002410.SZ,广联达,20110715,8.3935,
002410.SZ,广联达,20110718,8.3089,
002410.SZ,广联达,20110719,8.0996,
002410.SZ,广联达,20110720,8.0551,
002410.SZ,广联达,20110721,7.9594,
002410.SZ,广联达,20110722,7.9727,
002410.SZ,广联达,20110725,7.612,
002410.SZ,广联达,20110726,7.8369,
002410.SZ,广联达,20110727,8.2154,
002410.SZ,广联达,20110728,8.2065,
002410.SZ,广联达,20110729,8.2288,
002410.SZ,广联达,20110801,8.1486,
002410.SZ,广联达,20110802,8.1553,
002410.SZ,广联达,20110803,8.3913,
002410.SZ,广联达,20110804,8.3913,
002410.SZ,广联达,20110805,8.251,
002410.SZ,广联达,20110808,7.9705,
002410.SZ,广联达,20110809,7.9482,
002410.SZ,广联达,20110810,8.0128,
002410.SZ,广联达,20110811,8.1152,
002410.SZ,广联达,20110812,8.3267,
002410.SZ,广联达,20110815,8.5649,
002410.SZ,广联达,20110816,8.4425,
002410.SZ,广联达,20110817,8.7319,
002410.SZ,广联达,20110818,8.4358,
002410.SZ,广联达,20110819,8.3712,
002410.SZ,广联达,20110822,8.3134,
002410.SZ,广联达,20110823,8.5271,
002410.SZ,广联达,20110824,8.7386,
002410.SZ,广联达,20110825,8.7854,
002410.SZ,广联达,20110826,8.8032,
002410.SZ,广联达,20110829,8.7275,
002410.SZ,广联达,20110830,8.5939,
002410.SZ,广联达,20110831,8.4336,
002410.SZ,广联达,20110901,8.4291,
002410.SZ,广联达,20110902,8.3379,
002410.SZ,广联达,20110905,8.4269,
002410.SZ,广联达,20110906,8.015,
002410.SZ,广联达,20110907,8.1776,
002410.SZ,广联达,20110908,8.0996,
002410.SZ,广联达,20110909,8.2599,
002410.SZ,广联达,20110913,8.0729,
002410.SZ,广联达,20110914,8.0885,
002410.SZ,广联达,20110915,8.3134,
002410.SZ,广联达,20110916,8.2822,
002410.SZ,广联达,20110919,8.2377,
002410.SZ,广联达,20110920,8.2555,
002410.SZ,广联达,20110921,8.4737,
002410.SZ,广联达,20110922,8.3935,
002410.SZ,广联达,20110923,8.4136,
002410.SZ,广联达,20110926,8.1976,
002410.SZ,广联达,20110927,8.0529,
002410.SZ,广联达,20110928,7.8881,
