╢ЗбК,╪РЁф,хуфз,йуел╪ш(т╙),
601872.SH,упилбж╢╛,20061201,5.3039,
601872.SH,упилбж╢╛,20061204,5.8368,
601872.SH,упилбж╢╛,20061205,6.4197,
601872.SH,упилбж╢╛,20061206,7.0608,
601872.SH,упилбж╢╛,20061207,7.1274,
601872.SH,упилбж╢╛,20061208,6.6778,
601872.SH,упилбж╢╛,20061211,6.9942,
601872.SH,упилбж╢╛,20061212,6.453,
601872.SH,упилбж╢╛,20061213,6.5113,
601872.SH,упилбж╢╛,20061214,6.428,
601872.SH,упилбж╢╛,20061215,6.6778,
601872.SH,упилбж╢╛,20061218,6.9526,
601872.SH,упилбж╢╛,20061219,6.9775,
601872.SH,упилбж╢╛,20061220,6.8526,
601872.SH,упилбж╢╛,20061221,6.5612,
601872.SH,упилбж╢╛,20061222,6.4613,
601872.SH,упилбж╢╛,20061225,6.4946,
601872.SH,упилбж╢╛,20061226,6.3198,
601872.SH,упилбж╢╛,20061227,6.5779,
601872.SH,упилбж╢╛,20061228,6.3364,
601872.SH,упилбж╢╛,20061229,6.6195,
601872.SH,упилбж╢╛,20070104,6.7944,
601872.SH,упилбж╢╛,20070105,6.8526,
601872.SH,упилбж╢╛,20070108,7.4022,
601872.SH,упилбж╢╛,20070109,7.3023,
601872.SH,упилбж╢╛,20070110,7.6353,
601872.SH,упилбж╢╛,20070111,7.5437,
601872.SH,упилбж╢╛,20070112,6.9859,
601872.SH,упилбж╢╛,20070115,7.3023,
601872.SH,упилбж╢╛,20070116,7.5188,
601872.SH,упилбж╢╛,20070117,7.1357,
601872.SH,упилбж╢╛,20070118,7.1774,
601872.SH,упилбж╢╛,20070119,7.4355,
601872.SH,упилбж╢╛,20070122,7.6853,
601872.SH,упилбж╢╛,20070123,7.5188,
601872.SH,упилбж╢╛,20070124,8.2681,
601872.SH,упилбж╢╛,20070125,8.0766,
601872.SH,упилбж╢╛,20070126,7.8352,
601872.SH,упилбж╢╛,20070129,8.2182,
601872.SH,упилбж╢╛,20070130,8.1266,
601872.SH,упилбж╢╛,20070131,7.4855,
601872.SH,упилбж╢╛,20070201,7.4521,
601872.SH,упилбж╢╛,20070202,6.9526,
601872.SH,упилбж╢╛,20070205,6.9193,
601872.SH,упилбж╢╛,20070206,7.1607,
601872.SH,упилбж╢╛,20070207,7.2606,
601872.SH,упилбж╢╛,20070208,7.3855,
601872.SH,упилбж╢╛,20070209,7.3273,
601872.SH,упилбж╢╛,20070212,7.4771,
601872.SH,упилбж╢╛,20070213,7.5937,
601872.SH,упилбж╢╛,20070214,7.677,
601872.SH,упилбж╢╛,20070215,7.7852,
601872.SH,упилбж╢╛,20070216,7.8934,
601872.SH,упилбж╢╛,20070226,8.4097,
601872.SH,упилбж╢╛,20070227,7.5687,
601872.SH,упилбж╢╛,20070228,7.7103,
601872.SH,упилбж╢╛,20070301,7.269,
601872.SH,упилбж╢╛,20070302,7.3023,
601872.SH,упилбж╢╛,20070305,7.3106,
601872.SH,упилбж╢╛,20070306,7.5354,
601872.SH,упилбж╢╛,20070307,7.6187,
601872.SH,упилбж╢╛,20070308,7.6936,
601872.SH,упилбж╢╛,20070309,7.5188,
601872.SH,упилбж╢╛,20070312,7.4771,
601872.SH,упилбж╢╛,20070313,7.5854,
601872.SH,упилбж╢╛,20070314,7.4272,
601872.SH,упилбж╢╛,20070315,7.5104,
601872.SH,упилбж╢╛,20070316,7.3356,
601872.SH,упилбж╢╛,20070319,7.3439,
601872.SH,упилбж╢╛,20070320,7.5271,
601872.SH,упилбж╢╛,20070321,7.4938,
601872.SH,упилбж╢╛,20070322,7.602,
601872.SH,упилбж╢╛,20070323,7.9434,
601872.SH,упилбж╢╛,20070326,8.0433,
601872.SH,упилбж╢╛,20070327,8.06,
601872.SH,упилбж╢╛,20070328,7.9268,
601872.SH,упилбж╢╛,20070329,7.6104,
601872.SH,упилбж╢╛,20070330,7.5854,
601872.SH,упилбж╢╛,20070402,7.677,
601872.SH,упилбж╢╛,20070403,7.8768,
601872.SH,упилбж╢╛,20070404,7.9684,
601872.SH,упилбж╢╛,20070405,8.2099,
601872.SH,упилбж╢╛,20070406,8.1183,
601872.SH,упилбж╢╛,20070409,8.3847,
601872.SH,упилбж╢╛,20070410,8.2182,
601872.SH,упилбж╢╛,20070411,8.4263,
601872.SH,упилбж╢╛,20070412,8.9093,
601872.SH,упилбж╢╛,20070413,8.6761,
601872.SH,упилбж╢╛,20070416,8.801,
601872.SH,упилбж╢╛,20070417,8.6761,
601872.SH,упилбж╢╛,20070418,8.9842,
601872.SH,упилбж╢╛,20070419,8.9842,
601872.SH,упилбж╢╛,20070420,9.1008,
601872.SH,упилбж╢╛,20070423,9.2923,
601872.SH,упилбж╢╛,20070424,9.2423,
601872.SH,упилбж╢╛,20070425,9.0425,
601872.SH,упилбж╢╛,20070426,9.6253,
601872.SH,упилбж╢╛,20070427,9.4089,
601872.SH,упилбж╢╛,20070430,9.3339,
601872.SH,упилбж╢╛,20070508,9.4338,
601872.SH,упилбж╢╛,20070509,9.7835,
601872.SH,упилбж╢╛,20070510,9.8835,
601872.SH,упилбж╢╛,20070511,9.9584,
601872.SH,упилбж╢╛,20070514,9.7752,
601872.SH,упилбж╢╛,20070515,9.2423,
601872.SH,упилбж╢╛,20070516,9.4089,
601872.SH,упилбж╢╛,20070517,9.4755,
601872.SH,упилбж╢╛,20070518,9.2923,
601872.SH,упилбж╢╛,20070521,9.3922,
601872.SH,упилбж╢╛,20070522,9.4588,
601872.SH,упилбж╢╛,20070523,9.7586,
601872.SH,упилбж╢╛,20070524,9.4671,
601872.SH,упилбж╢╛,20070525,9.3922,
601872.SH,упилбж╢╛,20070528,9.5254,
601872.SH,упилбж╢╛,20070529,9.7752,
601872.SH,упилбж╢╛,20070530,8.801,
601872.SH,упилбж╢╛,20070531,8.5263,
601872.SH,упилбж╢╛,20070601,8.1516,
601872.SH,упилбж╢╛,20070604,8.3014,
601872.SH,упилбж╢╛,20070605,8.6178,
601872.SH,упилбж╢╛,20070606,8.493,
601872.SH,упилбж╢╛,20070607,8.6928,
601872.SH,упилбж╢╛,20070608,8.5089,
601872.SH,упилбж╢╛,20070611,8.6008,
601872.SH,упилбж╢╛,20070612,9.328,
601872.SH,упилбж╢╛,20070613,9.3865,
601872.SH,упилбж╢╛,20070614,9.1023,
601872.SH,упилбж╢╛,20070615,9.1358,
601872.SH,упилбж╢╛,20070618,9.4534,
601872.SH,упилбж╢╛,20070619,10.3979,
601872.SH,упилбж╢╛,20070620,10.6988,
601872.SH,упилбж╢╛,20070621,10.9496,
601872.SH,упилбж╢╛,20070622,10.0636,
601872.SH,упилбж╢╛,20070625,9.3949,
601872.SH,упилбж╢╛,20070626,9.8128,
601872.SH,упилбж╢╛,20070627,10.4815,
601872.SH,упилбж╢╛,20070628,9.6039,
601872.SH,упилбж╢╛,20070629,9.1692,
601872.SH,упилбж╢╛,20070702,9.0606,
601872.SH,упилбж╢╛,20070703,9.2361,
601872.SH,упилбж╢╛,20070704,8.7346,
601872.SH,упилбж╢╛,20070705,8.0408,
601872.SH,упилбж╢╛,20070706,8.5256,
601872.SH,упилбж╢╛,20070709,8.6426,
601872.SH,упилбж╢╛,20070710,8.3668,
601872.SH,упилбж╢╛,20070711,8.534,
601872.SH,упилбж╢╛,20070712,8.6426,
601872.SH,упилбж╢╛,20070713,8.5173,
601872.SH,упилбж╢╛,20070716,8.1578,
601872.SH,упилбж╢╛,20070717,8.3417,
601872.SH,упилбж╢╛,20070718,8.4086,
601872.SH,упилбж╢╛,20070719,8.2832,
601872.SH,упилбж╢╛,20070720,8.5758,
601872.SH,упилбж╢╛,20070723,8.9686,
601872.SH,упилбж╢╛,20070724,9.0689,
601872.SH,упилбж╢╛,20070725,9.2946,
601872.SH,упилбж╢╛,20070726,9.3949,
601872.SH,упилбж╢╛,20070727,9.303,
601872.SH,упилбж╢╛,20070730,9.5203,
601872.SH,упилбж╢╛,20070731,9.42,
601872.SH,упилбж╢╛,20070801,9.1525,
601872.SH,упилбж╢╛,20070802,9.9633,
601872.SH,упилбж╢╛,20070803,9.8462,
601872.SH,упилбж╢╛,20070806,10.0385,
601872.SH,упилбж╢╛,20070807,10.0636,
601872.SH,упилбж╢╛,20070808,10.214,
601872.SH,упилбж╢╛,20070809,10.0385,
601872.SH,упилбж╢╛,20070810,9.6456,
601872.SH,упилбж╢╛,20070813,9.6039,
601872.SH,упилбж╢╛,20070814,9.771,
601872.SH,упилбж╢╛,20070815,9.7042,
601872.SH,упилбж╢╛,20070816,9.6373,
601872.SH,упилбж╢╛,20070817,9.3782,
601872.SH,упилбж╢╛,20070820,9.9215,
601872.SH,упилбж╢╛,20070821,9.9549,
601872.SH,упилбж╢╛,20070822,9.9466,
601872.SH,упилбж╢╛,20070823,10.2475,
601872.SH,упилбж╢╛,20070824,10.1973,
601872.SH,упилбж╢╛,20070827,9.9549,
601872.SH,упилбж╢╛,20070828,10.8075,
601872.SH,упилбж╢╛,20070829,10.4313,
601872.SH,упилбж╢╛,20070830,10.9245,
601872.SH,упилбж╢╛,20070831,10.9663,
601872.SH,упилбж╢╛,20070903,10.9914,
