代码,简称,日期,收盘价(元),
600298.SH,安琪酵母,20000818,3.9261,
600298.SH,安琪酵母,20000821,3.8587,
600298.SH,安琪酵母,20000822,3.7531,
600298.SH,安琪酵母,20000823,3.6781,
600298.SH,安琪酵母,20000824,3.7531,
600298.SH,安琪酵母,20000825,3.7773,
600298.SH,安琪酵母,20000828,3.6972,
600298.SH,安琪酵母,20000829,3.6985,
600298.SH,安琪酵母,20000830,3.7201,
600298.SH,安琪酵母,20000831,3.6362,
600298.SH,安琪酵母,20000901,3.6108,
600298.SH,安琪酵母,20000904,3.5777,
600298.SH,安琪酵母,20000905,3.3883,
600298.SH,安琪酵母,20000906,3.284,
600298.SH,安琪酵母,20000907,3.3539,
600298.SH,安琪酵母,20000908,3.3399,
600298.SH,安琪酵母,20000911,3.3666,
600298.SH,安琪酵母,20000912,3.3285,
600298.SH,安琪酵母,20000913,3.3412,
600298.SH,安琪酵母,20000914,3.3069,
600298.SH,安琪酵母,20000915,3.256,
600298.SH,安琪酵母,20000918,3.1251,
600298.SH,安琪酵母,20000919,3.0641,
600298.SH,安琪酵母,20000920,3.1009,
600298.SH,安琪酵母,20000921,3.1531,
600298.SH,安琪酵母,20000922,3.1963,
600298.SH,安琪酵母,20000925,3.0844,
600298.SH,安琪酵母,20000926,3.0933,
600298.SH,安琪酵母,20000927,3.1505,
600298.SH,安琪酵母,20000928,3.0844,
600298.SH,安琪酵母,20000929,3.1569,
600298.SH,安琪酵母,20001009,3.1658,
600298.SH,安琪酵母,20001010,3.1912,
600298.SH,安琪酵母,20001011,3.1531,
600298.SH,安琪酵母,20001012,3.1912,
600298.SH,安琪酵母,20001013,3.1302,
600298.SH,安琪酵母,20001016,3.0653,
600298.SH,安琪酵母,20001017,3.1213,
600298.SH,安琪酵母,20001018,3.1556,
600298.SH,安琪酵母,20001019,3.1353,
600298.SH,安琪酵母,20001020,3.2548,
600298.SH,安琪酵母,20001023,3.2929,
600298.SH,安琪酵母,20001024,3.3755,
600298.SH,安琪酵母,20001025,3.4086,
600298.SH,安琪酵母,20001026,3.345,
600298.SH,安琪酵母,20001027,3.3285,
600298.SH,安琪酵母,20001030,3.3806,
600298.SH,安琪酵母,20001031,3.3056,
600298.SH,安琪酵母,20001101,3.3158,
600298.SH,安琪酵母,20001102,3.3069,
600298.SH,安琪酵母,20001103,3.2687,
600298.SH,安琪酵母,20001106,3.3183,
600298.SH,安琪酵母,20001107,3.4048,
600298.SH,安琪酵母,20001108,3.4328,
600298.SH,安琪酵母,20001109,3.4353,
600298.SH,安琪酵母,20001110,3.4226,
600298.SH,安琪酵母,20001113,3.4455,
600298.SH,安琪酵母,20001114,3.4696,
600298.SH,安琪酵母,20001115,3.4366,
600298.SH,安琪酵母,20001116,3.4175,
600298.SH,安琪酵母,20001117,3.3794,
600298.SH,安琪酵母,20001120,3.3921,
