ด๚ย๋,ผ๒ณฦ,ศีฦฺ,สีลฬผÛ(ิช),
601007.SH,ฝ๐ม๊ทนต๊,20070406,12.5075,
601007.SH,ฝ๐ม๊ทนต๊,20070409,13.0875,
601007.SH,ฝ๐ม๊ทนต๊,20070410,12.9192,
601007.SH,ฝ๐ม๊ทนต๊,20070411,12.8817,
601007.SH,ฝ๐ม๊ทนต๊,20070412,13.7143,
601007.SH,ฝ๐ม๊ทนต๊,20070413,13.2934,
601007.SH,ฝ๐ม๊ทนต๊,20070416,13.4617,
601007.SH,ฝ๐ม๊ทนต๊,20070417,13.1811,
601007.SH,ฝ๐ม๊ทนต๊,20070418,13.3588,
601007.SH,ฝ๐ม๊ทนต๊,20070419,12.8911,
601007.SH,ฝ๐ม๊ทนต๊,20070420,14.1821,
601007.SH,ฝ๐ม๊ทนต๊,20070423,14.7527,
601007.SH,ฝ๐ม๊ทนต๊,20070424,14.5563,
601007.SH,ฝ๐ม๊ทนต๊,20070425,14.9492,
601007.SH,ฝ๐ม๊ทนต๊,20070426,14.7714,
601007.SH,ฝ๐ม๊ทนต๊,20070427,14.2195,
601007.SH,ฝ๐ม๊ทนต๊,20070430,13.7611,
601007.SH,ฝ๐ม๊ทนต๊,20070508,14.0137,
601007.SH,ฝ๐ม๊ทนต๊,20070509,13.5179,
601007.SH,ฝ๐ม๊ทนต๊,20070510,13.5834,
601007.SH,ฝ๐ม๊ทนต๊,20070511,13.8172,
601007.SH,ฝ๐ม๊ทนต๊,20070514,13.5085,
601007.SH,ฝ๐ม๊ทนต๊,20070515,12.9004,
601007.SH,ฝ๐ม๊ทนต๊,20070516,13.0221,
601007.SH,ฝ๐ม๊ทนต๊,20070517,13.2466,
601007.SH,ฝ๐ม๊ทนต๊,20070518,12.9004,
601007.SH,ฝ๐ม๊ทนต๊,20070521,12.8069,
601007.SH,ฝ๐ม๊ทนต๊,20070522,13.1156,
601007.SH,ฝ๐ม๊ทนต๊,20070523,13.4337,
601007.SH,ฝ๐ม๊ทนต๊,20070524,13.0875,
601007.SH,ฝ๐ม๊ทนต๊,20070525,13.125,
601007.SH,ฝ๐ม๊ทนต๊,20070528,13.3401,
601007.SH,ฝ๐ม๊ทนต๊,20070529,14.6779,
601007.SH,ฝ๐ม๊ทนต๊,20070530,13.6301,
601007.SH,ฝ๐ม๊ทนต๊,20070531,14.0137,
601007.SH,ฝ๐ม๊ทนต๊,20070601,14.0792,
601007.SH,ฝ๐ม๊ทนต๊,20070604,12.6759,
601007.SH,ฝ๐ม๊ทนต๊,20070605,11.7217,
601007.SH,ฝ๐ม๊ทนต๊,20070606,11.7217,
601007.SH,ฝ๐ม๊ทนต๊,20070607,12.6572,
601007.SH,ฝ๐ม๊ทนต๊,20070608,12.4888,
601007.SH,ฝ๐ม๊ทนต๊,20070611,12.6292,
601007.SH,ฝ๐ม๊ทนต๊,20070612,13.4617,
601007.SH,ฝ๐ม๊ทนต๊,20070613,13.6301,
601007.SH,ฝ๐ม๊ทนต๊,20070614,13.0875,
601007.SH,ฝ๐ม๊ทนต๊,20070615,12.9098,
601007.SH,ฝ๐ม๊ทนต๊,20070618,13.5179,
601007.SH,ฝ๐ม๊ทนต๊,20070619,14.3598,
601007.SH,ฝ๐ม๊ทนต๊,20070620,14.154,
601007.SH,ฝ๐ม๊ทนต๊,20070621,13.8827,
601007.SH,ฝ๐ม๊ทนต๊,20070622,15.0147,
601007.SH,ฝ๐ม๊ทนต๊,20070625,15.0147,
601007.SH,ฝ๐ม๊ทนต๊,20070626,14.444,
601007.SH,ฝ๐ม๊ทนต๊,20070627,15.8847,
601007.SH,ฝ๐ม๊ทนต๊,20070628,14.9866,
601007.SH,ฝ๐ม๊ทนต๊,20070629,13.4898,
601007.SH,ฝ๐ม๊ทนต๊,20070702,13.3401,
601007.SH,ฝ๐ม๊ทนต๊,20070703,13.1717,
601007.SH,ฝ๐ม๊ทนต๊,20070704,13.0501,
601007.SH,ฝ๐ม๊ทนต๊,20070705,11.7685,
601007.SH,ฝ๐ม๊ทนต๊,20070706,12.2175,
601007.SH,ฝ๐ม๊ทนต๊,20070709,12.5356,
601007.SH,ฝ๐ม๊ทนต๊,20070710,11.7404,
601007.SH,ฝ๐ม๊ทนต๊,20070711,11.8527,
601007.SH,ฝ๐ม๊ทนต๊,20070712,11.9088,
601007.SH,ฝ๐ม๊ทนต๊,20070713,11.6095,
601007.SH,ฝ๐ม๊ทนต๊,20070716,10.8985,
601007.SH,ฝ๐ม๊ทนต๊,20070717,11.0762,
601007.SH,ฝ๐ม๊ทนต๊,20070718,10.9546,
601007.SH,ฝ๐ม๊ทนต๊,20070719,11.0856,
