╢ЗбК,╪РЁф,хуфз,йуел╪ш(т╙),
002181.SZ,та╢╚ц╫,20071116,10.6773,
002181.SZ,та╢╚ц╫,20071119,11.745,
002181.SZ,та╢╚ц╫,20071120,11.6986,
002181.SZ,та╢╚ц╫,20071121,12.8685,
002181.SZ,та╢╚ц╫,20071122,11.629,
002181.SZ,та╢╚ц╫,20071123,11.123,
002181.SZ,та╢╚ц╫,20071126,11.6058,
002181.SZ,та╢╚ц╫,20071127,10.9141,
002181.SZ,та╢╚ц╫,20071128,10.3988,
002181.SZ,та╢╚ц╫,20071129,10.6773,
002181.SZ,та╢╚ц╫,20071130,9.9345,
002181.SZ,та╢╚ц╫,20071203,9.8881,
002181.SZ,та╢╚ц╫,20071204,9.8417,
002181.SZ,та╢╚ц╫,20071205,10.1249,
002181.SZ,та╢╚ц╫,20071206,10.4173,
002181.SZ,та╢╚ц╫,20071207,10.3523,
002181.SZ,та╢╚ц╫,20071210,10.8862,
002181.SZ,та╢╚ц╫,20071211,11.0023,
002181.SZ,та╢╚ц╫,20071212,11.2205,
002181.SZ,та╢╚ц╫,20071213,10.8305,
002181.SZ,та╢╚ц╫,20071214,10.6309,
002181.SZ,та╢╚ц╫,20071217,11.1601,
002181.SZ,та╢╚ц╫,20071218,10.5427,
002181.SZ,та╢╚ц╫,20071219,11.5965,
002181.SZ,та╢╚ц╫,20071220,11.8472,
002181.SZ,та╢╚ц╫,20071221,11.9447,
002181.SZ,та╢╚ц╫,20071224,12.3253,
002181.SZ,та╢╚ц╫,20071225,12.1118,
002181.SZ,та╢╚ц╫,20071226,12.446,
002181.SZ,та╢╚ц╫,20071227,12.3532,
002181.SZ,та╢╚ц╫,20071228,12.3857,
002181.SZ,та╢╚ц╫,20080102,12.9195,
002181.SZ,та╢╚ц╫,20080103,13.0495,
002181.SZ,та╢╚ц╫,20080104,12.8778,
002181.SZ,та╢╚ц╫,20080107,12.7431,
002181.SZ,та╢╚ц╫,20080108,13.0449,
002181.SZ,та╢╚ц╫,20080109,13.0124,
002181.SZ,та╢╚ц╫,20080110,12.9056,
002181.SZ,та╢╚ц╫,20080111,13.602,
002181.SZ,та╢╚ц╫,20080114,13.458,
002181.SZ,та╢╚ц╫,20080115,13.5462,
002181.SZ,та╢╚ц╫,20080116,12.9242,
002181.SZ,та╢╚ц╫,20080117,12.7617,
002181.SZ,та╢╚ц╫,20080118,12.6921,
002181.SZ,та╢╚ц╫,20080121,12.2557,
002181.SZ,та╢╚ц╫,20080122,11.0301,
002181.SZ,та╢╚ц╫,20080123,11.3876,
002181.SZ,та╢╚ц╫,20080124,11.4665,
002181.SZ,та╢╚ц╫,20080125,11.3922,
002181.SZ,та╢╚ц╫,20080128,10.3384,
002181.SZ,та╢╚ц╫,20080129,10.6773,
002181.SZ,та╢╚ц╫,20080130,10.6309,
002181.SZ,та╢╚ц╫,20080131,10.3988,
002181.SZ,та╢╚ц╫,20080201,10.1202,
002181.SZ,та╢╚ц╫,20080204,10.9976,
002181.SZ,та╢╚ц╫,20080205,10.9094,
002181.SZ,та╢╚ц╫,20080213,10.993,
002181.SZ,та╢╚ц╫,20080214,10.9558,
002181.SZ,та╢╚ц╫,20080215,10.6355,
002181.SZ,та╢╚ц╫,20080218,10.8166,
002181.SZ,та╢╚ц╫,20080219,11.0998,
002181.SZ,та╢╚ц╫,20080220,10.8305,
002181.SZ,та╢╚ц╫,20080221,10.7237,
002181.SZ,та╢╚ц╫,20080222,10.1759,
002181.SZ,та╢╚ц╫,20080225,9.9206,
002181.SZ,та╢╚ц╫,20080226,10.2131,
002181.SZ,та╢╚ц╫,20080227,11.2344,
002181.SZ,та╢╚ц╫,20080228,11.2344,
002181.SZ,та╢╚ц╫,20080229,11.5547,
002181.SZ,та╢╚ц╫,20080303,11.5129,
002181.SZ,та╢╚ц╫,20080304,11.0626,
002181.SZ,та╢╚ц╫,20080305,11.2715,
002181.SZ,та╢╚ц╫,20080306,11.0719,
002181.SZ,та╢╚ц╫,20080307,10.9141,
002181.SZ,та╢╚ц╫,20080310,10.4034,
002181.SZ,та╢╚ц╫,20080311,10.4916,
002181.SZ,та╢╚ц╫,20080312,10.1295,
002181.SZ,та╢╚ц╫,20080313,9.9345,
002181.SZ,та╢╚ц╫,20080314,9.902,
002181.SZ,та╢╚ц╫,20080317,8.9597,
002181.SZ,та╢╚ц╫,20080318,8.1751,
002181.SZ,та╢╚ц╫,20080319,8.4258,
002181.SZ,та╢╚ц╫,20080320,8.6115,
002181.SZ,та╢╚ц╫,20080321,8.8714,
002181.SZ,та╢╚ц╫,20080324,8.3562,
002181.SZ,та╢╚ц╫,20080325,8.3562,
002181.SZ,та╢╚ц╫,20080326,8.4165,
002181.SZ,та╢╚ц╫,20080327,8.0173,
002181.SZ,та╢╚ц╫,20080328,8.1797,
002181.SZ,та╢╚ц╫,20080331,7.7294,
002181.SZ,та╢╚ц╫,20080401,6.9635,
002181.SZ,та╢╚ц╫,20080402,6.5967,
002181.SZ,та╢╚ц╫,20080403,6.8938,
002181.SZ,та╢╚ц╫,20080407,7.3906,
002181.SZ,та╢╚ц╫,20080408,7.8037,
002181.SZ,та╢╚ц╫,20080409,7.0238,
002181.SZ,та╢╚ц╫,20080410,7.0192,
002181.SZ,та╢╚ц╫,20080411,7.1352,
002181.SZ,та╢╚ц╫,20080414,6.4203,
002181.SZ,та╢╚ц╫,20080415,6.606,
002181.SZ,та╢╚ц╫,20080416,6.4017,
002181.SZ,та╢╚ц╫,20080417,6.0164,
002181.SZ,та╢╚ц╫,20080418,5.6868,
002181.SZ,та╢╚ц╫,20080421,5.7147,
002181.SZ,та╢╚ц╫,20080422,5.4594,
002181.SZ,та╢╚ц╫,20080423,5.7843,
002181.SZ,та╢╚ц╫,20080424,6.2671,
002181.SZ,та╢╚ц╫,20080425,6.0953,
002181.SZ,та╢╚ц╫,20080428,6.0814,
002181.SZ,та╢╚ц╫,20080429,6.0814,
002181.SZ,та╢╚ц╫,20080430,6.2207,
002181.SZ,та╢╚ц╫,20080505,6.606,
002181.SZ,та╢╚ц╫,20080506,6.8706,
002181.SZ,та╢╚ц╫,20080507,6.36,
002181.SZ,та╢╚ц╫,20080508,6.5828,
002181.SZ,та╢╚ц╫,20080509,6.3692,
002181.SZ,та╢╚ц╫,20080512,6.476,
002181.SZ,та╢╚ц╫,20080513,6.3182,
002181.SZ,та╢╚ц╫,20080514,6.7081,
002181.SZ,та╢╚ц╫,20080515,6.4992,
002181.SZ,та╢╚ц╫,20080516,6.425,
002181.SZ,та╢╚ц╫,20080519,6.4017,
002181.SZ,та╢╚ц╫,20080520,5.9422,
002181.SZ,та╢╚ц╫,20080521,6.0814,
002181.SZ,та╢╚ц╫,20080522,6.0304,
002181.SZ,та╢╚ц╫,20080523,6.0861,
002181.SZ,та╢╚ц╫,20080526,5.8493,
002181.SZ,та╢╚ц╫,20080527,5.8029,
002181.SZ,та╢╚ц╫,20080528,5.9561,
002181.SZ,та╢╚ц╫,20080529,5.7982,
002181.SZ,та╢╚ц╫,20080530,5.6404,
002181.SZ,та╢╚ц╫,20080602,5.6543,
002181.SZ,та╢╚ц╫,20080603,5.7008,
002181.SZ,та╢╚ц╫,20080604,5.4872,
002181.SZ,та╢╚ц╫,20080605,5.5336,
002181.SZ,та╢╚ц╫,20080606,5.84,
