測鎢,潠備,�梪�,彶攫歎(啋),
000718.SZ,劼譴遠⑩,19970408,2.2713,
000718.SZ,劼譴遠⑩,19970409,2.4145,
000718.SZ,劼譴遠⑩,19970410,2.4324,
000718.SZ,劼譴遠⑩,19970411,2.416,
000718.SZ,劼譴遠⑩,19970414,2.4309,
000718.SZ,劼譴遠⑩,19970415,2.4011,
000718.SZ,劼譴遠⑩,19970416,2.3564,
000718.SZ,劼譴遠⑩,19970417,2.3638,
000718.SZ,劼譴遠⑩,19970418,2.328,
000718.SZ,劼譴遠⑩,19970421,2.3429,
000718.SZ,劼譴遠⑩,19970422,2.4086,
000718.SZ,劼譴遠⑩,19970423,2.4175,
000718.SZ,劼譴遠⑩,19970424,2.3623,
000718.SZ,劼譴遠⑩,19970425,2.5353,
000718.SZ,劼譴遠⑩,19970428,2.6308,
000718.SZ,劼譴遠⑩,19970429,2.498,
000718.SZ,劼譴遠⑩,19970430,2.504,
000718.SZ,劼譴遠⑩,19970505,2.5189,
000718.SZ,劼譴遠⑩,19970506,2.5577,
000718.SZ,劼譴遠⑩,19970507,2.7083,
000718.SZ,劼譴遠⑩,19970508,2.5651,
000718.SZ,劼譴遠⑩,19970509,2.6516,
000718.SZ,劼譴遠⑩,19970512,2.677,
000718.SZ,劼譴遠⑩,19970513,2.5622,
000718.SZ,劼譴遠⑩,19970514,2.4414,
000718.SZ,劼譴遠⑩,19970515,2.5055,
000718.SZ,劼譴遠⑩,19970516,2.2609,
000718.SZ,劼譴遠⑩,19970519,2.3385,
000718.SZ,劼譴遠⑩,19970520,2.3772,
000718.SZ,劼譴遠⑩,19970521,2.2803,
000718.SZ,劼譴遠⑩,19970522,2.0521,
000718.SZ,劼譴遠⑩,19970523,2.0566,
000718.SZ,劼譴遠⑩,19970526,2.0372,
000718.SZ,劼譴遠⑩,19970527,2.1341,
000718.SZ,劼譴遠⑩,19970528,2.0879,
000718.SZ,劼譴遠⑩,19970529,2.0655,
000718.SZ,劼譴遠⑩,19970530,2.1073,
000718.SZ,劼譴遠⑩,19970602,2.2594,
000718.SZ,劼譴遠⑩,19970603,2.2221,
000718.SZ,劼譴遠⑩,19970604,2.2311,
000718.SZ,劼譴遠⑩,19970605,2.1878,
000718.SZ,劼譴遠⑩,19970606,2.0044,
000718.SZ,劼譴遠⑩,19970609,2.0193,
000718.SZ,劼譴遠⑩,19970610,1.9224,
000718.SZ,劼譴遠⑩,19970611,1.8299,
000718.SZ,劼譴遠⑩,19970612,1.8508,
000718.SZ,劼譴遠⑩,19970613,1.9388,
000718.SZ,劼譴遠⑩,19970616,1.9984,
000718.SZ,劼譴遠⑩,19970617,1.9388,
000718.SZ,劼譴遠⑩,19970618,1.9104,
000718.SZ,劼譴遠⑩,19970619,1.8746,
000718.SZ,劼譴遠⑩,19970620,1.988,
000718.SZ,劼譴遠⑩,19970623,1.9268,
000718.SZ,劼譴遠⑩,19970624,2.0133,
000718.SZ,劼譴遠⑩,19970625,2.07,
000718.SZ,劼譴遠⑩,19970626,2.0312,
000718.SZ,劼譴遠⑩,19970627,1.9537,
000718.SZ,劼譴遠⑩,19970702,1.9537,
000718.SZ,劼譴遠⑩,19970703,1.7583,
000718.SZ,劼譴遠⑩,19970704,1.7359,
000718.SZ,劼譴遠⑩,19970707,1.563,
000718.SZ,劼譴遠⑩,19970708,1.4958,
000718.SZ,劼譴遠⑩,19970709,1.548,
000718.SZ,劼譴遠⑩,19970710,1.5078,
000718.SZ,劼譴遠⑩,19970711,1.5898,
000718.SZ,劼譴遠⑩,19970714,1.6763,
000718.SZ,劼譴遠⑩,19970715,1.6524,
000718.SZ,劼譴遠⑩,19970716,1.6196,
000718.SZ,劼譴遠⑩,19970717,1.6345,
000718.SZ,劼譴遠⑩,19970718,1.6927,
000718.SZ,劼譴遠⑩,19970721,1.6987,
000718.SZ,劼譴遠⑩,19970722,1.7538,
000718.SZ,劼譴遠⑩,19970723,1.721,
000718.SZ,劼譴遠⑩,19970724,1.6659,
000718.SZ,劼譴遠⑩,19970725,1.6703,
000718.SZ,劼譴遠⑩,19970728,1.6137,
000718.SZ,劼譴遠⑩,19970729,1.6107,
000718.SZ,劼譴遠⑩,19970730,1.633,
000718.SZ,劼譴遠⑩,19970731,1.6456,
000718.SZ,劼譴遠⑩,19970801,1.6742,
000718.SZ,劼譴遠⑩,19970804,1.6778,
000718.SZ,劼譴遠⑩,19970805,1.769,
000718.SZ,劼譴遠⑩,19970806,1.6813,
000718.SZ,劼譴遠⑩,19970807,1.6992,
000718.SZ,劼譴遠⑩,19970808,1.6527,
000718.SZ,劼譴遠⑩,19970811,1.6205,
000718.SZ,劼譴遠⑩,19970812,1.5704,
000718.SZ,劼譴遠⑩,19970813,1.4667,
000718.SZ,劼譴遠⑩,19970814,1.5078,
000718.SZ,劼譴遠⑩,19970815,1.4649,
000718.SZ,劼譴遠⑩,19970818,1.4595,
000718.SZ,劼譴遠⑩,19970819,1.4917,
000718.SZ,劼譴遠⑩,19970820,1.5365,
