����,���,����,���̼�(Ԫ),
000511.SZ,*STϩ̼,19930518,1.1577,
000511.SZ,*STϩ̼,19930519,1.1116,
000511.SZ,*STϩ̼,19930520,1.0592,
000511.SZ,*STϩ̼,19930521,1.0007,
000511.SZ,*STϩ̼,19930524,0.8991,
000511.SZ,*STϩ̼,19930525,0.9484,
000511.SZ,*STϩ̼,19930526,0.9545,
000511.SZ,*STϩ̼,19930527,0.9576,
000511.SZ,*STϩ̼,19930528,0.9514,
000511.SZ,*STϩ̼,19930531,0.9699,
000511.SZ,*STϩ̼,19930601,0.9514,
000511.SZ,*STϩ̼,19930602,1.0654,
000511.SZ,*STϩ̼,19930603,1.0777,
000511.SZ,*STϩ̼,19930604,1.0531,
000511.SZ,*STϩ̼,19930607,1.0223,
000511.SZ,*STϩ̼,19930608,1.0315,
000511.SZ,*STϩ̼,19930609,1.0253,
000511.SZ,*STϩ̼,19930610,1.0284,
000511.SZ,*STϩ̼,19930611,1.013,
000511.SZ,*STϩ̼,19930614,0.9884,
000511.SZ,*STϩ̼,19930615,1.0161,
000511.SZ,*STϩ̼,19930616,0.9976,
000511.SZ,*STϩ̼,19930617,0.9853,
000511.SZ,*STϩ̼,19930618,1.0407,
000511.SZ,*STϩ̼,19930621,0.9976,
000511.SZ,*STϩ̼,19930622,1.0007,
000511.SZ,*STϩ̼,19930623,1.013,
000511.SZ,*STϩ̼,19930624,1.0284,
000511.SZ,*STϩ̼,19930625,1.0007,
000511.SZ,*STϩ̼,19930628,0.9884,
000511.SZ,*STϩ̼,19930629,0.9884,
000511.SZ,*STϩ̼,19930630,0.9761,
000511.SZ,*STϩ̼,19930701,0.9576,
000511.SZ,*STϩ̼,19930702,0.9884,
000511.SZ,*STϩ̼,19930705,0.9853,
000511.SZ,*STϩ̼,19930706,0.9607,
000511.SZ,*STϩ̼,19930707,0.9638,
000511.SZ,*STϩ̼,19930708,0.9699,
000511.SZ,*STϩ̼,19930709,0.9607,
000511.SZ,*STϩ̼,19930712,0.7649,
000511.SZ,*STϩ̼,19930713,0.7612,
000511.SZ,*STϩ̼,19930714,0.7538,
000511.SZ,*STϩ̼,19930715,0.7242,
000511.SZ,*STϩ̼,19930716,0.7131,
000511.SZ,*STϩ̼,19930719,0.654,
000511.SZ,*STϩ̼,19930720,0.6577,
000511.SZ,*STϩ̼,19930721,0.6967,
000511.SZ,*STϩ̼,19930722,0.7091,
000511.SZ,*STϩ̼,19930723,0.734,
000511.SZ,*STϩ̼,19930726,0.7216,
000511.SZ,*STϩ̼,19930727,0.7423,
000511.SZ,*STϩ̼,19930728,0.7589,
000511.SZ,*STϩ̼,19930729,0.763,
000511.SZ,*STϩ̼,19930730,0.8377,
000511.SZ,*STϩ̼,19930802,0.8252,
000511.SZ,*STϩ̼,19930803,0.7962,
