ґъВл,јтіЖ,ИХЖЪ,КХЕМјЫ(ФЄ),
002081.SZ,Ѕру«тл,20070410,1.2451,
002081.SZ,Ѕру«тл,20070411,1.2238,
002081.SZ,Ѕру«тл,20070412,1.2996,
002081.SZ,Ѕру«тл,20070413,1.2678,
002081.SZ,Ѕру«тл,20070416,1.2845,
002081.SZ,Ѕру«тл,20070417,1.2538,
002081.SZ,Ѕру«тл,20070418,1.2538,
002081.SZ,Ѕру«тл,20070419,1.2491,
002081.SZ,Ѕру«тл,20070420,1.3065,
002081.SZ,Ѕру«тл,20070423,1.3245,
002081.SZ,Ѕру«тл,20070424,1.3169,
002081.SZ,Ѕру«тл,20070425,1.3061,
002081.SZ,Ѕру«тл,20070426,1.2816,
002081.SZ,Ѕру«тл,20070427,1.2509,
002081.SZ,Ѕру«тл,20070430,1.2429,
002081.SZ,Ѕру«тл,20070508,1.2635,
002081.SZ,Ѕру«тл,20070509,1.2419,
002081.SZ,Ѕру«тл,20070510,1.2509,
002081.SZ,Ѕру«тл,20070511,1.235,
002081.SZ,Ѕру«тл,20070514,1.2473,
002081.SZ,Ѕру«тл,20070515,1.2224,
002081.SZ,Ѕру«тл,20070516,1.2379,
002081.SZ,Ѕру«тл,20070517,1.2775,
002081.SZ,Ѕру«тл,20070518,1.2884,
002081.SZ,Ѕру«тл,20070521,1.2713,
002081.SZ,Ѕру«тл,20070522,1.2789,
002081.SZ,Ѕру«тл,20070523,1.2862,
002081.SZ,Ѕру«тл,20070524,1.3483,
002081.SZ,Ѕру«тл,20070525,1.4238,
002081.SZ,Ѕру«тл,20070528,1.4086,
002081.SZ,Ѕру«тл,20070529,1.4122,
002081.SZ,Ѕру«тл,20070530,1.288,
002081.SZ,Ѕру«тл,20070531,1.3069,
002081.SZ,Ѕру«тл,20070601,1.3152,
002081.SZ,Ѕру«тл,20070604,1.2382,
002081.SZ,Ѕру«тл,20070605,1.2982,
002081.SZ,Ѕру«тл,20070606,1.3762,
002081.SZ,Ѕру«тл,20070607,1.5139,
002081.SZ,Ѕру«тл,20070608,1.5179,
002081.SZ,Ѕру«тл,20070611,1.6667,
002081.SZ,Ѕру«тл,20070612,1.6849,
002081.SZ,Ѕру«тл,20070613,1.6838,
002081.SZ,Ѕру«тл,20070614,1.6849,
002081.SZ,Ѕру«тл,20070615,1.6522,
002081.SZ,Ѕру«тл,20070618,1.743,
002081.SZ,Ѕру«тл,20070619,1.6845,
002081.SZ,Ѕру«тл,20070620,1.6123,
002081.SZ,Ѕру«тл,20070621,1.6224,
002081.SZ,Ѕру«тл,20070622,1.5582,
002081.SZ,Ѕру«тл,20070625,1.4343,
002081.SZ,Ѕру«тл,20070626,1.503,
002081.SZ,Ѕру«тл,20070627,1.5411,
002081.SZ,Ѕру«тл,20070628,1.4474,
002081.SZ,Ѕру«тл,20070629,1.4714,
002081.SZ,Ѕру«тл,20070702,1.568,
002081.SZ,Ѕру«тл,20070703,1.5785,
002081.SZ,Ѕру«тл,20070704,1.5142,
002081.SZ,Ѕру«тл,20070705,1.398,
002081.SZ,Ѕру«тл,20070706,1.467,
002081.SZ,Ѕру«тл,20070709,1.4819,
002081.SZ,Ѕру«тл,20070710,1.4481,
002081.SZ,Ѕру«тл,20070711,1.5091,
002081.SZ,Ѕру«тл,20070712,1.5168,
002081.SZ,Ѕру«тл,20070713,1.5614,
002081.SZ,Ѕру«тл,20070716,1.5324,
002081.SZ,Ѕру«тл,20070717,1.5179,
002081.SZ,Ѕру«тл,20070718,1.5073,
002081.SZ,Ѕру«тл,20070719,1.4888,
002081.SZ,Ѕру«тл,20070720,1.5411,
002081.SZ,Ѕру«тл,20070723,1.605,
002081.SZ,Ѕру«тл,20070724,1.6203,
002081.SZ,Ѕру«тл,20070725,1.6704,
002081.SZ,Ѕру«тл,20070726,1.6341,
002081.SZ,Ѕру«тл,20070727,1.6631,
002081.SZ,Ѕру«тл,20070730,1.6958,
002081.SZ,Ѕру«тл,20070731,1.8654,
002081.SZ,Ѕру«тл,20070801,1.954,
002081.SZ,Ѕру«тл,20070802,2.1493,
002081.SZ,Ѕру«тл,20070803,1.9972,
002081.SZ,Ѕру«тл,20070806,1.9329,
002081.SZ,Ѕру«тл,20070807,1.898,
002081.SZ,Ѕру«тл,20070808,1.8926,
002081.SZ,Ѕру«тл,20070809,1.893,
002081.SZ,Ѕру«тл,20070810,1.812,
002081.SZ,Ѕру«тл,20070813,1.7067,
002081.SZ,Ѕру«тл,20070814,1.7477,
002081.SZ,Ѕру«тл,20070815,1.772,
002081.SZ,Ѕру«тл,20070816,1.7063,
002081.SZ,Ѕру«тл,20070817,1.6769,
002081.SZ,Ѕру«тл,20070820,1.7459,
002081.SZ,Ѕру«тл,20070821,1.7434,
002081.SZ,Ѕру«тл,20070822,1.7481,
002081.SZ,Ѕру«тл,20070823,1.8842,
002081.SZ,Ѕру«тл,20070824,1.8338,
002081.SZ,Ѕру«тл,20070827,1.7822,
002081.SZ,Ѕру«тл,20070828,1.7586,
002081.SZ,Ѕру«тл,20070829,1.767,
002081.SZ,Ѕру«тл,20070830,1.8044,
002081.SZ,Ѕру«тл,20070831,1.8152,
002081.SZ,Ѕру«тл,20070903,1.8563,
002081.SZ,Ѕру«тл,20070904,1.8664,
002081.SZ,Ѕру«тл,20070905,1.8025,
002081.SZ,Ѕру«тл,20070906,1.8817,
002081.SZ,Ѕру«тл,20070907,1.812,
002081.SZ,Ѕру«тл,20070910,1.7539,
002081.SZ,Ѕру«тл,20070911,1.6504,
002081.SZ,Ѕру«тл,20070912,1.6377,
002081.SZ,Ѕру«тл,20070913,1.6595,
002081.SZ,Ѕру«тл,20070914,1.6199,
002081.SZ,Ѕру«тл,20070917,1.5977,
002081.SZ,Ѕру«тл,20070918,1.6304,
002081.SZ,Ѕру«тл,20070919,1.5999,
002081.SZ,Ѕру«тл,20070920,1.6631,
002081.SZ,Ѕру«тл,20070921,1.6555,
002081.SZ,Ѕру«тл,20070924,1.65,
002081.SZ,Ѕру«тл,20070925,1.5977,
002081.SZ,Ѕру«тл,20070926,1.5618,
002081.SZ,Ѕру«тл,20070927,1.6377,
002081.SZ,Ѕру«тл,20070928,1.6704,
002081.SZ,Ѕру«тл,20071008,1.6322,
002081.SZ,Ѕру«тл,20071009,1.6885,
002081.SZ,Ѕру«тл,20071010,1.6667,
002081.SZ,Ѕру«тл,20071011,1.609,
002081.SZ,Ѕру«тл,20071012,1.5723,
002081.SZ,Ѕру«тл,20071015,1.5534,
002081.SZ,Ѕру«тл,20071016,1.5647,
002081.SZ,Ѕру«тл,20071017,1.5396,
002081.SZ,Ѕру«тл,20071018,1.5251,
002081.SZ,Ѕру«тл,20071019,1.5251,
002081.SZ,Ѕру«тл,20071022,1.4525,
002081.SZ,Ѕру«тл,20071023,1.4529,
002081.SZ,Ѕру«тл,20071024,1.4529,
002081.SZ,Ѕру«тл,20071025,1.4198,
002081.SZ,Ѕру«тл,20071026,1.4198,
002081.SZ,Ѕру«тл,20071029,1.4957,
002081.SZ,Ѕру«тл,20071030,1.5578,
002081.SZ,Ѕру«тл,20071031,1.5796,
002081.SZ,Ѕру«тл,20071101,1.5614,
002081.SZ,Ѕру«тл,20071102,1.5139,
002081.SZ,Ѕру«тл,20071105,1.5985,
002081.SZ,Ѕру«тл,20071106,1.5651,
002081.SZ,Ѕру«тл,20071107,1.5632,
002081.SZ,Ѕру«тл,20071108,1.5255,
002081.SZ,Ѕру«тл,20071109,1.5251,
002081.SZ,Ѕру«тл,20071112,1.5215,
002081.SZ,Ѕру«тл,20071113,1.544,
002081.SZ,Ѕру«тл,20071114,1.597,
002081.SZ,Ѕру«тл,20071115,1.556,
002081.SZ,Ѕру«тл,20071116,1.5614,
002081.SZ,Ѕру«тл,20071119,1.605,
002081.SZ,Ѕру«тл,20071120,1.6544,
002081.SZ,Ѕру«тл,20071121,1.6558,
002081.SZ,Ѕру«тл,20071122,1.7049,
002081.SZ,Ѕру«тл,20071123,1.7139,
002081.SZ,Ѕру«тл,20071126,1.6994,
002081.SZ,Ѕру«тл,20071127,1.6344,
002081.SZ,Ѕру«тл,20071128,1.6431,
002081.SZ,Ѕру«тл,20071129,1.646,
002081.SZ,Ѕру«тл,20071130,1.6297,
002081.SZ,Ѕру«тл,20071203,1.6337,
002081.SZ,Ѕру«тл,20071204,1.67,
002081.SZ,Ѕру«тл,20071205,1.6773,
002081.SZ,Ѕру«тл,20071206,1.6395,
002081.SZ,Ѕру«тл,20071207,1.6842,
002081.SZ,Ѕру«тл,20071210,1.7248,
002081.SZ,Ѕру«тл,20071211,1.7248,
002081.SZ,Ѕру«тл,20071212,1.7666,
002081.SZ,Ѕру«тл,20071213,1.7067,
002081.SZ,Ѕру«тл,20071214,1.7176,
002081.SZ,Ѕру«тл,20071217,1.7161,
002081.SZ,Ѕру«тл,20071218,1.7063,
002081.SZ,Ѕру«тл,20071219,1.7448,
002081.SZ,Ѕру«тл,20071220,1.7532,
002081.SZ,Ѕру«тл,20071221,1.7793,
002081.SZ,Ѕру«тл,20071224,1.7793,
002081.SZ,Ѕру«тл,20071225,1.9572,
002081.SZ,Ѕру«тл,20071226,2.0778,
002081.SZ,Ѕру«тл,20071227,2.1214,
002081.SZ,Ѕру«тл,20071228,2.1039,
002081.SZ,Ѕру«тл,20080102,2.1261,
002081.SZ,Ѕру«тл,20080103,2.0843,
002081.SZ,Ѕру«тл,20080104,2.0589,
002081.SZ,Ѕру«тл,20080107,1.9837,
002081.SZ,Ѕру«тл,20080108,2.0364,
002081.SZ,Ѕру«тл,20080109,2.0767,
002081.SZ,Ѕру«тл,20080110,2.0698,
002081.SZ,Ѕру«тл,20080111,2.068,
002081.SZ,Ѕру«тл,20080114,2.0625,
002081.SZ,Ѕру«тл,20080115,2.1646,
002081.SZ,Ѕру«тл,20080116,2.1515,
002081.SZ,Ѕру«тл,20080117,2.0654,
002081.SZ,Ѕру«тл,20080118,2.0654,
002081.SZ,Ѕру«тл,20080121,2.0694,
002081.SZ,Ѕру«тл,20080122,1.8882,
002081.SZ,Ѕру«тл,20080123,1.9754,
002081.SZ,Ѕру«тл,20080124,1.979,
002081.SZ,Ѕру«тл,20080125,1.9841,
002081.SZ,Ѕру«тл,20080128,1.8701,
002081.SZ,Ѕру«тл,20080129,1.8755,
002081.SZ,Ѕру«тл,20080130,1.9064,
002081.SZ,Ѕру«тл,20080131,1.8846,
002081.SZ,Ѕру«тл,20080201,1.8113,
002081.SZ,Ѕру«тл,20080204,1.9463,
002081.SZ,Ѕру«тл,20080205,1.9365,
002081.SZ,Ѕру«тл,20080213,1.9249,
002081.SZ,Ѕру«тл,20080214,1.9649,
002081.SZ,Ѕру«тл,20080215,1.9489,
002081.SZ,Ѕру«тл,20080218,2.0117,
002081.SZ,Ѕру«тл,20080219,2.0614,
002081.SZ,Ѕру«тл,20080220,2.0625,
002081.SZ,Ѕру«тл,20080221,2.0262,
002081.SZ,Ѕру«тл,20080222,1.9914,
002081.SZ,Ѕру«тл,20080225,1.8704,
002081.SZ,Ѕру«тл,20080226,1.8527,
002081.SZ,Ѕру«тл,20080227,1.8839,
002081.SZ,Ѕру«тл,20080228,1.8664,
002081.SZ,Ѕру«тл,20080229,1.885,
002081.SZ,Ѕру«тл,20080303,1.9311,
002081.SZ,Ѕру«тл,20080304,1.9155,
002081.SZ,Ѕру«тл,20080305,1.9245,
002081.SZ,Ѕру«тл,20080306,1.9039,
002081.SZ,Ѕру«тл,20080307,1.9184,
002081.SZ,Ѕру«тл,20080310,1.8748,
002081.SZ,Ѕру«тл,20080311,1.8915,
002081.SZ,Ѕру«тл,20080312,1.8875,
002081.SZ,Ѕру«тл,20080313,1.7575,
002081.SZ,Ѕру«тл,20080314,1.8094,
002081.SZ,Ѕру«тл,20080317,1.6813,
002081.SZ,Ѕру«тл,20080318,1.5614,
002081.SZ,Ѕру«тл,20080319,1.6464,
002081.SZ,Ѕру«тл,20080320,1.6813,
002081.SZ,Ѕру«тл,20080321,1.678,
002081.SZ,Ѕру«тл,20080324,1.5545,
002081.SZ,Ѕру«тл,20080325,1.5433,
002081.SZ,Ѕру«тл,20080326,1.5356,
002081.SZ,Ѕру«тл,20080327,1.4888,
002081.SZ,Ѕру«тл,20080328,1.5066,
002081.SZ,Ѕру«тл,20080331,1.4343,
002081.SZ,Ѕру«тл,20080401,1.3497,
002081.SZ,Ѕру«тл,20080402,1.3003,
002081.SZ,Ѕру«тл,20080403,1.3944,
002081.SZ,Ѕру«тл,20080407,1.4598,
002081.SZ,Ѕру«тл,20080408,1.4579,
002081.SZ,Ѕру«тл,20080409,1.3998,
002081.SZ,Ѕру«тл,20080410,1.4144,
002081.SZ,Ѕру«тл,20080411,1.438,
002081.SZ,Ѕру«тл,20080414,1.3799,
002081.SZ,Ѕру«тл,20080415,1.4075,
002081.SZ,Ѕру«тл,20080416,1.3911,
002081.SZ,Ѕру«тл,20080417,1.3,
002081.SZ,Ѕру«тл,20080418,1.3,
002081.SZ,Ѕру«тл,20080421,1.2855,
002081.SZ,Ѕру«тл,20080422,1.2346,
002081.SZ,Ѕру«тл,20080423,1.3072,
002081.SZ,Ѕру«тл,20080424,1.4376,
002081.SZ,Ѕру«тл,20080425,1.447,
002081.SZ,Ѕру«тл,20080428,1.4184,
002081.SZ,Ѕру«тл,20080429,1.4525,
002081.SZ,Ѕру«тл,20080430,1.5614,
002081.SZ,Ѕру«тл,20080505,1.6522,
002081.SZ,Ѕру«тл,20080506,1.6769,
002081.SZ,Ѕру«тл,20080507,1.5614,
002081.SZ,Ѕру«тл,20080508,1.5861,
002081.SZ,Ѕру«тл,20080509,1.6966,
002081.SZ,Ѕру«тл,20080512,1.6961,
002081.SZ,Ѕру«тл,20080513,1.6419,
002081.SZ,Ѕру«тл,20080514,1.6627,
002081.SZ,Ѕру«тл,20080515,1.724,
002081.SZ,Ѕру«тл,20080516,1.7448,
002081.SZ,Ѕру«тл,20080519,1.6764,
002081.SZ,Ѕру«тл,20080520,1.5871,
002081.SZ,Ѕру«тл,20080521,1.6134,
002081.SZ,Ѕру«тл,20080522,1.5614,
002081.SZ,Ѕру«тл,20080523,1.5324,
002081.SZ,Ѕру«тл,20080526,1.4782,
002081.SZ,Ѕру«тл,20080527,1.5023,
002081.SZ,Ѕру«тл,20080528,1.533,
002081.SZ,Ѕру«тл,20080529,1.4864,
002081.SZ,Ѕру«тл,20080530,1.6079,
002081.SZ,Ѕру«тл,20080602,1.6397,
002081.SZ,Ѕру«тл,20080603,1.5915,
002081.SZ,Ѕру«тл,20080604,1.5986,
002081.SZ,Ѕру«тл,20080605,1.6036,
002081.SZ,Ѕру«тл,20080606,1.5871,
002081.SZ,Ѕру«тл,20080610,1.4284,
002081.SZ,Ѕру«тл,20080611,1.4224,
002081.SZ,Ѕру«тл,20080612,1.4164,
002081.SZ,Ѕру«тл,20080613,1.4076,
002081.SZ,Ѕру«тл,20080616,1.3956,
002081.SZ,Ѕру«тл,20080617,1.3874,
002081.SZ,Ѕру«тл,20080618,1.4465,
002081.SZ,Ѕру«тл,20080619,1.3431,
002081.SZ,Ѕру«тл,20080620,1.3682,
002081.SZ,Ѕру«тл,20080623,1.319,
002081.SZ,Ѕру«тл,20080624,1.3682,
002081.SZ,Ѕру«тл,20080625,1.4323,
002081.SZ,Ѕру«тл,20080626,1.4618,
002081.SZ,Ѕру«тл,20080627,1.3573,
002081.SZ,Ѕру«тл,20080630,1.3857,
002081.SZ,Ѕру«тл,20080701,1.3907,
002081.SZ,Ѕру«тл,20080702,1.3956,
002081.SZ,Ѕру«тл,20080703,1.4733,
002081.SZ,Ѕру«тл,20080704,1.4503,
002081.SZ,Ѕру«тл,20080707,1.5105,
002081.SZ,Ѕру«тл,20080708,1.5045,
002081.SZ,Ѕру«тл,20080709,1.5324,
002081.SZ,Ѕру«тл,20080710,1.4936,
002081.SZ,Ѕру«тл,20080711,1.423,
002081.SZ,Ѕру«тл,20080714,1.418,
002081.SZ,Ѕру«тл,20080715,1.3918,
002081.SZ,Ѕру«тл,20080716,1.3721,
002081.SZ,Ѕру«тл,20080717,1.3682,
002081.SZ,Ѕру«тл,20080718,1.4219,
002081.SZ,Ѕру«тл,20080721,1.4613,
002081.SZ,Ѕру«тл,20080722,1.4624,
002081.SZ,Ѕру«тл,20080723,1.4443,
002081.SZ,Ѕру«тл,20080724,1.4421,
002081.SZ,Ѕру«тл,20080725,1.4323,
002081.SZ,Ѕру«тл,20080728,1.435,
002081.SZ,Ѕру«тл,20080729,1.4164,
002081.SZ,Ѕру«тл,20080730,1.4449,
002081.SZ,Ѕру«тл,20080731,1.4279,
002081.SZ,Ѕру«тл,20080801,1.4328,
002081.SZ,Ѕру«тл,20080804,1.4257,
002081.SZ,Ѕру«тл,20080805,1.5532,
002081.SZ,Ѕру«тл,20080806,1.499,
002081.SZ,Ѕру«тл,20080807,1.4503,
002081.SZ,Ѕру«тл,20080808,1.3732,
002081.SZ,Ѕру«тл,20080811,1.2686,
002081.SZ,Ѕру«тл,20080812,1.2604,
002081.SZ,Ѕру«тл,20080813,1.2714,
002081.SZ,Ѕру«тл,20080814,1.2823,
002081.SZ,Ѕру«тл,20080815,1.2588,
002081.SZ,Ѕру«тл,20080818,1.2128,
002081.SZ,Ѕру«тл,20080819,1.2341,
002081.SZ,Ѕру«тл,20080820,1.3234,
002081.SZ,Ѕру«тл,20080821,1.2916,
002081.SZ,Ѕру«тл,20080822,1.2916,
002081.SZ,Ѕру«тл,20080825,1.2878,
002081.SZ,Ѕру«тл,20080826,1.2128,
002081.SZ,Ѕру«тл,20080827,1.2128,
002081.SZ,Ѕру«тл,20080828,1.1493,
002081.SZ,Ѕру«тл,20080829,1.1329,
002081.SZ,Ѕру«тл,20080901,1.0552,
002081.SZ,Ѕру«тл,20080902,1.0459,
002081.SZ,Ѕру«тл,20080903,1.0497,
002081.SZ,Ѕру«тл,20080904,1.0508,
002081.SZ,Ѕру«тл,20080905,1.013,
002081.SZ,Ѕру«тл,20080908,0.9944,
002081.SZ,Ѕру«тл,20080909,0.9906,
002081.SZ,Ѕру«тл,20080910,0.9906,
002081.SZ,Ѕру«тл,20080911,0.9791,
002081.SZ,Ѕру«тл,20080912,0.9791,
002081.SZ,Ѕру«тл,20080916,0.9446,
002081.SZ,Ѕру«тл,20080917,0.949,
002081.SZ,Ѕру«тл,20080918,0.9178,
002081.SZ,Ѕру«тл,20080919,1.0098,
002081.SZ,Ѕру«тл,20080922,1.0125,
002081.SZ,Ѕру«тл,20080923,0.914,
002081.SZ,Ѕру«тл,20080924,0.914,
002081.SZ,Ѕру«тл,20080925,0.9402,
002081.SZ,Ѕру«тл,20080926,0.9764,
002081.SZ,Ѕру«тл,20081006,0.9578,
002081.SZ,Ѕру«тл,20081007,0.9665,
002081.SZ,Ѕру«тл,20081008,0.9479,
002081.SZ,Ѕру«тл,20081009,0.9195,
002081.SZ,Ѕру«тл,20081010,0.8538,
002081.SZ,Ѕру«тл,20081013,0.8248,
002081.SZ,Ѕру«тл,20081014,0.8144,
002081.SZ,Ѕру«тл,20081015,0.7985,
002081.SZ,Ѕру«тл,20081016,0.7602,
002081.SZ,Ѕру«тл,20081017,0.7673,
002081.SZ,Ѕру«тл,20081020,0.7903,
002081.SZ,Ѕру«тл,20081021,0.7936,
002081.SZ,Ѕру«тл,20081022,0.7799,
002081.SZ,Ѕру«тл,20081023,0.8034,
002081.SZ,Ѕру«тл,20081024,0.8209,
002081.SZ,Ѕру«тл,20081027,0.7668,
002081.SZ,Ѕру«тл,20081028,0.8144,
002081.SZ,Ѕру«тл,20081029,0.8346,
002081.SZ,Ѕру«тл,20081030,0.8275,
002081.SZ,Ѕру«тл,20081031,0.8045,
002081.SZ,Ѕру«тл,20081103,0.81,
002081.SZ,Ѕру«тл,20081104,0.8034,
002081.SZ,Ѕру«тл,20081105,0.8073,
002081.SZ,Ѕру«тл,20081106,0.7892,
002081.SZ,Ѕру«тл,20081107,0.8291,
002081.SZ,Ѕру«тл,20081110,0.8855,
002081.SZ,Ѕру«тл,20081111,0.8631,
002081.SZ,Ѕру«тл,20081112,0.8751,
002081.SZ,Ѕру«тл,20081113,0.9167,
002081.SZ,Ѕру«тл,20081114,0.9468,
002081.SZ,Ѕру«тл,20081117,0.9879,
002081.SZ,Ѕру«тл,20081118,0.903,
002081.SZ,Ѕру«тл,20081119,0.9687,
002081.SZ,Ѕру«тл,20081120,0.9539,
002081.SZ,Ѕру«тл,20081121,0.9326,
002081.SZ,Ѕру«тл,20081124,0.8866,
002081.SZ,Ѕру«тл,20081125,0.8959,
002081.SZ,Ѕру«тл,20081126,0.908,
002081.SZ,Ѕру«тл,20081127,0.9309,
002081.SZ,Ѕру«тл,20081128,0.9255,
002081.SZ,Ѕру«тл,20081201,0.9441,
002081.SZ,Ѕру«тл,20081202,0.9764,
002081.SZ,Ѕру«тл,20081203,1.0103,
002081.SZ,Ѕру«тл,20081204,1.007,
002081.SZ,Ѕру«тл,20081205,1.0344,
002081.SZ,Ѕру«тл,20081208,1.0683,
002081.SZ,Ѕру«тл,20081209,1.0524,
002081.SZ,Ѕру«тл,20081210,1.0601,
002081.SZ,Ѕру«тл,20081211,1.0234,
002081.SZ,Ѕру«тл,20081212,1.0223,
002081.SZ,Ѕру«тл,20081215,1.0141,
002081.SZ,Ѕру«тл,20081216,1.0229,
002081.SZ,Ѕру«тл,20081217,1.0519,
002081.SZ,Ѕру«тл,20081218,1.0672,
002081.SZ,Ѕру«тл,20081219,1.1001,
002081.SZ,Ѕру«тл,20081222,1.1581,
002081.SZ,Ѕру«тл,20081223,1.1028,
002081.SZ,Ѕру«тл,20081224,1.1033,
002081.SZ,Ѕру«тл,20081225,1.0979,
002081.SZ,Ѕру«тл,20081226,1.1028,
002081.SZ,Ѕру«тл,20081229,1.0946,
002081.SZ,Ѕру«тл,20081230,1.1187,
002081.SZ,Ѕру«тл,20081231,1.1001,
002081.SZ,Ѕру«тл,20090105,1.1165,
002081.SZ,Ѕру«тл,20090106,1.1438,
002081.SZ,Ѕру«тл,20090107,1.1685,
002081.SZ,Ѕру«тл,20090108,1.1389,
002081.SZ,Ѕру«тл,20090109,1.1947,
002081.SZ,Ѕру«тл,20090112,1.1986,
002081.SZ,Ѕру«тл,20090113,1.1728,
002081.SZ,Ѕру«тл,20090114,1.1827,
002081.SZ,Ѕру«тл,20090115,1.1619,
002081.SZ,Ѕру«тл,20090116,1.1417,
002081.SZ,Ѕру«тл,20090119,1.1816,
002081.SZ,Ѕру«тл,20090120,1.1767,
002081.SZ,Ѕру«тл,20090121,1.1619,
002081.SZ,Ѕру«тл,20090122,1.1663,
002081.SZ,Ѕру«тл,20090123,1.1542,
002081.SZ,Ѕру«тл,20090202,1.1756,
002081.SZ,Ѕру«тл,20090203,1.1843,
002081.SZ,Ѕру«тл,20090204,1.1849,
002081.SZ,Ѕру«тл,20090205,1.1646,
