╢ЗбК,╪РЁф,хуфз,йуел╪ш(т╙),
600901.SH,╫╜кувБач,20180301,9,
600901.SH,╫╜кувБач,20180302,9.9,
600901.SH,╫╜кувБач,20180305,10.89,
600901.SH,╫╜кувБач,20180306,11.98,
600901.SH,╫╜кувБач,20180307,11.79,
600901.SH,╫╜кувБач,20180308,11.48,
600901.SH,╫╜кувБач,20180309,11.72,
600901.SH,╫╜кувБач,20180312,12.43,
600901.SH,╫╜кувБач,20180313,11.69,
600901.SH,╫╜кувБач,20180314,11.6,
600901.SH,╫╜кувБач,20180315,10.96,
600901.SH,╫╜кувБач,20180316,10.99,
600901.SH,╫╜кувБач,20180319,11.06,
600901.SH,╫╜кувБач,20180320,10.85,
600901.SH,╫╜кувБач,20180321,10.89,
600901.SH,╫╜кувБач,20180322,10.68,
600901.SH,╫╜кувБач,20180323,9.61,
600901.SH,╫╜кувБач,20180326,9.61,
