¥˙¬Î,ºÚ≥∆,»’∆⁄, ’≈Ãº€(‘™),
600781.SH,∏®» “©“µ,19961218,5.3143,
600781.SH,∏®» “©“µ,19961219,4.7819,
600781.SH,∏®» “©“µ,19961220,4.3956,
600781.SH,∏®» “©“µ,19961223,4.4239,
600781.SH,∏®» “©“µ,19961224,4.193,
600781.SH,∏®» “©“µ,19961225,4.3249,
600781.SH,∏®» “©“µ,19961226,4.6123,
600781.SH,∏®» “©“µ,19961227,4.5416,
600781.SH,∏®» “©“µ,19961230,4.8243,
600781.SH,∏®» “©“µ,19961231,4.65,
600781.SH,∏®» “©“µ,19970102,4.8997,
600781.SH,∏®» “©“µ,19970103,4.7301,
600781.SH,∏®» “©“µ,19970106,4.5228,
600781.SH,∏®» “©“µ,19970107,4.7112,
600781.SH,∏®» “©“µ,19970108,4.6877,
600781.SH,∏®» “©“µ,19970109,4.7819,
600781.SH,∏®» “©“µ,19970110,4.8526,
600781.SH,∏®» “©“µ,19970113,4.8809,
600781.SH,∏®» “©“µ,19970114,4.7112,
600781.SH,∏®» “©“µ,19970115,4.7112,
600781.SH,∏®» “©“µ,19970116,4.6688,
600781.SH,∏®» “©“µ,19970117,4.6783,
600781.SH,∏®» “©“µ,19970120,4.6877,
600781.SH,∏®» “©“µ,19970121,4.6264,
600781.SH,∏®» “©“µ,19970122,4.6547,
600781.SH,∏®» “©“µ,19970123,4.65,
600781.SH,∏®» “©“µ,19970124,4.617,
600781.SH,∏®» “©“µ,19970127,4.5793,
600781.SH,∏®» “©“µ,19970128,4.5558,
600781.SH,∏®» “©“µ,19970129,4.617,
600781.SH,∏®» “©“µ,19970130,4.5652,
600781.SH,∏®» “©“µ,19970131,4.584,
600781.SH,∏®» “©“µ,19970217,4.6312,
600781.SH,∏®» “©“µ,19970218,4.193,
600781.SH,∏®» “©“µ,19970219,4.438,
600781.SH,∏®» “©“µ,19970220,4.3108,
600781.SH,∏®» “©“µ,19970221,4.5134,
600781.SH,∏®» “©“µ,19970224,4.6312,
600781.SH,∏®» “©“µ,19970225,4.6877,
600781.SH,∏®» “©“µ,19970226,4.7678,
600781.SH,∏®» “©“µ,19970227,4.8149,
600781.SH,∏®» “©“µ,19970228,4.8055,
600781.SH,∏®» “©“µ,19970303,4.829,
600781.SH,∏®» “©“µ,19970304,4.9468,
600781.SH,∏®» “©“µ,19970305,4.7913,
600781.SH,∏®» “©“µ,19970306,4.8337,
600781.SH,∏®» “©“µ,19970307,4.8243,
600781.SH,∏®» “©“µ,19970310,4.796,
600781.SH,∏®» “©“µ,19970311,4.8761,
600781.SH,∏®» “©“µ,19970312,4.8526,
600781.SH,∏®» “©“µ,19970313,5.1682,
600781.SH,∏®» “©“µ,19970314,5.107,
600781.SH,∏®» “©“µ,19970317,5.2672,
600781.SH,∏®» “©“µ,19970318,5.2766,
600781.SH,∏®» “©“µ,19970319,5.4415,
600781.SH,∏®» “©“µ,19970320,4.9939,
600781.SH,∏®» “©“µ,19970321,5.2766,
600781.SH,∏®» “©“µ,19970324,5.2954,
