測鎢,潠備,�梪�,彶攫歎(啋),
603605.SH,賙應捇,20171115,22.09,
603605.SH,賙應捇,20171116,24.3,
603605.SH,賙應捇,20171117,26.73,
603605.SH,賙應捇,20171120,29.4,
603605.SH,賙應捇,20171121,32.34,
603605.SH,賙應捇,20171122,35.57,
603605.SH,賙應捇,20171123,39.13,
603605.SH,賙應捇,20171124,35.22,
603605.SH,賙應捇,20171127,31.7,
603605.SH,賙應捇,20171128,32.41,
603605.SH,賙應捇,20171129,31.75,
603605.SH,賙應捇,20171130,31.9,
603605.SH,賙應捇,20171201,31.38,
603605.SH,賙應捇,20171204,28.24,
603605.SH,賙應捇,20171205,27.85,
603605.SH,賙應捇,20171206,28.58,
603605.SH,賙應捇,20171207,27.83,
603605.SH,賙應捇,20171208,28.26,
603605.SH,賙應捇,20171211,28.39,
603605.SH,賙應捇,20171212,26.7,
603605.SH,賙應捇,20171213,26.99,
603605.SH,賙應捇,20171214,27.47,
603605.SH,賙應捇,20171215,27.06,
603605.SH,賙應捇,20171218,27.2,
603605.SH,賙應捇,20171219,27.64,
603605.SH,賙應捇,20171220,27.09,
603605.SH,賙應捇,20171221,26.63,
603605.SH,賙應捇,20171222,26.89,
603605.SH,賙應捇,20171225,27.26,
603605.SH,賙應捇,20171226,28.4,
603605.SH,賙應捇,20171227,28.46,
603605.SH,賙應捇,20171228,29.28,
603605.SH,賙應捇,20171229,28.72,
603605.SH,賙應捇,20180102,28.81,
603605.SH,賙應捇,20180103,28.34,
603605.SH,賙應捇,20180104,28.06,
603605.SH,賙應捇,20180105,28.06,
603605.SH,賙應捇,20180108,28.57,
603605.SH,賙應捇,20180109,29.6,
603605.SH,賙應捇,20180110,28.99,
603605.SH,賙應捇,20180111,29.27,
603605.SH,賙應捇,20180112,28.64,
603605.SH,賙應捇,20180115,27.15,
603605.SH,賙應捇,20180116,28.33,
603605.SH,賙應捇,20180117,28.89,
603605.SH,賙應捇,20180118,28.82,
603605.SH,賙應捇,20180119,29.32,
603605.SH,賙應捇,20180122,29.08,
603605.SH,賙應捇,20180123,28.57,
603605.SH,賙應捇,20180124,31.43,
603605.SH,賙應捇,20180125,30.9,
603605.SH,賙應捇,20180126,29.99,
603605.SH,賙應捇,20180129,30.47,
603605.SH,賙應捇,20180130,29.46,
603605.SH,賙應捇,20180131,28.46,
603605.SH,賙應捇,20180201,26.4,
603605.SH,賙應捇,20180202,25.9,
603605.SH,賙應捇,20180205,25.3,
603605.SH,賙應捇,20180206,22.77,
603605.SH,賙應捇,20180207,23.65,
603605.SH,賙應捇,20180208,23.98,
603605.SH,賙應捇,20180209,23.1,
603605.SH,賙應捇,20180212,23.87,
603605.SH,賙應捇,20180213,24.7,
603605.SH,賙應捇,20180214,24.57,
603605.SH,賙應捇,20180222,24.61,
603605.SH,賙應捇,20180223,24.73,
603605.SH,賙應捇,20180226,25.46,
603605.SH,賙應捇,20180227,25.27,
603605.SH,賙應捇,20180228,24.82,
603605.SH,賙應捇,20180301,24.96,
603605.SH,賙應捇,20180302,24.18,
603605.SH,賙應捇,20180305,24.58,
603605.SH,賙應捇,20180306,25.45,
603605.SH,賙應捇,20180307,25.78,
603605.SH,賙應捇,20180308,26.06,
603605.SH,賙應捇,20180309,26.66,
603605.SH,賙應捇,20180312,27.76,
603605.SH,賙應捇,20180313,27.46,
603605.SH,賙應捇,20180314,28.65,
603605.SH,賙應捇,20180315,28.09,
603605.SH,賙應捇,20180316,27.58,
603605.SH,賙應捇,20180319,29.1,
603605.SH,賙應捇,20180320,29.2,
603605.SH,賙應捇,20180321,28.89,
603605.SH,賙應捇,20180322,28.88,
603605.SH,賙應捇,20180323,28.9,
603605.SH,賙應捇,20180326,30.37,
