덜쯤,숌냔,휑퍅,澗턍송(禱),
002490.SZ,*ST카질,20130419,11.2949,
002490.SZ,*ST카질,20130422,11.6329,
002490.SZ,*ST카질,20130423,11.1756,
002490.SZ,*ST카질,20130424,11.3744,
002490.SZ,*ST카질,20130425,10.7778,
002490.SZ,*ST카질,20130426,10.3006,
002490.SZ,*ST카질,20130502,10.3205,
002490.SZ,*ST카질,20130503,10.6386,
002490.SZ,*ST카질,20130506,10.7281,
002490.SZ,*ST카질,20130507,10.8077,
002490.SZ,*ST카질,20130508,10.7778,
002490.SZ,*ST카질,20130509,10.9568,
002490.SZ,*ST카질,20130510,11.0662,
002490.SZ,*ST카질,20130513,11.096,
002490.SZ,*ST카질,20130514,11.2949,
002490.SZ,*ST카질,20130515,11.1855,
002490.SZ,*ST카질,20130516,11.1159,
002490.SZ,*ST카질,20130517,11.1855,
002490.SZ,*ST카질,20130520,11.4937,
002490.SZ,*ST카질,20130521,11.5235,
002490.SZ,*ST카질,20130522,11.2949,
002490.SZ,*ST카질,20130523,11.1457,
002490.SZ,*ST카질,20130524,11.3247,
002490.SZ,*ST카질,20130527,11.5534,
002490.SZ,*ST카질,20130528,11.4341,
002490.SZ,*ST카질,20130529,11.5136,
002490.SZ,*ST카질,20130530,11.5733,
002490.SZ,*ST카질,20130531,11.8517,
002490.SZ,*ST카질,20130603,11.4937,
002490.SZ,*ST카질,20130604,10.9767,
002490.SZ,*ST카질,20130605,11.1258,
002490.SZ,*ST카질,20130606,10.8673,
002490.SZ,*ST카질,20130607,10.3702,
002490.SZ,*ST카질,20130613,9.6941,
002490.SZ,*ST카질,20130614,9.8432,
002490.SZ,*ST카질,20130617,9.7836,
002490.SZ,*ST카질,20130618,9.8333,
002490.SZ,*ST카질,20130619,9.7438,
002490.SZ,*ST카질,20130620,9.545,
002490.SZ,*ST카질,20130621,9.5052,
002490.SZ,*ST카질,20130624,8.5507,
002490.SZ,*ST카질,20130625,8.4413,
002490.SZ,*ST카질,20130626,8.5905,
002490.SZ,*ST카질,20130627,8.322,
002490.SZ,*ST카질,20130628,8.1828,
002490.SZ,*ST카질,20130701,8.332,
002490.SZ,*ST카질,20130702,8.5109,
002490.SZ,*ST카질,20130703,8.322,
002490.SZ,*ST카질,20130704,8.7495,
002490.SZ,*ST카질,20130705,8.67,
002490.SZ,*ST카질,20130708,7.984,
002490.SZ,*ST카질,20130709,8.1232,
002490.SZ,*ST카질,20130710,8.4811,
002490.SZ,*ST카질,20130711,8.8291,
002490.SZ,*ST카질,20130712,8.5805,
002490.SZ,*ST카질,20130715,8.7595,
002490.SZ,*ST카질,20130716,9.018,
002490.SZ,*ST카질,20130717,8.67,
002490.SZ,*ST카질,20130718,8.4115,
002490.SZ,*ST카질,20130719,8.1033,
002490.SZ,*ST카질,20130722,8.1928,
002490.SZ,*ST카질,20130723,8.4115,
002490.SZ,*ST카질,20130724,8.6004,
002490.SZ,*ST카질,20130725,8.3518,
002490.SZ,*ST카질,20130726,8.67,
002490.SZ,*ST카질,20130729,8.85,
002490.SZ,*ST카질,20130730,8.69,
002490.SZ,*ST카질,20130731,8.57,
002490.SZ,*ST카질,20130801,8.94,
002490.SZ,*ST카질,20130802,9.1,
002490.SZ,*ST카질,20130805,9.1,
002490.SZ,*ST카질,20130806,9.04,
002490.SZ,*ST카질,20130807,8.86,
002490.SZ,*ST카질,20130808,8.88,
002490.SZ,*ST카질,20130809,9.08,
002490.SZ,*ST카질,20130812,9.4,
002490.SZ,*ST카질,20130813,9.35,
002490.SZ,*ST카질,20130814,9.37,
002490.SZ,*ST카질,20130815,9.13,
002490.SZ,*ST카질,20130816,8.85,
002490.SZ,*ST카질,20130819,8.97,
002490.SZ,*ST카질,20130820,8.72,
002490.SZ,*ST카질,20130821,8.74,
002490.SZ,*ST카질,20130822,8.63,
002490.SZ,*ST카질,20130823,8.57,
002490.SZ,*ST카질,20130826,8.76,
002490.SZ,*ST카질,20130827,8.86,
002490.SZ,*ST카질,20130828,8.87,
002490.SZ,*ST카질,20130829,8.73,
002490.SZ,*ST카질,20130830,8.43,
002490.SZ,*ST카질,20130902,8.62,
002490.SZ,*ST카질,20130903,8.7,
002490.SZ,*ST카질,20130904,8.65,
002490.SZ,*ST카질,20130905,8.84,
002490.SZ,*ST카질,20130906,8.88,
002490.SZ,*ST카질,20130909,9.13,
002490.SZ,*ST카질,20130910,9.17,
002490.SZ,*ST카질,20130911,9.12,
002490.SZ,*ST카질,20130912,9.27,
002490.SZ,*ST카질,20130913,9.03,
002490.SZ,*ST카질,20130916,8.97,
002490.SZ,*ST카질,20130917,8.75,
002490.SZ,*ST카질,20130918,8.76,
002490.SZ,*ST카질,20130923,9.01,
002490.SZ,*ST카질,20130924,9.08,
002490.SZ,*ST카질,20130925,8.92,
002490.SZ,*ST카질,20130926,9.81,
002490.SZ,*ST카질,20130927,9.48,
002490.SZ,*ST카질,20130930,9.34,
002490.SZ,*ST카질,20131008,9.62,
002490.SZ,*ST카질,20131009,9.9,
002490.SZ,*ST카질,20131010,9.53,
002490.SZ,*ST카질,20131011,9.79,
002490.SZ,*ST카질,20131014,10.18,
002490.SZ,*ST카질,20131015,9.86,
002490.SZ,*ST카질,20131016,9.56,
002490.SZ,*ST카질,20131017,9.41,
002490.SZ,*ST카질,20131018,9.46,
002490.SZ,*ST카질,20131021,9.67,
002490.SZ,*ST카질,20131022,9.87,
002490.SZ,*ST카질,20131023,9.39,
002490.SZ,*ST카질,20131024,9.06,
002490.SZ,*ST카질,20131025,8.9,
002490.SZ,*ST카질,20131028,8.88,
002490.SZ,*ST카질,20131029,8.42,
002490.SZ,*ST카질,20131030,9.26,
002490.SZ,*ST카질,20131031,9.62,
002490.SZ,*ST카질,20131101,8.92,
002490.SZ,*ST카질,20131104,9.51,
002490.SZ,*ST카질,20131105,9.81,
002490.SZ,*ST카질,20131106,10.11,
002490.SZ,*ST카질,20131107,9.66,
002490.SZ,*ST카질,20131108,9.7,
002490.SZ,*ST카질,20131111,9.96,
002490.SZ,*ST카질,20131112,9.77,
002490.SZ,*ST카질,20131113,9.1,
002490.SZ,*ST카질,20131114,9.48,
002490.SZ,*ST카질,20131115,9.44,
002490.SZ,*ST카질,20131118,9.76,
002490.SZ,*ST카질,20131119,9.9,
002490.SZ,*ST카질,20131120,9.9,
002490.SZ,*ST카질,20131121,10.17,
002490.SZ,*ST카질,20131122,10.04,
002490.SZ,*ST카질,20131125,9.8,
002490.SZ,*ST카질,20131126,9.86,
002490.SZ,*ST카질,20131127,10.27,
002490.SZ,*ST카질,20131128,10.2,
002490.SZ,*ST카질,20131129,10.31,
002490.SZ,*ST카질,20131202,9.3,
002490.SZ,*ST카질,20131203,9.51,
002490.SZ,*ST카질,20131204,9.62,
002490.SZ,*ST카질,20131205,9.6,
002490.SZ,*ST카질,20131206,10.26,
002490.SZ,*ST카질,20131209,10.35,
002490.SZ,*ST카질,20131210,10.43,
002490.SZ,*ST카질,20131211,10.13,
002490.SZ,*ST카질,20131212,10.38,
002490.SZ,*ST카질,20131213,10.39,
002490.SZ,*ST카질,20131216,10.73,
002490.SZ,*ST카질,20131217,10.86,
002490.SZ,*ST카질,20131218,10.52,
002490.SZ,*ST카질,20131219,10.36,
002490.SZ,*ST카질,20131220,10.09,
002490.SZ,*ST카질,20131223,10.02,
002490.SZ,*ST카질,20131224,10.19,
002490.SZ,*ST카질,20131225,10.55,
002490.SZ,*ST카질,20131226,10.3,
002490.SZ,*ST카질,20131227,10.59,
002490.SZ,*ST카질,20131230,10.66,
002490.SZ,*ST카질,20131231,10.56,
002490.SZ,*ST카질,20140102,10.77,
002490.SZ,*ST카질,20140103,10.53,
002490.SZ,*ST카질,20140106,10.07,
002490.SZ,*ST카질,20140107,10.23,
002490.SZ,*ST카질,20140108,10.27,
002490.SZ,*ST카질,20140109,10.28,
002490.SZ,*ST카질,20140110,9.65,
002490.SZ,*ST카질,20140113,9.55,
002490.SZ,*ST카질,20140114,9.77,
002490.SZ,*ST카질,20140115,9.95,
002490.SZ,*ST카질,20140116,9.57,
002490.SZ,*ST카질,20140117,9.13,
002490.SZ,*ST카질,20140120,9.09,
002490.SZ,*ST카질,20140121,9.22,
002490.SZ,*ST카질,20140122,9.5,
002490.SZ,*ST카질,20140123,9.4,
002490.SZ,*ST카질,20140124,9.47,
002490.SZ,*ST카질,20140127,9.48,
002490.SZ,*ST카질,20140128,9.7,
002490.SZ,*ST카질,20140129,9.55,
002490.SZ,*ST카질,20140130,8.6,
002490.SZ,*ST카질,20140207,8.6,
002490.SZ,*ST카질,20140210,8.86,
002490.SZ,*ST카질,20140211,8.91,
002490.SZ,*ST카질,20140212,9.05,
002490.SZ,*ST카질,20140213,8.81,
002490.SZ,*ST카질,20140214,9.04,
002490.SZ,*ST카질,20140217,9.19,
002490.SZ,*ST카질,20140218,9.16,
002490.SZ,*ST카질,20140219,9.38,
002490.SZ,*ST카질,20140220,9.21,
002490.SZ,*ST카질,20140221,8.9,
002490.SZ,*ST카질,20140224,9.1,
002490.SZ,*ST카질,20140225,8.62,
002490.SZ,*ST카질,20140226,8.77,
002490.SZ,*ST카질,20140227,8.66,
002490.SZ,*ST카질,20140228,8.39,
002490.SZ,*ST카질,20140303,8.3,
002490.SZ,*ST카질,20140304,8.15,
002490.SZ,*ST카질,20140305,8.22,
002490.SZ,*ST카질,20140306,8.4,
002490.SZ,*ST카질,20140307,8.4,
002490.SZ,*ST카질,20140310,7.95,
002490.SZ,*ST카질,20140311,7.85,
002490.SZ,*ST카질,20140312,7.85,
002490.SZ,*ST카질,20140313,7.94,
002490.SZ,*ST카질,20140314,7.8,
002490.SZ,*ST카질,20140317,8,
002490.SZ,*ST카질,20140318,7.97,
002490.SZ,*ST카질,20140319,8.07,
002490.SZ,*ST카질,20140320,7.83,
002490.SZ,*ST카질,20140321,8.05,
002490.SZ,*ST카질,20140324,8.01,
002490.SZ,*ST카질,20140325,8.46,
002490.SZ,*ST카질,20140326,8.6,
002490.SZ,*ST카질,20140327,8.43,
002490.SZ,*ST카질,20140328,8.16,
002490.SZ,*ST카질,20140331,8.16,
002490.SZ,*ST카질,20140401,7.83,
002490.SZ,*ST카질,20140402,7.71,
002490.SZ,*ST카질,20140403,7.56,
002490.SZ,*ST카질,20140404,7.53,
002490.SZ,*ST카질,20140408,7.57,
002490.SZ,*ST카질,20140409,7.7,
002490.SZ,*ST카질,20140410,7.8,
002490.SZ,*ST카질,20140411,7.67,
002490.SZ,*ST카질,20140414,7.7,
002490.SZ,*ST카질,20140415,7.57,
002490.SZ,*ST카질,20140416,7.54,
002490.SZ,*ST카질,20140417,7.66,
002490.SZ,*ST카질,20140418,7.81,
002490.SZ,*ST카질,20140421,7.55,
002490.SZ,*ST카질,20140422,7.55,
002490.SZ,*ST카질,20140423,7.6,
002490.SZ,*ST카질,20140424,7.39,
002490.SZ,*ST카질,20140425,6.79,
002490.SZ,*ST카질,20140428,6.38,
002490.SZ,*ST카질,20140429,6.42,
002490.SZ,*ST카질,20140430,6.5,
002490.SZ,*ST카질,20140505,6.55,
002490.SZ,*ST카질,20140506,6.59,
002490.SZ,*ST카질,20140507,6.44,
002490.SZ,*ST카질,20140508,6.49,
002490.SZ,*ST카질,20140509,6.42,
002490.SZ,*ST카질,20140512,6.62,
002490.SZ,*ST카질,20140513,7.28,
002490.SZ,*ST카질,20140514,7.09,
002490.SZ,*ST카질,20140515,7.79,
002490.SZ,*ST카질,20140516,8.32,
002490.SZ,*ST카질,20140519,8.54,
002490.SZ,*ST카질,20140520,8.29,
002490.SZ,*ST카질,20140521,8.28,
002490.SZ,*ST카질,20140522,8.19,
002490.SZ,*ST카질,20140523,8.1,
002490.SZ,*ST카질,20140526,8.36,
002490.SZ,*ST카질,20140527,7.99,
002490.SZ,*ST카질,20140528,8.13,
002490.SZ,*ST카질,20140529,7.94,
002490.SZ,*ST카질,20140530,8.18,
002490.SZ,*ST카질,20140603,8.19,
002490.SZ,*ST카질,20140604,8.45,
002490.SZ,*ST카질,20140605,8.4,
002490.SZ,*ST카질,20140606,8.13,
002490.SZ,*ST카질,20140609,7.86,
002490.SZ,*ST카질,20140610,7.95,
002490.SZ,*ST카질,20140611,7.92,
002490.SZ,*ST카질,20140612,7.75,
002490.SZ,*ST카질,20140613,7.83,
002490.SZ,*ST카질,20140616,8.2,
002490.SZ,*ST카질,20140617,8,
002490.SZ,*ST카질,20140618,8.56,
002490.SZ,*ST카질,20140619,8.15,
002490.SZ,*ST카질,20140620,8.37,
002490.SZ,*ST카질,20140623,8.27,
002490.SZ,*ST카질,20140624,8.68,
002490.SZ,*ST카질,20140625,8.73,
002490.SZ,*ST카질,20140626,8.64,
002490.SZ,*ST카질,20140627,8.5,
002490.SZ,*ST카질,20140630,8.5,
002490.SZ,*ST카질,20140701,8.49,
002490.SZ,*ST카질,20140702,8.4,
002490.SZ,*ST카질,20140703,8.37,
002490.SZ,*ST카질,20140704,8.7,
002490.SZ,*ST카질,20140707,9.14,
002490.SZ,*ST카질,20140708,9.11,
002490.SZ,*ST카질,20140709,8.95,
002490.SZ,*ST카질,20140710,9.08,
002490.SZ,*ST카질,20140711,9.07,
002490.SZ,*ST카질,20140714,9.15,
002490.SZ,*ST카질,20140715,9.45,
002490.SZ,*ST카질,20140716,9.09,
002490.SZ,*ST카질,20140717,8.9,
002490.SZ,*ST카질,20140718,9.12,
002490.SZ,*ST카질,20140721,8.86,
002490.SZ,*ST카질,20140722,9.06,
002490.SZ,*ST카질,20140723,8.64,
002490.SZ,*ST카질,20140724,8.33,
002490.SZ,*ST카질,20140725,8.44,
002490.SZ,*ST카질,20140728,8.6,
002490.SZ,*ST카질,20140729,8.66,
002490.SZ,*ST카질,20140730,9.02,
002490.SZ,*ST카질,20140731,8.97,
002490.SZ,*ST카질,20140801,8.69,
002490.SZ,*ST카질,20140804,8.81,
002490.SZ,*ST카질,20140805,9.3,
002490.SZ,*ST카질,20140806,9.15,
002490.SZ,*ST카질,20140807,9.22,
002490.SZ,*ST카질,20140808,9.24,
002490.SZ,*ST카질,20140811,9.37,
002490.SZ,*ST카질,20140812,9.47,
002490.SZ,*ST카질,20140813,9.35,
002490.SZ,*ST카질,20140814,9.35,
002490.SZ,*ST카질,20140815,9.33,
002490.SZ,*ST카질,20140818,9.38,
002490.SZ,*ST카질,20140819,9.24,
002490.SZ,*ST카질,20140820,9.18,
002490.SZ,*ST카질,20140821,9.19,
002490.SZ,*ST카질,20140822,9.33,
002490.SZ,*ST카질,20140825,9.1,
002490.SZ,*ST카질,20140826,9.12,
002490.SZ,*ST카질,20140827,9.14,
002490.SZ,*ST카질,20140828,9.31,
002490.SZ,*ST카질,20140829,9.23,
002490.SZ,*ST카질,20140901,9.34,
002490.SZ,*ST카질,20140902,9.43,
002490.SZ,*ST카질,20140903,9.64,
002490.SZ,*ST카질,20140904,9.63,
002490.SZ,*ST카질,20140905,9.54,
002490.SZ,*ST카질,20140909,9.48,
002490.SZ,*ST카질,20140910,9.56,
002490.SZ,*ST카질,20140911,9.46,
002490.SZ,*ST카질,20140912,10.41,
002490.SZ,*ST카질,20140915,11.25,
002490.SZ,*ST카질,20140916,10.57,
002490.SZ,*ST카질,20140917,11.19,
002490.SZ,*ST카질,20140918,12.31,
002490.SZ,*ST카질,20140919,12.18,
002490.SZ,*ST카질,20140922,12.49,
002490.SZ,*ST카질,20140923,12.32,
002490.SZ,*ST카질,20140924,12.19,
002490.SZ,*ST카질,20140925,12.1,
002490.SZ,*ST카질,20140926,12.29,
002490.SZ,*ST카질,20140929,11.95,
002490.SZ,*ST카질,20140930,11.62,
002490.SZ,*ST카질,20141008,11.94,
002490.SZ,*ST카질,20141009,11.8,
002490.SZ,*ST카질,20141010,11.75,
002490.SZ,*ST카질,20141013,12.16,
002490.SZ,*ST카질,20141014,12.12,
002490.SZ,*ST카질,20141015,11.89,
002490.SZ,*ST카질,20141016,11.23,
002490.SZ,*ST카질,20141017,10.82,
002490.SZ,*ST카질,20141020,11.06,
002490.SZ,*ST카질,20141021,10.8,
002490.SZ,*ST카질,20141022,10.62,
002490.SZ,*ST카질,20141023,10.36,
002490.SZ,*ST카질,20141024,10.5,
002490.SZ,*ST카질,20141027,10.67,
002490.SZ,*ST카질,20141028,10.98,
002490.SZ,*ST카질,20141029,10.99,
002490.SZ,*ST카질,20141030,10.91,
002490.SZ,*ST카질,20141031,10.83,
002490.SZ,*ST카질,20141103,11.02,
002490.SZ,*ST카질,20141104,10.84,
002490.SZ,*ST카질,20141105,11.29,
002490.SZ,*ST카질,20141106,11.23,
002490.SZ,*ST카질,20141107,10.83,
002490.SZ,*ST카질,20141110,10.95,
002490.SZ,*ST카질,20141111,10.11,
002490.SZ,*ST카질,20141112,10.03,
002490.SZ,*ST카질,20141113,9.87,
002490.SZ,*ST카질,20141114,9.96,
002490.SZ,*ST카질,20141117,10.08,
002490.SZ,*ST카질,20141118,10.05,
002490.SZ,*ST카질,20141119,10.08,
002490.SZ,*ST카질,20141120,10.18,
002490.SZ,*ST카질,20141121,10.24,
002490.SZ,*ST카질,20141124,10.3,
002490.SZ,*ST카질,20141125,10.58,
002490.SZ,*ST카질,20141126,10.54,
002490.SZ,*ST카질,20141127,10.59,
002490.SZ,*ST카질,20141128,10.22,
002490.SZ,*ST카질,20141201,9.93,
002490.SZ,*ST카질,20141202,10.03,
002490.SZ,*ST카질,20141203,10.28,
002490.SZ,*ST카질,20141204,10.47,
002490.SZ,*ST카질,20141205,9.98,
002490.SZ,*ST카질,20141208,10,
002490.SZ,*ST카질,20141209,9.53,
002490.SZ,*ST카질,20141210,9.8,
002490.SZ,*ST카질,20141211,9.97,
002490.SZ,*ST카질,20141212,10,
002490.SZ,*ST카질,20141215,10.28,
002490.SZ,*ST카질,20141216,10.39,
002490.SZ,*ST카질,20141217,10.08,
002490.SZ,*ST카질,20141218,10.17,
002490.SZ,*ST카질,20141219,9.9,
002490.SZ,*ST카질,20141222,9.05,
002490.SZ,*ST카질,20141223,8.89,
002490.SZ,*ST카질,20141224,9.03,
002490.SZ,*ST카질,20141225,9.1,
002490.SZ,*ST카질,20141226,9.17,
002490.SZ,*ST카질,20141229,8.94,
002490.SZ,*ST카질,20141230,8.51,
002490.SZ,*ST카질,20141231,8.63,
002490.SZ,*ST카질,20150105,8.88,
002490.SZ,*ST카질,20150106,9,
002490.SZ,*ST카질,20150107,9.01,
002490.SZ,*ST카질,20150108,9.14,
002490.SZ,*ST카질,20150109,8.87,
002490.SZ,*ST카질,20150112,8.65,
002490.SZ,*ST카질,20150113,8.85,
002490.SZ,*ST카질,20150114,8.92,
002490.SZ,*ST카질,20150115,8.95,
002490.SZ,*ST카질,20150116,8.92,
002490.SZ,*ST카질,20150119,8.49,
002490.SZ,*ST카질,20150120,8.68,
002490.SZ,*ST카질,20150121,9.04,
002490.SZ,*ST카질,20150122,9.54,
002490.SZ,*ST카질,20150123,9.26,
002490.SZ,*ST카질,20150126,9.47,
002490.SZ,*ST카질,20150127,9.53,
002490.SZ,*ST카질,20150128,9.74,
002490.SZ,*ST카질,20150129,9.49,
002490.SZ,*ST카질,20150130,9.31,
002490.SZ,*ST카질,20150202,9.58,
002490.SZ,*ST카질,20150203,9.78,
002490.SZ,*ST카질,20150204,9.58,
002490.SZ,*ST카질,20150205,9.4,
002490.SZ,*ST카질,20150206,9.21,
002490.SZ,*ST카질,20150209,9.15,
002490.SZ,*ST카질,20150210,9.2,
002490.SZ,*ST카질,20150211,9.34,
002490.SZ,*ST카질,20150212,9.36,
002490.SZ,*ST카질,20150213,9.45,
002490.SZ,*ST카질,20150216,9.63,
002490.SZ,*ST카질,20150217,9.66,
002490.SZ,*ST카질,20150225,9.59,
002490.SZ,*ST카질,20150226,9.8,
002490.SZ,*ST카질,20150227,9.79,
002490.SZ,*ST카질,20150302,9.95,
002490.SZ,*ST카질,20150303,10.17,
002490.SZ,*ST카질,20150304,10.16,
002490.SZ,*ST카질,20150305,10.03,
002490.SZ,*ST카질,20150306,10.48,
002490.SZ,*ST카질,20150309,10.35,
002490.SZ,*ST카질,20150310,10.36,
002490.SZ,*ST카질,20150311,10.17,
002490.SZ,*ST카질,20150312,10.12,
002490.SZ,*ST카질,20150313,10.22,
002490.SZ,*ST카질,20150316,10.41,
002490.SZ,*ST카질,20150317,10.54,
002490.SZ,*ST카질,20150318,10.76,
002490.SZ,*ST카질,20150319,10.9,
002490.SZ,*ST카질,20150320,10.88,
002490.SZ,*ST카질,20150323,11.12,
002490.SZ,*ST카질,20150324,10.8,
002490.SZ,*ST카질,20150325,11.24,
002490.SZ,*ST카질,20150326,11.55,
002490.SZ,*ST카질,20150327,11.42,
002490.SZ,*ST카질,20150330,11.42,
002490.SZ,*ST카질,20150331,11.19,
002490.SZ,*ST카질,20150401,11.42,
002490.SZ,*ST카질,20150402,11.65,
002490.SZ,*ST카질,20150403,11.66,
002490.SZ,*ST카질,20150407,12.09,
002490.SZ,*ST카질,20150408,11.78,
002490.SZ,*ST카질,20150409,11.41,
002490.SZ,*ST카질,20150410,11.66,
002490.SZ,*ST카질,20150413,11.88,
002490.SZ,*ST카질,20150414,11.97,
002490.SZ,*ST카질,20150415,11.22,
002490.SZ,*ST카질,20150416,11.36,
002490.SZ,*ST카질,20150417,11.8,
002490.SZ,*ST카질,20150420,12.3,
002490.SZ,*ST카질,20150421,12.91,
002490.SZ,*ST카질,20150422,12.87,
002490.SZ,*ST카질,20150423,12.86,
002490.SZ,*ST카질,20150424,13.16,
002490.SZ,*ST카질,20150427,12.94,
002490.SZ,*ST카질,20150428,12.47,
002490.SZ,*ST카질,20150429,13.72,
002490.SZ,*ST카질,20150430,13.41,
002490.SZ,*ST카질,20150504,13.44,
002490.SZ,*ST카질,20150505,13.43,
002490.SZ,*ST카질,20150506,12.55,
002490.SZ,*ST카질,20150507,11.7,
002490.SZ,*ST카질,20150508,12.11,
002490.SZ,*ST카질,20150511,12.74,
002490.SZ,*ST카질,20150512,12.99,
002490.SZ,*ST카질,20150513,13.18,
002490.SZ,*ST카질,20150514,13.3,
002490.SZ,*ST카질,20150515,12.71,
002490.SZ,*ST카질,20150518,13.4,
002490.SZ,*ST카질,20150519,13.71,
002490.SZ,*ST카질,20150520,13.69,
002490.SZ,*ST카질,20150521,13.96,
002490.SZ,*ST카질,20150522,14.22,
002490.SZ,*ST카질,20150525,14.8,
002490.SZ,*ST카질,20150526,15.54,
002490.SZ,*ST카질,20150527,15.37,
002490.SZ,*ST카질,20150528,13.84,
002490.SZ,*ST카질,20150529,13.94,
002490.SZ,*ST카질,20150601,14.77,
002490.SZ,*ST카질,20150602,15.5,
002490.SZ,*ST카질,20150603,16.48,
002490.SZ,*ST카질,20150604,16.31,
002490.SZ,*ST카질,20150605,16.67,
002490.SZ,*ST카질,20150608,16.22,
002490.SZ,*ST카질,20150609,16.27,
002490.SZ,*ST카질,20150610,16.33,
002490.SZ,*ST카질,20150611,17.1,
002490.SZ,*ST카질,20150612,17.32,
002490.SZ,*ST카질,20150615,17.01,
002490.SZ,*ST카질,20150616,16.15,
002490.SZ,*ST카질,20150617,16.25,
002490.SZ,*ST카질,20150618,15.68,
002490.SZ,*ST카질,20150619,14.11,
002490.SZ,*ST카질,20150623,14.28,
002490.SZ,*ST카질,20150624,14.63,
002490.SZ,*ST카질,20150625,13.87,
002490.SZ,*ST카질,20150626,12.48,
002490.SZ,*ST카질,20150629,11.24,
002490.SZ,*ST카질,20150630,12.01,
002490.SZ,*ST카질,20150701,10.81,
002490.SZ,*ST카질,20150702,10.01,
002490.SZ,*ST카질,20150703,9.3,
002490.SZ,*ST카질,20150706,8.74,
002490.SZ,*ST카질,20150707,7.87,
002490.SZ,*ST카질,20150708,8.08,
002490.SZ,*ST카질,20150709,8.89,
002490.SZ,*ST카질,20150710,9.78,
002490.SZ,*ST카질,20150713,10.76,
002490.SZ,*ST카질,20150714,10.37,
002490.SZ,*ST카질,20150715,9.33,
002490.SZ,*ST카질,20150716,9.59,
002490.SZ,*ST카질,20150717,10.19,
002490.SZ,*ST카질,20150720,10.25,
002490.SZ,*ST카질,20150721,10.26,
002490.SZ,*ST카질,20150722,10.53,
002490.SZ,*ST카질,20150723,10.8,
002490.SZ,*ST카질,20150724,10.48,
002490.SZ,*ST카질,20150727,9.43,
002490.SZ,*ST카질,20150728,9.55,
002490.SZ,*ST카질,20150729,10.05,
002490.SZ,*ST카질,20150730,9.72,
002490.SZ,*ST카질,20150731,9.88,
002490.SZ,*ST카질,20150803,10.1,
002490.SZ,*ST카질,20150804,10.69,
002490.SZ,*ST카질,20150805,10.34,
002490.SZ,*ST카질,20150806,10.47,
002490.SZ,*ST카질,20150807,10.65,
002490.SZ,*ST카질,20150810,11.09,
002490.SZ,*ST카질,20150811,11.17,
002490.SZ,*ST카질,20150812,10.7,
002490.SZ,*ST카질,20150813,11.05,
002490.SZ,*ST카질,20150814,11.09,
002490.SZ,*ST카질,20150817,11.4,
002490.SZ,*ST카질,20150818,10.26,
002490.SZ,*ST카질,20150819,10.28,
002490.SZ,*ST카질,20150820,10.15,
002490.SZ,*ST카질,20150821,9.46,
002490.SZ,*ST카질,20150824,8.51,
002490.SZ,*ST카질,20150825,7.66,
002490.SZ,*ST카질,20150826,7.17,
002490.SZ,*ST카질,20150827,7.5,
002490.SZ,*ST카질,20150828,8.15,
002490.SZ,*ST카질,20150831,8.41,
002490.SZ,*ST카질,20150901,7.67,
002490.SZ,*ST카질,20150902,7.05,
002490.SZ,*ST카질,20150907,7.28,
002490.SZ,*ST카질,20150908,7.65,
002490.SZ,*ST카질,20150909,8.06,
002490.SZ,*ST카질,20150910,7.8,
002490.SZ,*ST카질,20150911,7.96,
002490.SZ,*ST카질,20150914,7.16,
002490.SZ,*ST카질,20150915,6.61,
002490.SZ,*ST카질,20150916,7.24,
002490.SZ,*ST카질,20150917,7.09,
002490.SZ,*ST카질,20150918,7.2,
002490.SZ,*ST카질,20150921,7.79,
002490.SZ,*ST카질,20150922,8.19,
002490.SZ,*ST카질,20150923,7.79,
002490.SZ,*ST카질,20150924,7.95,
002490.SZ,*ST카질,20150925,7.4,
002490.SZ,*ST카질,20150928,7.65,
002490.SZ,*ST카질,20150929,7.38,
002490.SZ,*ST카질,20150930,7.51,
002490.SZ,*ST카질,20151008,7.96,
002490.SZ,*ST카질,20151009,8.07,
002490.SZ,*ST카질,20151012,8.52,
002490.SZ,*ST카질,20151013,8.47,
002490.SZ,*ST카질,20151014,8.41,
002490.SZ,*ST카질,20151015,8.76,
002490.SZ,*ST카질,20151016,8.8,
002490.SZ,*ST카질,20151019,8.92,
002490.SZ,*ST카질,20151020,8.95,
002490.SZ,*ST카질,20151021,8.09,
002490.SZ,*ST카질,20151022,8.51,
002490.SZ,*ST카질,20151023,8.75,
002490.SZ,*ST카질,20151026,8.79,
002490.SZ,*ST카질,20151027,8.86,
002490.SZ,*ST카질,20151028,9,
002490.SZ,*ST카질,20151029,9.19,
002490.SZ,*ST카질,20151030,8.99,
002490.SZ,*ST카질,20151102,8.72,
002490.SZ,*ST카질,20151103,8.68,
002490.SZ,*ST카질,20151104,9.2,
002490.SZ,*ST카질,20151105,9.1,
002490.SZ,*ST카질,20151106,9.32,
002490.SZ,*ST카질,20151109,9.42,
002490.SZ,*ST카질,20151110,9.71,
002490.SZ,*ST카질,20151111,9.6,
002490.SZ,*ST카질,20151112,9.47,
002490.SZ,*ST카질,20151113,9.29,
002490.SZ,*ST카질,20151116,9.92,
002490.SZ,*ST카질,20151117,10.7,
002490.SZ,*ST카질,20151118,10.59,
002490.SZ,*ST카질,20151119,11.49,
002490.SZ,*ST카질,20151120,11.65,
002490.SZ,*ST카질,20151123,10.85,
002490.SZ,*ST카질,20151124,10.71,
002490.SZ,*ST카질,20151125,10.84,
