ด๚ย๋,ผ๒ณฦ,ศีฦฺ,สีลฬผÛ(ิช),
300455.SZ,ฟตอุบ์อโ,20150717,14.7161,
300455.SZ,ฟตอุบ์อโ,20150720,16.1866,
300455.SZ,ฟตอุบ์อโ,20150721,15.9451,
300455.SZ,ฟตอุบ์อโ,20150722,16.1333,
300455.SZ,ฟตอุบ์อโ,20150723,17.7459,
300455.SZ,ฟตอุบ์อโ,20150724,17.2273,
300455.SZ,ฟตอุบ์อโ,20150727,15.5046,
300455.SZ,ฟตอุบ์อโ,20150728,14.2543,
300455.SZ,ฟตอุบ์อโ,20150729,15.4513,
300455.SZ,ฟตอุบ์อโ,20150730,14.8475,
300455.SZ,ฟตอุบ์อโ,20150731,15.0961,
300455.SZ,ฟตอุบ์อโ,20150803,15.0535,
300455.SZ,ฟตอุบ์อโ,20150804,16.5525,
300455.SZ,ฟตอุบ์อโ,20150805,17.3659,
300455.SZ,ฟตอุบ์อโ,20150806,16.4423,
300455.SZ,ฟตอุบ์อโ,20150807,16.8011,
300455.SZ,ฟตอุบ์อโ,20150810,17.5506,
300455.SZ,ฟตอุบ์อโ,20150811,18.1899,
300455.SZ,ฟตอุบ์อโ,20150812,16.6768,
300455.SZ,ฟตอุบ์อโ,20150813,18.3462,
300455.SZ,ฟตอุบ์อโ,20150814,17.9377,
300455.SZ,ฟตอุบ์อโ,20150817,17.7104,
300455.SZ,ฟตอุบ์อโ,20150818,15.938,
300455.SZ,ฟตอุบ์อโ,20150819,15.8421,
300455.SZ,ฟตอุบ์อโ,20150820,15.6254,
300455.SZ,ฟตอุบ์อโ,20150821,14.0625,
300455.SZ,ฟตอุบ์อโ,20150824,12.6559,
300455.SZ,ฟตอุบ์อโ,20150825,11.3914,
300455.SZ,ฟตอุบ์อโ,20150826,10.7555,
300455.SZ,ฟตอุบ์อโ,20150827,11.1924,
300455.SZ,ฟตอุบ์อโ,20150828,12.0627,
300455.SZ,ฟตอุบ์อโ,20150831,10.855,
300455.SZ,ฟตอุบ์อโ,20150901,9.7681,
300455.SZ,ฟตอุบ์อโ,20150902,8.9014,
300455.SZ,ฟตอุบ์อโ,20150907,9.2708,
300455.SZ,ฟตอุบ์อโ,20150908,10.0309,
300455.SZ,ฟตอุบ์อโ,20150909,10.443,
300455.SZ,ฟตอุบ์อโ,20150910,10.3186,
300455.SZ,ฟตอุบ์อโ,20150911,10.4785,
300455.SZ,ฟตอุบ์อโ,20150914,9.4306,
300455.SZ,ฟตอุบ์อโ,20150915,8.4894,
300455.SZ,ฟตอุบ์อโ,20150916,9.3383,
300455.SZ,ฟตอุบ์อโ,20150917,9.9102,
300455.SZ,ฟตอุบ์อโ,20150918,10.2298,
300455.SZ,ฟตอุบ์อโ,20150921,10.752,
300455.SZ,ฟตอุบ์อโ,20150922,10.6845,
300455.SZ,ฟตอุบ์อโ,20150923,10.8337,
300455.SZ,ฟตอุบ์อโ,20150924,10.926,
300455.SZ,ฟตอุบ์อโ,20150925,10.0274,
300455.SZ,ฟตอุบ์อโ,20150928,10.6348,
300455.SZ,ฟตอุบ์อโ,20150929,10.3897,
300455.SZ,ฟตอุบ์อโ,20150930,10.9474,
300455.SZ,ฟตอุบ์อโ,20151008,11.5086,
300455.SZ,ฟตอุบ์อโ,20151009,11.6507,
300455.SZ,ฟตอุบ์อโ,20151012,12.599,
300455.SZ,ฟตอุบ์อโ,20151013,12.6097,
300455.SZ,ฟตอุบ์อโ,20151014,13.8707,
300455.SZ,ฟตอุบ์อโ,20151015,14.3786,
300455.SZ,ฟตอุบ์อโ,20151016,14.066,
300455.SZ,ฟตอุบ์อโ,20151019,13.7996,
300455.SZ,ฟตอุบ์อโ,20151020,14.3431,
300455.SZ,ฟตอุบ์อโ,20151021,13.48,
300455.SZ,ฟตอุบ์อโ,20151022,13.924,
300455.SZ,ฟตอุบ์อโ,20151023,14.2081,
300455.SZ,ฟตอุบ์อโ,20151026,14.3502,
300455.SZ,ฟตอุบ์อโ,20151027,14.6344,
300455.SZ,ฟตอุบ์อโ,20151028,15.0961,
300455.SZ,ฟตอุบ์อโ,20151029,14.9896,
300455.SZ,ฟตอุบ์อโ,20151030,14.5988,
300455.SZ,ฟตอุบ์อโ,20151102,14.7196,
300455.SZ,ฟตอุบ์อโ,20151103,14.9967,
300455.SZ,ฟตอุบ์อโ,20151104,15.6644,
300455.SZ,ฟตอุบ์อโ,20151105,15.2595,
300455.SZ,ฟตอุบ์อโ,20151106,16.2541,
300455.SZ,ฟตอุบ์อโ,20151109,16.9609,
300455.SZ,ฟตอุบ์อโ,20151110,16.9609,
300455.SZ,ฟตอุบ์อโ,20151111,18.5949,
300455.SZ,ฟตอุบ์อโ,20151112,20.4561,
300455.SZ,ฟตอุบ์อโ,20151113,18.4102,
300455.SZ,ฟตอุบ์อโ,20151116,18.1509,
300455.SZ,ฟตอุบ์อโ,20151117,16.9787,
300455.SZ,ฟตอุบ์อโ,20151118,16.7656,
300455.SZ,ฟตอุบ์อโ,20151119,17.5328,
300455.SZ,ฟตอุบ์อโ,20151120,17.7637,
300455.SZ,ฟตอุบ์อโ,20151123,16.9965,
300455.SZ,ฟตอุบ์อโ,20151124,18.0301,
300455.SZ,ฟตอุบ์อโ,20151125,18.0798,
300455.SZ,ฟตอุบ์อโ,20151126,17.991,
300455.SZ,ฟตอุบ์อโ,20151127,16.6413,
300455.SZ,ฟตอุบ์อโ,20151130,17.3978,
300455.SZ,ฟตอุบ์อโ,20151201,17.4049,
300455.SZ,ฟตอุบ์อโ,20151202,16.5347,
300455.SZ,ฟตอุบ์อโ,20151203,17.1847,
300455.SZ,ฟตอุบ์อโ,20151204,17.2629,
300455.SZ,ฟตอุบ์อโ,20151207,17.6181,
300455.SZ,ฟตอุบ์อโ,20151208,17.9306,
300455.SZ,ฟตอุบ์อโ,20151209,16.9645,
300455.SZ,ฟตอุบ์อโ,20151210,16.1902,
300455.SZ,ฟตอุบ์อโ,20151211,15.8847,
300455.SZ,ฟตอุบ์อโ,20151214,16.3393,
300455.SZ,ฟตอุบ์อโ,20151215,16.144,
300455.SZ,ฟตอุบ์อโ,20151216,16.4992,
300455.SZ,ฟตอุบ์อโ,20151217,17.6536,
300455.SZ,ฟตอุบ์อโ,20151218,17.2202,
300455.SZ,ฟตอุบ์อโ,20151221,17.0853,
300455.SZ,ฟตอุบ์อโ,20151222,17.5577,
300455.SZ,ฟตอุบ์อโ,20151223,17.4298,
300455.SZ,ฟตอุบ์อโ,20151224,17.8489,
300455.SZ,ฟตอุบ์อโ,20151225,18.4706,
300455.SZ,ฟตอุบ์อโ,20151228,17.3694,
300455.SZ,ฟตอุบ์อโ,20151229,17.4476,
300455.SZ,ฟตอุบ์อโ,20151230,17.5896,
300455.SZ,ฟตอุบ์อโ,20151231,16.7656,
300455.SZ,ฟตอุบ์อโ,20160104,15.089,
300455.SZ,ฟตอุบ์อโ,20160105,14.5349,
300455.SZ,ฟตอุบ์อโ,20160106,15.192,
300455.SZ,ฟตอุบ์อโ,20160107,13.7037,
300455.SZ,ฟตอุบ์อโ,20160108,13.686,
300455.SZ,ฟตอุบ์อโ,20160111,12.3184,
300455.SZ,ฟตอุบ์อโ,20160112,12.4321,
300455.SZ,ฟตอุบ์อโ,20160113,11.6045,
300455.SZ,ฟตอุบ์อโ,20160114,12.2545,
300455.SZ,ฟตอุบ์อโ,20160115,11.7927,
300455.SZ,ฟตอุบ์อโ,20160118,12.2012,
300455.SZ,ฟตอุบ์อโ,20160119,12.695,
300455.SZ,ฟตอุบ์อโ,20160120,12.6133,
300455.SZ,ฟตอุบ์อโ,20160121,11.8851,
300455.SZ,ฟตอุบ์อโ,20160122,12.3575,
300455.SZ,ฟตอุบ์อโ,20160125,12.7163,
300455.SZ,ฟตอุบ์อโ,20160126,11.4731,
300455.SZ,ฟตอุบ์อโ,20160127,11.4375,
300455.SZ,ฟตอุบ์อโ,20160128,10.5886,
300455.SZ,ฟตอุบ์อโ,20160129,11.1072,
300455.SZ,ฟตอุบ์อโ,20160201,11.1285,
300455.SZ,ฟตอุบ์อโ,20160202,11.743,
300455.SZ,ฟตอุบ์อโ,20160203,11.8922,
300455.SZ,ฟตอุบ์อโ,20160204,12.2296,
300455.SZ,ฟตอุบ์อโ,20160205,12.0805,
300455.SZ,ฟตอุบ์อโ,20160215,12.29,
300455.SZ,ฟตอุบ์อโ,20160216,12.8406,
300455.SZ,ฟตอุบ์อโ,20160217,12.9578,
300455.SZ,ฟตอุบ์อโ,20160218,12.8122,
300455.SZ,ฟตอุบ์อโ,20160219,12.8122,
300455.SZ,ฟตอุบ์อโ,20160222,13.0004,
300455.SZ,ฟตอุบ์อโ,20160223,12.8868,
300455.SZ,ฟตอุบ์อโ,20160224,12.6097,
300455.SZ,ฟตอุบ์อโ,20160225,11.3487,
300455.SZ,ฟตอุบ์อโ,20160226,11.3665,
300455.SZ,ฟตอุบ์อโ,20160229,10.9367,
300455.SZ,ฟตอุบ์อโ,20160301,11.1818,
300455.SZ,ฟตอุบ์อโ,20160302,11.6222,
300455.SZ,ฟตอุบ์อโ,20160303,11.5583,
300455.SZ,ฟตอุบ์อโ,20160304,10.7662,
300455.SZ,ฟตอุบ์อโ,20160307,10.9687,
300455.SZ,ฟตอุบ์อโ,20160308,11.0823,
300455.SZ,ฟตอุบ์อโ,20160309,10.9331,
300455.SZ,ฟตอุบ์อโ,20160310,11.1143,
300455.SZ,ฟตอุบ์อโ,20160311,12.2261,
300455.SZ,ฟตอุบ์อโ,20160314,12.9329,
300455.SZ,ฟตอุบ์อโ,20160315,12.4676,
300455.SZ,ฟตอุบ์อโ,20160316,12.3611,
300455.SZ,ฟตอุบ์อโ,20160317,13.004,
300455.SZ,ฟตอุบ์อโ,20160318,13.5439,
300455.SZ,ฟตอุบ์อโ,20160321,13.686,
300455.SZ,ฟตอุบ์อโ,20160322,13.4622,
300455.SZ,ฟตอุบ์อโ,20160323,13.622,
300455.SZ,ฟตอุบ์อโ,20160324,14.2863,
300455.SZ,ฟตอุบ์อโ,20160325,15.1174,
300455.SZ,ฟตอุบ์อโ,20160328,14.5242,
300455.SZ,ฟตอุบ์อโ,20160329,13.7712,
300455.SZ,ฟตอุบ์อโ,20160330,14.7409,
300455.SZ,ฟตอุบ์อโ,20160331,15.5224,
300455.SZ,ฟตอุบ์อโ,20160401,15.3696,
300455.SZ,ฟตอุบ์อโ,20160405,15.7604,
300455.SZ,ฟตอุบ์อโ,20160406,15.9557,
300455.SZ,ฟตอุบ์อโ,20160407,15.1672,
300455.SZ,ฟตอุบ์อโ,20160408,14.954,
300455.SZ,ฟตอุบ์อโ,20160411,15.2382,
300455.SZ,ฟตอุบ์อโ,20160412,14.7764,
300455.SZ,ฟตอุบ์อโ,20160413,15.2098,
300455.SZ,ฟตอุบ์อโ,20160414,15.4513,
300455.SZ,ฟตอุบ์อโ,20160415,15.2311,
300455.SZ,ฟตอุบ์อโ,20160418,14.7054,
300455.SZ,ฟตอุบ์อโ,20160419,15.018,
300455.SZ,ฟตอุบ์อโ,20160420,14.1016,
300455.SZ,ฟตอุบ์อโ,20160421,13.9772,
300455.SZ,ฟตอุบ์อโ,20160422,14.1868,
300455.SZ,ฟตอุบ์อโ,20160425,13.9169,
300455.SZ,ฟตอุบ์อโ,20160426,14.1797,
300455.SZ,ฟตอุบ์อโ,20160427,14.0021,
300455.SZ,ฟตอุบ์อโ,20160428,13.8955,
300455.SZ,ฟตอุบ์อโ,20160429,13.9346,
300455.SZ,ฟตอุบ์อโ,20160503,14.4639,
300455.SZ,ฟตอุบ์อโ,20160504,14.4923,
300455.SZ,ฟตอุบ์อโ,20160505,15.565,
300455.SZ,ฟตอุบ์อโ,20160506,15.2027,
300455.SZ,ฟตอุบ์อโ,20160509,15.3803,
300455.SZ,ฟตอุบ์อโ,20160510,14.6273,
300455.SZ,ฟตอุบ์อโ,20160511,13.8849,
300455.SZ,ฟตอุบ์อโ,20160512,13.3201,
300455.SZ,ฟตอุบ์อโ,20160513,13.2207,
300455.SZ,ฟตอุบ์อโ,20160516,13.6753,
300455.SZ,ฟตอุบ์อโ,20160517,13.8707,
300455.SZ,ฟตอุบ์อโ,20160518,13.2562,
300455.SZ,ฟตอุบ์อโ,20160519,13.2668,
300455.SZ,ฟตอุบ์อโ,20160520,13.7854,
300455.SZ,ฟตอุบ์อโ,20160523,14.3147,
300455.SZ,ฟตอุบ์อโ,20160524,14.0909,
300455.SZ,ฟตอุบ์อโ,20160525,14.4035,
300455.SZ,ฟตอุบ์อโ,20160526,14.6415,
300455.SZ,ฟตอุบ์อโ,20160527,14.9114,
300455.SZ,ฟตอุบ์อโ,20160530,14.51,
300455.SZ,ฟตอุบ์อโ,20160531,15.4655,
300455.SZ,ฟตอุบ์อโ,20160601,16.1404,
300455.SZ,ฟตอุบ์อโ,20160602,16.691,
300455.SZ,ฟตอุบ์อโ,20160603,16.4104,
300455.SZ,ฟตอุบ์อโ,20160606,15.9334,
300455.SZ,ฟตอุบ์อโ,20160607,16.3036,
300455.SZ,ฟตอุบ์อโ,20160608,15.7696,
300455.SZ,ฟตอุบ์อโ,20160613,14.5664,
300455.SZ,ฟตอุบ์อโ,20160614,15.0933,
300455.SZ,ฟตอุบ์อโ,20160615,15.3709,
300455.SZ,ฟตอุบ์อโ,20160616,14.9153,
300455.SZ,ฟตอุบ์อโ,20160617,14.9509,
300455.SZ,ฟตอุบ์อโ,20160620,15.2001,
300455.SZ,ฟตอุบ์อโ,20160621,14.7658,
300455.SZ,ฟตอุบ์อโ,20160622,15.2641,
300455.SZ,ฟตอุบ์อโ,20160623,14.8797,
300455.SZ,ฟตอุบ์อโ,20160624,14.7444,
300455.SZ,ฟตอุบ์อโ,20160627,15.2713,
300455.SZ,ฟตอุบ์อโ,20160628,15.5418,
300455.SZ,ฟตอุบ์อโ,20160629,15.5632,
300455.SZ,ฟตอุบ์อโ,20160630,15.9761,
300455.SZ,ฟตอุบ์อโ,20160701,15.6059,
300455.SZ,ฟตอุบ์อโ,20160704,15.5133,
300455.SZ,ฟตอุบ์อโ,20160705,15.791,
300455.SZ,ฟตอุบ์อโ,20160706,15.6628,
300455.SZ,ฟตอุบ์อโ,20160707,15.5916,
300455.SZ,ฟตอุบ์อโ,20160708,16.2466,
300455.SZ,ฟตอุบ์อโ,20160711,16.5884,
300455.SZ,ฟตอุบ์อโ,20160712,17.0725,
300455.SZ,ฟตอุบ์อโ,20160713,16.9087,
300455.SZ,ฟตอุบ์อโ,20160714,16.8874,
300455.SZ,ฟตอุบ์อโ,20160715,16.446,
300455.SZ,ฟตอุบ์อโ,20160718,16.2039,
300455.SZ,ฟตอุบ์อโ,20160719,17.8271,
300455.SZ,ฟตอุบ์อโ,20160720,17.7346,
300455.SZ,ฟตอุบ์อโ,20160721,17.6919,
300455.SZ,ฟตอุบ์อโ,20160722,17.7987,
300455.SZ,ฟตอุบ์อโ,20160725,18.2401,
300455.SZ,ฟตอุบ์อโ,20160726,18.0479,
300455.SZ,ฟตอุบ์อโ,20160727,16.5884,
300455.SZ,ฟตอุบ์อโ,20160728,16.7877,
300455.SZ,ฟตอุบ์อโ,20160729,16.8731,
300455.SZ,ฟตอุบ์อโ,20160801,15.6272,
300455.SZ,ฟตอุบ์อโ,20160802,15.4279,
300455.SZ,ฟตอุบ์อโ,20160803,15.4991,
300455.SZ,ฟตอุบ์อโ,20160804,15.7269,
300455.SZ,ฟตอุบ์อโ,20160805,15.4492,
300455.SZ,ฟตอุบ์อโ,20160808,15.9547,
300455.SZ,ฟตอุบ์อโ,20160809,16.1754,
300455.SZ,ฟตอุบ์อโ,20160810,16.0544,
300455.SZ,ฟตอุบ์อโ,20160811,15.7127,
300455.SZ,ฟตอุบ์อโ,20160812,15.9547,
300455.SZ,ฟตอุบ์อโ,20160815,16.3748,
300455.SZ,ฟตอุบ์อโ,20160816,16.4389,
300455.SZ,ฟตอุบ์อโ,20160817,16.4175,
300455.SZ,ฟตอุบ์อโ,20160818,16.09,
300455.SZ,ฟตอุบ์อโ,20160819,16.6596,
300455.SZ,ฟตอุบ์อโ,20160822,16.389,
300455.SZ,ฟตอุบ์อโ,20160823,16.2822,
300455.SZ,ฟตอุบ์อโ,20160824,16.6596,
300455.SZ,ฟตอุบ์อโ,20160825,16.7948,
300455.SZ,ฟตอุบ์อโ,20160826,17.1366,
300455.SZ,ฟตอุบ์อโ,20160829,17.0867,
300455.SZ,ฟตอุบ์อโ,20160830,16.7663,
300455.SZ,ฟตอุบ์อโ,20160831,16.7806,
300455.SZ,ฟตอุบ์อโ,20160901,16.8019,
300455.SZ,ฟตอุบ์อโ,20160902,16.4958,
300455.SZ,ฟตอุบ์อโ,20160905,16.6382,
300455.SZ,ฟตอุบ์อโ,20160906,17.0654,
300455.SZ,ฟตอุบ์อโ,20160907,16.9728,
300455.SZ,ฟตอุบ์อโ,20160908,17.1294,
300455.SZ,ฟตอุบ์อโ,20160909,17.5566,
300455.SZ,ฟตอุบ์อโ,20160912,16.567,
300455.SZ,ฟตอุบ์อโ,20160913,16.9728,
300455.SZ,ฟตอุบ์อโ,20160914,16.624,
300455.SZ,ฟตอุบ์อโ,20160919,16.5599,
300455.SZ,ฟตอุบ์อโ,20160920,16.1754,
300455.SZ,ฟตอุบ์อโ,20160921,16.2253,
300455.SZ,ฟตอุบ์อโ,20160922,16.3036,
300455.SZ,ฟตอุบ์อโ,20160923,16.1825,
300455.SZ,ฟตอุบ์อโ,20160926,16.2324,
300455.SZ,ฟตอุบ์อโ,20160927,16.3677,
300455.SZ,ฟตอุบ์อโ,20160928,16.1968,
300455.SZ,ฟตอุบ์อโ,20160929,16.1897,
300455.SZ,ฟตอุบ์อโ,20160930,16.033,
300455.SZ,ฟตอุบ์อโ,20161010,16.4531,
300455.SZ,ฟตอุบ์อโ,20161011,16.3819,
300455.SZ,ฟตอุบ์อโ,20161012,16.4816,
300455.SZ,ฟตอุบ์อโ,20161013,16.4673,
300455.SZ,ฟตอุบ์อโ,20161014,16.6097,
300455.SZ,ฟตอุบ์อโ,20161017,16.2324,
300455.SZ,ฟตอุบ์อโ,20161018,16.4887,
300455.SZ,ฟตอุบ์อโ,20161019,16.4246,
300455.SZ,ฟตอุบ์อโ,20161020,18.0692,
300455.SZ,ฟตอุบ์อโ,20161021,17.6349,
300455.SZ,ฟตอุบ์อโ,20161024,17.5708,
300455.SZ,ฟตอุบ์อโ,20161025,17.3644,
300455.SZ,ฟตอุบ์อโ,20161026,17.4071,
300455.SZ,ฟตอุบ์อโ,20161027,17.3929,
300455.SZ,ฟตอุบ์อโ,20161028,16.8091,
300455.SZ,ฟตอุบ์อโ,20161031,16.51,
300455.SZ,ฟตอุบ์อโ,20161101,16.8945,
300455.SZ,ฟตอุบ์อโ,20161102,16.5243,
300455.SZ,ฟตอุบ์อโ,20161103,16.7236,
300455.SZ,ฟตอุบ์อโ,20161104,16.8162,
300455.SZ,ฟตอุบ์อโ,20161107,16.7592,
300455.SZ,ฟตอุบ์อโ,20161108,16.6596,
300455.SZ,ฟตอุบ์อโ,20161109,16.2751,
300455.SZ,ฟตอุบ์อโ,20161110,16.4317,
300455.SZ,ฟตอุบ์อโ,20161111,16.5741,
300455.SZ,ฟตอุบ์อโ,20161114,17.2149,
300455.SZ,ฟตอุบ์อโ,20161115,17.1223,
300455.SZ,ฟตอุบ์อโ,20161116,17.1508,
300455.SZ,ฟตอุบ์อโ,20161117,17.3715,
300455.SZ,ฟตอุบ์อโ,20161118,17.165,
300455.SZ,ฟตอุบ์อโ,20161121,17.3715,
300455.SZ,ฟตอุบ์อโ,20161122,17.1223,
300455.SZ,ฟตอุบ์อโ,20161123,16.8375,
300455.SZ,ฟตอุบ์อโ,20161124,16.7948,
300455.SZ,ฟตอุบ์อโ,20161125,16.5243,
300455.SZ,ฟตอุบ์อโ,20161128,16.2537,
300455.SZ,ฟตอุบ์อโ,20161129,16.2822,
300455.SZ,ฟตอุบ์อโ,20161130,16.268,
300455.SZ,ฟตอุบ์อโ,20161201,16.3321,
300455.SZ,ฟตอุบ์อโ,20161202,15.435,
300455.SZ,ฟตอุบ์อโ,20161205,15.3923,
300455.SZ,ฟตอุบ์อโ,20161206,15.5703,
300455.SZ,ฟตอุบ์อโ,20161207,15.6557,
300455.SZ,ฟตอุบ์อโ,20161208,15.4065,
300455.SZ,ฟตอุบ์อโ,20161209,15.1573,
300455.SZ,ฟตอุบ์อโ,20161212,13.7263,
300455.SZ,ฟตอุบ์อโ,20161213,13.883,
300455.SZ,ฟตอุบ์อโ,20161214,13.6338,
300455.SZ,ฟตอุบ์อโ,20161215,13.705,
300455.SZ,ฟตอุบ์อโ,20161216,13.8331,
300455.SZ,ฟตอุบ์อโ,20161219,13.7192,
300455.SZ,ฟตอุบ์อโ,20161220,13.7975,
300455.SZ,ฟตอุบ์อโ,20161221,13.8616,
300455.SZ,ฟตอุบ์อโ,20161222,13.8402,
300455.SZ,ฟตอุบ์อโ,20161223,13.4985,
300455.SZ,ฟตอุบ์อโ,20161226,13.8331,
300455.SZ,ฟตอุบ์อโ,20161227,13.7904,
300455.SZ,ฟตอุบ์อโ,20161228,13.7192,
300455.SZ,ฟตอุบ์อโ,20161229,13.7477,
300455.SZ,ฟตอุบ์อโ,20161230,13.8474,
300455.SZ,ฟตอุบ์อโ,20170103,14.2247,
300455.SZ,ฟตอุบ์อโ,20170104,14.5593,
300455.SZ,ฟตอุบ์อโ,20170105,14.8014,
300455.SZ,ฟตอุบ์อโ,20170106,14.5166,
300455.SZ,ฟตอุบ์อโ,20170109,15.378,
300455.SZ,ฟตอุบ์อโ,20170110,14.9651,
300455.SZ,ฟตอุบ์อโ,20170111,14.7515,
300455.SZ,ฟตอุบ์อโ,20170112,14.3528,
300455.SZ,ฟตอุบ์อโ,20170113,13.883,
300455.SZ,ฟตอุบ์อโ,20170116,13.3846,
300455.SZ,ฟตอุบ์อโ,20170117,13.6694,
300455.SZ,ฟตอุบ์อโ,20170118,13.3704,
300455.SZ,ฟตอุบ์อโ,20170119,13.2992,
300455.SZ,ฟตอุบ์อโ,20170120,13.5839,
300455.SZ,ฟตอุบ์อโ,20170123,13.8046,
300455.SZ,ฟตอุบ์อโ,20170124,13.6907,
300455.SZ,ฟตอุบ์อโ,20170125,14.0254,
300455.SZ,ฟตอุบ์อโ,20170126,14.3813,
300455.SZ,ฟตอุบ์อโ,20170203,14.2033,
300455.SZ,ฟตอุบ์อโ,20170206,14.7871,
300455.SZ,ฟตอุบ์อโ,20170207,14.6519,
300455.SZ,ฟตอุบ์อโ,20170208,16.1185,
300455.SZ,ฟตอุบ์อโ,20170209,16.2253,
300455.SZ,ฟตอุบ์อโ,20170210,15.9547,
300455.SZ,ฟตอุบ์อโ,20170213,15.7483,
300455.SZ,ฟตอุบ์อโ,20170214,16.1256,
300455.SZ,ฟตอุบ์อโ,20170215,15.5276,
300455.SZ,ฟตอุบ์อโ,20170216,15.7411,
300455.SZ,ฟตอุบ์อโ,20170217,15.8195,
300455.SZ,ฟตอุบ์อโ,20170220,16.1114,
300455.SZ,ฟตอุบ์อโ,20170221,15.9618,
300455.SZ,ฟตอุบ์อโ,20170222,15.5703,
300455.SZ,ฟตอุบ์อโ,20170223,15.7554,
300455.SZ,ฟตอุบ์อโ,20170224,15.6771,
300455.SZ,ฟตอุบ์อโ,20170227,15.4635,
300455.SZ,ฟตอุบ์อโ,20170228,15.4706,
300455.SZ,ฟตอุบ์อโ,20170301,15.5347,
300455.SZ,ฟตอุบ์อโ,20170302,15.1431,
300455.SZ,ฟตอุบ์อโ,20170303,15.4136,
300455.SZ,ฟตอุบ์อโ,20170306,15.5276,
300455.SZ,ฟตอุบ์อโ,20170307,15.5204,
300455.SZ,ฟตอุบ์อโ,20170308,15.7198,
300455.SZ,ฟตอุบ์อโ,20170309,15.3567,
300455.SZ,ฟตอุบ์อโ,20170310,15.1787,
300455.SZ,ฟตอุบ์อโ,20170313,15.257,
300455.SZ,ฟตอุบ์อโ,20170314,15.3496,
300455.SZ,ฟตอุบ์อโ,20170315,15.2428,
300455.SZ,ฟตอุบ์อโ,20170316,15.378,
300455.SZ,ฟตอุบ์อโ,20170317,15.4848,
300455.SZ,ฟตอุบ์อโ,20170320,15.8337,
300455.SZ,ฟตอุบ์อโ,20170321,15.7625,
300455.SZ,ฟตอุบ์อโ,20170322,15.4492,
300455.SZ,ฟตอุบ์อโ,20170323,15.1645,
300455.SZ,ฟตอุบ์อโ,20170324,15.1858,
300455.SZ,ฟตอุบ์อโ,20170327,15.2713,
300455.SZ,ฟตอุบ์อโ,20170328,15.079,
300455.SZ,ฟตอุบ์อโ,20170329,15.0933,
300455.SZ,ฟตอุบ์อโ,20170330,14.1535,
300455.SZ,ฟตอุบ์อโ,20170331,13.9043,
300455.SZ,ฟตอุบ์อโ,20170405,14.303,
300455.SZ,ฟตอุบ์อโ,20170406,14.8014,
300455.SZ,ฟตอุบ์อโ,20170407,14.6875,
300455.SZ,ฟตอุบ์อโ,20170410,14.2247,
300455.SZ,ฟตอุบ์อโ,20170411,14.8512,
