╢ЗбК,╪РЁф,хуфз,йуел╪ш(т╙),
300474.SZ,╬╟╪нн╒,20160331,9.7782,
300474.SZ,╬╟╪нн╒,20160401,10.754,
300474.SZ,╬╟╪нн╒,20160405,11.8294,
300474.SZ,╬╟╪нн╒,20160406,13.0143,
300474.SZ,╬╟╪нн╒,20160407,14.3138,
300474.SZ,╬╟╪нн╒,20160408,15.7476,
300474.SZ,╬╟╪нн╒,20160411,17.3209,
300474.SZ,╬╟╪нн╒,20160412,19.0535,
300474.SZ,╬╟╪нн╒,20160413,20.9603,
300474.SZ,╬╟╪нн╒,20160414,23.0564,
300474.SZ,╬╟╪нн╒,20160415,25.3615,
300474.SZ,╬╟╪нн╒,20160418,27.8957,
300474.SZ,╬╟╪нн╒,20160419,30.6837,
300474.SZ,╬╟╪нн╒,20160420,33.7506,
300474.SZ,╬╟╪нн╒,20160421,37.1262,
300474.SZ,╬╟╪нн╒,20160422,40.8403,
300474.SZ,╬╟╪нн╒,20160425,44.9228,
300474.SZ,╬╟╪нн╒,20160426,49.4136,
300474.SZ,╬╟╪нн╒,20160427,54.3575,
300474.SZ,╬╟╪нн╒,20160428,59.7942,
300474.SZ,╬╟╪нн╒,20160429,61.6114,
300474.SZ,╬╟╪нн╒,20160503,57.0559,
300474.SZ,╬╟╪нн╒,20160504,57.4044,
300474.SZ,╬╟╪нн╒,20160505,58.7288,
300474.SZ,╬╟╪нн╒,20160506,55.6519,
300474.SZ,╬╟╪нн╒,20160509,50.9968,
300474.SZ,╬╟╪нн╒,20160510,51.2756,
300474.SZ,╬╟╪нн╒,20160511,49.08,
300474.SZ,╬╟╪нн╒,20160512,49.563,
300474.SZ,╬╟╪нн╒,20160513,50.5488,
300474.SZ,╬╟╪нн╒,20160516,51.7337,
300474.SZ,╬╟╪нн╒,20160517,51.1362,
300474.SZ,╬╟╪нн╒,20160518,47.2877,
300474.SZ,╬╟╪нн╒,20160519,48.1391,
300474.SZ,╬╟╪нн╒,20160520,51.903,
300474.SZ,╬╟╪нн╒,20160523,57.0957,
300474.SZ,╬╟╪нн╒,20160524,58.435,
300474.SZ,╬╟╪нн╒,20160525,57.3048,
300474.SZ,╬╟╪нн╒,20160526,61.0837,
300474.SZ,╬╟╪нн╒,20160527,58.7487,
300474.SZ,╬╟╪нн╒,20160530,64.2203,
300474.SZ,╬╟╪нн╒,20160531,64.7331,
300474.SZ,╬╟╪нн╒,20160601,66.9586,
300474.SZ,╬╟╪нн╒,20160602,67.561,
300474.SZ,╬╟╪нн╒,20160603,66.5652,
300474.SZ,╬╟╪нн╒,20160606,65.455,
300474.SZ,╬╟╪нн╒,20160607,70.4038,
300474.SZ,╬╟╪нн╒,20160608,67.7103,
300474.SZ,╬╟╪нн╒,20160613,64.3198,
300474.SZ,╬╟╪нн╒,20160614,64.0759,
300474.SZ,╬╟╪нн╒,20160615,70.1997,
300474.SZ,╬╟╪нн╒,20160616,71.2253,
300474.SZ,╬╟╪нн╒,20160617,72.9629,
300474.SZ,╬╟╪нн╒,20160620,73.8341,
300474.SZ,╬╟╪нн╒,20160621,79.0618,
300474.SZ,╬╟╪нн╒,20160622,75.726,
300474.SZ,╬╟╪нн╒,20160623,75.6115,
300474.SZ,╬╟╪нн╒,20160624,75.6265,
300474.SZ,╬╟╪нн╒,20160627,82.9203,
300474.SZ,╬╟╪нн╒,20160628,81.8996,
300474.SZ,╬╟╪нн╒,20160629,83.458,
300474.SZ,╬╟╪нн╒,20160630,75.1137,
300474.SZ,╬╟╪нн╒,20160701,77.1151,
300474.SZ,╬╟╪нн╒,20160704,78.1656,
300474.SZ,╬╟╪нн╒,20160705,81.1927,
300474.SZ,╬╟╪нн╒,20160706,79.1215,
300474.SZ,╬╟╪нн╒,20160707,79.1613,
300474.SZ,╬╟╪нн╒,20160708,78.3,
300474.SZ,╬╟╪нн╒,20160711,72.1115,
300474.SZ,╬╟╪нн╒,20160712,72.241,
300474.SZ,╬╟╪нн╒,20160713,71.1207,
300474.SZ,╬╟╪нн╒,20160714,70.9564,
300474.SZ,╬╟╪нн╒,20160715,71.8128,
300474.SZ,╬╟╪нн╒,20160718,69.1641,
300474.SZ,╬╟╪нн╒,20160719,69.8014,
300474.SZ,╬╟╪нн╒,20160720,72.9529,
300474.SZ,╬╟╪нн╒,20160721,70.349,
300474.SZ,╬╟╪нн╒,20160722,70.0404,
300474.SZ,╬╟╪нн╒,20160725,67.9145,
300474.SZ,╬╟╪нн╒,20160726,68.8056,
300474.SZ,╬╟╪нн╒,20160727,62.184,
300474.SZ,╬╟╪нн╒,20160728,60.9592,
300474.SZ,╬╟╪нн╒,20160729,60.1825,
300474.SZ,╬╟╪нн╒,20160801,57.1654,
300474.SZ,╬╟╪нн╒,20160802,58.3305,
300474.SZ,╬╟╪нн╒,20160803,61.2131,
300474.SZ,╬╟╪нн╒,20160804,60.7949,
300474.SZ,╬╟╪нн╒,20160805,59.5951,
300474.SZ,╬╟╪нн╒,20160808,60.3518,
300474.SZ,╬╟╪нн╒,20160809,62.9407,
300474.SZ,╬╟╪нн╒,20160810,62.7316,
300474.SZ,╬╟╪нн╒,20160811,61.5816,
300474.SZ,╬╟╪нн╒,20160812,61.6712,
300474.SZ,╬╟╪нн╒,20160815,65.1164,
300474.SZ,╬╟╪нн╒,20160816,66.1918,
300474.SZ,╬╟╪нн╒,20160817,69.4031,
300474.SZ,╬╟╪нн╒,20160818,68.8853,
300474.SZ,╬╟╪нн╒,20160819,72.1862,
300474.SZ,╬╟╪нн╒,20160822,66.2217,
300474.SZ,╬╟╪нн╒,20160823,71.1357,
300474.SZ,╬╟╪нн╒,20160824,68.716,
300474.SZ,╬╟╪нн╒,20160825,72.6392,
300474.SZ,╬╟╪нн╒,20160826,72.1862,
300474.SZ,╬╟╪нн╒,20160829,72.7388,
300474.SZ,╬╟╪нн╒,20160830,70.7573,
300474.SZ,╬╟╪нн╒,20160831,69.3035,
300474.SZ,╬╟╪нн╒,20160901,67.9493,
300474.SZ,╬╟╪нн╒,20160902,69.5525,
300474.SZ,╬╟╪нн╒,20160905,68.7061,
300474.SZ,╬╟╪нн╒,20160906,68.955,
300474.SZ,╬╟╪нн╒,20160907,68.1086,
300474.SZ,╬╟╪нн╒,20160908,66.8888,
300474.SZ,╬╟╪нн╒,20160909,64.6484,
300474.SZ,╬╟╪нн╒,20160912,63.1797,
300474.SZ,╬╟╪нн╒,20160913,63.3689,
300474.SZ,╬╟╪нн╒,20160914,62.3333,
300474.SZ,╬╟╪нн╒,20160919,62.5225,
300474.SZ,╬╟╪нн╒,20160920,64.7978,
300474.SZ,╬╟╪нн╒,20160921,63.2046,
300474.SZ,╬╟╪нн╒,20160922,63.2195,
300474.SZ,╬╟╪нн╒,20160923,63.4784,
300474.SZ,╬╟╪нн╒,20160926,59.7444,
300474.SZ,╬╟╪нн╒,20160927,58.3383,
300474.SZ,╬╟╪нн╒,20160928,60.2829,
300474.SZ,╬╟╪нн╒,20160929,58.7372,
300474.SZ,╬╟╪нн╒,20160930,59.3156,
300474.SZ,╬╟╪нн╒,20161010,60.991,
300474.SZ,╬╟╪нн╒,20161011,60.9511,
300474.SZ,╬╟╪нн╒,20161012,60.0037,
300474.SZ,╬╟╪нн╒,20161013,59.4353,
300474.SZ,╬╟╪нн╒,20161014,60.4724,
300474.SZ,╬╟╪нн╒,20161017,60.9311,
300474.SZ,╬╟╪нн╒,20161018,61.9284,
300474.SZ,╬╟╪нн╒,20161019,64.3517,
300474.SZ,╬╟╪нн╒,20161020,65.0098,
300474.SZ,╬╟╪нн╒,20161021,63.3245,
300474.SZ,╬╟╪нн╒,20161024,63.3046,
300474.SZ,╬╟╪нн╒,20161025,63.514,
300474.SZ,╬╟╪нн╒,20161026,61.9084,
300474.SZ,╬╟╪нн╒,20161027,62.0281,
