´úÂë,¼ò³Æ,ÈÕÆÚ,ÊÕÅÌ¼Û(Ôª),
002154.SZ,±¨Ï²Äñ,20070816,4.2433,
002154.SZ,±¨Ï²Äñ,20070817,3.819,
002154.SZ,±¨Ï²Äñ,20070820,3.598,
002154.SZ,±¨Ï²Äñ,20070821,3.6369,
002154.SZ,±¨Ï²Äñ,20070822,3.5335,
002154.SZ,±¨Ï²Äñ,20070823,3.468,
002154.SZ,±¨Ï²Äñ,20070824,3.4079,
002154.SZ,±¨Ï²Äñ,20070827,3.2523,
002154.SZ,±¨Ï²Äñ,20070828,3.4707,
002154.SZ,±¨Ï²Äñ,20070829,3.27,
002154.SZ,±¨Ï²Äñ,20070830,3.3045,
002154.SZ,±¨Ï²Äñ,20070831,3.3363,
002154.SZ,±¨Ï²Äñ,20070903,3.3107,
002154.SZ,±¨Ï²Äñ,20070904,3.2302,
002154.SZ,±¨Ï²Äñ,20070905,3.2002,
002154.SZ,±¨Ï²Äñ,20070906,3.2055,
002154.SZ,±¨Ï²Äñ,20070907,3.2479,
002154.SZ,±¨Ï²Äñ,20070910,3.1825,
002154.SZ,±¨Ï²Äñ,20070911,3.0508,
002154.SZ,±¨Ï²Äñ,20070912,3.0411,
002154.SZ,±¨Ï²Äñ,20070913,3.0092,
002154.SZ,±¨Ï²Äñ,20070914,3.125,
002154.SZ,±¨Ï²Äñ,20070917,3.0941,
002154.SZ,±¨Ï²Äñ,20070918,3.0322,
002154.SZ,±¨Ï²Äñ,20070919,2.9527,
002154.SZ,±¨Ï²Äñ,20070920,2.9588,
002154.SZ,±¨Ï²Äñ,20070921,2.8112,
002154.SZ,±¨Ï²Äñ,20070924,2.7007,
002154.SZ,±¨Ï²Äñ,20070925,2.7272,
002154.SZ,±¨Ï²Äñ,20070926,2.6247,
002154.SZ,±¨Ï²Äñ,20070927,2.6945,
002154.SZ,±¨Ï²Äñ,20070928,2.7193,
002154.SZ,±¨Ï²Äñ,20071008,2.7493,
002154.SZ,±¨Ï²Äñ,20071009,3.0243,
002154.SZ,±¨Ï²Äñ,20071010,2.9597,
002154.SZ,±¨Ï²Äñ,20071011,2.8943,
002154.SZ,±¨Ï²Äñ,20071012,2.8625,
002154.SZ,±¨Ï²Äñ,20071015,3.1277,
002154.SZ,±¨Ï²Äñ,20071016,2.9801,
002154.SZ,±¨Ï²Äñ,20071017,2.9085,
002154.SZ,±¨Ï²Äñ,20071018,2.8722,
002154.SZ,±¨Ï²Äñ,20071019,2.9421,
002154.SZ,±¨Ï²Äñ,20071022,2.8466,
002154.SZ,±¨Ï²Äñ,20071023,2.7405,
002154.SZ,±¨Ï²Äñ,20071024,2.6786,
002154.SZ,±¨Ï²Äñ,20071025,2.7299,
002154.SZ,±¨Ï²Äñ,20071026,2.7228,
002154.SZ,±¨Ï²Äñ,20071029,2.7122,
002154.SZ,±¨Ï²Äñ,20071030,2.714,
002154.SZ,±¨Ï²Äñ,20071031,2.7741,
002154.SZ,±¨Ï²Äñ,20071101,2.8289,
002154.SZ,±¨Ï²Äñ,20071102,2.8713,
002154.SZ,±¨Ï²Äñ,20071105,2.8978,
002154.SZ,±¨Ï²Äñ,20071106,2.8024,
002154.SZ,±¨Ï²Äñ,20071107,2.721,
002154.SZ,±¨Ï²Äñ,20071108,2.721,
002154.SZ,±¨Ï²Äñ,20071109,2.4488,
002154.SZ,±¨Ï²Äñ,20071112,2.2808,
002154.SZ,±¨Ï²Äñ,20071113,2.2985,
002154.SZ,±¨Ï²Äñ,20071114,2.3621,
002154.SZ,±¨Ï²Äñ,20071115,2.3869,
002154.SZ,±¨Ï²Äñ,20071116,2.5133,
002154.SZ,±¨Ï²Äñ,20071119,2.546,
002154.SZ,±¨Ï²Äñ,20071120,2.5089,
002154.SZ,±¨Ï²Äñ,20071121,2.5548,
002154.SZ,±¨Ï²Äñ,20071122,2.3957,
002154.SZ,±¨Ï²Äñ,20071123,2.3913,
002154.SZ,±¨Ï²Äñ,20071126,2.3241,
002154.SZ,±¨Ï²Äñ,20071127,2.249,
002154.SZ,±¨Ï²Äñ,20071128,2.2587,
002154.SZ,±¨Ï²Äñ,20071129,2.3418,
002154.SZ,±¨Ï²Äñ,20071130,2.2667,
002154.SZ,±¨Ï²Äñ,20071203,2.2454,
002154.SZ,±¨Ï²Äñ,20071204,2.2941,
002154.SZ,±¨Ï²Äñ,20071205,2.3471,
002154.SZ,±¨Ï²Äñ,20071206,2.325,
002154.SZ,±¨Ï²Äñ,20071207,2.3551,
002154.SZ,±¨Ï²Äñ,20071210,2.409,
002154.SZ,±¨Ï²Äñ,20071211,2.4603,
002154.SZ,±¨Ï²Äñ,20071212,2.531,
002154.SZ,±¨Ï²Äñ,20071213,2.5363,
002154.SZ,±¨Ï²Äñ,20071214,2.5902,
002154.SZ,±¨Ï²Äñ,20071217,2.5902,
002154.SZ,±¨Ï²Äñ,20071218,2.5434,
002154.SZ,±¨Ï²Äñ,20071219,2.5769,
002154.SZ,±¨Ï²Äñ,20071220,2.6901,
002154.SZ,±¨Ï²Äñ,20071221,2.7591,
002154.SZ,±¨Ï²Äñ,20071224,2.7935,
002154.SZ,±¨Ï²Äñ,20071225,2.7918,
002154.SZ,±¨Ï²Äñ,20071226,2.8819,
002154.SZ,±¨Ï²Äñ,20071227,3.0013,
