╢ЗбК,╪РЁф,хуфз,йуел╪ш(т╙),
600366.SH,дЧ╡╗тоиЩ,20001030,4.3014,
600366.SH,дЧ╡╗тоиЩ,20001031,4.3347,
600366.SH,дЧ╡╗тоиЩ,20001101,4.3363,
600366.SH,дЧ╡╗тоиЩ,20001102,4.3522,
600366.SH,дЧ╡╗тоиЩ,20001103,4.349,
600366.SH,дЧ╡╗тоиЩ,20001106,4.3681,
600366.SH,дЧ╡╗тоиЩ,20001107,4.3331,
600366.SH,дЧ╡╗тоиЩ,20001108,4.3871,
600366.SH,дЧ╡╗тоиЩ,20001109,4.4316,
600366.SH,дЧ╡╗тоиЩ,20001110,4.3998,
600366.SH,дЧ╡╗тоиЩ,20001113,4.3919,
600366.SH,дЧ╡╗тоиЩ,20001114,4.4252,
600366.SH,дЧ╡╗тоиЩ,20001115,4.3458,
600366.SH,дЧ╡╗тоиЩ,20001116,4.3363,
600366.SH,дЧ╡╗тоиЩ,20001117,4.2743,
600366.SH,дЧ╡╗тоиЩ,20001120,4.2251,
600366.SH,дЧ╡╗тоиЩ,20001121,4.2807,
600366.SH,дЧ╡╗тоиЩ,20001122,4.2585,
600366.SH,дЧ╡╗тоиЩ,20001123,4.2759,
600366.SH,дЧ╡╗тоиЩ,20001124,4.1933,
600366.SH,дЧ╡╗тоиЩ,20001127,4.1139,
600366.SH,дЧ╡╗тоиЩ,20001128,4.1616,
600366.SH,дЧ╡╗тоиЩ,20001129,4.3363,
600366.SH,дЧ╡╗тоиЩ,20001130,4.4141,
600366.SH,дЧ╡╗тоиЩ,20001201,4.3776,
600366.SH,дЧ╡╗тоиЩ,20001204,4.4157,
600366.SH,дЧ╡╗тоиЩ,20001205,4.5587,
600366.SH,дЧ╡╗тоиЩ,20001206,4.4888,
600366.SH,дЧ╡╗тоиЩ,20001207,4.4157,
600366.SH,дЧ╡╗тоиЩ,20001208,4.4316,
600366.SH,дЧ╡╗тоиЩ,20001211,4.3268,
600366.SH,дЧ╡╗тоиЩ,20001212,4.3808,
600366.SH,дЧ╡╗тоиЩ,20001213,4.4793,
600366.SH,дЧ╡╗тоиЩ,20001214,4.438,
600366.SH,дЧ╡╗тоиЩ,20001215,4.3998,
600366.SH,дЧ╡╗тоиЩ,20001218,4.4554,
600366.SH,дЧ╡╗тоиЩ,20001219,4.4475,
600366.SH,дЧ╡╗тоиЩ,20001220,4.5428,
600366.SH,дЧ╡╗тоиЩ,20001221,4.573,
600366.SH,дЧ╡╗тоиЩ,20001222,4.5269,
600366.SH,дЧ╡╗тоиЩ,20001225,4.5031,
600366.SH,дЧ╡╗тоиЩ,20001226,4.5904,
600366.SH,дЧ╡╗тоиЩ,20001227,4.5587,
600366.SH,дЧ╡╗тоиЩ,20001228,4.5984,
600366.SH,дЧ╡╗тоиЩ,20001229,4.6699,
600366.SH,дЧ╡╗тоиЩ,20010102,4.8033,
600366.SH,дЧ╡╗тоиЩ,20010103,4.7731,
600366.SH,дЧ╡╗тоиЩ,20010104,4.7826,
600366.SH,дЧ╡╗тоиЩ,20010105,4.7795,
600366.SH,дЧ╡╗тоиЩ,20010108,4.7938,
600366.SH,дЧ╡╗тоиЩ,20010109,4.7175,
