╢ЗбК,╪РЁф,хуфз,йуел╪ш(т╙),
600651.SH,╥июжрТоЛ,19901219,0.0541,
600651.SH,╥июжрТоЛ,19901220,0.0541,
600651.SH,╥июжрТоЛ,19901221,0.0568,
600651.SH,╥июжрТоЛ,19901224,0.0597,
600651.SH,╥июжрТоЛ,19901225,0.0597,
600651.SH,╥июжрТоЛ,19901226,0.0658,
600651.SH,╥июжрТоЛ,19901227,0.0665,
600651.SH,╥июжрТоЛ,19901228,0.0671,
600651.SH,╥июжрТоЛ,19901231,0.0678,
600651.SH,╥июжрТоЛ,19910102,0.0685,
600651.SH,╥июжрТоЛ,19910103,0.0692,
600651.SH,╥июжрТоЛ,19910104,0.0698,
600651.SH,╥июжрТоЛ,19910107,0.0702,
600651.SH,╥июжрТоЛ,19910108,0.0706,
600651.SH,╥июжрТоЛ,19910109,0.0709,
600651.SH,╥июжрТоЛ,19910110,0.0706,
600651.SH,╥июжрТоЛ,19910111,0.0702,
600651.SH,╥июжрТоЛ,19910114,0.0698,
600651.SH,╥июжрТоЛ,19910115,0.0698,
600651.SH,╥июжрТоЛ,19910116,0.0698,
600651.SH,╥июжрТоЛ,19910117,0.0698,
600651.SH,╥июжрТоЛ,19910118,0.0698,
600651.SH,╥июжрТоЛ,19910121,0.0698,
600651.SH,╥июжрТоЛ,19910122,0.0698,
600651.SH,╥июжрТоЛ,19910123,0.0695,
600651.SH,╥июжрТоЛ,19910124,0.0691,
600651.SH,╥июжрТоЛ,19910125,0.0688,
600651.SH,╥июжрТоЛ,19910128,0.0688,
600651.SH,╥июжрТоЛ,19910129,0.0685,
600651.SH,╥июжрТоЛ,19910130,0.0681,
600651.SH,╥июжрТоЛ,19910131,0.0678,
600651.SH,╥июжрТоЛ,19910201,0.0678,
600651.SH,╥июжрТоЛ,19910204,0.0678,
600651.SH,╥июжрТоЛ,19910205,0.0674,
600651.SH,╥июжрТоЛ,19910206,0.0671,
600651.SH,╥июжрТоЛ,19910207,0.0674,
600651.SH,╥июжрТоЛ,19910208,0.0674,
600651.SH,╥июжрТоЛ,19910211,0.0671,
600651.SH,╥июжрТоЛ,19910212,0.0668,
600651.SH,╥июжрТоЛ,19910213,0.0664,
