ด๚ย๋,ผ๒ณฦ,ศีฦฺ,สีลฬผÛ(ิช),
002884.SZ,ม่ฯ๖ฑราต,20170711,41.92,
002884.SZ,ม่ฯ๖ฑราต,20170712,46.11,
002884.SZ,ม่ฯ๖ฑราต,20170713,50.72,
002884.SZ,ม่ฯ๖ฑราต,20170714,55.79,
002884.SZ,ม่ฯ๖ฑราต,20170717,61.37,
002884.SZ,ม่ฯ๖ฑราต,20170718,55.95,
002884.SZ,ม่ฯ๖ฑราต,20170719,53.61,
002884.SZ,ม่ฯ๖ฑราต,20170720,52.95,
002884.SZ,ม่ฯ๖ฑราต,20170721,50.68,
002884.SZ,ม่ฯ๖ฑราต,20170724,51.2,
002884.SZ,ม่ฯ๖ฑราต,20170725,50.1,
002884.SZ,ม่ฯ๖ฑราต,20170726,50,
002884.SZ,ม่ฯ๖ฑราต,20170727,51.08,
002884.SZ,ม่ฯ๖ฑราต,20170728,51.46,
002884.SZ,ม่ฯ๖ฑราต,20170731,53.1,
002884.SZ,ม่ฯ๖ฑราต,20170801,52.42,
002884.SZ,ม่ฯ๖ฑราต,20170802,50.88,
002884.SZ,ม่ฯ๖ฑราต,20170803,53.44,
002884.SZ,ม่ฯ๖ฑราต,20170804,51.2,
002884.SZ,ม่ฯ๖ฑราต,20170807,51.39,
002884.SZ,ม่ฯ๖ฑราต,20170808,50.23,
002884.SZ,ม่ฯ๖ฑราต,20170809,50.54,
002884.SZ,ม่ฯ๖ฑราต,20170810,51.16,
002884.SZ,ม่ฯ๖ฑราต,20170811,50.18,
002884.SZ,ม่ฯ๖ฑราต,20170814,51.49,
002884.SZ,ม่ฯ๖ฑราต,20170815,50.9,
002884.SZ,ม่ฯ๖ฑราต,20170816,53.36,
002884.SZ,ม่ฯ๖ฑราต,20170817,52.3,
002884.SZ,ม่ฯ๖ฑราต,20170818,52.52,
002884.SZ,ม่ฯ๖ฑราต,20170821,53.98,
002884.SZ,ม่ฯ๖ฑราต,20170822,55.1,
002884.SZ,ม่ฯ๖ฑราต,20170823,54.56,
002884.SZ,ม่ฯ๖ฑราต,20170824,53.5,
002884.SZ,ม่ฯ๖ฑราต,20170825,54.75,
002884.SZ,ม่ฯ๖ฑราต,20170828,57.86,
002884.SZ,ม่ฯ๖ฑราต,20170829,57.85,
002884.SZ,ม่ฯ๖ฑราต,20170830,56.26,
002884.SZ,ม่ฯ๖ฑราต,20170831,58.29,
002884.SZ,ม่ฯ๖ฑราต,20170901,56.98,
002884.SZ,ม่ฯ๖ฑราต,20170904,55.59,
002884.SZ,ม่ฯ๖ฑราต,20170905,55.6,
002884.SZ,ม่ฯ๖ฑราต,20170906,55.38,
002884.SZ,ม่ฯ๖ฑราต,20170907,55.41,
002884.SZ,ม่ฯ๖ฑราต,20170908,55.9,
002884.SZ,ม่ฯ๖ฑราต,20170911,57.29,
002884.SZ,ม่ฯ๖ฑราต,20170912,55.31,
002884.SZ,ม่ฯ๖ฑราต,20170913,55.7,
002884.SZ,ม่ฯ๖ฑราต,20170914,55.83,
002884.SZ,ม่ฯ๖ฑราต,20170915,56.1,
002884.SZ,ม่ฯ๖ฑราต,20170918,55.78,
002884.SZ,ม่ฯ๖ฑราต,20170919,54.98,
002884.SZ,ม่ฯ๖ฑราต,20170920,55.56,
002884.SZ,ม่ฯ๖ฑราต,20170921,54.94,
002884.SZ,ม่ฯ๖ฑราต,20170922,55.27,
002884.SZ,ม่ฯ๖ฑราต,20170925,54.85,
002884.SZ,ม่ฯ๖ฑราต,20170926,53.85,
002884.SZ,ม่ฯ๖ฑราต,20170927,56.14,
002884.SZ,ม่ฯ๖ฑราต,20170928,55.76,
002884.SZ,ม่ฯ๖ฑราต,20170929,55.9,
002884.SZ,ม่ฯ๖ฑราต,20171009,56.29,
002884.SZ,ม่ฯ๖ฑราต,20171010,57.1,
002884.SZ,ม่ฯ๖ฑราต,20171011,56.92,
002884.SZ,ม่ฯ๖ฑราต,20171012,56.5,
002884.SZ,ม่ฯ๖ฑราต,20171013,58.31,
002884.SZ,ม่ฯ๖ฑราต,20171016,56.55,
002884.SZ,ม่ฯ๖ฑราต,20171017,58.84,
002884.SZ,ม่ฯ๖ฑราต,20171018,57.4,
002884.SZ,ม่ฯ๖ฑราต,20171019,59.3,
002884.SZ,ม่ฯ๖ฑราต,20171020,60.92,
002884.SZ,ม่ฯ๖ฑราต,20171023,60.45,
002884.SZ,ม่ฯ๖ฑราต,20171024,61.44,
002884.SZ,ม่ฯ๖ฑราต,20171025,64.46,
002884.SZ,ม่ฯ๖ฑราต,20171026,64.4,
002884.SZ,ม่ฯ๖ฑราต,20171027,64.79,
002884.SZ,ม่ฯ๖ฑราต,20171030,63,
002884.SZ,ม่ฯ๖ฑราต,20171031,64.95,
002884.SZ,ม่ฯ๖ฑราต,20171101,65.26,
002884.SZ,ม่ฯ๖ฑราต,20171102,65.01,
002884.SZ,ม่ฯ๖ฑราต,20171103,62.84,
002884.SZ,ม่ฯ๖ฑราต,20171106,63.92,
002884.SZ,ม่ฯ๖ฑราต,20171107,62.88,
002884.SZ,ม่ฯ๖ฑราต,20171108,63.34,
002884.SZ,ม่ฯ๖ฑราต,20171109,65.17,
002884.SZ,ม่ฯ๖ฑราต,20171110,65.47,
002884.SZ,ม่ฯ๖ฑราต,20171113,68.25,
002884.SZ,ม่ฯ๖ฑราต,20171114,67.3,
002884.SZ,ม่ฯ๖ฑราต,20171115,67.9,
002884.SZ,ม่ฯ๖ฑราต,20171116,63.79,
002884.SZ,ม่ฯ๖ฑราต,20171117,59.71,
002884.SZ,ม่ฯ๖ฑราต,20171120,63.02,
002884.SZ,ม่ฯ๖ฑราต,20171121,61.83,
002884.SZ,ม่ฯ๖ฑราต,20171122,61.52,
002884.SZ,ม่ฯ๖ฑราต,20171123,61.7,
002884.SZ,ม่ฯ๖ฑราต,20171124,62.01,
002884.SZ,ม่ฯ๖ฑราต,20171127,57.57,
002884.SZ,ม่ฯ๖ฑราต,20171128,58.81,
002884.SZ,ม่ฯ๖ฑราต,20171129,59.32,
002884.SZ,ม่ฯ๖ฑราต,20171130,58.99,
002884.SZ,ม่ฯ๖ฑราต,20171201,59.28,
002884.SZ,ม่ฯ๖ฑราต,20171204,54.13,
002884.SZ,ม่ฯ๖ฑราต,20171205,50.99,
002884.SZ,ม่ฯ๖ฑราต,20171206,52.41,
002884.SZ,ม่ฯ๖ฑราต,20171207,52.25,
002884.SZ,ม่ฯ๖ฑราต,20171208,53.55,
002884.SZ,ม่ฯ๖ฑราต,20171211,53.74,
002884.SZ,ม่ฯ๖ฑราต,20171212,52.06,
002884.SZ,ม่ฯ๖ฑราต,20171213,52.71,
002884.SZ,ม่ฯ๖ฑราต,20171214,52.28,
002884.SZ,ม่ฯ๖ฑราต,20171215,51.8,
002884.SZ,ม่ฯ๖ฑราต,20171218,51.4,
002884.SZ,ม่ฯ๖ฑราต,20171219,52.1,
002884.SZ,ม่ฯ๖ฑราต,20171220,50.68,
002884.SZ,ม่ฯ๖ฑราต,20171221,51.32,
002884.SZ,ม่ฯ๖ฑราต,20171222,51.3,
002884.SZ,ม่ฯ๖ฑราต,20171225,50.58,
002884.SZ,ม่ฯ๖ฑราต,20171226,52.11,
002884.SZ,ม่ฯ๖ฑราต,20171227,51.7,
002884.SZ,ม่ฯ๖ฑราต,20171228,52.21,
002884.SZ,ม่ฯ๖ฑราต,20171229,52.82,
002884.SZ,ม่ฯ๖ฑราต,20180102,52.69,
